	C0	C1	C2	C3	C4	C5	C6
RPL28	0.30229853918132726	0.6484957832057017	0.36158760123930805	0.40040604011875447	0.15435153263893267	0.1039431992995616	0.42235756263567403
TAB1	0.3806490884749691	0.8677318901434065	0.5840423091018562	0.14627275908272463	0.9256032143358909	0.2955428698981639	0.3231543953445784
PEX12	0.4408149873370508	0.08598292443631626	0.027586642781977658	0.3888053628011361	0.18710790656600673	0.18729535391357421	0.04021745721220468
ZC3H13	0.8062121897143709	0.19075121585677943	0.9120589789867606	0.432537424897359	0.705575272261299	0.5298345120065912	0.3395533763167534
ATP6V0A1	1.2097240609518598	0.8883908070750002	0.6478378229123325	0.7375009759070598	0.913459414548273	0.7634570682083411	0.38005732732830855
YEATS4	0.49689910281328004	0.07299264885703914	0.18431318578274683	0.48862616892893374	0.13186066180892306	0.21964422717719245	0.33370370215552275
GRB2	0.7783234288946652	0.9606812050133249	0.7458226463870347	0.8291702798425801	0.4289129445979907	0.9214096223437189	0.6400671616798639
INTS3	0.7910887960525065	0.74157968458292	0.9089846289157104	0.008888865609897195	0.8859707704915109	0.3418128509257104	0.6004029840073785
MBTPS1	0.9362527001222611	0.8067134009112626	0.852634549912437	0.6638607603940242	1.019544929473093	0.7628563939426756	0.6252424234406322
HAUS4	0.5368827906082263	0.5115289927513238	0.7077433345494228	0.23084050655344812	0.5955323111228185	0.24035469528511458	0.24399061213375403
CSNK1A1	1.0729853880989988	0.6053900888386701	1.0249362395746258	0.5123049801363654	0.4131258129516097	0.5400514367473078	0.6026912298581025
IGBP1	1.2339507442775384	0.7801587561446629	1.0868465749592655	0.695417195982564	0.7863605335516548	0.5559646712579516	0.5982143000132404
MED9	0.05683943787903126	0.11335619528731138	0.01605703523347279	0.10972649267259563	0.12221658624231128	0.0022387898857551916	0.004282413538859058
UBR4	0.8686384797758503	0.895460494459573	0.9070844876576881	0.5567484647117309	1.0798457510483974	0.8679984828538102	0.6698370968705308
YBEY	0.36707375046739854	0.17669436976190067	0.14104595799276018	0.27919204466087666	0.17334575724606258	0.06913384310392258	0.09827552103040889
RFC2	0.5524080496537436	0.5863185676477012	0.5639355831264022	0.22067938593965275	0.16250412204418052	0.035258294921928654	0.6788285323325212
DUSP11	0.399070177887407	0.10746753378157473	0.29999050228526014	0.08437349059536532	0.3289811503398483	0.21441436063384237	0.1261688639237668
TADA1	0.3059005955041323	0.07210749210301959	9.362051989486577e-05	0.25481062848713976	0.23899048295122732	0.08795846264629878	0.08686830698455832
TRAPPC1	0.9823238608036641	0.9764963269009564	0.9397502543423604	0.8826537332398771	0.7013273981411673	0.7364414895684522	0.7159926585227431
PTAR1	0.2942691022162314	0.11161187605377329	0.16816029623546505	0.12075425783374495	0.3763170929402808	0.15121535175690987	0.014451715140375066
CANX	1.2137279026130194	0.9590081739965598	1.0503214513198704	0.9247397478217155	0.915075452464422	0.8603322279042944	0.8459667827344988
PIGK	0.3099573964388069	0.05803780140413756	0.24748039364187752	0.31560465536626636	1.21344010292955e-05	0.06871252144828885	0.0663968932006424
MAPK1	1.2174653202517245	0.8418541339836779	1.0989231120360716	0.7668111420455284	0.7237242306885746	0.733746053303631	0.5360210061138975
SLC10A7	0.17927648069034924	0.03398523798528509	0.17485225995510373	0.00543783546042195	0.19169646525407755	0.22809936256198574	0.05192418675362652
TPR	1.1803668482734784	0.640226519196042	1.0989327800401545	0.6192806177905648	0.8916275422575936	0.8747827256620081	0.849458486845793
PTPN1	0.9774521253055021	0.9623975315833626	1.063026664882152	0.8803673289686292	0.541256995070467	0.8696185647164509	0.687203678277204
HNRNPF	0.9381238585781723	0.8842756431021165	0.9790988064086873	0.7728788845796152	0.7056770955982065	0.7223455477907905	0.7952506457756545
SRGAP2	0.2764620638607839	0.26545756372236473	0.4558576524121901	4.609605370835857e-10	0.39691596739105983	0.3271922488618983	0.32881640915512794
USP8	0.6075547811290452	0.1520712354461954	0.4342179225244274	0.33004936130970336	0.32620840002247603	0.41861226662603607	0.13576224650782723
RANGAP1	0.14507051663422837	0.8436185611162997	0.1772509489268248	0.7156686704306852	0.7748275932450736	0.7214593099594615	0.710304373232574
GFPT1	1.1578692561328758	0.48533193688394544	0.7531308552519401	0.9873948930407853	0.3046891077513503	0.6230080177040546	0.7377755984615916
COPE	0.8932779027018699	1.1352593881270587	0.9158769466785397	0.9020222264769945	0.9118460597515098	0.760516666855975	0.7641395005618165
ANAPC13	0.4949908583387293	0.2117468615748684	0.2570682469152341	0.8924954089953077	0.08419202604552989	0.1700965490920942	4.0472778786075557e-11
STK11	0.20777352257832574	0.8921254672902975	0.44699374071626974	0.38081499399776875	0.898388474182538	0.3633027361098737	0.32138000722208715
SMARCA4	0.9647706141046092	1.0189733861128583	0.9704668480705821	0.7545777823036571	1.1024092253990243	0.8099799188059058	0.8724574359560318
IPMK	0.22519451374756538	0.1428261033973049	0.15088888142550183	0.10740963522778722	4.859108205451406e-16	0.0732518065424371	0.06074416523844139
ANAPC15	0.17861670362616147	0.25170986337295026	0.0509242667407815	0.6400365216886907	0.20921154339979556	0.16794086229549138	0.09987289138487493
BIRC2	1.3287182089810592	0.3916231080227217	0.847284325502779	0.4792639477340096	0.5549626685479129	0.9718612356560954	0.5662269953750149
RBM10	0.5604793944444728	0.9155904997393677	0.739235817665929	0.3165874148171753	0.9929395822738338	0.5306761598999914	0.6808451119980449
ANKRD35	0.011174364594316826	0.013363211985663894	0.00015564102449337888	0.035287331091547997	0.042710174079510665	0.016295881448846326	0.01592155050946217
MTFP1	0.43336307286622716	1.0226373554645136	0.19971678733368506	0.2684236940717041	0.12241208180362625	2.105714535813655e-21	7.150915241095413e-17
DHX15	1.0764126420274311	0.759346933362176	1.0416115729051323	0.7188027648048084	0.9410836369661818	0.8667193986687101	0.7896952695627684
SPTSSA	5.578009050405399e-05	0.16786412665344172	1.596394781888237e-05	0.5334255124834874	0.16227557551059352	0.17666784770372795	0.02720041291193114
UBE4B	0.7664394876778435	0.5558111749067801	0.6431469747181248	0.5177694746032317	0.7979926489894364	0.5764354366243899	0.35216115347274435
SMARCD3	5.053310509958955e-20	0.1384526757854175	0.6793541755360901	0.45158908569776657	0.8373099982386747	0.23862524110400424	0.6396961523761844
CCDC114	0.022763436483603763	0.02996020996291907	1.3158738776388907e-08	1.6956297565906397e-06	0.11331538766106221	0.14369731275554362	0.024730942537308384
SHOC2	1.2761858464655376	0.4397616772883836	0.946398677572707	0.8680705881753731	0.5370324665594446	0.9168355911354418	0.5981243247885979
CUL2	0.5856753217800055	0.046333811937729105	0.25041998428219847	0.41591833264009725	0.12949712023404472	0.5201072841478712	0.35816734499160463
PGM3	0.6109550377616303	0.10124963754104177	0.47898617911740515	0.17094960786154256	0.2489918919045821	0.30291439639551737	0.546468394816469
TAMM41	0.2536137245033649	0.012215591612118173	0.2612321805472397	0.04862383636153534	0.4116695386018683	0.37394655822506195	0.20866243589382102
ACTR5	0.13792511018205109	0.16982910257891673	0.08038974178670177	4.970674251753104e-12	0.41563168998834105	0.14593852624076034	0.1684946514327718
DNAJC9	0.08274010471322919	0.2692128099938965	0.12904949713577932	0.10983776646623267	0.4210516133960594	0.2608379663216892	0.4956993482991426
GET4	0.14708348656798864	0.7535425072657115	6.507895534108456e-10	0.5066479241019276	0.7525063011372202	0.05501654302076651	0.39302692924733257
ROMO1	0.9355756118871247	1.1269109000146726	0.8275470470883812	1.110113065010342	0.6834130147554962	0.5670546058605896	0.7811341595364495
SOHLH1	0.010844042159955675	4.7998871318308523e-08	3.745000142203024e-21	0.03862108518623558	0.049343090516897926	0.0072301476860988315	0.03727182994490128
EMC8	0.05121600377110566	0.3073381468761145	0.04213225409007871	0.29243635954022573	0.2699204659501487	0.14040957278724508	0.19969685990334649
RNASEH2C	0.4087171077931495	0.7904552101226962	0.8376554146905791	0.3414767095560048	0.8149911943652862	0.276226202305481	0.39613946797659155
PHB	0.8849585563108006	0.9727215692672382	0.5278193674831466	1.1522641703295535	0.8040885431747499	0.23496389846371465	0.663694682521161
CHTF8	0.6358768661285225	0.7993687225353423	0.22489848516903374	0.7621063164762457	0.752307331450997	0.574710596516533	0.2989535853859384
SLC35A2	0.17410496277097845	0.5147112054731555	1.1721294797346402e-07	0.43032797665628686	0.1219754714541175	0.1882207672555731	0.36896972575787285
PPP4C	0.8988071978035216	1.103175315476881	0.7943691299970411	0.8468998727209216	0.8616677565087428	0.7173781344438716	0.7945234563647854
RTTN	0.7213086655649649	0.05091765810404895	0.4248152297309025	0.019652974737013378	0.9426249668371568	0.6354182761285276	0.3081111920523962
IARS	1.034568293891033	0.6632546081272988	0.8564262570603086	0.8414072549257372	0.6996219708926422	0.7511947210974599	0.8907815768121372
GNB1L	0.010838438922186156	0.06822053401848172	0.030132260275868135	0.03063130084042908	0.07641711320986339	0.026575015600403644	0.06034831959963336
MRPS34	0.7349569901553713	1.277965707510594	0.5720735219245697	0.8713765693856526	0.6133240645060467	0.23054976256920812	0.6238453066695017
CPSF1	0.1622268862357318	0.7465205505666486	0.48041299849423813	0.06481308083697414	1.2167741602777606	0.5451173153395305	0.7812302922301011
EXOSC2	0.23343907283416482	0.17890789030054288	0.3241713883779752	0.05465154702668063	0.2712394013940639	0.08665793167831098	0.20016409469651505
EMC4	1.1069648682897129	0.8834817545593269	0.8451002384777138	0.939360472534492	0.7368617214720504	0.6702823094523029	0.5789218170156292
TMEM165	0.9787519860003759	0.8496662852599152	1.144757196556265	0.8561140970163803	0.6141362230263121	0.8991926593479409	0.8417391772966134
VPS25	0.4971961473964404	0.6966174860836963	0.4014373008471988	0.6259465193277205	0.33590930903955885	0.04267865819511738	0.5480783673080123
RBBP4	0.5627390711836994	0.05919491447358375	0.31842802382047364	0.30079389841480514	0.05680327202073902	0.28140770515732433	0.11416661634890511
MRPL38	0.5114573691899614	1.021451703233168	0.33879346140974936	0.8175889306934015	0.9368067021061471	0.32620083962557594	0.5633884989242834
ETNK1	0.2516782998361882	0.32952787855704924	0.0893306259916251	0.3020493845050693	0.3234383170062705	0.34916475667043306	0.233591026150618
CCZ1	1.0552027605748564	0.2734801756676294	0.7465017177140013	0.8594293546208671	0.31860126168196845	0.5965882367947153	0.6044839343222366
TIMM50	0.38903194498388083	0.6277452113047157	0.16708815923533468	0.7372058787662211	0.4063864410694333	0.1148276593646511	0.4429679294449488
NMNAT1	0.22945784232397823	0.18673858440700336	0.06234974578116462	0.2957249144150165	0.277009723958744	0.17140124147448182	0.002787099312266314
ADAR	1.1023064576212918	0.9586281419891616	0.9831522464486855	0.7999455508700437	0.9794445846364304	0.9347420050820785	0.8222999553667731
SMC6	0.772947500959282	1.423872790584012e-09	0.5350161628125983	0.09404837083267037	0.47991507048772797	0.5429944165062031	0.5743814983562636
PPCS	0.40721185692430945	0.8529196494620448	3.427019659288114e-05	0.5444813483397423	0.3636343299111032	0.3866014653940206	0.209223094664789
WNT3	0.09547489917866944	0.1000915831075	5.78515333601255e-18	0.09823073746147365	0.15238306471941226	1.3829450641920204e-09	0.2927376386195776
ACACA	0.5524544616862817	0.27326356786012057	0.14079579296062997	0.8078254650404149	0.7399403988886286	0.6741307902028248	0.8888875489539364
SOD2	1.1594638928609964	1.0168470590564767	1.037611286806857	0.9310658947816192	0.9982744456832763	0.8979806538826259	0.8518167943847682
NARS2	0.5941028562908692	0.19517349118652264	0.24708612138145936	0.5716071037664303	0.8084312492534852	0.3468770256199899	0.20716235700201607
COX7C	1.214912804649897	0.9552508842295574	1.03260112907038	0.964892630170384	0.9459273394579369	0.8825838890806247	0.8209403763586254
ATG5	0.43804862957743385	0.00017538267603318911	0.21524044887878435	0.3526759403630412	0.17366421558130005	0.4070964787444411	0.21599559854826553
ATG9A	0.5256388807786021	0.8626883767467258	0.32568603360265874	0.6893150780812034	0.8490081953893701	0.5728732967125256	0.4780199731075362
CD274	0.08688612556657097	0.0791665327973865	4.142768233513603e-21	0.10070251421569468	3.087590998091781e-21	0.5246842898335389	0.18603799270003216
HIRA	0.3799229857103877	0.8066646933636543	0.25246694503173095	0.41765505921605334	0.8817667240813672	0.541876160954733	0.4100167939078972
MRPS9	0.5673752787072693	0.16587770228456833	0.2378487875928773	0.5777754938381527	0.3905951711966364	0.1250791851878534	0.17497234453793808
MAP2K3	0.6186642708541242	1.193933990131326	0.9790597414158585	0.6102414728877359	0.9267277120167606	0.7736413184544405	0.5896345510582912
WIPI2	0.36356603606123006	0.7235133146153153	0.19304284704783578	0.6636296537592856	0.6129047429087862	0.2979815767533335	0.40500497714305045
VPS18	0.09100315661403971	0.9262655439722915	0.0005153947024865554	0.6927032048191699	0.747480305805531	0.460209677140959	0.2605275169002513
HM13	0.6934432799534587	1.01826490938791	0.5590313401957008	0.5766972732300426	0.019941997725042293	0.42856366327251194	0.908167067060565
PEX3	0.8573398205143317	0.15272279810034559	0.5204445896726707	0.5807738667525644	0.30362536085867897	0.4051112235033066	0.16002767143922939
LRP10	0.4187744726752044	1.162099829975073	0.7256753622774373	0.8168711088688746	0.9018322374137567	0.6211249136319152	0.5190621801346145
USP9X	1.1732035146179014	0.8369736293458206	0.9689746306801298	0.8997018412448979	0.9346203962961912	0.9180928061892885	0.7911545614507911
NDUFA11	0.6240481457309752	1.0863554906280857	0.5280123696352448	1.0222414926996268	0.8091915904515804	0.3583020233056577	0.4558692981843868
NDUFB8	1.0286442493450667	0.8916248681574269	0.9565848101570502	0.9564326731828227	0.9804746756803521	0.8051994383823332	0.6853972803491803
FURIN	0.8053060783690122	1.078239453723671	0.9283859413727361	0.7989722236314591	1.070593815714993	0.8183151529221723	0.7434038474462006
PCED1B	0.09795011613162678	0.772476530404874	0.49966629594664935	4.5662557273939066e-06	5.34940147039683e-10	1.3332321130322424	0.41267085558961525
PRPF39	0.7110905042107777	0.0010486973042416333	0.7508429318742351	0.05632525890355027	0.7950563911151801	0.6934160904683183	0.522463442556036
SHFM1	1.1931933343741352	0.9013064419152411	1.0974542931603422	0.9632536856990147	0.7685354371511661	0.8204996366331047	0.8568548800560116
IRF1	0.7100722915352523	1.2674270210482066	0.930684009515181	0.0008727523973533736	0.40432948906353583	1.3389813391077274	0.6822845611546002
SMG7	1.1571862781561055	0.5537018096780633	0.8047351371629945	0.5450553681348698	0.7537247924611183	0.6756844409768417	0.5861128555912549
PTPN11	1.1496221032125775	0.3475295468552961	0.6433486079515864	1.0869013873835676	0.4118511731610599	0.6274452293275645	0.5816394425066833
CCNE1	0.06285357074576009	0.06351059384740786	5.851986432934111e-21	0.19953461365072447	1.1353048644211389e-08	0.10890292424297432	0.38686502332540584
MED14	1.1150344434657693	0.43302199398254504	0.8002196304918672	0.5396935364650365	0.6969188683856179	0.747741983523221	0.6649442977166429
MTA2	0.6973007996831955	0.9415622145904688	0.9580403033502394	0.6528604239531313	0.8723778505963257	0.8966217536683173	0.7865757213467829
MED26	2.2755486137246442e-10	0.37079600500526033	0.216756175212614	0.08507452473422254	0.32546021039550443	0.14529547650123578	0.15011340865701767
NDUFB11	0.7084136737067507	1.0734936971362656	0.5776780394079765	1.0588628310067354	0.7540499703466039	0.3314500693844049	0.5667039680056007
ZNRD1	0.08213453015510877	0.06220132361981383	0.04568523759877711	0.09139567743658308	0.03953025750086965	0.022899992144466818	0.018230920197845175
UBE2G1	0.12626486630268208	0.11469084679978099	0.10194619371211258	0.23060957080930014	0.06138396778921999	0.10538139785128466	0.04878387367937482
INO80	0.6926429229354862	0.29084244500569023	0.558828793438973	0.18341209938309547	0.6016011283761907	0.6147808188451268	0.313068442877038
MED20	0.08927719815095368	0.089489033929949	0.005392202011183292	0.1388615165556703	0.25459987461327926	0.071385247186955	0.102385312446088
CCNC	0.7271866279813021	0.029589012765676968	0.3775384324801217	0.8007548502276689	0.27781027510097545	0.44108385809973694	0.16082885593536342
USP7	1.0395040865783358	0.49773925469165525	0.9547103127670998	0.8190252451126807	0.698055693272066	0.8632631653889358	0.6257305687698859
KCMF1	0.3551373959979398	0.24811408394058956	0.21755366737965115	0.34991384325571023	0.03099417869999124	0.20926843197305164	0.3014879511218153
DSCC1	0.1372078140216468	2.84442937978944e-14	0.07719510644047571	0.08684812207383821	0.027774812809712012	0.04256020160255917	0.20361445491046912
