	C0	C1	C2	C3	C4	C5	C6	C7	C8	C9
RBCK1	1.1122397007891542	0.9457644121951283	0.8902440391153392	0.9607090385093002	1.0371447381504362	0.8653148712367951	0.7600062557353559	0.8410858180420335	0.8614859788268125	1.1070587006745587
CFLAR	1.2163243305413205	0.4132925152927648	1.2692118562236279	1.0566962100513704	0.8568807728306018	0.5950819768688073	0.2837975976951759	0.389830062138713	0.8321736516515861	0.9289323580019462
EMC3	0.028163394718312192	0.12684352606227758	0.5259139539144786	0.501975945287401	0.608071615980922	0.56621912632272	0.6125017307532366	0.5227792333622121	0.03996924686833744	0.16790057524542287
SETD1A	0.8951697169869918	0.567117445674487	0.42372948601750215	0.6438851729186086	0.42670233438419336	0.48848129035448745	0.5529035887447133	0.818953726285753	0.692671815449002	1.064766364819816
OTULIN	0.2115879580699866	0.14102749204330295	0.16550936452261988	0.2753569938306938	0.24388619588481528	0.05531571268254137	0.00019940915238025726	7.624435801579636e-10	0.29499713837972474	0.3059413314645817
CHIC2	0.2673604172819862	0.07070266745354677	0.5638841386210044	0.4515120764182102	0.009029646977823422	0.7676846724252304	0.3701231545716784	0.15251664666126355	0.3693875693107861	0.3543716325085567
TCEB1	0.0976198151326322	0.4972927821771655	0.5309552810348782	0.18587310313746427	0.8189630577744292	0.4183906561565155	0.3797630971940587	0.1649973256147699	0.2247805366601827	0.0768706780245272
RGP1	0.7811266073761589	0.2985949714187984	0.7446073141428392	0.6098589808411675	0.5140499325531471	0.5894798632128804	0.34637692765299294	1.1498728395891709	0.46111812380147327	0.7726926830036627
TAB2	1.036140504647042	0.7970986483533238	1.308477357174833	1.0434912522656412	1.1356746130581963	0.9325154968791206	0.6830933520015049	0.6685371322648647	0.564020137475259	0.7068058578881409
TMEM208	0.001746521517208046	0.3179157998537086	2.0404230528381183e-07	0.4630118063125826	0.7179279977864217	0.39697665872785676	0.49874703422577965	0.6229038554263324	0.4146683382063453	0.8460795742380259
IST1	0.6572537971807714	0.4213996184512177	0.6768247128851135	0.6359253558828624	0.70544541186227	0.6017830910699588	0.5026632089234406	0.2627678384678623	0.37961749710267123	0.9317552086538476
BAP1	0.8761556270042834	0.37502895899977373	0.4034023145356632	0.7276923857068168	0.373071453170269	0.9409527444297423	0.568717737015484	1.240903992656675	0.48135705208695856	0.5393315114202345
UGP2	0.5560345162032265	0.6547009800912221	1.1058172554078092	0.627879086783236	1.4066362057260626	1.0419647399133873	0.652845849734506	0.43454979848183134	0.5631883732286516	0.7258582043910579
EMC6	4.870126151739786e-17	0.3015398598348419	0.37401742284741996	0.2905123542150564	0.5326689875004459	0.2617249107674015	0.6872611272129016	0.39106754650408115	0.2361347648315144	0.5230331917707641
NCSTN	0.9548311359730846	0.8349630073051911	0.9500107481923122	0.8390569058760617	1.1442601339251754	0.9314166471780667	0.6420400992982805	0.7456030848075978	0.6808736569302614	1.1262749039328066
UBE2M	0.012444674791603943	0.18677230410014076	0.10474568672276591	0.21261120172485237	0.1608998823868165	0.3148639343462069	0.3823429572279694	0.28764169550721097	0.2737228281960159	0.5126995048907209
KDSR	0.30669825477146984	0.23821263558627004	1.0645720095502766	0.3227434135610335	0.7841099602898559	0.5543140779191977	0.41732211818254944	0.45428085144961855	0.07007839402152714	0.6692716778904889
BIRC5	5.2758205348556955e-21	0.9664758929152192	0.0537126668115194	1.7088078888018143e-12	0.00020715760852318046	0.052548791968449915	0.12136032031191954	0.10991375728911693	0.04722163928293268	0.0011592652763894541
VPS4B	0.5158173696606919	0.4535583199203658	1.141352573795019	0.7407516863346592	0.22964057644415703	0.6737248424586096	0.5747512803120752	0.3390948049563749	0.2638049288013619	0.7367778078543028
POLR1E	0.18810607635380366	0.4805571151719574	0.7476347462709073	0.21498216595035924	0.2432149979451246	0.4897101597038307	2.7424184696915704e-08	0.39060207603960856	0.12536630123993214	0.491236533624824
NPM1	0.9849943855950616	0.9573898611701069	1.245864919291017	0.8624083619012345	1.1242933698427484	1.0161180037452338	0.7829445911202546	0.7424252323315008	0.6636776546448183	1.172424763445029
BARD1	0.2105072477766531	0.32169402226462857	0.3787745592895108	0.27823394250212047	0.06271169973600282	0.19669253453682964	0.0018014768817664027	0.07931849106044096	0.03362340869452253	0.046736733962515035
GPATCH1	0.5903007191473062	0.2522449664590102	0.39492748041180564	0.1979346881111098	0.37587108188093865	0.0008784149594148108	0.045447210914511	0.419278433186519	0.1912834557794096	0.3929569433578668
L3MBTL2	0.5080931492297023	0.1379078756626706	0.13014445070603933	0.54272908000631	0.18344382492486266	0.30658880650298515	0.2473685070252793	0.645213603083689	0.4977669527136647	0.7900850237138549
TFB2M	0.060083166678424595	0.24905211793511808	0.44139707673748313	0.025634699760631534	0.45633631803045366	0.07654401363345682	0.32569377167347313	0.2811550148244723	0.0948079368764089	0.07684638661168632
MRE11A	0.9525025713510689	0.6221558806581176	1.0597270880988652	0.2765999850906832	0.5223871595251599	0.23904172379327362	0.020187694775023832	0.04106697417799799	0.1550818166673981	0.28436584303475365
CENPO	0.29871754916219145	0.6844312273534154	0.0005012521741049665	0.16309922029006962	0.19663889996787193	0.0015034414868299868	0.08609191599442356	0.4237394702315105	0.2326634631782736	0.09497015372324256
CMAS	0.014544037294723915	0.6642736030413794	0.77411648732809	0.2024760065503636	0.9609670203016419	0.4979258576655244	0.6573298519111759	0.1238864152128159	0.33163298523626267	0.6703212365922758
MAPKAPK2	0.5319690624804319	0.38004752820565846	0.5596030681020863	0.9129698852930187	0.9090110297527932	0.9293967433078464	0.6499144612083464	0.6005344881669514	0.7360303530080204	1.0202927872332357
SART3	0.8794207715524733	0.7525683973765452	0.9261799039373062	0.728902234197544	0.6877378621302607	0.6922409717743819	0.5969903595059797	0.5184115009944101	0.6200698920729433	0.8861332531637728
KLF5	0.7332212998730407	0.11248709498521464	0.34657441573152664	0.03256368556329393	3.917773123229125e-11	0.4470694392987588	1.8157312227408666	3.762894454006659e-20	5.120489814045757e-18	0.11496483218642502
MRPL12	0.19646231921581198	0.8106252423985166	0.5895493075774043	0.5749415571719809	0.7914167219840901	0.6356812392627532	1.1958074940072936	1.2449054553586758	0.7151511789378576	1.0345749232681727
MAP3K7	0.8161288899529705	0.6370518634656268	1.0580816456400304	0.4730488634811519	0.6856454821017258	0.6837501869501424	0.3810180885688968	0.3746465442510802	0.30672074335897054	0.39812829853121523
UXS1	0.41791568459048245	0.4336845117511028	0.5443603478675211	0.3917475986960699	0.537535166548706	0.4526981698303228	1.1292449460716998	0.4418046762493429	0.011238921678295898	0.5498693203670307
NAA35	0.46954986133173016	0.370213287913121	0.8747192693419527	0.23228954067232974	0.3288960839737741	0.47703264907440396	0.21849984177920964	0.43371150466218	0.1527422546489293	0.1440151812054295
RAB5C	0.592039064249357	0.5883167733805021	0.8873925131975196	0.932337315997376	0.654299769567325	1.1073103191373304	1.0087947452004054	0.7233787697091798	0.6455287712883344	1.0046433300438375
MRPS15	0.15201004247155397	0.5173998898971615	0.780680144063191	0.5388076039950399	0.6702809941386281	0.6692777309171943	1.0268627287981726	0.7403113915714208	0.5115158127980752	0.7470107937604671
TSG101	0.6247964290750733	0.6822503147715069	1.2359446125231084	0.7032511235842295	0.9850635158055768	0.857544173342962	0.8185743586151553	0.5260437206313046	0.38025790200954984	0.9562511974365336
ATG12	0.06349965562820173	0.07051368807801275	0.13918488842617482	0.053566319375618864	0.09953456295856616	0.08519561068297783	0.0019773686180643408	0.056886869654948775	0.04468332359104295	0.09421405774323444
ATG3	0.00237683665019591	0.5502166810475159	1.2008616309193756	0.838602006782734	0.7102155982705185	0.7586002407168229	0.6416862410044817	0.06466528001527788	0.23369886425122313	0.26755120784402475
ATG101	0.015151862660868098	0.4381089475349828	0.10349288288421887	0.5801306857146079	0.711885791988438	0.898926605284879	0.8779980698112296	0.7725036644230866	0.5403698127442257	0.7573510453090556
PSMB8	4.851969933349591e-21	0.12105181258943346	0.18667626187218792	0.530183540308693	0.07295307099021604	6.41784352577043e-08	0.26039242628801007	0.05523761308708895	0.2096462659670077	0.4446906618081046
SOCS1	0.26697049448327603	0.3361340349129132	6.794716942748745e-08	1.6371869788649218	0.2507496572002977	0.5707037535806763	1.2357248330281327	5.1919767869880184e-05	0.9240160873054277	0.5503096964449308
VDAC2	0.0011309906288796483	0.44462512995367487	0.45796472831129437	0.10658101536166947	0.5534638108617086	0.4629476460973221	0.49348467925301565	0.20064708692155242	0.16378492046912388	0.5786548445542636
JMJD6	0.365891490671047	0.49746498298880576	0.005702691951746793	0.2801095482531719	0.2805948324824752	0.43364526260295116	0.11912590694896896	0.39867791997249524	0.5336710641808345	0.24457988053304605
EI24	0.6568696141825362	0.7374404280614963	1.1974741347328934	0.5698853650268544	1.367757944969179	1.022247984138108	0.8000499587985002	0.6677905842233082	0.4784544187619603	0.9112861480881664
MED24	0.8968936031575037	0.5031770450199344	0.20092906780955122	0.46886919311283654	0.3222506217184969	0.3728832174027758	0.46051909291047444	0.9618598001642081	0.6471049351103296	0.8442070011048017
SAMD4A	0.679195824487483	0.001764243675171525	0.0001226685944189122	0.19304093928233348	0.2087455666180381	0.7594436630087326	1.1427064085103768e-05	0.6143024307555083	0.5047021454501254	0.35012855587706865
TMEM127	0.5489634474053011	0.22973417539693933	0.5437577327797142	0.7955274014887876	1.017264556018911	0.8550569647766133	0.710264976255027	0.7916390624689067	0.6131861412272062	0.9118208269399567
KDM5C	1.0374703634006661	0.6279294098464231	0.4323983024666926	0.7322006245238751	0.45983055543561996	0.672673932063851	0.3913593729669452	1.0012335319029941	0.7270181129024792	0.8086681590695844
GLRX3	0.5643669072188643	1.012650457338915	1.0606517673948554	0.5436227933154522	0.9942963742758799	0.7510237533612034	0.6895965601006967	0.2834138286852371	0.34859286138673384	0.6673623933694033
TNFAIP3	0.7790610725682432	0.6861505809724214	0.6824059776018737	1.5755739106675881	0.15092464479592782	1.183034975060324	0.47312958472458544	9.534574818095982e-06	1.0940076091755588	1.148771466819584
SRCAP	1.0647463869713594	0.8166772327800513	1.1000070005041374	0.9726238576724965	1.0304502043018875	0.9687441124040317	0.8238086369630216	0.9617645567230939	0.7668549308412812	1.0753192234738016
PCBP1	1.0359318824936854	0.8645509406749292	1.1321257060392076	0.9761185954461479	1.07431393719739	1.0357836091086594	0.8416383920698878	0.9494064797795387	0.7812740885978838	1.1429433302576215
MED16	0.8730511317342838	0.3660886583737094	0.004122133104117701	0.5605663417243222	0.15236518643813496	0.4767588588278149	0.32599614727994247	0.9804855666055577	0.7662336811789177	1.1613605561438787
SETDB1	1.2035780661652953	0.6882241641321105	0.708098911339829	0.5397002387442794	0.6663933156152281	0.1850552350607348	0.057271710616406304	0.687143913607447	0.6006396401517691	0.8609355835527064
RB1CC1	1.071742177723121	0.6299582629382833	1.209231888915366	0.4483630500267025	1.241388500831323	0.7997600936782276	0.44545831277999426	0.5035943733145837	0.3926794680221701	0.35182635390543665
PSMB4	0.9272185805309848	0.878100416635257	1.0450663933705489	0.9239593990191728	1.0778964018352453	0.9955004278575126	0.8170882974225453	0.8594373081267244	0.7347756232471043	1.1398449579064227
DNTTIP1	0.31476833102934093	1.1368717989780615	0.0003346916154402114	0.4937983893671869	0.347122159248376	0.449408122028681	0.5274972210429504	0.0028128662759187035	0.5608979897139207	0.8453331257398428
HUWE1	1.072798739291669	0.7176733911297369	0.9049625778264713	0.8269940349508116	0.9575720728320816	0.8352661037254383	0.6386411805906378	0.8671469331521454	0.7098434737332948	0.9968914318687204
PRPF3	1.5201694039635754	0.7142042806475634	1.0839070646111435	0.6202455383899342	0.5540260897680017	0.294481444040272	5.224048374744407e-05	0.7800881129219046	0.6399341782437392	0.7255196518099007
BECN1	0.5023192187861555	0.527291540336226	0.9221820083219474	0.6880225170340556	0.6586318670537183	0.8041325962273921	0.8843259585433914	0.48689049944422086	0.48173723950309777	0.7609246012837786
TNIP1	1.0353141293290962	0.8466401497060301	1.1307810530172833	0.9602951647612566	0.949824679012864	0.9556731823372193	0.778783057824108	0.8602453598384073	0.8447707059662906	1.2763219456669472
RPL28	0.08351462510679739	0.43236662891131306	9.186691166132387e-05	0.40358137607807526	0.33588035272447897	0.44088658567105116	0.4546118445151068	0.2800779851298965	0.25392231538043536	0.7777291382842072
TAB1	0.8410900297906599	0.2231862715581655	0.3382603891356797	0.46491803079265503	0.11897081430222656	0.3548811499364	0.3920804656794678	0.7544406599649868	0.6865063268324919	0.9514266083904367
PEX12	0.09473984394729135	0.10702942213296819	0.4692714008915361	0.0620907410212773	0.5055096709373476	0.10214201146417826	0.2091655546917284	0.22940474599544067	0.021957379200635622	0.15724041043569711
ZC3H13	0.858731183937906	0.43146015813143834	1.2459304814724608	0.3918279077090476	0.3630601204222466	0.7147834584390131	0.38801480110534614	0.479291660013359	0.3022711807010203	0.4387065046338675
ATP6V0A1	0.9187324601132191	0.3582593542596446	0.9952060029190924	0.7228974011985915	1.2866207941413248	0.5617442902572591	0.6276480774605713	0.7641208814343942	0.683445999400785	1.0853766048471651
YEATS4	0.10349729984519455	0.4680181704881988	0.6416098567830822	0.15590840187413413	0.39726652969812554	0.20052653854160452	0.4371950317460103	0.19996396643417425	0.006759853867238653	0.16633151215918618
GRB2	0.47794403449906114	0.6162643565777763	0.7905805095840621	1.2579082312792416	0.7573789122035943	0.8748224930679696	0.8809055129902719	0.5396703156181613	0.6894994351963146	0.8155916822950483
INTS3	1.250643352502729	0.5813010961161034	0.4119176416354347	0.28503140881197797	0.6998166798760067	0.44962075716936667	0.0780194176190364	0.4699943660565341	0.7671331451159152	1.109242016166602
MBTPS1	1.1085735033066275	0.5862012858520048	0.8144368017159496	0.7351109763990571	0.9813776481948621	0.8469090510431433	0.6037831061124685	0.8655941989569065	0.6112054259766464	0.9715152414508545
HAUS4	0.5714929304155671	0.2850591846702534	0.49931628781056137	0.34854150517799276	0.3780431059540983	0.5866109415462576	0.07583157099175068	0.49586760310325906	0.3345149617161416	0.7994410688853969
CSNK1A1	0.7575444845068564	0.6875871556145856	0.827071955976479	0.480777298551444	1.0667622075105467	0.9150194119650823	0.3059647023999589	0.23127514593181636	0.6363635561986445	0.9247491076302145
IGBP1	0.8703618977674811	0.7478242668157057	1.1304407368754414	0.6509549057273258	1.0301949832298674	0.9026895598615954	0.45181507795618225	0.6635034849391414	0.4608475592925732	1.2880430037639514
MED9	0.008088272828666915	1.0357090539929451e-08	0.09001656386707481	0.0415238158377281	0.018652532396375765	0.037139167424888424	0.1086334965753691	0.15748548306652863	0.044312966485703306	0.12462010359850903
UBR4	1.1570605229340063	0.6119029174885526	0.8601799544626318	0.9088188469654851	0.8363800682438091	0.8583095902695739	0.5072861717259468	0.9488576055195952	0.8065447574392874	0.9051497726761513
YBEY	0.11570723035471928	0.15437032643552542	0.30769027622713807	0.06488791662618065	0.3523304632969504	0.11868945430794471	0.20765593208930466	0.18846907292506643	0.02295652900503905	0.3429959865078156
RFC2	0.2687602776425344	0.8112036390787867	0.3025660135791199	0.23994232625962006	0.3949902854074666	0.3069293379924979	0.25151107681864127	0.17027340904324537	0.4260405874729307	0.8461857345709826
DUSP11	0.41078064898913585	0.1714333603022221	0.42724680655153024	0.16829554312616524	0.3015841346390113	0.13976492089606196	0.010678645262885231	0.2154861896264418	0.06997030341258094	0.2842790149203859
TADA1	0.10144084221567867	0.11101130666661158	0.35683995738697255	0.0007146244934064477	0.3004341068258572	0.007380666640975386	0.20352540089083834	0.284445848160718	0.05579769482946736	0.10293255123430937
TRAPPC1	0.7259768605673939	0.7636420872921205	0.9038551191769763	0.9855672401308475	0.8860515395986868	0.972860568719641	0.8590584481971096	0.7050292219531005	0.5797829061028682	1.1695719874827653
PTAR1	0.26460877364439944	0.03931992430172011	0.4874776792347917	0.13537606535522406	0.11529201153614056	0.06289750199894138	0.05049921211049532	0.34662514458460153	0.09577412753491238	0.18142988924901127
CANX	1.0111906452697246	0.9074087375048802	1.1567476160263896	0.9257904270816546	1.1498962297727502	1.024547869690199	0.8126495295784362	0.8362200115092184	0.7337316455382659	1.1727503769328336
PIGK	8.984355235040833e-07	0.10496947982865917	0.2798051121372182	0.07148508067468069	0.3196195339522382	0.3150779350603271	0.22739194962194076	2.1077969149366143e-08	5.444447534589886e-06	0.21851321751901076
MAPK1	0.9020891748116819	0.5900286920773284	1.0990326265900632	0.7815841420175522	1.1203358456763157	1.011893685456535	0.607172505662691	0.5447888641759795	0.6636250206090837	1.1909670346766636
SLC10A7	0.296646334806651	0.055204028808357744	0.2507575692739226	0.1426034660295946	0.1356066502946662	0.1059099105685575	1.0165947374457803e-07	0.10358233095173884	0.10871774578344155	0.031781883713713016
TPR	1.1984105675714634	0.9518191369843743	1.2871853582030868	0.8271500700955841	0.9449933829481769	0.8453754563972202	0.5582606592561913	0.6700331084869466	0.6243479955116612	0.8898788073531861
PTPN1	0.8016553252881862	0.644504039391596	0.7999753283264386	1.05976443415431	1.0350403081344848	1.1360082497905064	0.9207726313109769	0.4268216739283439	0.7154209655599165	1.0926063716105767
HNRNPF	0.7673392662798124	0.8358502230015138	1.0196249201713719	0.9353564639448498	0.678733445720823	0.9092058764882234	0.857760297077792	0.683326838267931	0.6955467028615991	0.9976801967443771
SRGAP2	0.6272934911226481	0.3140838906686814	0.18189740113589245	0.33979840548323026	0.20902380555915157	0.33403742443050616	1.2748701492577024e-12	0.24971851220223062	0.2923320804118005	0.3510716677584327
USP8	0.400742898305633	0.20539205033875468	0.8504077698976499	0.3316728377625482	0.4083966359759752	0.320478708728911	0.24603620051015415	0.2455233762385127	0.22894309539180463	0.23437455469866422
RANGAP1	0.5109937452413648	0.5071229914225274	0.23772463159641338	0.8781978029373979	0.3017248526840567	0.5607602455540464	0.9658636776791762	0.9817671514923122	0.7352489394265036	0.3113147448540597
GFPT1	0.5277480505214902	0.8740560695146063	1.1274210154678659	0.520581293491294	1.1224128680001015	0.7667594548897616	0.9445929940863197	0.23573062159359887	0.4168116323857623	0.7464213601803964
COPE	0.8196269410395014	0.7425778679579189	0.8022659680820888	0.9989099307490577	0.8757456670082197	1.0343316650428962	0.8735020158897592	0.9580158416861744	0.7718515146205257	1.1974816145970326
ANAPC13	9.113287501562976e-16	0.002031414506210558	0.7542388433348046	0.2004978928384627	0.41412494512431314	0.5436224366219631	0.663071183050816	0.18952395642344821	0.005727049004814495	0.3168817848620831
STK11	0.5380362033576841	0.19263472433771783	0.24821287075617196	0.6214218729237586	0.13489783901710353	0.5812578911297459	0.4029775402014974	1.0167501028903518	0.617632389692493	0.7553033292015333
SMARCA4	1.1323882672189276	0.8650221860224865	0.9459776571932165	0.9054524129132615	0.8589347056545068	0.9117585535975627	0.7859567516143403	1.015606389205034	0.8078625340813682	1.1171801150757623
IPMK	3.312901181864246e-12	0.10495681021440721	0.2568978803268117	0.11011550029704888	0.11180825665248124	0.0873113536177847	0.1259530796635647	3.3179307015766444e-12	0.16953662050025955	0.16756030027393767
ANAPC15	1.77561174938391e-06	0.11826855420981511	0.38957222522069507	0.20253035772015465	0.11812631769236895	0.34752285408588873	0.6036750919751755	0.3450021287722047	0.06804550959244365	0.1750249839667226
BIRC2	1.0392483723388308	0.7044461065898522	1.2623779961273385	0.7067923007577382	1.3772947799706625	0.6004206724085851	0.1594091646679443	0.31885666267880747	0.5528806951708266	0.5916821639644654
RBM10	0.9862265900122629	0.6370603646374378	0.47876494950209514	0.6867105488862891	0.41905867919301826	0.5959329967410519	0.40621135356882226	0.9104824341239847	0.7227579769954847	0.9659967355544815
ANKRD35	0.02094941740247588	0.013936949483984502	0.025550341354521288	0.00726993353654894	0.011795854952148925	0.021196135169114155	0.03250487731476746	0.049165396855530195	0.005262243418138095	0.007396999891661674
MTFP1	1.9718973264163553e-20	0.12191146393194972	0.00011154921960670288	4.837408385076846e-09	0.3226113430848752	0.1838491012335112	0.15155347881914247	0.24344472593141217	0.5584901091759439	1.431097729594317
DHX15	1.108580951901565	0.841302550166736	1.1876171924521988	0.8611760884840752	0.9046115503971836	0.9222075425328868	0.6604457832793799	0.7861658647052944	0.7017432757841815	0.9167403289900451
SPTSSA	0.0001664920109055788	1.1802003474817481e-12	0.0029459981776374555	0.10958074948327849	0.24563773235351463	0.4846667453466616	0.3558018917733874	0.28872656468003594	0.05127746269732562	0.025690061843489972
UBE4B	0.8290160364289479	0.3492565597688679	0.7870391549017214	0.5013593729274896	0.7266684508875763	0.6206831515383829	0.4106686380192926	0.6708319635028829	0.4577885616326388	0.6938739607274161
SMARCD3	0.8866815500455694	0.39850427030791696	7.886074885619384e-07	0.01541980236906983	0.0033168579424557643	1.185359896019381	0.6056784866999235	0.7689034122140138	0.4480902080395144	0.001479886469193102
CCDC114	0.22213803492739675	0.008774355308133634	0.022014241759293424	0.024634363947579965	0.010378598170200622	6.3351595021185856e-21	0.14717028828991588	0.023810179551858265	0.026651398405563798	0.002767096855082755
SHOC2	0.8200940671470522	0.7117921154591107	1.3678133313725223	0.8135998533897514	1.2128158069829271	0.9147337638393803	0.6540733405599362	0.3955937090995306	0.41901925697281317	0.6859454827209331
CUL2	0.27227243079805447	0.4396152433697061	0.6804330396811532	0.40056025481139174	0.6601731574518012	0.2926945824602493	0.24396658901293977	0.15735987891532588	0.13948634600649393	0.002259067117267206
PGM3	0.5231847897803622	0.6756869572574667	0.475881339844521	0.10980700038575027	0.6170746662864023	0.37707009076644143	0.00026799884767942186	0.17074697671764677	0.1914123653722249	0.3080333533826642
TAMM41	0.6069266175051711	0.21254199986854255	0.36594201557928296	0.1932422613634213	0.2552708184344037	0.1802631385797395	0.00691264576799433	0.24692045241250715	0.13187268571723001	0.0007266443511368424
ACTR5	0.409967084592456	0.1363591388910783	0.06423313659945078	0.0989577138013826	0.16764582115280074	0.015373901679946681	1.1464672790127589e-11	0.352793991505506	0.13729935553210038	0.19438043653691497
DNAJC9	0.3895124856875714	0.522087506014102	0.19353896618595262	0.2909387058791707	0.0006230452773283995	0.09197899926829121	0.18745056704802676	0.4829719841950753	0.25935373486862756	0.11217988050721481
GET4	0.20840724257920407	0.2311854720094142	0.0026589100193730505	0.18524789223708665	0.3536252781835359	0.13276905655481844	0.6678325194893837	1.0326607369762333	0.4808081631490532	0.5616477916496986
ROMO1	0.5068827584351313	0.7963550786945113	0.6682844095175509	0.8187670032866706	1.0688247746678183	1.0975291574665915	0.9967955064770921	0.8325170881043334	0.6410551103817764	1.2909807815418433
SOHLH1	0.00405370339281579	0.04469320007403109	0.04111804301413643	1.0349210603887032e-13	0.006488943991190584	0.0056017938843214415	0.028301898300036665	0.07457917766829338	6.05568810074159e-19	6.346629921396964e-14
EMC8	0.09680708706399806	0.13785177978052932	0.007017305400463205	0.21477189369488003	0.168617399654993	0.22185363022931448	0.3011423657036917	0.37705526562952757	0.17464492554837455	0.2001527129343282
RNASEH2C	0.6801616702595616	0.40023259916684967	0.45970454569706853	0.48975848110369985	0.13159546730055066	0.8245468863295226	0.28925128522254484	0.7667760557982696	0.5258776255668234	0.9907374579993716
PHB	0.26075219780029274	0.7267184032620574	1.0192005811422997	0.46302068956071113	0.6006910582181267	0.634562994390894	1.24400061486139	1.0137914231907124	0.5645031701031156	1.1496770486584909
CHTF8	0.4487187819659635	0.2114047176173004	0.5506543951737641	0.6616445777179102	0.7971379144408994	0.4528998737022702	0.7076099873257569	0.8740721385702406	0.49551348001443407	0.6965451691559112
SLC35A2	0.028434297792708656	0.28853660647532864	9.292269177042108e-12	0.2645836746437988	0.4710052615116185	0.14815127810437773	0.534695592955425	0.2726803640897586	0.3065055097850802	0.32499463111176663
