	C0	C1
KDM5C	0.8808824274400946	0.4703969669427846
GLRX3	0.4557351844597274	0.9279275478881196
TNFAIP3	0.7617911480336828	0.7712902223615705
SRCAP	0.9444911565176117	0.9571540917559151
PCBP1	0.9479875889402346	1.0058354738169766
MED16	0.8894958197085967	0.21620899326683668
SETDB1	0.7798115229509948	0.46269299231011546
RB1CC1	0.5481433535862124	0.8835702056485429
PSMB4	0.8862069479865063	0.9822381522125598
DNTTIP1	0.4414025018526011	0.4630884357567267
HUWE1	0.8782695635457191	0.8173319425390537
PRPF3	0.8649355221179945	0.5266245212195833
BECN1	0.5457844998633133	0.7844852740302456
TNIP1	0.9533048411451723	0.9635535750772561
RPL28	0.3343046746263479	0.3475708655316019
TAB1	0.7374012880187473	0.26770246132922904
PEX12	0.10385952421040914	0.2976059734235667
ZC3H13	0.4734079922211138	0.6573662601021268
ATP6V0A1	0.7847635379889074	0.824270429068657
YEATS4	0.13243895525964564	0.4210584496607018
GRB2	0.6934978758116263	0.8217335898301145
INTS3	0.7697336960046589	0.45581556206463164
MBTPS1	0.8468419506263641	0.7742361899404256
HAUS4	0.482585663602419	0.4049617770977101
CSNK1A1	0.5497603384299623	0.8313760529135543
IGBP1	0.7315955733014133	0.930351608274063
MED9	0.07384282641113574	0.04960345076547135
UBR4	0.9303933768830285	0.735729491714858
YBEY	0.13561511406487242	0.24796527909938956
RFC2	0.3697242927486178	0.42785566301311473
DUSP11	0.21984812259957281	0.23355189170371007
TADA1	0.11951367396184523	0.1852307391791577
TRAPPC1	0.7875102787619608	0.9138676813953601
PTAR1	0.20097584032213148	0.1603801334089359
CANX	0.9000076782466224	1.0398255860838115
PIGK	0.026924925635626797	0.28953281220758537
MAPK1	0.7460530269209522	0.9691931542329121
SLC10A7	0.13399689068845425	0.11479656529704822
TPR	0.8170805801517876	0.942802360099877
PTPN1	0.7517345374151726	0.9649222324469446
HNRNPF	0.7783199686872383	0.8775121663551667
SRGAP2	0.3777657619796704	0.20027845150717236
USP8	0.2566833403645833	0.4452656372681174
RANGAP1	0.7210410808240849	0.40968849627320597
GFPT1	0.45244342861657605	1.0022075555973382
COPE	0.9197103672325528	0.8736099334922313
ANAPC13	0.08172041698283572	0.543724631985044
STK11	0.7122041042902452	0.2811040216967323
SMARCA4	0.9882872675953117	0.8593266676308109
IPMK	0.057759080526917216	0.16794676279906204
ANAPC15	0.15554945731267786	0.3024013268936071
BIRC2	0.5899075776379132	0.8983903616636115
RBM10	0.8605157004826396	0.4791506789405708
ANKRD35	0.022328330706496653	0.015352415734716532
MTFP1	0.374088467227431	0.23889251774575998
DHX15	0.8517972535010215	0.9180908045233983
SPTSSA	0.10375359044551359	0.19777796295698846
UBE4B	0.6147084429865471	0.5971702717579067
SMARCD3	0.5244188589077537	0.29003019731835405
CCDC114	0.07398933217239739	0.018497881398263923
SHOC2	0.5686837003536966	1.044770408789975
CUL2	0.18018924428181984	0.48024580864937266
PGM3	0.2689655473354444	0.43086007150645866
TAMM41	0.24943532275410468	0.1923077152410936
ACTR5	0.26343719241192154	0.04900785527415012
DNAJC9	0.3448036904116288	0.13498388996498414
GET4	0.5458419229443452	0.18420174906984776
ROMO1	0.7884734334094612	0.9384849400873555
SOHLH1	0.02141733708544787	0.01752110902042214
EMC8	0.22612022903468604	0.13709357174276715
RNASEH2C	0.6765855398470024	0.4270222541839455
PHB	0.6906634949079654	0.8131992567395434
CHTF8	0.6249616961239999	0.5376072767560143
SLC35A2	0.2655878804369063	0.23851008624815792
PPP4C	0.8866869628439431	0.8291346182621613
RTTN	0.5092778543468692	0.377918494356449
IARS	0.7081237845892283	0.9265891805755146
GNB1L	0.06136925838134504	0.02242187360840123
MRPS34	0.737463054534096	0.6767747979738347
CPSF1	0.8937006647979443	0.20662258140989537
EXOSC2	0.21411622792426283	0.1714335164339409
EMC4	0.7290686007287273	0.933639908132743
TMEM165	0.7737091778776427	0.9917342592996614
VPS25	0.41343564683828543	0.4856533267384071
RBBP4	0.09927182266010677	0.4017720180110606
MRPL38	0.7603475719445468	0.5217036283262791
ETNK1	0.2955694352377472	0.23610978030931812
CCZ1	0.37280965192970716	0.9122144133472798
TIMM50	0.38857101513879627	0.4320128136506331
NMNAT1	0.17173501397623908	0.18507135006897973
ADAR	0.9361453804759262	0.9438947082343511
SMC6	0.3370821715098207	0.51674043199739
PPCS	0.4658677635121073	0.3298495837744589
WNT3	0.12818368595137375	0.07161253041581886
ACACA	0.5385773818857451	0.5928368172266855
SOD2	0.953711539565368	1.0179470521435297
NARS2	0.4091509196743911	0.4451797570113565
COX7C	0.9060761367788023	1.0479561943211275
ATG5	0.14321536172544833	0.37451086923559557
ATG9A	0.7155906977890261	0.5065594954292856
CD274	0.10177935433704266	0.166543035115793
HIRA	0.7078891470678733	0.3351191132304486
MRPS9	0.21179411397920722	0.44135673961116006
MAP2K3	0.942443826336169	0.6795552453402649
WIPI2	0.5227211216953338	0.40197910293086697
VPS18	0.6217065757310879	0.27235887086791133
HM13	0.5445450427088863	0.6490703408733927
PEX3	0.2384056499601936	0.638692894927959
LRP10	0.858744938492907	0.607995803500681
USP9X	0.8657705801702504	1.0018606844685354
NDUFA11	0.724627458985678	0.6759659470890713
NDUFB8	0.8597141505284391	0.9461191223607626
FURIN	0.9703639622272681	0.8058947519494373
PCED1B	0.5525643256304311	0.3148721032346885
PRPF39	0.5008309924727885	0.5003040124217802
SHFM1	0.8239369220960913	1.068488424599882
IRF1	0.9376751127031623	0.5793730996086617
SMG7	0.6579793112557887	0.8068565952874855
PTPN11	0.41098092397085745	0.9903408858048232
CCNE1	0.08145257149537175	0.13602119241585658
MED14	0.6214655965115122	0.8137094023420681
MTA2	0.8853936850439434	0.7590557618983402
MED26	0.30099689985885697	0.06045446063355793
NDUFB11	0.7132608526372659	0.7399998950719103
ZNRD1	0.03736504470156736	0.06892452258417298
UBE2G1	0.07536038875353793	0.15292523507217726
INO80	0.47536761208584855	0.4609406126775779
MED20	0.13433990929613843	0.07631363877242166
CCNC	0.17633606287947085	0.6455202646554825
USP7	0.6424797914217636	0.9349543625135766
KCMF1	0.1557127146480796	0.33489674494164434
DSCC1	0.037515265307574465	0.12253964331127366
CHAF1A	0.5750852800881803	0.23904689407091687
LEMD2	0.7022491194308517	0.24413894947816145
RPAP2	0.20881457012540083	0.4380863861786477
HNRNPAB	0.6964623326494072	0.9157763267308092
CDK8	0.21545866793862176	0.48432150493499687
FBXO28	0.13538448517000604	0.19622801740453064
PARP9	0.4731714092173098	0.3800907704014958
ZC3H3	0.9668266392317972	0.43079190840339276
DPH5	0.08596988279778728	0.3055530525543042
ORC5	0.09082425211139637	0.3748332318570685
ELAVL1	0.304680784080826	0.36384240538867574
CCDC115	0.21953502336641467	0.0791905130416118
SLTM	0.7419909261547046	0.8036569289082979
CHP1	0.5556561689013384	0.9995070069397938
DCP1A	0.10174071938883592	0.08236347682565864
NSFL1C	0.4487804294173563	0.4346148978413168
ZC3HC1	0.539021048680067	0.43769016601641625
NGLY1	0.32877061364038146	0.4802450615724869
CHTF18	0.3859868161002028	3.95394720623246e-15
PDCD10	0.42251795034760264	1.021131619979773
ETS1	0.7899620534665395	0.9540519789825678
VPS29	0.70786476286283	1.0285560804965925
AARS	0.8765995789743809	0.9111495339922404
RQCD1	0.33354537392601386	0.5616265798419472
ARID4A	0.47471939001895697	0.7224046971478478
INTS10	0.6479872290864299	0.7153670676981525
UFL1	0.336772745583469	0.5719649716169571
XPO7	0.5727021296742101	0.735621557772765
PTK2	0.8051989566514007	0.9291075687266707
YIPF5	0.14537167290170416	0.7452077876677754
NSD1	0.8629697224915812	0.7328206906506698
HNRNPR	0.7527875990698171	0.8310100676313027
RIC1	0.7375839373187426	0.6536700326674242
N6AMT1	0.16193605591020563	0.07918473581729413
ISCA2	0.19205266824130296	0.2325056857916984
BCOR	0.7635510280338026	0.5199001596008578
ATXN2L	0.9467471275193543	0.9006004768557936
PIGU	0.17176796358301372	0.5446043228910793
PARS2	0.18397935927578984	0.0882355885937179
HSPH1	0.39633524067431014	0.8061698776677653
SLC35A3	0.08104110236356303	0.5768449912345495
TBC1D22A	0.6677050295409358	0.35913102854097645
RNF4	0.19573291128890513	0.2596916483151257
TDP1	0.2733306004072152	0.338148976791536
CDIPT	0.5248005994080357	0.5603649502828567
PIGB	0.17572707732787363	0.44372568165515336
SHARPIN	0.9021117377076802	0.5834494360332992
PQBP1	0.6356149028763606	0.5544486638013186
R3HCC1L	0.3383265441198324	0.3594451420794105
PRPF6	0.929413730558636	0.892129199748517
CAND1	0.5830556544636013	0.9118315438519525
KHNYN	0.6424544018546602	0.0637723637944155
MED19	0.0878088951566235	0.13524667328616113
UNC50	0.36077167251290715	0.8903301785719376
ZC3HAV1	0.6030891315373268	0.6669145062051041
RAI14	0.36373336427506875	0.7608469166034683
PCGF1	0.13194852568131635	0.14169493112908116
TMEM117	0.053362209074570115	0.17360330405106994
PIGW	0.025491350216295856	0.13858831297894908
TCEB2	0.4718657918914636	0.5879324682856375
CHMP5	0.21982530524349944	0.6116260172102609
TSR2	0.23644331660582465	0.46710579427168386
URB2	0.22356048408908327	0.11598107112340166
LMNA	0.9534492487469481	0.8907343364828414
PAN2	0.6969227479744559	0.2225325659415455
DARS	0.7640281656494816	1.042563165890082
STARD7	0.502089347514433	0.7705886120840407
ZC3H18	0.7501909105243763	0.5509631631751386
KLHDC7B	0.13300358689908695	0.04112119186534576
TRNAU1AP	0.36791437033510554	0.2529223147537096
RBSN	0.40590038143660795	0.2517225767725329
EIF2B5	0.792288549644577	0.549819519144432
PRRC2C	0.9135243465080737	0.9914870513355017
MYL6	0.9368936828133523	1.013432065401174
PDS5A	0.6731622086488667	0.9449551631683076
TUBB2A	0.2828872386370519	0.4451565824745095
SMC5	0.46639537938580683	0.46663316690498435
CEBPG	0.2023211651186424	0.602929162032517
GAS2L2	0.02550269699268817	0.02710864461988781
LSM11	0.08599466395472012	0.04991163776739851
ORC3	0.17965444980157944	0.3818234232961977
SRP72	0.4114015228114264	0.9222571395417006
TOR2A	0.13183288472244756	0.035697703915135146
MRPL50	0.05443611916897283	0.3580034151091622
MINOS1	0.03609651872580567	0.032358335360777354
GLP1R	0.04336513288592492	0.024386326532554275
TFRC	0.592629092801045	1.0257067937560405
INPP5K	0.4759475313249303	0.19370619855230484
FAM50A	0.6363692023949551	0.4827450721028213
FBXL18	0.18058269203888613	0.016327153515128492
PSENEN	0.7916973775249301	1.0197985121193223
SMARCB1	0.9204259865449826	0.8974932904055587
USP18	0.2540604923395373	0.12902864028356134
FECH	0.270943009877595	0.328599924932839
VTI1B	0.12568855962073613	0.22349593275194551
SDHA	0.9215245733013897	0.8931024200267226
DDI2	0.1407777360352688	0.08214274936139516
TUBGCP4	0.3715750878510016	0.31950966004247205
CLUH	0.9780378288615288	0.391752775209247
EID2	0.150298079937589	0.19951635556262295
COX4I1	0.9444092252474058	1.0096186776588039
PRPF40A	0.3150031019270884	0.6495595259124938
RPN2	0.9206193492292563	1.0173696460773434
MDH2	0.5449136176231554	0.7618847786223253
EWSR1	0.9419647280072574	0.9417998454135917
KEAP1	0.8649266283326053	0.5514040082147119
GPATCH8	0.7119217553520024	0.6107111655360269
WDR7	0.5259214438231333	0.4295758318049203
RPIA	0.33466320301606234	0.4467218137962609
OCRL	0.4241862121486386	0.7774544270249171
SEH1L	0.21203897914636147	0.5584731324482386
AZI2	0.10926497999434712	0.386393638274244
PIGS	0.47339653487530187	0.41583951047316736
PGLYRP1	0.025676187936425676	0.014374599656242507
PISD	0.6553057212967706	0.14234540908428084
HDAC1	0.765346269456448	0.7504866118353936
NADK	0.6544877009206698	0.20964021890326118
METTL3	0.8475998570567489	0.46194732579173103
LSM10	0.45666414824092094	0.37837619400698186
MTA1	0.9344511051125657	0.3249917144931101
METAP1	0.0906000041307519	0.23879681040505443
DPH7	0.39735545510076914	0.019991229147320943
GNL2	0.4844693356503292	0.6737435383027073
COPA	0.7873075326396931	0.9037075310982164
PUM1	0.7828900624947238	0.7424908735333133
PDCD6IP	0.6226965805693813	0.7539482598159558
CALHM1	0.01615557187315571	0.01865407465905515
RBMS1	0.3967789660175793	0.6411771255933102
COA7	0.11361052529095966	0.1355787664117774
MRPL15	0.17241573358835463	0.6445310473181265
BRAT1	0.8988253598216133	0.22484816099311794
SACM1L	0.3036980081079866	0.8300625157661138
SLC25A22	0.5380569670474744	0.2009492661588578
ATMIN	0.397374489522165	0.7348343344842226
TBX1	0.14856920683438823	0.029634544771069915
ILK	0.9117741353246964	0.8945522058724934
LIPT1	0.13066054419480605	0.18222616384852514
ATP1B3	0.4318552778625272	0.7767212401459226
DPH6	0.06707448262632641	0.08433615321261861
AHCY	0.6532406306709128	0.7947188270999918
VMP1	0.704834067235542	0.9688589948346881
TMEM259	1.0651760337457783	0.6211039030911633
PPP2R4	0.8099809270112718	0.6840154283987296
TSC1	0.7534706170276222	0.42436020396247703
COG4	0.9098274519903576	0.5892258059686096
URM1	0.08358032753082427	0.06651253461512617
LIPT2	0.10582262917276664	0.035438618651606926
NOA1	0.6150498367028058	0.5158638169208591
POLD1	0.7804230468033374	0.20001606284259651
MTX1	0.2123734671473009	0.19364844094098388
ATPAF2	0.4548105074943827	0.3032805064015866
DAP	0.5453443606852565	0.9134437072757239
TERT	0.09554107329079718	2.6842822145840788e-14
PCNP	0.14642999302193327	0.6945045129112092
YAP1	0.613521683381222	0.9437281725991971
CDC20	0.11723457607596235	0.09395658038521855
THTPA	0.307916736171511	0.01874346751617692
RPS28	0.470873814926236	0.289863108904518
DOLK	0.38163606363692737	0.19804171226762934
C1QL2	0.014812548678881727	0.01948220668699321
B4GALT5	0.7949740561870751	0.9972369861592558
VRK1	0.22890517541390304	0.7164074499091935
GFM1	0.4611182637833936	0.9222777281052167
SIRT7	0.7185099040043061	0.05092740113003105
IL18RAP	0.13099399417960172	0.0782464016284433
RAD51D	0.4449440998859898	0.2759124736689024
PPP2R1A	0.9347558657385526	0.9750736728117194
PHF23	0.6562767891055334	0.4598375610174996
TPSG1	0.23281748432823454	0.016989514439339295
BABAM1	0.8009341464295582	0.7235653443986027
KLF3	0.4824336211441928	0.4995557163372195
NIPA2	0.21784656271054129	0.696089516937837
AURKB	0.20179246847872717	0.14416873480709283
PSEN1	0.3800311839415324	0.7901240840489892
RMND5A	0.14901689400699866	0.41545426507644473
WWTR1	0.7508221884982813	0.9606449668266227
NFRKB	0.5374238987519435	0.10563407368263582
CBR3	0.1133183605475855	0.11683019158242088
EFNB1	0.7080008615334108	0.4489339720628509
RAB35	0.6564724127340307	0.6532012246845008
PIK3C3	0.5807328063248866	0.7961255106457543
ASNA1	0.7078993497889664	0.7584319365938391
WDR45	0.6185007167270398	0.230012878494747
PPP1R14A	0.32838001182505766	0.4287962132822715
PPP1R2	0.043420596317135934	0.6057030985571851
SERBP1	0.3562194576014202	0.8854702229387877
SLC4A7	0.5453751422460756	0.8850285269811146
PAX3	0.02906086835680482	0.01613947566110237
DIS3	0.3158341576707887	0.5529898508874339
PRRC2A	0.6583116439155855	0.35865328129616114
ATP13A1	0.9673327245626415	0.4863282362031739
PIGX	0.03700356476502183	0.34490567606447387
COL6A6	0.08682535665705253	0.020709239884900414
CDS2	0.23633924471275244	0.3701466935792407
PRRC2B	0.9850378427369445	0.7482724792826696
PIAS1	0.43835730740539736	0.7318400048862032
EXOSC5	0.5073471662960684	0.18266050870903539
SLC25A29	0.503915300900822	0.05024690897616208
RNF114	0.6379948135568221	0.8726569587454632
RPE	0.22526828561000342	0.292156845896129
UXT	0.5639290278470364	0.8360782719329222
SYNPO	0.9531769625542034	0.9240579130207418
NUDC	0.7113200566838614	0.8213277958832094
RNASEH2A	0.33500098052584437	0.3126490347763254
MRPL47	0.17687818695220583	0.8865305246313332
DUSP23	0.8432815502804547	0.9311452792139259
PLEKHA5	0.5272060390333232	0.6777307157676186
MESDC1	0.46625985700249944	0.1482522944037469
D2HGDH	1.0735806959329832	0.48870112603988203
OGT	0.9390720995488374	0.9621069052927621
DIDO1	0.8677221966327457	0.44771129879177884
SDHB	0.7299586953623538	0.9301574672993279
CHMP4C	0.07657571973157234	0.2877862525085991
NT5C	0.6304543873417144	0.33212952296226994
RASAL1	0.42086534611301457	0.1248425302886883
LRP12	0.14217591612923694	0.4260613793651844
INTS8	0.5202012472085302	0.7204632715437551
RNF168	0.7498570087793532	0.9179184916583327
ATP2B1	0.38284297244127136	0.7169380158779578
ARIH1	0.6204342885732218	0.9144027238475242
RRM2B	0.1880702598266121	0.9427985579710123
TAF6L	0.4490969461226862	0.05378907740989554
RPF2	0.009725496443559146	0.27067149138088187
TFAP2A	0.13628016964580542	0.2433899274355362
BDP1	0.36632426038720634	0.3739688238490007
GNAL	0.04002365199047465	0.13305995963864195
RAD51C	0.24911319132484847	0.6961047181490115
SIN3A	0.5343705382703045	0.700052952504693
COG2	0.41825332748527	0.6634272247205529
TSPO	0.902162866671545	0.7137723084035924
RNF32	0.026976265379167978	0.0355578352756492
RPAP1	0.4474018046163939	0.09766835156604024
TAF1C	1.0328916776738473	0.28258046680778987
KLF11	0.5688512589883087	0.7470915974176021
RAF1	0.8163473376074333	0.7643418325810568
EAPP	0.3974978448791762	0.9210400823743192
NAA15	0.3529536797393855	0.7652360313734864
ACTA2	0.9303267564911663	1.0175222340337842
METTL1	0.25231781578892715	0.22697725920644996
BCL2	0.5247252713651979	0.43733006651045137
DAXX	0.17757230870100452	0.09814605372122175
FANCF	0.292206678156295	0.2027038504089066
LMF1	0.7191379742798465	0.1336691810624218
TUBGCP2	0.8058904102326244	0.38160380410876377
EFCAB12	0.16582366504956705	0.00416324720756683
NCAPH2	0.6942370496281538	0.16126752989242035
PITPNB	0.2895021173886372	0.6743440814719035
CKAP2	0.20271903344862285	0.4111214043841378
DFFA	0.2940108472170816	0.18215064245289744
CSNK2B	0.31141837007178463	0.6066483208895229
VGF	0.013292095655189882	0.06352090680772562
FAM43B	0.01684248973425205	0.020735104211537507
RAC3	0.27373062688076194	0.05507964264817929
TFDP1	0.5229124815826585	0.7425381133072441
NAA16	0.21539494181635888	0.17728811657679502
MIDN	0.967398873506647	0.6475513555823745
TICRR	0.10858493853528078	0.05931281134710213
PQLC3	0.3138795170694465	0.47047498808024185
MAD2L2	0.3414400301261238	0.25001754934722487
CXXC1	1.0223684061992406	0.390157555104745
BYSL	0.2405246516185147	0.15821135201956085
NLN	0.06710815265828132	0.21439748635496764
ICA1L	0.04044103423500233	0.060527907835309785
CCDC47	0.6248017863352955	0.9690918022404692
CYBRD1	0.3602892670171805	1.0132487926249993
MEDAG	1.0665040521384915e-08	0.2918808993438372
PIGT	0.9179054978421334	0.9689463465443342
SRM	0.6669061268413511	0.5548055866764972
PAX5	0.05752996464160419	0.04756794595659303
KIF18B	0.15430418899362652	0.025235341818601036
HSPA4	0.6401929744442983	1.0119515440351783
LELP1	0.01506832144744675	0.018861161677427917
EIF5	0.36681927012985044	0.5161464359363579
GNE	0.36390198641299193	0.4901391808582779
EMC7	0.560803263952054	0.9997563768446368
CLTA	0.8004974885145804	0.9663961017078267
CACNG7	0.03051715779833808	0.009114696441011068
RPS20	0.7766472976113159	1.049166483914267
RAD9A	0.8320045714901925	0.18033864446757591
WDR82	0.2362306221078596	0.3677571624965108
CDK7	0.09572335856515424	0.5552334674765543
SCO2	0.9156839604809333	0.08310705506491092
GEMIN5	0.3801117626323798	0.3360536429415619
VMA21	0.019036931279374638	1.0047379908422351
NUTF2	0.1119342600793845	0.5757700335745765
