	C0	C1	C2	C3	C4	C5
IKBKG	0.009043325202345699	0.15290607909590392	0.07435489396203059	0.24443935944712622	0.1715339012958994	2.8617598621728075e-05
RBCK1	0.8687929143135177	1.065681215290767	0.8006550752172977	0.9224185261376151	0.9334418830935358	1.007904161643054
CFLAR	0.47942045803475686	0.7756225070647285	0.7638155620884979	0.46419125004582246	1.043437762167559	1.2201377452069382
EMC3	0.7131623603200843	0.17046877619686573	0.4444617686113618	0.3787180448636536	0.34203233414770845	0.1619092994045808
SETD1A	0.3650612039517378	0.7324663857426099	0.4726420314206076	0.9483454406882992	0.691790215972377	0.7016506919721931
OTULIN	0.05109786379823425	0.2706349804003639	0.10844054967527965	0.06468461652571246	0.11723074770358954	0.3983252606831775
CHIC2	0.21048810197171403	0.22175219167471488	0.6916392448295677	0.29333887887286586	0.21169533993181358	0.3682428487351541
TCEB1	0.7616527979242693	0.33866004679746464	0.28226174815464883	0.0921010251571107	0.22383346467121948	0.31827560347416334
RGP1	0.45705766229060313	0.43560803287705135	0.48808599052633556	0.9008584605812952	0.9029253678000319	0.5966047246545013
TAB2	1.0100708749079361	0.8849200080218125	0.9179648176719417	0.5347349258019568	1.0281443368583536	0.9671972017106021
TMEM208	0.5232850340861763	0.43363961459651046	0.2134086262123383	0.8204720584927596	0.1204903883534738	0.4148058595342132
IST1	0.5490113562255403	0.5018007412378657	0.6059562171650209	0.4779942613801216	0.4962893804531123	0.8474935197331075
BAP1	0.44847398014037726	0.6115191078174296	0.724150715414072	0.9883610541622252	0.9004397358065105	0.2297301697587162
UGP2	1.1655002617621804	0.5998383758681828	0.8201473293144093	0.4859123628459141	0.6405811700672177	0.9518244205501226
EMC6	0.699580297986922	0.23180993755760068	0.23304562092136083	0.5524680830337585	0.026644084874280004	0.3563309658213011
NCSTN	0.9172859258422887	0.8692819848669386	0.8065463120940466	0.8177867093574518	0.8464912627760588	1.0549049252180507
UBE2M	0.2491407677271686	0.21234208127870657	0.22156966234675243	0.45088697022750923	0.01427322525113192	0.274480092034449
KDSR	0.7693842933676008	0.08673179652767422	0.4854265978414245	0.3953113298689726	0.4882303845450959	0.7484841116146711
BIRC5	0.29211030114226466	0.46522145123159864	8.288487634196248e-17	2.958446858917962e-15	1.870714210592455e-21	7.378987282057761e-21
VPS4B	0.5383283152845975	0.42223563715719614	0.7760916870354344	0.40557111453188954	0.4788172957055489	0.7767743473036508
POLR1E	0.38962231102837397	0.21686201246104264	0.3746545374874649	0.26109519367621736	0.2854443053838951	0.5200469165561669
NPM1	1.0691324679478496	0.8771177198117873	0.9249381873470682	0.8180810306674725	0.8850049905065052	1.1534762844083237
BARD1	0.1460641077828209	0.23435134020982543	0.22851102078415553	3.9364821923329145e-09	0.20128358443956712	0.16901795694185845
GPATCH1	0.204631113445545	0.2617365832300798	0.03567504625505598	0.29546197143929803	0.5510854999559474	0.40406697105384426
L3MBTL2	0.06044125794090258	0.4176725431775716	0.27616890550155704	0.7306203077342062	0.4503500784351056	0.444996179883812
TFB2M	0.5085205350032416	0.10047122558690569	0.05326699253908147	0.1806026026985873	0.21003629929176748	0.183783068236625
MRE11A	0.4169508743557085	0.40260882947357807	0.40511737228470374	2.836403786678221e-08	0.6836437741242655	0.6645471882883448
CENPO	0.19993705594332123	0.5473705384310685	1.647313237651217e-05	0.25181934874890916	0.24058832114174034	0.037731865487853684
CMAS	0.9747285812887688	0.3707649269990774	0.38387154244347044	0.3218845065859781	0.09759188407021668	0.7459202724026748
MAPKAPK2	0.6557875815401429	0.7104119409918952	0.7523058603243649	0.8049033133300768	0.5233689566907753	0.8595535073466981
SART3	0.6749150879468178	0.7680574848267091	0.7080669868724468	0.6121053703751395	0.707148666930602	0.8852240289615985
KLF5	0.4960775868320418	0.23205624196587962	0.7975342293952694	0.27269656668517817	0.2358993767123458	0.0003162122951262713
MRPL12	1.0894771573768096	0.701609583952586	0.4392591160267251	1.3007597620978446	0.4505641059161329	0.5650993040014368
MAP3K7	0.7019740312641705	0.5090960374898198	0.6622171786628194	0.26542033470074733	0.7225343726355202	0.6536582821413012
UXS1	0.8472706174926287	0.307013701882203	0.48566126279935734	0.5714075158590977	0.3964068723498845	0.2978689042742289
NAA35	0.4819662243982746	0.21261926062044384	0.4443064457729678	0.20642917204917935	0.5390114519790353	0.3558289819668533
RAB5C	0.8371831333172012	0.7256629232779622	0.982056210399188	0.9055789825169641	0.5633839149493752	0.8096194792345458
MRPS15	0.9462695134530348	0.4618754587338032	0.5595704118271256	0.8317451386788653	0.35468669817780324	0.5702486311831796
TSG101	1.0455871082402834	0.5538115903428927	0.8134346927161921	0.6061508190293521	0.6589936843005718	0.9843760296010957
ATG12	0.08058527184679805	0.04845815888609851	0.06944318314876945	0.0458519699365125	0.07010616159967718	0.11778801785835989
ATG3	0.9155216479634515	0.48503346302688116	0.7609123095907666	0.05556193255748821	0.2609487600842508	0.6560992444984163
ATG101	0.7756437419180988	0.5465988275281909	0.5698801418595937	0.9279620440199449	0.1701561449639107	0.3358072490688493
PSMB8	0.144784480766505	0.28141388169029397	0.09938826203846744	0.23513684273394314	2.5741290930476647e-07	0.3387258785571032
SOCS1	0.33057364480077844	1.1863292964150436	0.7891806080483028	0.612179360696304	0.09245600736068874	0.2923234667026613
VDAC2	0.6613304572037865	0.19851428082871792	0.3234814465707332	0.36380552077162126	0.029818659105944542	0.47122398519964315
JMJD6	0.190246742810258	0.5771107179726176	0.2634630001077182	0.3742990164648573	0.26840712676704803	0.17861374757187345
EI24	1.2413928683070512	0.5807342696665779	0.8151508473821862	0.6857763097081948	0.7395853533317026	0.9878010245673818
MED24	0.2541047881734653	0.6626455927949968	0.3132773312748138	0.9738888636762215	0.7139742387231621	0.45414877070115073
SAMD4A	1.0609947902682765e-08	0.28144480335683103	0.4486739306569293	0.5490030329864533	0.5241180795058257	0.1931103605201688
TMEM127	0.7330873460501522	0.5448365058415996	0.6578614586222986	0.8863222105802016	0.6571783288737105	0.7162113014100827
KDM5C	0.35005342206805384	0.8437184970057584	0.5661714455001565	0.9162543857891856	0.8671792411476794	0.5725075786167028
GLRX3	1.0706856344736362	0.7119537198238601	0.6884251444828742	0.3362121165923696	0.5014805677398304	0.8253498533508613
TNFAIP3	0.1335342301639372	1.251172469254203	1.265059818186969	0.44635829974296226	0.33255188327261004	1.159690736009049
SRCAP	0.952083826875046	0.9226383578360996	0.8881860051101665	0.9566977578758362	1.0060383689750048	1.005424484516716
PCBP1	0.9984906941266031	0.9405602747360721	0.9281911705352857	0.9756418402170403	0.9703868620798202	1.0669528857191892
MED16	0.005620870347068525	0.6648940067747197	0.3793923968732815	1.1610084342896045	0.6015415697938021	0.5546972655144145
SETDB1	0.32083337826208325	0.7440200986794232	0.27547430625763164	0.5850136341506548	0.9615101814465195	0.8739527656376682
RB1CC1	0.9867512628386177	0.539701201684501	0.706792249568306	0.29438636019921677	1.016405248866989	0.7646600067424904
PSMB4	0.9933567684269159	0.9163563809750966	0.8787514651635667	0.924419470655187	0.8589961651750714	1.0448995902513232
DNTTIP1	0.37474563124285143	1.010262649052274	0.3828487123973709	0.38965185441714156	3.5977855041942e-12	0.5597051932219586
HUWE1	0.7715713091651707	0.8411319789412822	0.7541921533118839	0.867072823566465	0.9482747728264072	0.9312125724910559
PRPF3	0.26933218329643943	0.7917779824504967	0.4386649043595668	0.49066582012140286	1.268240959997532	0.9623621278721601
BECN1	0.8273403500708758	0.548950553908438	0.765231672740988	0.632475071186235	0.4950231491091104	0.7154724447120698
TNIP1	0.8805527976594781	0.9318816746914151	0.8955178198558261	0.9779953752309772	0.9116696518937368	1.1619998909608897
RPL28	0.34866065949353064	0.42207867881852584	0.32376716747716533	0.5369917569773153	0.0009154115193689901	0.40373711891779424
TAB1	0.07242782528447654	0.4780569915050054	0.36694737410404443	0.8917358915112666	0.6347867318808502	0.6026747924125361
PEX12	0.4518003483711532	0.003610883600756641	0.08741880047247254	0.13888023177521486	0.2536358991936782	0.2576150812769231
ZC3H13	0.5657587819754691	0.3206641909174692	0.7282192915533977	0.3444076948062126	0.7797009811299525	0.6576432437932022
ATP6V0A1	0.8673490489234562	0.5631830178485975	0.5294372937199208	0.8262264992505992	0.9657526081636364	1.0746097399630878
YEATS4	0.6031675390384127	0.20474248536396164	0.22546599747320312	0.13233186122842922	0.1941196080217781	0.28966844485752236
GRB2	0.7868534168631106	0.9190528280933877	0.8684034200625845	0.6811934327032716	0.5354720300061752	0.767595012564464
INTS3	0.20867635026559486	0.672275513236472	0.393232062198789	0.6742383023257106	0.763738441083579	0.976025381130133
MBTPS1	0.7387089678843307	0.7216020383061803	0.7346475310348478	0.8595678309551094	0.9780033557054887	0.859579301219297
HAUS4	0.24858464352181514	0.29168134015160185	0.47237950738585255	0.5443016425530087	0.46383795042924914	0.6375688013571154
CSNK1A1	0.7185678281135387	0.6572065948843338	0.7194040155882327	0.4244728620667547	0.5377540373422951	1.0571937267585425
IGBP1	0.852093141843534	0.6117240730269857	0.7860443975809476	0.7503538730425451	0.7583616819838538	1.2020831245102381
MED9	0.07017452188832504	0.0004748470417751261	0.03178302686682621	0.15484403765876506	0.05261222403702646	0.06037830176218104
UBR4	0.6193760255425635	0.8599385463852488	0.7727332703244127	0.8798206164902659	1.051194832043663	0.8589318958706773
YBEY	0.32246183612232915	0.052354877296971004	0.10249590802016857	0.2121710954966739	0.14557467529930349	0.3001590281705203
RFC2	0.3840556419745581	0.5880352652382723	0.2530400781214709	0.4079136331520574	0.06193470397849305	0.6753517627935928
DUSP11	0.19317479559610798	0.14008080364373607	0.16474739349856327	0.13664495206532376	0.3769766098355606	0.3492352431326935
TADA1	0.33081593779193463	0.014403912533866513	2.3788607098706227e-05	0.17550531106291564	0.23504196670868455	0.15856622080148763
TRAPPC1	0.889839300056746	0.8238415083811164	0.8969283023280402	0.8705411103334354	0.6599530112166544	0.9642038516355611
PTAR1	0.15314685069927292	0.03335771719406705	0.1051270789902788	0.19974353253614918	0.3537970230395231	0.24376806137205526
CANX	1.0447303703300084	0.9195461862117008	0.9174272170328183	0.8995790243745789	0.9276413903239188	1.1186926026887056
PIGK	0.3349420397066908	0.01150472422081536	0.2503101174930433	0.061170562575684706	0.012969400621504257	0.25201529498872005
MAPK1	0.8628384074984051	0.6713617858009615	0.889667841562596	0.7215435004073432	0.7853151617738331	1.1940055573313344
SLC10A7	0.06235086672506379	0.11456975840100068	0.12762884991648113	0.022730302509948872	0.2759025066785936	0.15294781585047393
TPR	0.8717166401417245	0.895390566054636	0.8545496744460032	0.6061959776103617	1.0183503938861276	1.0497552736704308
PTPN1	0.8802137951535839	0.8897624537841035	1.0289750044764752	0.7339673713008833	0.6262379533267646	0.9879241901483895
HNRNPF	0.8266930763289534	0.8784011435151032	0.8780123020343272	0.8031152852515404	0.6705183636070512	0.9190328671918895
SRGAP2	0.005721867487027284	0.45073027650458397	0.2847798249773151	0.19029806056860277	0.44089218080027087	0.38431978805238404
USP8	0.42831950598189694	0.199022481816924	0.37327955555008546	0.14961071859656086	0.46253441610969515	0.4852274961031832
RANGAP1	0.5563119332854672	0.843205765372225	0.5170353852624313	0.9124147237450422	0.6168502151614306	0.03350012480494429
GFPT1	1.187698232627796	0.6468620343846682	0.7222564277460299	0.4005701471429691	0.4800178722374512	0.8976384487842594
COPE	0.8500328509711634	0.8994321074180971	0.8874624634097109	1.0761197913529807	0.768631543546626	0.919409978162765
ANAPC13	0.6738985943439455	4.8238408193866e-21	0.5005551876622079	0.29513186259574276	0.036421887840821544	0.3333179082548731
STK11	0.1767696999196752	0.4795042855884323	0.45581928730515686	0.9828176115881349	0.5642838402712701	0.36624409383992207
SMARCA4	0.8185398962368194	0.9594038446534924	0.8337462934489449	1.0290138513559253	0.9902398951407354	0.9483292827623926
IPMK	0.13773119125723607	0.10258159551707197	0.11016470140282261	0.053464224744677914	0.0016596741365906467	0.2530559305632729
ANAPC15	0.47190614247358265	0.05523526168488907	0.3218689998452534	0.3741428038923571	0.10507213225464339	0.0482815517769804
BIRC2	0.8589990658313131	0.7254826618727872	0.6057699385805643	0.1850612429782939	0.9847285595577495	1.098575690221548
RBM10	0.3349775201863333	0.7959257264093187	0.5385396239560879	0.9227053128286022	0.7788482407841588	0.6924161163594751
ANKRD35	0.02844914654202232	0.00876022575811749	0.014585446248989097	0.03231551324135769	0.03134857489777344	0.0001937473165037029
MTFP1	0.1886594300987403	0.010833921383302745	1.0508213426352652e-09	0.8145380071478274	3.69992435177462e-21	0.7730276246549979
DHX15	0.8589566628556305	0.8715089382869534	0.8809014754567854	0.747783242552195	0.9868051661528002	0.9850982377542227
SPTSSA	0.2891852932182309	0.032593949458421055	0.2879785645266297	0.24873497863102745	0.04945418450716256	3.348790850458427e-17
UBE4B	0.5708632093452357	0.4342160453755516	0.5536730479975449	0.6208884164820466	0.790484965939826	0.6812683764993094
SMARCD3	0.22467184199886348	0.4364405623747371	0.7464260714278493	0.6158171479866336	0.4803664563450891	9.072400680952368e-10
CCDC114	0.010676449961904607	0.05721104614486866	0.03219246373757537	0.03812036103480106	0.1525981522019614	3.455840136323933e-07
SHOC2	1.0864387290506172	0.6645298580660353	0.8788758740293229	0.35834895392640276	0.8344222065876034	1.0038136192241796
CUL2	0.6014026608218905	0.36739842220435553	0.29484865519362435	0.005734517259261458	0.3811814550011325	0.3332296766244421
PGM3	0.44962195262567917	0.4407176478029015	0.2646035886119516	0.07795378874637492	0.38452792859199547	0.4813254970459379
TAMM41	0.15579899853231374	0.2415254108525943	0.21248210800485784	0.06822734895093144	0.5176722962907021	0.15986102818279832
ACTR5	0.022731429334075917	0.19144307294875346	0.0009844374834763918	0.2292919508686326	0.36842638495501084	0.15042036512420634
DNAJC9	0.1569552447439837	0.4742674619692755	0.12910925188105118	0.3145104241011722	0.34471142350513906	0.06469275493184362
GET4	0.4303225721180599	0.31678837542240446	0.016777814618672563	0.9977334392697161	0.37380054168672844	0.09980944782134915
ROMO1	1.0459498796840956	0.7922893387643856	0.8519450491857391	1.0754671917784975	0.5006026604502518	0.9099069307209832
SOHLH1	0.0503497956850371	0.004556668656611464	3.529687175789308e-19	0.023256812194430064	0.04151598892949763	3.149494333555171e-20
EMC8	0.2132550445151333	0.20349763226794113	0.14224886572437268	0.36119428509098284	0.15897515591076836	0.03149650556674704
RNASEH2C	0.22494209807775792	0.4676372525994137	0.650380151511442	0.8587263681334972	0.5244146308857521	0.6025387177766496
PHB	1.086767318876269	0.48452196400309727	0.5540478239735086	1.1591172761672128	0.4416339056772282	0.7747794380042416
CHTF8	0.6688883051928097	0.4436188833977761	0.3867798745368723	0.8350541622006616	0.6497684249479948	0.5270950258773069
SLC35A2	0.4077292225304989	0.38409612288876804	0.10918744437784338	0.4439238744452002	0.05558454817278593	0.1259957990633667
PPP4C	0.8452956603792932	0.9056005845907235	0.7525732196677752	1.0314260600589593	0.7323645719883866	0.9008096241890308
RTTN	0.349787655454529	0.3361030832559766	0.20163808172379005	0.21780192476971705	1.1053342188993198	0.49529045649897846
IARS	1.0200288029068856	0.8589187518470559	0.7670006355351379	0.6426999480264021	0.7697223547765255	0.8584321206279341
GNB1L	0.023362201831879904	0.05940771453358938	0.0299225810939613	0.08037858210172667	0.04616457140432103	0.01784227367469528
MRPS34	0.7388925238318218	0.6639981114406857	0.5116925142198832	1.17472993605152	0.2485056935191122	0.8884531559629969
CPSF1	0.0765991858126429	0.8637872562395533	0.34087808699379635	0.9004281097555384	0.9410025390279291	0.2773021894220427
EXOSC2	0.10727495230295564	0.18168456440744468	0.18493140735932054	0.20635198082303408	0.21190883079526424	0.2666152570055408
EMC4	0.9813207798264072	0.6451183759033904	0.7874977154214389	0.8415482387001989	0.7128246463982391	1.0091923731828887
TMEM165	0.908620325333868	0.9738173400392227	1.0769452336497454	0.6825363510203115	0.7115740690388596	0.9511710521121425
VPS25	0.6137089214396959	0.41407209696170827	0.3278309570246735	0.7127273561165719	0.09503768650687058	0.519260795566207
RBBP4	0.4255548469100358	0.1271670872267837	0.2746011734963592	0.015475797037022756	0.21903727375678542	0.4170098839121428
MRPL38	0.6744738446530596	0.5487913978455898	0.41748488240042464	1.1790639037644068	0.5456861538515325	0.5113501019095622
ETNK1	0.3020262446623805	0.3155724754345139	0.16725006752933116	0.3145009210253477	0.3289846233884294	0.18877402829432316
CCZ1	1.0622305842697064	0.49863221656944773	0.7117792877430178	0.26659169697461865	0.5241135255077337	0.768397906507598
TIMM50	0.6506038522383818	0.3282967510821098	0.2643373826899797	0.7257948270198571	0.16447414674865127	0.32953233325010045
NMNAT1	0.2480821540286723	0.028538005103952036	0.13068211549674072	0.25490201680086905	0.24795943348701624	0.16384566488747973
ADAR	0.9083429492344505	0.9661283267210587	0.8730445528679803	0.8917892095692262	1.0006573890947645	1.0260903897605975
SMC6	0.5431188561097209	0.4698756447772927	0.28056619095020624	9.246474699021339e-08	0.7995200324025806	0.4904459703251742
PPCS	0.4635288678189803	0.41575904660790586	0.12676882574496676	0.7023203739264451	0.29035146377934096	0.40064320352355604
WNT3	0.20628210852149356	0.15587553873512083	2.836412722956899e-21	0.17934290377134313	0.07211764766431099	1.4596825568354497e-07
ACACA	0.9825800650522651	0.6868744087982621	0.36245146567975195	0.5307894558444688	0.7910900165765568	0.10967257178090407
SOD2	1.0156790708689019	0.951367014480149	0.9357440548025138	0.9779764617511879	0.9755809626671279	1.077187398267975
NARS2	0.6243671604981439	0.09977751352381853	0.2781115136272294	0.5141673444819573	0.7323331396896401	0.3357706504346092
COX7C	1.0626583031204082	0.9010788015349604	0.9323059110096119	0.9226008161341046	0.9505572117258307	1.1028079285175687
ATG5	0.4683422749553125	0.2102543178110174	0.27718975408265345	0.009986764493359161	0.3588589133582928	0.23293772320333847
ATG9A	0.6149716436827335	0.5851606567529389	0.435719120218401	0.9263472144078376	0.6988330713409623	0.44900584730216214
CD274	0.19864777921157775	0.4013984816705278	0.09758506396381891	3.115826830526508e-21	0.13071619283449482	7.3051773467095e-15
HIRA	0.35546133423736864	0.5737601714115023	0.29890015010929244	0.8393526090423931	0.7231464673514529	0.39200726945564746
MRPS9	0.6225744569468379	0.021972506746384214	0.2483538110889641	0.358825810117488	0.3199504345823149	0.37226897803123243
MAP2K3	0.4596048426988633	0.8837024625991234	0.9151295019231167	1.0639551067247321	0.75933917786514	0.8192998014086927
WIPI2	0.5469843780219147	0.4147916519989092	0.31531989443306274	0.8046290350923178	0.3851468606971674	0.33084010524133695
VPS18	0.4257217573866495	0.45261505876567454	0.31116755028734244	1.023431743137184	0.48876975955229063	0.04313621107873768
HM13	0.6888736411424006	0.9909573193004269	0.4445641778330264	0.6141761794016937	0.05308187966788537	0.776693430276564
PEX3	0.706062173546031	0.14165046113727905	0.46714719429053003	0.17271437539310366	0.4576858951108631	0.6551761994200314
LRP10	0.5454539980201444	0.7126319822133919	0.8420899229741948	1.1808666654617814	0.6081048303321271	0.5511323573235949
USP9X	1.0285541479723366	0.8755970030564949	0.8858383392932851	0.8216357578094587	0.993405927398747	1.0154773643941997
NDUFA11	0.7965438582206628	0.48182190864179414	0.6473637452689007	1.1914145667748899	0.45180810084627754	0.6393734603214325
NDUFB8	0.9603986473251803	0.757129719606158	0.925939080992218	0.944433426821481	0.9144278658674331	0.9320126455998611
FURIN	0.7437568747593517	0.8946794410530513	0.892621324787997	1.0875655804328437	0.9247058051214123	0.8265334552072721
PCED1B	1.0255891070148945e-08	1.1696686733705595	0.6865810179180637	0.041679649657962656	0.4093585929794832	0.35358713291737287
PRPF39	0.3927786768053758	0.5290488332159183	0.4766446024605998	0.05070250985495042	1.040974419040093	0.5537250076375572
SHFM1	1.075900542235762	0.9022277020291456	0.9760567396999791	0.8114596120861759	0.8084199774107061	1.1013891538985723
IRF1	0.0495136723511447	1.4457439705324702	0.7729454935137879	0.4602880988869369	0.7684571292297586	1.093083493935235
SMG7	0.7940983311579406	0.6327900188036152	0.5642736267891486	0.5177531436196707	0.8688744973972625	1.013470324193636
PTPN11	1.2527278064778056	0.455005776741306	0.707724379009953	0.4087982336624901	0.5825928373125467	0.774085829775266
CCNE1	0.2897779089996937	0.28463708143883537	0.020425435824301355	0.06812661494115274	0.0011639472490981612	1.001867032347735e-13
MED14	0.8267408552863218	0.689507531236401	0.5878608933396476	0.3985558949678457	0.8922213799310804	0.9169106102254484
MTA2	0.6331431767590595	0.9803772633673716	0.9304773316824954	0.8543340023558804	0.8436016842593511	0.7365218696812923
MED26	8.80145482172186e-08	0.23560828872437417	0.2286708697102193	0.4105988747708126	0.1832190490128021	0.053986919027530576
NDUFB11	0.889014770491664	0.5308173778084375	0.6722569812796595	1.1759868059659484	0.39890113666055305	0.6919096728791284
ZNRD1	0.08425534864790196	0.015335782607269097	0.04941625458677932	0.06856030771288844	0.027128570933658877	0.0702762550468524
UBE2G1	0.18693342272118274	0.060323184302074756	0.16754890285111645	0.12550152851233537	0.04917683740325093	0.09215464868154816
INO80	0.35889602169442575	0.44492121428926046	0.4001056405696227	0.25942589452202464	0.7579423316188416	0.6055160712285953
MED20	0.13868337413006668	0.06519489638321561	0.03123013239459254	0.1927688683017885	0.1883867745644452	0.02995896514154084
CCNC	0.8387718689804649	0.08249254052826745	0.535655583103257	0.18989240971155544	0.40347368822450275	0.397152050432355
USP7	0.9363598797901052	0.6815366252639231	0.9146220796431648	0.5039394419672252	0.8549902555010791	0.8482370109320134
KCMF1	0.4096436768832261	0.2875371076941919	0.23033715195124707	0.16664370998683528	0.08349103190057006	0.2848876173930265
DSCC1	0.18018719746894482	0.11707109800302352	0.041898463460505526	3.6028511891601725e-07	0.06539988731861154	0.0758552070701321
CHAF1A	0.23560398875817817	0.967913371913877	0.11806436189070542	0.44609222161981266	0.42379300781778223	0.30832196383791366
LEMD2	0.05723896269542159	0.5968549298066317	0.44537250466863565	0.8845681989561168	0.454801922576573	0.4395954665301774
RPAP2	0.37480281982995506	0.25130680086346685	0.35069602451128085	1.995169263694008e-09	0.5111927726030224	0.4502701565809368
HNRNPAB	0.9284702529810972	0.9292337117483057	0.8832267697406616	0.7764798740358887	0.41882404165180964	0.8946893911774281
CDK8	0.646880307551445	0.11942662392477887	0.4590072007341018	0.1723791508019622	0.525820755489415	0.18915662286815962
FBXO28	0.1893324442518365	0.14248616267086894	0.10471848487111939	0.1396788997039035	0.10661542347456242	0.29972485304576496
PARP9	0.17835526918311237	0.9287297980572428	0.37028302785181244	0.07989237464837497	0.46210069882261723	0.568161411991687
ZC3H3	0.3291262451225733	0.9596009445372116	0.5049086131652138	1.064105644943053	0.8398095718898655	0.5664320601964749
DPH5	0.4155940941311039	0.08532784395087001	0.14075093438820732	0.08828450275869361	0.14913946528655705	0.2791670208107506
ORC5	0.588351706637522	0.16777740711128455	0.11984469818391917	0.009377146192947954	0.2945349313306134	0.21514599714083213
ELAVL1	0.39601178158806855	0.30619349869572704	0.37785005763937074	0.47597447226999523	0.1108557951855396	0.33401602956667326
CCDC115	0.021505547335149058	0.06612821697748131	0.11941570836228226	0.37231070673713196	0.08701976761688744	0.22682450896545628
SLTM	0.6633255731911154	0.7720680257591512	0.8372564373661407	0.5716220230357637	0.8897004347214631	0.9187065622912217
CHP1	1.3215974795694894	0.3201195529324298	0.8041886884091825	0.8526913753275536	0.6422287797721687	0.7110939007419118
DCP1A	0.06332796538247519	0.07626973252783431	0.11650609102043695	0.10497785010112302	0.12232727835208554	0.07486101559284078
NSFL1C	0.31554177038652	0.447700131507566	0.5068908501974125	0.6469684214403073	0.09336759573239366	0.6214263988386834
ZC3HC1	0.45314288156208693	0.42036350519416893	4.498053019902519e-07	0.672147089315089	0.3423455676703637	1.0078130598028319
NGLY1	0.5026222278250817	0.47366571067404634	0.4822995718240403	0.16532832993462063	0.4878893012179892	0.33486267805677533
CHTF18	3.861134229931714e-21	0.5264210914693029	2.5071695028562055e-11	0.3409062581870677	0.34900169211048543	1.6122372062850438e-05
PDCD10	1.0464105532961112	0.7247878979277922	0.9068773956154385	0.16263136164832215	0.5363383679522877	0.9269408842811849
ETS1	0.4788186719996972	0.9050540508354824	1.257039343622314	0.4826734045436286	0.8227862984859439	1.2727439023734246
VPS29	1.0329008045100523	0.8188280718516374	0.8570899796729625	0.5500093379971487	0.8470400044535419	1.0960697573210085
AARS	0.9831264947496627	0.8830592265327502	0.7978361076398044	0.9506466828040248	0.8771514588551713	0.8961618324991463
RQCD1	0.5843557184001327	0.4988983657922025	0.5042385854380648	0.1848330942307522	0.4270461386949966	0.4888915237519402
ARID4A	0.5185978093880107	0.3660234399440756	0.756500724287673	0.09836553854968144	0.9760065995521531	0.8726353275075117
INTS10	0.7496778742777762	0.5785133170383746	0.6857715507955112	0.548367967395444	0.9373167441394046	0.6227886046580657
UFL1	0.5259887515563801	0.31036076494594045	0.3664257209018263	0.17659076626102507	0.5305779994996356	0.7915901119970999
XPO7	0.8502859532285932	0.43319772603476847	0.6031455535736151	0.5583470971970576	0.8581340137153766	0.6385350401983367
PTK2	0.9624605288768305	0.7086468299721475	0.8080045797135716	0.7669753967841247	1.0192318313811097	0.9538799294015757
YIPF5	0.8097540172074611	0.3419659352656913	0.3532152917368412	0.0314211403117939	0.15310152113512818	0.9148462332753625
NSD1	0.6017948771309929	0.9076022441343478	0.6252187441093494	0.6333981635814282	1.0668912785388343	0.9852505869524807
