	C0	C1	C2	C3	C4	C5	C6	C7
ITGB5	0.4063775820718903	0.8724293451186442	0.6234238258766494	0.4766713979150732	0.9883320603548478	0.9130290121475697	0.3539010654703949	1.0451872121821852
DICER1	1.433381328459819	0.5398647052017584	0.5245882991706432	0.6699383566770937	0.759033156625792	0.7548499407710474	0.4160293026798167	1.0029810110460842
MCL1	1.0307675009832467	1.106358979933067	0.8889862894857162	0.8003069170640902	1.0910437874534347	0.953903682215392	0.7016208535429479	1.1270568778536654
XYLT2	0.3519435366682558	0.8237553659836654	0.6535477021067959	0.4979808462972876	1.0792778192778485	1.2338405995633828	0.5289413200104675	0.411961573031823
IPPK	0.2030704347218945	0.02282132738558609	0.1504160637051758	0.11933447393755289	0.28037693144613834	0.1574704553963001	0.1686583732277919	0.14825065888893013
PCBP2	1.051556776200427	1.0833729779161774	1.0060131017545415	0.7754376064976927	0.968212065121971	0.9115190571954321	0.7447430597388265	1.0308124409340091
PTPN2	0.8413836860363235	0.6840490138675982	2.0195794902572285e-09	0.42662855609275296	0.5426825663284138	0.20714831723006216	0.2514277264247076	0.6995011186643726
VPS13A	1.5980842173391736	0.8920713535114683	0.6444547510185229	0.6240291765292624	0.48956754778966954	1.028097097491782	0.31692997662819067	0.7272971920097625
FITM2	0.22774641959951578	0.4244232134237513	0.8008028174397316	0.0005838482903555188	0.29195210478023276	0.5547438018090595	0.6309889196339793	2.1647353047228934e-06
IKBKG	0.06688082749613064	0.00013596411303441305	0.18161369553409668	0.029524896320117875	0.29269769141340557	0.13676999853279612	0.12437340123469191	0.010744858819955412
RBCK1	0.9781253118657558	1.131788744486467	0.7467746416974609	0.7898979479756048	1.1501001799469377	1.0221492406179584	0.7036824375891517	0.8885493985490696
CFLAR	1.2360095586565973	1.1710847021790642	0.4516374270458427	0.3173966881242324	0.8490543835625831	1.0052289704315267	0.18319742173703632	0.881741309577143
EMC3	0.47426596577175467	0.30049301625622016	0.5923154079850778	0.34604220675288877	0.29593776562817015	1.7019229897931314e-07	0.5324986104976829	0.437967845018637
SETD1A	0.5051958168464094	0.6725975867057473	0.68962399151308	0.37821304435934955	0.9573265195294449	0.9806966502075141	0.5150174266785562	0.4679913801957992
OTULIN	0.160580233345723	0.47678902079383445	2.9593129185166908e-06	0.022455327337573213	0.23906353573494904	0.22415482170717843	2.12113801897124e-05	0.1611298269667186
CHIC2	0.24945459406925627	0.35318598504353393	0.31305692123985773	0.09555226187925243	0.38337693165895587	0.2476212481980117	0.13737985654220425	0.8221943839115667
TCEB1	0.46781450891021276	0.5869722625188988	0.14228555214300634	0.5162639627894834	0.14796258208820187	0.0511409063008656	0.43832942045905837	0.40470515424228576
RGP1	0.8207654307652357	0.29241156299546756	1.137216518641794	0.43847084256443103	0.772902576106061	0.7127528934835043	0.4220118663026192	0.37643638585201805
TAB2	1.3034565544148518	1.027395177783582	0.6898387939559288	0.8176490753657364	0.8797947446676218	0.6895604253116207	0.5964298013868073	1.0352872091099345
TMEM208	0.03487708713004906	0.6487254694253819	0.8651579976451522	0.32228175350428884	0.6596073477474867	0.1615573633805853	0.5563489992941244	0.1639183718830099
IST1	0.619478187286404	0.8832756944624631	0.44617820311358136	0.3601278191581803	0.5114782390959057	0.6590445337941157	0.3566418610687002	0.7605127207701308
BAP1	0.6566134104830462	0.10537062008701284	0.94617313726695	0.4015077263993104	1.0770895045787714	0.6533735761122842	0.6902552458417344	0.6138044897708796
UGP2	1.0195798966410343	1.1359859232869365	0.7674110599654805	0.7654312074714782	0.5292767716468576	0.3595117137107563	0.6302131186968778	1.014243214729434
EMC6	0.11452322159080357	0.5556622190100956	0.7354429956567022	0.4040963040468695	0.30022869598642044	6.716946960795799e-06	0.5390563864037325	0.25409444627135386
NCSTN	0.9932193057630595	1.0958170818031614	0.8557732254240797	0.7945327674465152	0.9139813542256485	0.8687477777028139	0.6072112397765621	0.9190753478553401
UBE2M	1.916617652157362e-07	0.3663660100789103	0.381112374340411	0.14559435470880105	0.2951667026073286	0.20604084155727484	0.28370556384058265	0.2525399195796859
KDSR	0.7880020148084155	0.5600979454620506	0.9035595427231555	0.5103088893712742	0.06731424163302502	0.27430064772607726	0.2952620958683642	0.5912816274111461
BIRC5	6.950788525854086e-21	3.177020433624466e-11	3.5430277911106067e-19	0.8697563480895134	0.21789673527308953	1.3169573475500445e-20	0.07081880919197177	3.36989606651248e-06
VPS4B	0.6895329354050548	0.6208034014169928	0.6541320110285985	0.5176629169796478	0.4557008246313219	0.46477277413841384	0.1834712928602099	0.9028459636711815
POLR1E	0.44997283535063043	0.19231007115890783	0.6906816719630527	0.6150020157876174	0.16749181676073957	0.25352673981348917	3.3793674266533497e-09	0.39998250746953085
NPM1	1.10636482359055	1.1570291473675844	0.9035515431321935	0.9388942536238505	0.8538807204411035	0.9326383972950852	0.6461628825339844	1.0931888648173491
BARD1	0.301374757671443	0.0883910754399588	0.07770597142001329	0.3121179924191531	0.17508794954796095	0.09436684649402435	4.69194148595705e-10	0.24453387671909632
GPATCH1	0.5503140428270601	0.2807079434785886	0.23758022481021754	0.1918394924240916	0.261884791191686	0.5769332785351933	0.19345680254892952	0.004985613530608484
L3MBTL2	0.2557088274024357	0.3837779304195023	0.6210125831184989	0.056281069544014954	0.7238342714828059	0.5948335743280277	0.26096500216386115	0.19058069886573376
TFB2M	0.3431220616813332	0.25546607108673297	0.2712347831613391	0.3249286752088984	0.004675464366162764	0.0841716623493724	0.3531050024641572	0.08460576807177388
MRE11A	0.9881141586844748	0.4820797640034527	0.000198500093775537	0.5532453643446926	0.12986148438222864	0.6672464346373649	0.004353275879726809	0.5491974994903567
CENPO	0.13558556030355348	0.10075646607502146	0.08828096729136913	0.514501564459086	0.476589816940316	0.24045360318481784	0.17979736068783844	1.7587193898950738e-15
CMAS	0.40392808068672476	1.031686606088558	0.4598426219391981	0.6814915736628475	0.12435523112228108	0.20646446219913864	0.45542173376639183	0.6116744290552012
MAPKAPK2	0.5749602634148812	1.0404428636703316	0.7957323473096088	0.36075318488200614	0.9283559827781825	0.5565432460439164	0.5611641335780301	0.8486645766237825
SART3	0.8005729579923972	0.933790656764733	0.47437445467097694	0.6096919421482115	0.7566162014805183	0.8721925227470141	0.46942527303033793	0.8517700342874921
KLF5	0.10462902897803097	0.11297142511278528	4.213032272366983e-08	0.09739495042406417	0.25383582366016233	0.31053563033849724	0.9191708470923888	1.0482700973015873
MRPL12	0.3438039037125846	0.7901227153128331	1.2610841103373345	0.8302414458698338	0.9042306941774226	0.5595184482196027	1.1052201815241032	0.4360881222184474
MAP3K7	0.945987804634025	0.6038237470768839	0.2702325346107436	0.6340444259172993	0.3774907848718743	0.6706507531381882	0.33871887724842586	0.8254639336288546
UXS1	0.4325177075632303	0.4941943075846858	0.415358747240909	0.4439500217168216	0.3187418063850802	0.42562751315336855	0.85946062062268	0.6102387205201083
NAA35	0.6734520359878832	0.19490424644063978	0.3700267777731315	0.4572343828947785	0.18533273222625793	0.36963571472376916	0.21785930261220648	0.519269676576875
RAB5C	0.6134773107636723	0.9483843685273693	0.899240562381334	0.5636960198702311	0.938015564601679	0.6120291701390705	0.7229167760615482	1.1235130081936042
MRPS15	0.42979190689926433	0.7916697638548575	0.9298429768010966	0.5728182081920656	0.5854547366252486	0.29717278713492207	0.8135836810386683	0.6363993624457728
TSG101	0.9686972312534696	0.966771446090563	0.8970923359851106	0.8084484636855165	0.5059827412872452	0.5554705074646962	0.5669607044630754	0.9762523275868539
ATG12	0.10621337621852601	0.09645947753098846	0.08301077953869461	0.07982178804267429	0.0359836859654958	0.07536739750037041	0.008537465813474728	0.08628663249542463
ATG3	0.7294674539430711	0.9022006995645517	0.3382946904352385	0.6632305754612702	0.30619876753260955	0.0009653818480975705	0.28174642532600847	0.947022882000448
ATG101	0.09909771583573677	0.658453779800342	0.9376367524354566	0.4780668438563518	0.8150966453702647	0.12846203317181276	0.8209440987120753	0.5783953034606837
PSMB8	0.002830260321642558	0.4484250633867779	0.3620551840217596	0.1264701569749759	0.3557542886094954	4.003887434009562e-06	0.0607171309798958	0.07787523933404318
SOCS1	0.006743965135935784	1.0562090408400737	0.10815313968480057	0.05501430803710694	1.4861859388491654	0.06038573722848029	0.6780434623555374	0.8025150719605023
VDAC2	0.18584118324725496	0.5526211302216348	0.5194529508683148	0.5164017417869116	0.10684850337683154	0.14657608794828894	0.35702355292433796	0.4632818060394872
JMJD6	0.13201429422086264	0.37750951326624554	0.009487174389726533	0.24541273463838167	0.6102366833013325	0.45958121278571734	0.3109887300921779	0.30360111367461956
EI24	1.0861238125166706	1.0185140147164338	1.0479965082754932	0.9155511089875088	0.54127069172865	0.490041477839599	0.7120424242051441	0.9708963164401956
MED24	0.4048723144240772	0.4076682195273935	0.5839017454825732	0.29810894881361605	0.9218364099663171	1.023591129730688	0.5679306612361834	0.25964642145779615
SAMD4A	0.2710573088400507	0.06884706491538058	0.25671170311517777	8.021254512051887e-09	0.5863022186443204	0.7098949893593792	0.22666646017083214	0.4621076446517079
TMEM127	0.6872777454834351	0.8314198206182791	1.0026698465510253	0.34711836908901234	0.8434680836582658	0.4717135782653908	0.6876125128623851	0.6681574270016702
KDM5C	0.6381024477304535	0.5442585876049199	0.5758888724476028	0.43104108192064494	1.0935126441608722	1.0589400271908302	0.5144463849813822	0.5467587592773405
GLRX3	0.82423567488253	0.9821709134694052	0.3885885507227352	0.9892212237372598	0.427297236447138	0.5373879605322678	0.5188870808878464	0.9257381368019317
TNFAIP3	0.40996205192006413	1.4442203861153167	0.13338096748980113	0.25703964553278796	1.3975438516027927	0.7054622913147078	0.007898950546931993	1.4995507857799708
SRCAP	1.0869481613521486	1.0407976986875818	0.9490306108356132	0.7763140781491266	1.066766970007437	0.9523633403537463	0.7478092434139931	0.9714190852995547
PCBP1	1.0757047808098423	1.104074629049941	0.9809542097824601	0.8283707241952626	1.0631164047847819	0.9649906126493258	0.7475879485781953	1.038034624617702
MED16	0.1870402448529967	0.4328130862444836	0.7805482197665534	0.13410476242561095	1.1010584875409515	1.0820451249062442	0.4004452249238449	0.28984484834265123
SETDB1	0.9475227751305946	0.6744820068666786	0.4274435791541298	0.5015644429993436	0.7456156436521683	1.1334801645793877	0.22362394818313489	0.2551853710714896
RB1CC1	1.3199758770196945	0.7880982973624677	0.3600205686828212	0.6658793813382938	0.41268525318096116	0.6928977683821961	0.5992823659263852	0.8714882118569023
PSMB4	0.9830176290356393	1.111537752586994	0.9513258301266565	0.8388938069147479	1.003617246221989	0.8731563730573009	0.7150973106508492	0.9927455411396777
DNTTIP1	4.906325342436168e-10	0.935948355862275	4.531287771763036e-08	0.689459716096555	0.7578223234041823	0.46461879010142837	0.28667863734987487	0.5333652134329646
HUWE1	0.9905593528039406	0.9255179510944478	0.7882693987945936	0.644906095822226	0.9694851873620247	0.9750895045486124	0.6389117401024504	0.825251566871464
PRPF3	1.294112060609247	0.5954620457448537	0.3111102249071091	0.5464737002403285	0.7608882943735134	1.4102269358643813	0.10004339996876516	0.44180203736167944
BECN1	0.6309890857807335	0.864066360109855	0.6361212880927454	0.5258512332124113	0.6055088565285907	0.515657837897557	0.6239636410367863	0.9248955795154367
TNIP1	0.9967561972767381	1.1730323318848377	0.9563300703080805	0.7613196473377164	1.0502897102716726	1.0399480641059438	0.6264133613617208	1.0188256027218396
RPL28	6.85924532425132e-05	0.46972301707681513	0.561913408021708	0.43364573428809466	0.49045102402620455	0.20831058093976695	0.2489184064750093	0.3530772531859864
TAB1	0.37790634251143623	0.4504101845184553	0.6708277475328627	0.06868171641760219	0.8067103534495504	0.9327808926244461	0.3463138847943034	0.3190035881848988
PEX12	0.39969818106973065	0.24354041930864984	0.39640786059691824	0.2368587283569268	7.652328891927074e-12	0.010955950669065753	0.2292231873971406	0.09917112310875187
ZC3H13	0.9370025969704631	0.46695649927678545	0.43230465122194756	0.43632116977094987	0.32196016966355	0.7179484880102777	0.2782105689814697	0.8846774016173964
ATP6V0A1	1.0845036789730642	1.1853920059241032	0.7761755792629489	0.36459357641411166	0.6673957830363388	0.9535200444511329	0.7042536050553783	0.6248064394794077
YEATS4	0.39088615299864404	0.3391915759513615	0.26089958916946054	0.5245861640583153	0.04889276722979122	0.1058589170638012	0.2960243402245675	0.3183205067103508
GRB2	0.6721332924124587	1.0712380456135333	0.719394150049462	0.5780080960037088	1.08415670948254	0.34951283845522574	0.5917546406504425	0.931055855287545
INTS3	0.646224563983784	0.877624717525373	0.19131010645081362	0.24473205692711378	0.6860823189349691	1.3870253910587484	0.2746821673140144	0.5222925028046101
MBTPS1	1.0012265462669492	0.8256849375937928	0.813599711482372	0.556259190158254	0.8921518937462178	0.9414335479455035	0.6372636450992516	0.7886461691757891
HAUS4	0.48360988459437126	0.35887028008432037	0.7240868012851395	0.34488627830378477	0.43992315478167177	0.5830917974194073	0.06780410416010814	0.4930897024338535
CSNK1A1	0.7848315433115104	1.1241490735156854	0.41557652981959825	0.5964333733968483	0.531225382269362	0.7410674934841748	0.29347499326208076	0.9578024766820972
IGBP1	1.006018432445845	0.9666787396859412	1.048231276782004	0.8544351088477958	0.6019678503328991	0.8766335315475675	0.3258789572337113	0.9222827810765749
MED9	0.027984202165924406	0.033330570160819147	0.17986010987388354	0.024104982344288487	0.0523742188492423	0.071048205872709	0.09236096646413472	0.025027324318570812
UBR4	1.009663719758598	0.8588157228357052	0.7277675025258467	0.5041755914273095	1.0773244928444339	1.0342012192537193	0.5829299214419367	0.8065430013016976
YBEY	0.22977466086520007	0.28592959349403707	0.27807635591984353	0.20768549253576263	0.0127520399600588	0.20279071299360726	0.18433374715749418	0.15320045532048665
RFC2	0.12925017421120127	0.7201638733062096	0.3267031713383683	0.6090966316175563	0.42563404164836127	0.4925872848689343	0.15052043753516373	0.369089789351869
DUSP11	0.4605536073179712	0.2140596464837779	0.20771278342836105	0.19748154476708105	0.11257437187332975	0.3577394466843575	0.04348201159289528	0.18621021709668337
TADA1	0.2855022402715117	0.14542335585741806	0.2538240173134726	0.17541150649307918	1.1124259271298756e-08	0.13929394470478818	0.25841654824828014	0.0031620975400857973
TRAPPC1	0.7999836156297747	1.011813515136981	1.002864969119263	0.7902161606406026	0.9494236072640537	0.658948298498938	0.5915544104691496	0.9853965776062134
PTAR1	0.3800747667398774	0.07137044737471429	0.33246123354569307	0.12478013526244736	0.08263878045854522	0.28600395339614976	0.059365214101050605	0.08810717722262576
CANX	1.0912459661259848	1.1676656115049353	0.9337131974877729	0.8716904432969823	0.9691286979496794	0.9439221037108675	0.7132524077916748	1.055374158087621
PIGK	0.13630817091128558	0.3154035117870959	0.1656215805957788	0.1439674817926492	3.756472793794561e-12	0.0006909991078051669	0.1412967685649972	0.35537929464923024
MAPK1	1.0137824706474774	1.1774059365809253	0.8678303192238533	0.6178826676975401	0.7182464193532737	0.831511261927872	0.4768302357718629	1.064412532914028
SLC10A7	0.31660903265106743	0.10681353828189044	0.03584608740961573	0.053940967054495984	0.1276138604840767	0.17565456448744707	0.006053811176671948	0.12801418509942447
TPR	1.2170927526126147	0.9858779456970804	0.5987180611750552	0.85732721412925	0.8303232901175367	1.0191295466964414	0.4929448402930249	1.0004870984272405
PTPN1	0.7613729377128243	1.290166214288621	0.580838155681773	0.5222502889082822	0.9874865974245873	0.7062663207774912	0.7090242727119478	1.2432276550274965
HNRNPF	0.7624686818537195	1.007288409879945	0.7476966757098432	0.7356913332679048	0.9573450661521685	0.7773724139857471	0.606645460386568	1.0206330508561055
SRGAP2	0.39339424156343766	0.2645625264749831	0.08496102266496608	0.20177222900605127	0.48075920306910924	0.5321623132593117	9.380396415013916e-06	0.2943372219849404
USP8	0.6480077270012741	0.4334968514179267	0.29069738519217464	0.2589564980807343	0.17292890476683967	0.3073585404251898	0.18527205222481652	0.45666209807361574
RANGAP1	0.35001120952619236	0.42410614138689484	0.5317706655965625	0.3678421086346643	1.1668122455789904	0.44794281934088126	0.9163829757619937	0.41368089778423056
GFPT1	0.8397229301403109	1.1590239544759875	0.45639918895109255	0.8481200350093915	0.3962350042142908	0.48011820138347117	0.6964043865089472	0.9885674660627272
COPE	0.7618894999713243	1.0038329779503363	1.0466864829502605	0.6989069864071225	1.136986926794433	0.8278995123809721	0.7436383046082555	0.9529970473811686
ANAPC13	0.26574961951805076	0.3783591357230734	0.6583675477273978	0.2543006170496271	2.838752702698269e-14	2.9426743760987448e-12	0.3676022650886038	0.5958447779035014
STK11	0.29173025850576056	0.26031375280780905	0.8876051790039298	0.17523882800858417	0.9213353208441527	0.6540570954439228	0.4255890275003803	0.3502665314288848
SMARCA4	0.9619833195514436	0.9578775184308925	0.877102907827474	0.7425034081232168	1.1253768162009237	1.0935238104230227	0.7355099167266476	0.9024739568303245
IPMK	0.0692425478896796	0.32516874215465436	0.04214663424246114	0.07518987395055209	0.05838589093695721	0.0883258954314493	0.031194780254696547	0.18422009305732864
ANAPC15	0.13674053728514102	0.13171800239380083	0.4941427011946651	0.2550183120008849	0.16607701438730257	5.274955626168791e-06	0.38922904145909043	0.32941099810058433
BIRC2	1.3998981580996157	1.1127735546834538	0.3937128999459716	0.7098944169152648	0.5307174434620234	0.6654555378741523	0.26304855721249876	0.7441568781200171
RBM10	0.5949105399876391	0.6010565066715793	0.6914401094282829	0.45339612261889584	1.0311722239321062	1.0185966495474488	0.43969925307926444	0.5146489185064764
ANKRD35	0.024533100260300957	2.0091979099000206e-07	0.0344440717621863	0.0181521070136152	0.01918199261390211	0.015338044008013857	0.03499909146716685	0.01071804245204707
MTFP1	3.764033592649374e-21	0.7057647000160296	0.9191650609217737	0.14903140500891215	0.13493671309168512	0.4694674213570642	0.02614970588322638	2.0167606905093316e-08
DHX15	1.1184171231462205	0.9497897523326687	0.7244995389244531	0.7771874441578556	0.9147353385785831	0.9770431366300782	0.5873508397809905	1.00252274867468
SPTSSA	0.04042223414547905	0.04624202436752216	0.2631332480684287	0.052350687476675255	0.1797824912405615	6.096521930487765e-17	0.36881489971704834	0.30607438741066767
UBE4B	0.852159341666588	0.6165770686595536	0.682134269312823	0.36767330852870833	0.5731653508944061	0.683901261287694	0.4457666418109835	0.5809530628588482
SMARCD3	0.08873773186266255	7.74152284782412e-12	0.0045205144688633785	0.0001843027313543407	0.7432968669645444	0.7579811777865653	0.8461452367568687	0.9418498106833
CCDC114	0.12710867464647296	5.5275508033931174e-08	3.496111554394136e-21	5.458046401512013e-21	0.06858160199079583	0.08019655249709819	0.10017870154336128	1.2619851915028563e-10
SHOC2	1.2373422021072096	1.0774918704537206	0.5998993199825547	0.8161263557993667	0.5271836171740023	0.5611319345017238	0.4991245747677473	1.077979405834364
CUL2	0.6425387090334848	0.4705356789424749	0.11445782891343959	0.48645998217795644	0.21086836857059058	0.08882544002481742	0.24740001595143835	0.37614866221431853
PGM3	0.5521961540510182	0.4921583535209144	0.022749480807928817	0.5666711653207898	0.21152692082646132	0.4695711574020235	0.10792804838133481	0.38557299145226476
TAMM41	0.5372105070505853	0.06761147351992597	0.023514484628249323	0.18689107659383059	0.2436839226690819	0.3656672213466758	0.11338909883985941	0.20902180338987286
ACTR5	0.26150781027467185	0.06027622107255167	0.09447448767990357	0.08498183957786366	0.2386035080157261	0.4188531220250712	0.08898047153021581	4.006938636920184e-12
DNAJC9	0.2286581312068103	0.026116595155484545	0.17798730179242345	0.408102557674372	0.5201226718782042	0.3532422199861504	0.20241324091732488	0.06759854365099863
GET4	0.03570580688530753	0.2695331532724466	0.6296777292787341	0.1444324585017195	0.579769759970366	0.5764510536467808	0.8354260904447309	1.0592770824829062e-05
ROMO1	0.5733869915004525	1.089429501302651	1.1293891622160699	0.8142037087271368	0.9438396785784817	0.622319852939973	0.8282659495763933	0.9653654079532473
SOHLH1	0.031041138986663597	4.021193285078855e-21	0.027419084769817772	0.04992656972073774	0.00042582271465517745	0.01819966169343108	0.04598825568228767	7.95629635270602e-12
EMC8	0.05497407237269497	0.12935032226997545	0.2570708702764238	0.11983672232695051	0.32454863310122245	0.15720989395851276	0.33580899110280726	0.12456917539088903
RNASEH2C	0.37474325756950627	0.38243808272503477	0.8393222345863894	0.36348582389642714	0.7512731947996184	0.8039501072812664	0.20274606825322788	0.6646443321633078
PHB	0.46711683806408927	0.7924527506397617	1.27576498203812	0.8083853558898443	0.5973447510029387	0.6398636244528881	0.9435399339124897	0.652485675619472
CHTF8	0.6446895376919658	0.5671211053438762	1.0256763700890283	0.3745589035948369	0.7218767740854585	0.36628379918825493	0.647447968501411	0.30911633668553573
SLC35A2	0.0029866900901080995	0.46080491862132583	0.2714288094395577	0.19938619217763148	0.44579823261457807	0.08517940486651941	0.5169677215561901	0.10038821880065868
PPP4C	0.7380059912751326	0.9967213425258155	1.0163167126670598	0.7323517700388557	1.0953456611148227	0.7806036964535457	0.7221685078388	0.7939708680048527
RTTN	1.2222959711656112	0.13535586412161996	0.3849150012565462	0.4388819927037078	0.3244065390351556	0.7403005651296631	0.13172273149591934	0.11875734620442566
IARS	0.961725154740343	0.9466451771328898	0.6555162442886647	0.9420971089252852	0.7810685012666363	0.7342340346586127	0.6435871401021395	0.914475494409259
GNB1L	0.01765008508117299	0.017459590170502828	0.05520422041335354	0.038192149507578946	0.08515769687267936	0.06096218602892362	0.04810214523412002	0.021021748748912352
MRPS34	0.15111839045605865	1.0825032515725908	1.0333578543543016	0.49121618451587784	0.8475862480001151	0.7160713611001654	0.7848212386946958	0.6129702684792815
CPSF1	0.528403529225687	0.20408265125173303	0.37482612777425595	0.30054249133522726	1.1763192113751062	1.1210554246708129	0.5109735725793347	0.2182085399718995
EXOSC2	0.21947740355895937	0.07935212582185745	0.3080507034208707	0.2810000779241194	0.19533945416338927	0.27947982993355275	1.9230662097516925e-08	0.18402423927419037
EMC4	0.9143504634068754	0.9950143531553007	1.1370485233510563	0.7805369993373399	0.7495213715370408	0.6011017879124072	0.5811791235795296	0.8730531684990755
TMEM165	0.881099270871472	1.1448371665561372	0.629222950971046	0.7534948352244509	1.026684208142836	0.6967396177251388	0.6227246123871617	1.2632406188971983
VPS25	0.07632473119496676	0.6349395608865773	0.6570556411884109	0.5102410701921287	0.4409343195327854	0.4057452224163815	0.545728004603414	0.4268917503657168
RBBP4	0.46141068569062105	0.4678127395175562	0.15297340258908432	0.2553341228470285	0.002573489931533098	0.1203934189125157	0.11879406267693057	0.38437409964226493
MRPL38	0.3445274421802417	0.5719870860959153	1.0550647371592299	0.4748277087624562	0.8463000255409859	0.7151063436331929	0.8435870193338345	0.38682460858567386
ETNK1	0.2836700702725977	0.3641549311373749	0.12971818508050534	0.10085515961170202	0.38350346953158676	0.2964132654429087	0.40080001688032746	0.17914837391636113
CCZ1	0.9058616861967212	0.8729391891508297	0.5024031936229674	0.8344489317233892	0.29179577900297354	0.34033177468897813	0.5008503987397904	0.9159319028904013
TIMM50	0.11289359573852581	0.47413347703312897	0.6889452465225557	0.44118122917861646	0.4188902609292346	0.2940931925902309	0.6711170958715691	0.30911335685062885
NMNAT1	0.27015512789370083	0.15485776545834426	0.36086697296115533	0.06657133612185388	0.13173041803481522	0.09569554209836123	0.23264656945810092	0.11241870988315383
ADAR	1.0996138674117832	1.0618630081334097	0.8854607711891738	0.785284231964422	1.0856830409000353	0.9436527702250584	0.6698231262529284	0.9544590183616312
SMC6	1.0839579108177069	0.3467187124553296	0.0021930279602248473	0.7295128457611413	0.17989240283820307	0.6118681205251536	0.09495947383258006	0.364572632291043
PPCS	0.2313324196872586	0.7013462251565564	0.6940171594184107	0.11166138523354134	0.6563439492360129	0.15590884368638144	0.5771295223571481	0.04349585330779367
WNT3	0.024494705237966777	0.11986081573423477	0.00034172804432251643	0.16487845352094768	0.094555679228149	0.17735360135429928	0.30664996628530894	4.59404332633273e-21
ACACA	0.7949984924102715	0.4493870828827809	0.20738385787938035	0.7350005704322498	0.6034748512588551	0.5473594039693538	0.9884425984034864	0.38382197093099124
SOD2	1.0824739002797303	1.130308792633154	0.9719988327454823	0.8362296292668264	1.0673756962286447	0.9742004049221328	0.7614170068819079	1.0512587766104975
NARS2	0.7947522942616715	0.1722689858005403	0.6340391069342669	0.3770976448783788	0.17646659822584645	0.5227588890209173	0.5337415964256155	0.2703490704692423
COX7C	1.1149591048042335	1.1454129536966473	0.9796761151375857	0.8586318089008332	0.9778850950945709	0.9205829483326252	0.747115799829164	1.0598146791785714
ATG5	0.5679783511596781	0.252553922038604	0.1506804413977962	0.3858623265343439	0.1095028131021274	0.09982502839940095	0.17953454217091255	0.32674349959863647
ATG9A	0.5574890099021321	0.6456283466425051	0.788217955959539	0.2603599822601434	0.9035005459634385	0.5552241409671842	0.8134920807951835	0.3865600440681258
CD274	0.26199268717820345	0.13005012882266836	4.333524862969065e-21	0.3102918494242275	0.3507875313582869	1.850854790810277e-21	6.4270799687807405e-09	0.003910303400685364
HIRA	0.5352563726337719	0.4203730166206237	0.7117454639465746	0.2503999962847582	0.8796205462268103	0.6277274381721191	0.5641933992669959	0.18758900135245435
MRPS9	0.45719532156346815	0.25121250204930456	0.5972361756875396	0.4417780690038427	1.4692057377066895e-06	0.2619894576786322	0.3582187996373746	0.31576895571740415
MAP2K3	0.6072999848727271	0.8653841092001542	0.9281253176025338	0.39348547171665216	1.2733187557420915	0.8710708139619708	0.5309734541362473	0.9385187984842688
WIPI2	0.2519904983253561	0.46872923949711176	0.6980293250964191	0.28441741383029506	0.6402246428621824	0.408307614265321	0.7200364045727564	0.30670117382622547
VPS18	0.17101528289201934	0.34616447686537255	0.8205369068950903	0.03661918963038272	0.9433294822131505	0.29469863206127256	0.8474254337066852	0.1713300730616858
HM13	0.1038908002730618	1.3459625583126755	0.19421370944454108	0.5381172057987925	0.8808194470386314	0.5109286308438329	0.6115713187124323	0.6087827689441092
PEX3	0.7683933873513393	0.6300067727881823	0.3975943229325843	0.4411392796149262	0.00041785056146672716	0.3650270807791281	0.2403940346752542	0.6313596592606181
