	C0	C1	C2
NAA35	0.317042468483848	0.533212679444034	0.25287177672296657
RAB5C	0.7873249162341568	0.914751753731103	0.7202901182760096
MRPS15	0.6964594182188988	0.6762300805664564	0.5060032698695969
TSG101	0.8032352205064457	1.011626291499276	0.518680036497817
ATG12	0.06515605718110339	0.10178096825315074	0.04903128874873777
ATG3	0.7414586194644684	0.723711862455365	0.10423942049219392
ATG101	0.6636542766388106	0.48582378934112397	0.53924696039507
PSMB8	0.2273576139343154	0.1475034454886535	0.19452503502097976
SOCS1	0.7253915735653016	0.30048524993713893	0.6642349587204867
VDAC2	0.4770000955713659	0.4221017146850254	0.14172044285758598
JMJD6	0.3249857389512169	0.18791686367161556	0.42694495645037434
EI24	0.8968015345948085	1.0789940925786634	0.5513226832780853
MED24	0.34650772017146986	0.46137385599270825	0.8888666414466762
SAMD4A	0.09951493012601875	0.3456371237760369	0.543112222620068
TMEM127	0.6084233154749078	0.7963120272002981	0.6983235209815976
KDM5C	0.4838378515967229	0.6297280895732416	0.9496924858960654
GLRX3	0.873966631511809	0.8209186376746478	0.38402660214499024
TNFAIP3	0.77116764308947	0.7965966536608103	0.7571867512465236
SRCAP	0.859398923240115	1.070180285776776	0.9406573545198889
PCBP1	0.9042736070460324	1.105075930831939	0.9384553878860389
MED16	0.2645540218730951	0.43292129733282564	1.0060506843010515
SETDB1	0.40559491841384004	0.6556129244334039	0.8232132166492978
RB1CC1	0.6834201138840931	0.9698700017798785	0.47912177507965714
PSMB4	0.9013118358827445	1.0464765329786148	0.8726514095860476
DNTTIP1	0.7093149301406816	0.23495168482026277	0.4655528157536757
HUWE1	0.7264566843023318	0.9489072487837006	0.8851655472783997
PRPF3	0.38158500288930164	0.8195870254813205	0.8954614958940147
BECN1	0.6927195797047875	0.7962018718041168	0.5097635584627834
TNIP1	0.8579963206307661	1.0834850943926626	0.950918299305969
RPL28	0.4218364766313628	0.2754943144547198	0.3493103451847972
TAB1	0.22426579052202678	0.4958229869229518	0.810996259060226
PEX12	0.21188431165135083	0.3083735147982981	0.0710824001301508
ZC3H13	0.423826473662069	0.8246312849040598	0.42656551792070857
ATP6V0A1	0.6509180796307767	0.9881788805942121	0.7756751722969238
YEATS4	0.3898519621326147	0.3471566683875564	0.09090562632803875
GRB2	0.8261446597284495	0.7917011596552186	0.678490066504668
INTS3	0.38335877881697095	0.6577159982650661	0.815734107812981
MBTPS1	0.6538214253610494	0.9364076071655822	0.853062998844728
HAUS4	0.2752374585652525	0.5672410539493481	0.48652640041963086
CSNK1A1	0.7068794245856097	0.8598415020324668	0.5028162155209629
IGBP1	0.7333618592016705	1.060540644020554	0.6929567758824806
MED9	0.03234086706102874	0.07457948950896796	0.0786601361462483
UBR4	0.6431023459706164	0.9212229567517742	0.954343228870244
YBEY	0.19737879784989248	0.2543599147497085	0.12020201138772883
RFC2	0.49922801164197705	0.34660729831166176	0.37429826022565327
DUSP11	0.1404618705972643	0.3246116267325507	0.20792705121238617
TADA1	0.14192873621833482	0.20301762394076758	0.10945011471364975
TRAPPC1	0.8393964501815386	0.9589587643963046	0.7686971396773811
PTAR1	0.06320170285676004	0.2732477360953015	0.19782992194946414
CANX	0.9292894807782879	1.1173395194161624	0.876326620512434
PIGK	0.214203570495736	0.24983790906951894	9.879755612478756e-07
MAPK1	0.7769110113390203	1.0880802233560738	0.7026176861921484
SLC10A7	0.06153701749894948	0.17998036299011066	0.1277046365799887
TPR	0.8077817366836971	1.0506296705768665	0.7874803488780654
PTPN1	0.8908835426844168	0.9761045448192313	0.721208804525509
HNRNPF	0.8243972899143771	0.9122605705022645	0.765245987362246
SRGAP2	0.17858502510716381	0.2973758832244769	0.4021521934237971
USP8	0.300512365414035	0.5191785112863677	0.2184555401224945
RANGAP1	0.56345845005701	0.40018918970147843	0.7834463954176292
GFPT1	0.9185758826784337	0.895274467629113	0.36616043036401
COPE	0.8297757511254031	0.9536170256385619	0.9326781961053446
ANAPC13	0.3811160293354324	0.5215515601748507	0.01080412662159022
STK11	0.2719230819347041	0.4599237937260523	0.7859301392177642
SMARCA4	0.8011845416386265	0.9878735427430171	1.0089108617127824
IPMK	0.14885090299701556	0.14509621745390333	0.043088636044972185
ANAPC15	0.27593210386331496	0.2755086469382435	0.13597035868549434
BIRC2	0.7179379049820033	0.9799317228466489	0.5237309276754418
RBM10	0.4783616304608035	0.6413994443422704	0.9228468261757599
ANKRD35	0.013976935824409833	0.019681737543145054	0.02350197298118172
MTFP1	0.21822665691783477	0.29914385208484257	0.41564251463423113
DHX15	0.7946077003131552	1.036804554534692	0.8330772314645286
SPTSSA	0.1831967340469569	0.17813225750289752	0.09183046911841075
UBE4B	0.45204774974378187	0.7567515330927186	0.6082871656675046
SMARCD3	0.2954941065916583	0.37950927875002255	0.568401864630078
CCDC114	0.00966452800259654	0.05163215769187415	0.07875404370541651
SHOC2	0.8511028216090696	1.0731476251526704	0.48147665892324343
CUL2	0.43920583543770125	0.41762696046072234	0.13086869862508715
PGM3	0.404687060192132	0.4069557792525283	0.2416678545838109
TAMM41	0.13084474457345607	0.2820275447704199	0.24886631565658837
ACTR5	0.042775269016792	0.13943630129948864	0.2965438354814837
DNAJC9	0.22547954143423476	0.13540654100071517	0.38646843442745027
GET4	0.27956867607367925	0.2318810895952898	0.6215271673910177
ROMO1	0.9167771804094407	0.9199931938444788	0.7773327602459256
SOHLH1	0.022862218452945872	0.015299901607193701	0.021732893962724143
EMC8	0.17874951391474053	0.133145584419273	0.24839339984032438
RNASEH2C	0.3468962896626106	0.6067118353454074	0.7158117482493688
PHB	0.7672964035373776	0.821801576026748	0.6838850646930157
CHTF8	0.482983593804562	0.6335624194959083	0.6419882908850864
SLC35A2	0.3653645738775082	0.13427149257761356	0.28573638129356255
PPP4C	0.816796409163729	0.8831636437116998	0.9035922193678102
RTTN	0.201232394630513	0.6138782239628799	0.5062589167731649
IARS	0.8765325857881676	0.9152618825740287	0.6751707852134817
GNB1L	0.03266387292956789	0.028087781789482503	0.06904359948119829
MRPS34	0.7150370258080435	0.6725778901470172	0.7672276072593044
CPSF1	0.29607943050658525	0.39737372007459865	1.0075274162832022
EXOSC2	0.1338291274508022	0.22919146735474943	0.217197811065447
EMC4	0.797381814886144	1.00458396599954	0.6952150559324919
TMEM165	0.9246364346663317	0.9998977168606329	0.7379876431868161
VPS25	0.5291253520626907	0.422848414003208	0.41807766977591776
RBBP4	0.29501850665855733	0.3939639158265935	0.04724508237414417
MRPL38	0.5444281920214071	0.5999046209946554	0.8117910123567854
ETNK1	0.25537491351798414	0.24645079759832042	0.3096046710440289
CCZ1	0.781167035602689	0.8509020095097523	0.2836153055568184
TIMM50	0.4787759507882951	0.374792966075645	0.39875811884865536
NMNAT1	0.12228685802135981	0.24105080683335026	0.1684996557183068
ADAR	0.8546734882136953	1.0512973734411521	0.9328022401231638
SMC6	0.40824318054838177	0.5735406213673795	0.29101670611870784
PPCS	0.39398360141111927	0.32606652015450815	0.5015030339619642
WNT3	0.14657766981935746	0.027592306978551813	0.14163434277725312
ACACA	0.6662160472717241	0.5217919744942017	0.5382546510998493
SOD2	0.9185844322063164	1.1131853171260122	0.9432397303520758
NARS2	0.2891313054875327	0.5864235117685554	0.396416991572321
COX7C	0.9280929990266759	1.1330574267325333	0.8819487581510921
ATG5	0.30379197602368024	0.3653546294590791	0.09900872495702757
ATG9A	0.5111410178151227	0.5923671932991225	0.7578232686969145
CD274	0.2576399738734748	0.07183310614400795	0.08837482069732078
HIRA	0.3548512709285827	0.4711721655437595	0.7693094798326678
MRPS9	0.3180761011312717	0.4756595877423949	0.1730593954504125
MAP2K3	0.6401787053117379	0.8362378006657529	0.9857661507320752
WIPI2	0.43295639846845557	0.4241221236978272	0.5548826719108296
VPS18	0.34997538922464383	0.33519606003438823	0.6935311891177234
HM13	0.8364556621771003	0.44465511024002374	0.5568537777739788
PEX3	0.4390945919590403	0.6871855402013299	0.16369688500665414
LRP10	0.6004258432007898	0.7228069494416136	0.9086576438601626
USP9X	0.8804657104020213	1.0906023942958982	0.840674959766285
NDUFA11	0.6370056145169616	0.7394586527073629	0.7455380880768814
NDUFB8	0.8102748673678211	1.0646118509297287	0.8423863422911646
FURIN	0.7496604971845158	0.9450076092515828	0.9962428482807264
PCED1B	0.4609852729021646	0.29089813073414666	0.5912743656644049
PRPF39	0.34248395225054357	0.6733737519138687	0.4775603723014053
SHFM1	0.9609828856533226	1.1046290201329407	0.7829471682219347
IRF1	0.6593065121085189	0.6721841030198586	0.9903122282217559
SMG7	0.6514545310109237	0.9181426336390001	0.6252713072176507
PTPN11	0.8461473489197939	0.9242791899268695	0.31918134292554917
CCNE1	0.2500424816903923	3.04591806606952e-09	0.09759444594758962
MED14	0.6820494152956625	0.888547177547931	0.5814262400407464
MTA2	0.738312006534943	0.8516522163257355	0.9049843606023648
MED26	0.08835618729308427	0.12676832422395024	0.34425641689354536
NDUFB11	0.7097716193261566	0.7679714723702838	0.7235165123785119
ZNRD1	0.05334833892824235	0.07220674935064861	0.03265012874598123
UBE2G1	0.13235137264182395	0.14426762640017365	0.06488148442242311
INO80	0.3321967789435878	0.6042767605968008	0.4643306971924505
MED20	0.06817273739059848	0.10728896710607372	0.14462967590347586
CCNC	0.4652594013907179	0.6457865118162502	0.09675492957773921
USP7	0.7718138705553664	1.0034025967013471	0.5852718280883019
KCMF1	0.3527001874959759	0.2541702908488884	0.13612210110567646
DSCC1	0.13472133034253692	0.08245863460365152	0.025191529201650065
CHAF1A	0.4573257517049111	0.17618633932953195	0.6433965526614922
LEMD2	0.27897990056946415	0.3920880921366772	0.7828313566936035
RPAP2	0.2974504849154937	0.4995034118872646	0.15621285956366338
HNRNPAB	0.9353549557264461	0.8357899131257349	0.6727379236062675
CDK8	0.34634937098043506	0.5241368525076026	0.16298276934046946
FBXO28	0.17246121527604785	0.19811357576458277	0.12767935575312908
PARP9	0.46836459460176005	0.35437310536601424	0.4864977877691837
ZC3H3	0.5173051366189507	0.5689159708686674	1.0618727267629549
DPH5	0.251970377886381	0.27682834362078507	0.05163777164372379
ORC5	0.3376989042505736	0.30999924353596864	0.04572853505379397
ELAVL1	0.37001050944673475	0.34060018642390405	0.30381620645072765
CCDC115	0.05313152403842912	0.15530474101098893	0.24521466772451636
SLTM	0.6664334748558077	0.9342569366764923	0.7215080269157051
CHP1	0.8186873049307364	1.0157697850100544	0.4871972093101598
DCP1A	0.06233912720306706	0.11102515140207572	0.10341989085494983
NSFL1C	0.4270450256701669	0.45330269001059886	0.46012611096967937
ZC3HC1	0.4299322961189718	0.4856949203356754	0.5693548959508222
NGLY1	0.4383793955749572	0.47654361306377796	0.30192894824669725
CHTF18	0.11248544552452917	0.006327137844770735	0.49945706854344163
PDCD10	0.8979483828866807	0.9376248643685768	0.31974863934802483
ETS1	0.7337848735792423	1.1306946810188077	0.7427958013902788
VPS29	0.8866989473771519	1.0685215629770664	0.6490535129313334
AARS	0.8584511320769982	0.9698398038482176	0.8757697969589154
RQCD1	0.514554929743022	0.5356359060149757	0.2945468182584121
ARID4A	0.41559838886825856	0.9423346181781905	0.403926359797724
INTS10	0.5832465727636328	0.8356261638598519	0.6274735251808705
UFL1	0.40729699340256204	0.651512903894435	0.2886290538849089
XPO7	0.5748457066916675	0.8439186892472019	0.5375095510106942
PTK2	0.7658084003290475	1.0609656443068851	0.7764139293388107
YIPF5	0.6314685575074042	0.6363743699181706	0.050833623300415666
NSD1	0.6408854100799874	0.8959768954138131	0.8730282474483546
HNRNPR	0.7422876505036833	0.9087901489637656	0.7362332021294071
RIC1	0.5770126183917735	0.7858594956673085	0.737306273205758
N6AMT1	0.032527083667739924	0.15708215881614918	0.17130519257371402
ISCA2	0.15178607118252227	0.29416734769905367	0.18549833198773868
BCOR	0.44093526046434	0.7052061410768943	0.7953029874471758
ATXN2L	0.8412055459632242	0.9984517713769157	0.955667789390375
PIGU	0.5552509926128371	0.39918078894232367	0.1252450132873803
PARS2	0.07692956754772946	0.13519330550719816	0.20215306385412266
HSPH1	0.8715228148264825	0.6135763915423126	0.33807820555400947
SLC35A3	0.38231586558820724	0.574317072343822	2.614769979865117e-05
TBC1D22A	0.37095791978507014	0.47975743136783533	0.7169918364737303
RNF4	0.2669970460551818	0.23393432545347817	0.18973821925265383
TDP1	0.32567987318012515	0.3377336124450251	0.2603137248311438
CDIPT	0.4431866528513492	0.6583074491197122	0.5281177529222845
PIGB	0.339826483207387	0.4503263016235873	0.12673582358337077
SHARPIN	0.6414627407382844	0.6616747815522717	0.9692381617170385
PQBP1	0.4959673286915263	0.6503767367590434	0.6533931629664604
R3HCC1L	0.293729441961435	0.43108797634243146	0.32220451711119097
PRPF6	0.79531274035074	1.0215590641600807	0.9333127018769556
CAND1	0.8073985630650764	0.9104663030452594	0.5254135831976225
KHNYN	0.05419941874609029	0.2987378920386042	0.7324098869344913
MED19	0.1277520487247847	0.12598878774892816	0.082551805495132
UNC50	0.7366435342229138	0.852484810191553	0.2720091633453558
ZC3HAV1	0.6446153606748106	0.6906076393792381	0.5855056954004808
RAI14	0.6267554386535008	0.7582630067771485	0.28980338197395594
PCGF1	0.11616124772984607	0.16411351692363702	0.1310093209290043
TMEM117	0.17081894848747448	0.13325253958905312	0.036897560459009625
PIGW	0.12285729545713843	0.11329677549196981	0.007443824251171759
TCEB2	0.6036562290526944	0.5338903706820207	0.4713876598801784
CHMP5	0.4906680101702042	0.590643504521226	0.15142898123761803
TSR2	0.3321048541490482	0.50988722235078	0.1998389107440273
URB2	0.16693682977968605	0.11470872505074595	0.24397277903591758
LMNA	0.8086861338376986	1.0172870034255612	0.9613357070891155
PAN2	0.12577066312693408	0.5059502519523179	0.76070724438147
DARS	0.870285673832713	1.1236415798727255	0.7138418312139618
STARD7	0.6650340239135868	0.7813256058514407	0.46231593201002774
ZC3H18	0.5257775984723745	0.6660593386230567	0.7840117853152887
KLHDC7B	0.13683534902779373	1.055712635128619e-18	0.14280596994730538
TRNAU1AP	0.20839627662386517	0.34709855960783326	0.3826294291252611
RBSN	0.18294275472253235	0.3863282984149615	0.4216365066272932
EIF2B5	0.49386287888463826	0.7136953483136244	0.8264142493995139
PRRC2C	0.8874532253577685	1.086836453359425	0.8982687981970321
MYL6	0.9139500923703834	1.1044375754905507	0.9238347824437814
PDS5A	0.788696373269596	1.015275887412251	0.6198400722968984
TUBB2A	0.6165912904954414	0.23295613869445606	0.2772818850188706
SMC5	0.30854237923676114	0.6393598898783612	0.4420239939122543
CEBPG	0.5520279425539125	0.5110251208447874	0.14064564763790988
GAS2L2	0.02751154475851832	0.027751750525855465	0.02446397233262943
LSM11	0.04318786168436961	0.07055731545681553	0.0925350605871835
ORC3	0.25635423156363557	0.43367961916206565	0.13714057449788883
SRP72	0.7891726337269163	0.876749286337206	0.32364445192957675
TOR2A	0.04960750445658634	0.05999318977813966	0.1493859564805559
MRPL50	0.2020431420052676	0.392476213101362	7.467255505752474e-06
MINOS1	0.021728921917562923	0.044444480981424436	0.03619977770773453
GLP1R	0.02634581707971135	0.030429192837968928	0.04684852941860294
TFRC	1.0160144145375591	0.8996998027827803	0.5264491520758169
INPP5K	0.09207736339283557	0.40406804469627017	0.5117742147626121
FAM50A	0.5538554134617785	0.483195501047469	0.676785948897635
FBXL18	0.05260161564739484	0.04531009009108039	0.21089644042359273
PSENEN	0.9402592109600653	1.0330352988523626	0.7574149526502493
SMARCB1	0.8025094673785931	1.0191597267890788	0.9230078775657636
USP18	0.2426511803324916	0.08282868388683545	0.2753444716607955
FECH	0.17157061256337547	0.45518450401306676	0.25843860143874636
VTI1B	0.12338255789994551	0.28251440351794554	0.10648051554700508
SDHA	0.774817941586231	1.0354283467074115	0.9264525415748045
DDI2	0.050472779981163264	0.13630796263210224	0.1482361132358674
TUBGCP4	0.22863240741450702	0.43349245546229564	0.3739950478084062
CLUH	0.36873939266781763	0.6403113490957404	1.0828375062537796
EID2	0.1538112961586811	0.2254622524902595	0.1436984197624259
COX4I1	0.9127449879488043	1.1015893807094705	0.9343233358485079
PRPF40A	0.6036968616792984	0.5840221646282656	0.25964164952400187
RPN2	0.9332071897093706	1.0861221253617066	0.9060115606546485
MDH2	0.82687797815739	0.6248093809935624	0.5372853569419491
EWSR1	0.8402382594781952	1.0645549510831445	0.9378427168594681
KEAP1	0.5601438526730707	0.6739548610756637	0.9254092856052125
GPATCH8	0.4761440465225867	0.7970334843838611	0.7152481521214152
WDR7	0.26488417665051184	0.6420386284100194	0.5190173923891654
RPIA	0.4141040410925876	0.4475316496994293	0.3159024370043659
OCRL	0.6848908690289233	0.7456173695842355	0.369826859306079
SEH1L	0.43176102096833885	0.5547092755599994	0.15470515261688206
AZI2	0.27499887705799714	0.3950063256120609	0.05763864705749884
PIGS	0.40020701764752536	0.45500722715004993	0.4944935152523246
PGLYRP1	0.01113615377420841	0.022141194272417692	0.02730216861672603
PISD	0.16070860787718533	0.32195871507947726	0.7447669835482897
HDAC1	0.6800132519686675	0.8498213397792197	0.7589212109467862
NADK	0.3261472040014229	0.2774820464449018	0.7372542481357671
METTL3	0.3405324623419992	0.7484744161720499	0.8881595226828276
LSM10	0.48700297363144	0.31378501430732997	0.48546207587844
MTA1	0.28122452034630663	0.6159417254896975	1.0225306540430747
METAP1	0.1737344811290657	0.24807524715487161	0.06427850010164093
DPH7	0.03643722001008134	0.1500478715865726	0.4593972860763483
GNL2	0.682073920510592	0.6128966294346381	0.4585470545613788
COPA	0.8176060078776956	0.9649350366760459	0.7670389374288517
PUM1	0.6129766949693984	0.9011847165398441	0.7814962859682151
PDCD6IP	0.6612636240793159	0.8174799820466594	0.5915873195457801
CALHM1	0.01904141801869617	0.018272242279500906	0.015439447607960462
RBMS1	0.5108282973462673	0.6931490435170432	0.3436836749017311
COA7	0.13895140914492088	0.12643998120653202	0.11282963338519549
MRPL15	0.6778823731607919	0.44121488604411785	0.11418199364855991
BRAT1	0.32225535549744433	0.395361958506694	1.0208021738838344
SACM1L	0.657912696105139	0.8152274110436835	0.20635638093516165
SLC25A22	0.45602149623214433	0.09746788317577289	0.6158448346381896
ATMIN	0.5702943046465357	0.7740184530285976	0.3402567733600105
TBX1	0.030053534534833774	0.08177490818862902	0.16098436198146893
ILK	0.766360908272948	1.0477115869184632	0.9074123542091684
LIPT1	0.1054357185742148	0.24178900616030588	0.11408276194315076
ATP1B3	0.7417162620446448	0.6920563886058066	0.38641093004186117
DPH6	0.03414342806549462	0.1268509477047198	0.060639445093398796
AHCY	0.7654382171847455	0.779125888286083	0.6457452507187301
VMP1	0.8863115869687084	0.9693235771809545	0.6646077525300085
TMEM259	0.6110540095380489	0.8198142135515306	1.1379735024475257
PPP2R4	0.6663809609791632	0.7645385456371573	0.837160144544345
TSC1	0.20995822459184602	0.7741671045371467	0.7775858087470218
COG4	0.5499316598993409	0.7691083772965739	0.9576446638510551
URM1	0.05319486249196549	0.08560620704220401	0.08761037704165574
LIPT2	0.021883146223522783	0.07417873122385356	0.11836477777851168
NOA1	0.4590618396724675	0.6178192472098419	0.6336009174940275
POLD1	0.44082952386082613	0.20555438112060276	0.8933087013401366
MTX1	0.226607645295938	0.1704453319492599	0.22525252363864048
ATPAF2	0.2299146471381483	0.4334925288064417	0.48043288364107684
DAP	0.7798809351387882	0.9164550655192218	0.4877428122029325
TERT	0.018946128887293027	0.010989328187084133	0.12158945491943986
PCNP	0.5061682047346094	0.6757942073760803	0.05110999461937237
YAP1	0.7221944341310148	1.048133078083271	0.55021089418293
CDC20	0.2778223550075691	8.200598897366364e-22	0.062168167943919724
THTPA	9.119034666872732e-09	0.15271047960324113	0.3471533509570777
RPS28	0.2558174535106822	0.3928186431600131	0.5062134489572296
DOLK	0.19268414050571567	0.2752149109498311	0.4163097338250997
C1QL2	0.017203016492957246	0.02012773821906613	0.014266136935099313
B4GALT5	0.903681525129555	1.031810093726115	0.7646527948105819
VRK1	0.6206207910758149	0.6456421952068756	0.13948271892210165
GFM1	0.7907092381302092	0.8919805537705982	0.38424707451944556
SIRT7	0.22461384411084565	0.14787637186897026	0.83920773703533
IL18RAP	0.03584780997506629	0.14386318583981098	0.1322280379127439
RAD51D	0.30241932249039233	0.32604946194360307	0.47358364256653585
PPP2R1A	0.8786809667921306	1.0748019689250146	0.9289032064360835
PHF23	0.49064557149284227	0.518063602899018	0.6949719204796223
TPSG1	0.13648331689859589	8.980189636876883e-05	0.26492009068864625
BABAM1	0.6831034614038819	0.8071799650536028	0.8193883510611087
KLF3	0.3960117808793049	0.606251091685957	0.47114337789469746
NIPA2	0.6832663191383793	0.5446858730714798	0.14394280662846842
AURKB	0.4073673400244912	1.0489649827963825e-21	0.14886134189679437
PSEN1	0.5983362946256953	0.8327805094573194	0.30432419167563685
RMND5A	0.20539172491059549	0.5166497069725431	0.09586257785403121
WWTR1	0.7756094738554892	1.0770555911994737	0.7107528390609406
NFRKB	0.06999945035630618	0.31048218505797	0.6009985394521281
CBR3	0.13180771165083546	0.1046057882849811	0.11501682799577884
EFNB1	0.3803179960562263	0.6245238905761935	0.7471751954944638
RAB35	0.6917197200016251	0.6369584762444559	0.6644991304433632
PIK3C3	0.5337490488277885	0.9863475960814679	0.5224983954226586
ASNA1	0.7155436199297236	0.791776051869817	0.7109035725415944
WDR45	0.21243972216016663	0.3990028040315403	0.6841910382555905
PPP1R14A	0.09098660681441353	0.7044947600024531	0.3010060818236159
PPP1R2	0.4481565253705716	0.5045154024879313	4.01225341696881e-09
SERBP1	0.7840320964067445	0.7961343475938	0.27504166027590604
SLC4A7	0.7385844310371648	0.9148885051197612	0.4856842518578768
PAX3	0.030399356768307084	0.010566303516892953	0.02981943295966205
DIS3	0.37364964133653933	0.6459025311616893	0.2649008927073182
PRRC2A	0.38642502100406806	0.4566369636775091	0.7124581385693028
ATP13A1	0.5573932277660425	0.617480880481725	1.0546765837052419
PIGX	0.27499048488691474	0.28749445332119705	4.442182076027813e-05
COL6A6	1.304856477157308e-21	0.1057522761919947	0.050535081745547494
CDS2	0.23822234684316065	0.446610250235839	0.21249488311789527
PRRC2B	0.6504824067540909	0.9533829649578618	1.0173274970245807
PIAS1	0.5501490038167987	0.8136607922191016	0.375605273995101
EXOSC5	0.27848934851117496	0.21294136919434567	0.5802563589776374
SLC25A29	1.1394156766093886e-08	0.279809547697288	0.5645573473999109
RNF114	0.7974440075125995	0.8751900838961563	0.6020766979716536
RPE	0.2291728321679674	0.33359160736618354	0.2109323030936091
UXT	0.7533657514120797	0.8251183904115335	0.5268933528086975
SYNPO	0.7737027796394282	1.099338876790899	0.9535212031085231
NUDC	0.76036733117227	0.853900202938255	0.6997572264682383
RNASEH2A	0.5252219096823814	0.12399832850505582	0.3675652122336436
MRPL47	0.8010360029905222	0.7115357480393493	0.06993527276772443
DUSP23	0.8454239472245503	0.9933811116336398	0.8395938411030748
PLEKHA5	0.5261759149143892	0.7731711215320651	0.5028118400558873
MESDC1	0.18396203228773128	0.24342630748882652	0.5186952569946861
D2HGDH	0.3472446246096392	0.8591121559094155	1.1582422463794375
OGT	0.8430526917210458	1.092422113255061	0.930354439894792
DIDO1	0.43365799486598977	0.6368770263185242	0.9342346607240041
SDHB	0.8155538107733712	0.9808667219420332	0.7004688230615587
CHMP4C	0.23228762742909176	0.26158898088701843	0.0455523931467278
NT5C	0.3826201615029064	0.40569118331297993	0.6883946204189477
RASAL1	0.06604981100996649	0.2854627255762589	0.4770541407195242
LRP12	0.47581162901205704	0.2771493551797635	0.10998920161916077
INTS8	0.6501189371998936	0.734457663111461	0.4811569066529443
RNF168	0.7904092969224749	1.0013375932048467	0.7144587381661593
ATP2B1	0.6198085798642256	0.7031339366951473	0.3215327780631761
ARIH1	0.7387458489927923	0.9899437434733004	0.5656899257645415
RRM2B	0.7576679313381671	0.8428516372446201	0.06824879633788608
TAF6L	0.05711299221053057	0.1997628114666082	0.5178544448160456
RPF2	0.18504217627851893	0.22493502911907345	8.215396117034348e-16
TFAP2A	0.46790748290597756	4.150680592594316e-09	0.13949998416465206
BDP1	0.23647122867294945	0.5171656526994896	0.34745767259797117
GNAL	0.09890922578992573	0.12828484712848723	0.02837697885104072
RAD51C	0.611924821376835	0.6234271652239542	0.17394334597506758
