	C0	C1	C2	C3
SRCAP	0.9150011141250878	0.9942289472304493	1.028855739681201	0.893409022946788
PCBP1	0.9230824498046913	1.0559553732133646	1.0264640182271811	0.9297323974812963
MED16	1.086788927591104	0.4319160577589747	0.5932716791537473	0.1785258214234337
SETDB1	0.7667449562429498	0.48179324706366317	0.8222850488513479	0.44791041851958785
RB1CC1	0.3242662276033971	0.755776734758914	0.9444126431392886	0.8123604526377376
PSMB4	0.8783766996461103	1.0419246470748835	0.9313996329441623	0.9129157781526805
DNTTIP1	0.6353921718839101	0.4260402423937045	0.11389154540877693	0.6942130664611181
HUWE1	0.8527068430212279	0.8534788749620034	0.9542384968589754	0.7587735331336155
PRPF3	0.7232119368463017	0.4364752650456045	1.1252305855135607	0.5140655883373733
BECN1	0.513381922505978	0.8338576904540141	0.6261192917641794	0.6936043435403475
TNIP1	0.9452463548466253	1.0507042417899413	1.0036803888991124	0.8646173867576779
RPL28	0.47244531740334933	0.467057780691581	0.12041899415862495	0.3391561446339167
TAB1	0.8243409103213755	0.4412547417739321	0.6204374845423682	0.172101855463132
PEX12	0.06675527399392471	0.35561615687530074	0.18011891453889242	0.1889818575368157
ZC3H13	0.2768105739215806	0.604985856556836	0.8353489306511162	0.5189340598185783
ATP6V0A1	0.7511465681981696	0.9869374806137848	0.8813604116200893	0.6122392159579784
YEATS4	0.10536424650880054	0.4143584521885882	0.18650652074263083	0.3941993360414486
GRB2	0.6932615377358688	0.7762442820287627	0.7084066189908955	0.8797184509626232
INTS3	0.7897105085405836	0.55299728917902	0.767309622760559	0.37658123423270284
MBTPS1	0.8026303902368498	0.8249627671631549	0.954249527162893	0.6826187002793869
HAUS4	0.4551491677763338	0.5137411862989664	0.5552537795688245	0.25944332126284614
CSNK1A1	0.4671760586624953	0.8389602480119608	0.7143521799102375	0.7389770107688779
IGBP1	0.6639722128372404	1.061247319708336	0.8837166181418008	0.717579242602156
MED9	0.09980220501892312	0.10746209718262965	0.043919542994361425	0.0007835692474353693
UBR4	0.8879014665925173	0.7378707091452551	1.0341142978047038	0.7034591853837421
YBEY	0.14507081452071932	0.3369525471349819	0.13543896266942748	0.14937576812333095
RFC2	0.4901190602693151	0.5218811349784429	0.1802423563831962	0.4367549275333087
DUSP11	0.14898411291992555	0.2348983258253542	0.3481323499303178	0.16796350056847956
TADA1	0.12106350989477815	0.24981189285835576	0.12908546303884585	0.1093232092812635
TRAPPC1	0.7870697557329303	0.9847255979655953	0.8138811107175158	0.841614140171037
PTAR1	0.15300677014981026	0.20991692831446357	0.29172393134333036	0.0639850074745145
CANX	0.8611934751538359	1.0886857221765285	0.9984019604995052	0.9527041457823653
PIGK	2.2010998147115865e-07	0.31719954605258377	0.09978404359142429	0.20225964968991283
MAPK1	0.6512509799652615	1.0525803256464612	0.9393068238522584	0.7870468268128228
SLC10A7	0.06505884094790552	0.0621676209458835	0.25201686914380383	0.11222757150972408
TPR	0.6886187006731088	0.8704749445682853	1.055380781285529	0.9113982069596585
PTPN1	0.7069512530827178	0.9535018059941419	0.8524033751651869	0.9363759353695604
HNRNPF	0.7709953222090207	0.8992197478642067	0.8150341063520796	0.8521602453575936
SRGAP2	0.33408358962558804	0.11385324471829449	0.46359229471505964	0.25795853850781
USP8	0.13766154893262889	0.42022946379736875	0.47874130221310107	0.34841966868274354
RANGAP1	0.8498583065975411	0.37423330153121437	0.5100465218034749	0.5921345521342911
GFPT1	0.3781087126104648	0.9962558237823289	0.5857656103216431	0.9405877864898928
COPE	0.9708087028983151	0.9756470535972256	0.8678065004933828	0.8146131565457299
ANAPC13	0.025929992262130906	0.6878755185730024	0.19484657080442974	0.31573911675182753
STK11	0.8244409963108519	0.43526935665871186	0.5561924160443672	0.2227302619933723
SMARCA4	1.0002748245718847	0.9119040268022703	1.000128453573011	0.8240905575388294
IPMK	0.05513389544280892	0.19168454524561876	0.06639604236383394	0.1362596747116646
ANAPC15	0.1744689601129438	0.374852135590941	0.13220831375793773	0.23756232657203752
BIRC2	0.37505261114376	0.7701248693610385	0.9608632308329067	0.8490261252784065
RBM10	0.9329513003119579	0.5538706170408746	0.7665702817384966	0.47900055993888063
ANKRD35	0.023625492617507935	0.017471839758659253	0.021468143003764074	0.013930230683193963
MTFP1	0.5626718469409495	0.7036577357789368	6.991820486117318e-05	4.0354020872724576e-21
DHX15	0.7605164201548793	0.88938998916	1.0328219423341753	0.8710914647942878
SPTSSA	0.11223434829600579	0.22657654116792178	0.09984694344171584	0.16628695602575272
UBE4B	0.5448218607573707	0.6532537803711164	0.7634975129146794	0.46816763962437424
SMARCD3	0.5145646969921476	0.1952167120431962	0.5676369824791935	0.378466568007377
CCDC114	0.05240452672158589	3.783531409802917e-21	0.09898548935142996	0.0351508620008716
SHOC2	0.36894454620980877	0.957330423431184	0.9220459215443647	0.9532228451758545
CUL2	0.07853991924266784	0.3488936961061628	0.35394336510618757	0.5255274403729315
PGM3	0.20606898111062108	0.3483228672099686	0.37494909972883117	0.4689237101931024
TAMM41	0.1447946191046417	0.07825651412005163	0.4294338686440325	0.22579371632150066
ACTR5	0.27666855816635094	0.06020618529805114	0.25106597357801935	0.05379733398908468
DNAJC9	0.4055217969204757	0.06898586912235469	0.2531435257310644	0.265703358086369
GET4	0.7874465084323954	0.4464628265468234	0.1687730239280514	0.12326794172085478
ROMO1	0.8912640915964088	1.116277558638255	0.6485558274572686	0.837785502435728
SOHLH1	0.023855969145387537	0.016446980933410144	0.015717099580043904	0.023530916753258992
EMC8	0.29425596794951536	0.17978021261660243	0.12173234483698447	0.15331544213629997
RNASEH2C	0.7200321154779157	0.5631156414995179	0.6401498391766782	0.316777700833342
PHB	0.847936255987608	1.1387851715836412	0.460057711199634	0.6016352249171424
CHTF8	0.6869285286440906	0.6950115115211647	0.5503937616803454	0.42358802456245925
SLC35A2	0.4119698643453774	0.31316667990303243	0.021936632046614585	0.2996657822125311
PPP4C	0.963761398460561	0.9385688873400312	0.7863320179740255	0.7895756723670633
RTTN	0.32844297223720254	0.27389437496555424	0.8390823173916354	0.32183696404022455
IARS	0.6633591033737023	0.8908377419740149	0.8015797639363401	0.9294264273865823
GNB1L	0.07589628952729702	0.02752613389268125	0.03913713410670623	0.03100818924779293
MRPS34	0.9770603967492226	1.0149552436305715	0.3719964718163205	0.5272779605822426
CPSF1	0.9966715192311931	0.17468962347007233	0.75116078526494	0.35024105795858246
EXOSC2	0.204950739208245	0.19420240050548002	0.23851279332501188	0.1394696063054487
EMC4	0.7091939503676101	1.0632497130422647	0.7972874452728927	0.7684668694457255
TMEM165	0.6994549876664745	0.9147481425013144	0.9201325204752504	1.0105857003566538
VPS25	0.5689690350090615	0.6887087977284285	0.17266231315668273	0.40466127294265203
RBBP4	0.002331094113800273	0.3800464923795805	0.27400849825592444	0.3232584260771626
MRPL38	0.9485594460418653	0.7811438433201997	0.47950822549545186	0.4155283734183895
ETNK1	0.3220854880947944	0.23804593616325956	0.2608428511927914	0.2605817767032757
CCZ1	0.23702310735864837	0.8593243652455909	0.6146060992073984	0.8363358335025363
TIMM50	0.5388094453329212	0.6244292906200113	0.15579414524335675	0.3579988211675278
NMNAT1	0.16385571831922632	0.25240093526385726	0.2012836571579439	0.09667497660036041
ADAR	0.8980042106477779	0.9527141330272503	1.0315480226821434	0.9056172715615696
SMC6	0.13601620160334144	0.30824681271595966	0.6754799715194807	0.566062696245113
PPCS	0.6306100558070048	0.5142495779115249	0.21256598760211604	0.27993267025234153
WNT3	0.20393806958775265	0.10477835240302347	0.0007280429087725532	0.11097340119749691
ACACA	0.5453681705890773	0.48047463317577566	0.5289402282381414	0.7360696000488229
SOD2	0.929279102470059	1.0669269624495226	1.0306926323643815	0.9443261599419944
NARS2	0.34467739003287434	0.5302305424369086	0.5504619341946061	0.2791866172895381
COX7C	0.8624151379657152	1.0993421571291577	1.0150804676975551	0.9514080103870882
ATG5	0.03260751099458744	0.27848767297539717	0.32952214041248756	0.3773906591273847
ATG9A	0.8085280322069499	0.6247908036200605	0.5919146252168502	0.46429539695289856
CD274	0.06561308960648053	3.1509127152830935e-09	0.12649878195703385	0.35093971466947
HIRA	0.7984375570656232	0.4290681626649982	0.5765717572990544	0.3319152309675815
MRPS9	0.18406748115405144	0.5665468070048075	0.2826350925255144	0.2632006148941077
MAP2K3	0.984780473618529	0.7501690097707112	0.9039038241105677	0.6526322229012921
WIPI2	0.6520847399302954	0.5595204517844855	0.3312992236005319	0.3481419368121324
VPS18	0.8000584159881737	0.43140989943697755	0.3523022675910951	0.2647237748062244
HM13	0.7378611886593544	0.7051713424548693	0.22460702788919207	0.7775481256239851
PEX3	0.09070419026147013	0.6688226390168229	0.5054310053468138	0.4568279563391455
LRP10	0.9650410788985586	0.7434657125384909	0.719064119022744	0.5594014403683945
USP9X	0.7940717117151143	1.0072068470727524	1.018242358709899	0.9310109830953517
NDUFA11	0.8717945052471339	0.9569635456739278	0.5187301097101032	0.4987385280557474
NDUFB8	0.8130759335291579	1.0139553167060449	0.9742564508181852	0.8283181625962786
FURIN	0.9922504784191758	0.8691217885639424	0.9669536417456454	0.7667977930400499
PCED1B	0.4543214163056883	1.4139321525335996e-13	0.6024782890388624	0.7104448822469123
PRPF39	0.2546696872954932	0.26632137338749884	0.9218362564028109	0.5393748632192875
SHFM1	0.7698974248628389	1.0983849399268193	0.9412696222064516	0.9895510535695752
IRF1	0.9121277375030284	0.3434575112314193	0.9853858546388631	0.8453001912034306
SMG7	0.5595407261705078	0.8309410789835788	0.8495289139071961	0.6899847459733228
PTPN11	0.3007814173734485	0.9963202376019891	0.6215246315655137	0.8635489871285166
CCNE1	0.1220358217191292	0.07226241648260652	8.284529817583465e-17	0.255621460689981
MED14	0.49170646523990563	0.7498110364113248	0.8592878063022046	0.7656547065376041
MTA2	0.8670581459059965	0.6964041208268473	0.9405231987244097	0.8215816766747215
MED26	0.36329099137923654	0.09188969942511212	0.21181007401599028	0.08370404005531316
NDUFB11	0.8690277099322303	1.0174745225514132	0.49224764311716096	0.5727976204482518
ZNRD1	0.04004686160822621	0.09359892192547242	0.03666371271531348	0.042221292795211904
UBE2G1	0.07048885949238784	0.16924242884785265	0.08819913849929108	0.12796661634351642
INO80	0.3487167876707414	0.38694153140666293	0.7074107389230093	0.42504972529367163
MED20	0.15176878913937342	0.10927346202306211	0.11374678302128989	0.05465663891112959
CCNC	0.038259980615923075	0.6372910098426929	0.4345704956039261	0.5003941863111862
USP7	0.47846555263966956	0.8516990005358207	0.939236024840806	0.874001099890077
KCMF1	0.17280924999293323	0.33280116897147966	0.13415611958705934	0.3472941904217576
DSCC1	0.02747859858790797	0.08769418026611088	0.052922622267617424	0.15150803757096232
CHAF1A	0.7262364955556369	0.14268808775658962	0.323231335137597	0.5032474835501335
LEMD2	0.8335766930094698	0.3602196072242396	0.5122723027916076	0.24486943985299386
RPAP2	0.01569306076584408	0.2974082721291097	0.5349613540255741	0.41582160970224485
HNRNPAB	0.7486564283802672	0.9542977442237944	0.625872132275091	0.9277722832645372
CDK8	0.07164590799837199	0.41504747141384957	0.472278400699187	0.41587184624176476
FBXO28	0.14462920479333785	0.24111537411006584	0.13015062597401816	0.15061045324272235
PARP9	0.42416976466243617	0.15484610481360617	0.5306019147608626	0.6212796318926578
ZC3H3	1.1042068328726715	0.4851915872106849	0.7617059166560423	0.5196177616326719
DPH5	0.05524256962319288	0.3341942731602627	0.14393007042700665	0.24033373233083016
ORC5	0.02679537652552682	0.32163958395768977	0.20092331314624504	0.3687576906995834
ELAVL1	0.3672126541540241	0.4525965389722756	0.21360692152139932	0.3227536397837757
CCDC115	0.27502326898574647	0.21530766323444622	0.12443558289327739	3.625371667713137e-10
SLTM	0.6183991864188434	0.7389563484723205	0.9732728750282456	0.7655292984992614
CHP1	0.5112613770432052	1.1679738118104632	0.6676959939967977	0.7567255471943348
DCP1A	0.08880802280614851	0.07944386367338922	0.12906420118256381	0.07249266998224425
NSFL1C	0.5469032515063972	0.5909178672729576	0.304422686092659	0.35486137576188626
ZC3HC1	0.7209416060646051	0.7611673763517949	0.27312990025391676	0.24195345904292528
NGLY1	0.22710434443029454	0.33729466074770176	0.5050473842796827	0.5442528479545775
CHTF18	0.5299959383325941	1.9611975846024597e-21	0.16735911360874633	0.12696206398056106
PDCD10	0.23454873381757937	0.8663948374239601	0.7396647530432994	1.0197879848812086
ETS1	0.56756126996341	0.821111627836613	1.192639142988187	0.8935596288650722
VPS29	0.5843111069226194	0.9944580295980615	0.9356091691721522	0.9553402163078417
AARS	0.890261962049442	0.9692034559572279	0.8834020391338284	0.8660151466926388
RQCD1	0.24413117790823988	0.46411607340796146	0.4863911090074976	0.5906003843193522
ARID4A	0.1519820530741819	0.5698905743402294	1.0378809459544307	0.5870422802592004
INTS10	0.5266689722775061	0.653588242464717	0.8797931164838276	0.6674459138282614
UFL1	0.21748582596741295	0.58719708573497	0.5566504954514142	0.4378951566294934
XPO7	0.46193074361562847	0.7462533527055345	0.787969041769656	0.614775303913047
PTK2	0.7070661210101542	0.9521130792258969	1.0048816447820506	0.8109169866071579
YIPF5	0.06688753048634342	0.7820393354692176	0.29004822750081266	0.6164434475475726
NSD1	0.7835831872408463	0.6829008086525858	1.0166238584826006	0.7312161482659741
HNRNPR	0.6760875339074538	0.7787508264056299	0.9047927230936732	0.8222062700087823
RIC1	0.5769257793328119	0.42175587933952635	1.0230514443179508	0.7694553731767919
N6AMT1	0.14818978690412793	0.11389183615709121	0.1940736054641	0.029240208513101263
ISCA2	0.1894505665971161	0.32646149507690353	0.21746199358425908	0.11604976017011272
BCOR	0.7420024106179877	0.5573354385833071	0.8218766662060712	0.47440712862591256
ATXN2L	0.9475875804663819	0.936016578938106	0.9772034638777763	0.8701002707391706
PIGU	0.19884523548774524	0.5869101718749995	0.13914008464900293	0.509798818254979
PARS2	0.23433121629812256	0.18188131140676977	0.11126372491048486	0.03165563460257734
HSPH1	0.333266981148125	0.597181976849347	0.48791364917708274	0.9927207161054213
SLC35A3	1.409949534315591e-15	0.5178486897616994	0.37030886529920864	0.3934916778880074
TBC1D22A	0.6936097676986759	0.34696152554535087	0.6374813407761393	0.41478160093836347
RNF4	0.21545137738703843	0.27366215770255764	0.16853410062468674	0.2629920534202228
TDP1	0.2097754444034303	0.22810200271145353	0.3824908091396217	0.4044177363807847
CDIPT	0.6367800091253657	0.9158656048914027	0.3747471596080238	0.26720127947731165
PIGB	0.07486295167324243	0.42022124472650474	0.350560546289327	0.37454120985595
SHARPIN	1.093498003717315	0.7796476418994699	0.6206571023859024	0.5488468891262477
PQBP1	0.7025659952387997	0.719271031255563	0.5564779505205942	0.4332753752520056
R3HCC1L	0.184356679009753	0.165602617382209	0.5936624170215203	0.44293730999798
PRPF6	0.9180011529898824	0.9611902936684517	0.9834644963274444	0.8112891608934024
CAND1	0.46102443540107196	0.8373696119513776	0.7992705348729314	0.8866392220316773
KHNYN	0.6863414230929341	0.08114365492006625	0.5988345823253653	0.09077979009547976
MED19	0.10001963180603556	0.16666651630703502	0.07295150040018678	0.1097141497523747
UNC50	0.23294298600469926	0.8898185179167967	0.5920464561269829	0.7632424970007975
ZC3HAV1	0.47914492217021787	0.4445069895003695	0.8109559533055585	0.8139891777566922
RAI14	0.1918391314824227	0.6367893540007834	0.6616106351360848	0.7349936910397004
PCGF1	0.14979598909863068	0.20750879060269117	0.10980169953683856	0.08538619906685871
TMEM117	0.024908240187865017	0.12206273085523911	0.1046433672988488	0.19826145735302625
PIGW	0.004406241899300205	0.12884012823488908	0.06073266788459581	0.1289543223551552
TCEB2	0.6300255627937162	0.8391949858441874	0.23302225149992659	0.4533904958366589
CHMP5	0.12919250420205441	0.6218543807456457	0.38249776238452377	0.5099934104713952
TSR2	0.23871198477543223	0.6532840568758485	0.26412887419628206	0.24486155001263998
URB2	0.25954216036180155	0.09414056785272307	0.16292069162893355	0.1826570433182335
LMNA	0.9419896498422919	0.9293065225664319	1.007168691710879	0.8437873343229703
PAN2	0.6948589106093411	0.32206173421308126	0.7253754887355903	0.12820674834589235
DARS	0.6823605355222085	1.121387196740505	0.9317211347894598	0.8802744113472198
STARD7	0.508149510103524	0.9231640639765222	0.518147985877795	0.6029382813434455
ZC3H18	0.783200155161818	0.5966839836590607	0.7201719573344896	0.5402465743971809
KLHDC7B	0.17231206980054628	0.007075668025357242	0.023406159698162676	0.16650627772997653
TRNAU1AP	0.36138709006536057	0.2808985108994759	0.3934538950330348	0.21971846353177657
RBSN	0.30944248684388626	0.12296953148256365	0.5914104339973344	0.29554739429563487
EIF2B5	0.8055688159532746	0.6113518577290865	0.7947694506706606	0.5083336144378637
PRRC2C	0.8554407512992821	0.9923816329677716	1.041549994997137	0.9423245466600046
MYL6	0.9056029446783528	1.0512969024748784	1.0242932974657022	0.9455998949086823
PDS5A	0.5257035623917894	0.8797432715827999	0.9441642831992849	0.8792938453490712
TUBB2A	0.39162908536905056	0.38017143472789217	0.09725299386731115	0.6216378282246344
SMC5	0.236826980513582	0.2354090803682957	0.8769128324994113	0.49725341806024914
CEBPG	0.10716411160372742	0.49380111923051145	0.3736906274109587	0.6202746020911183
GAS2L2	0.022717089731633493	0.02164699415668397	0.029675882594387852	0.03193540722562921
LSM11	0.10106493087644675	0.07906998806052154	0.06562642679398091	0.0317231649272192
ORC3	0.05082662245761754	0.3198841318497405	0.41058643997166067	0.31968530849460963
SRP72	0.2643325066537827	0.8472654597541586	0.6702933951707365	0.8637289148654601
TOR2A	0.1636481149194483	0.05834077750972394	0.08517591075176859	0.040397992742829514
MRPL50	7.467786530521978e-18	0.34711585801398914	0.2550509843478603	0.19848300617558132
MINOS1	0.031016998377104588	0.035243808590320516	0.047177331179040695	0.02363439329140757
GLP1R	0.044158926056428134	0.026134069621921555	0.04075805709201198	0.026846574599640197
TFRC	0.5300654874592363	0.9237854638250639	0.6948940980458724	1.0956708820121397
INPP5K	0.4686763192441658	0.2933630540938089	0.5083846748524721	0.08656582265683721
FAM50A	0.7655316812799078	0.5487738287958426	0.44655368668117074	0.5286989529228818
FBXL18	0.23823949982523931	0.04553004872715489	0.0922790885075879	0.03867548388773632
PSENEN	0.7705946445308522	1.0659928241480232	0.8530938369200676	0.9527317989161959
SMARCB1	0.9155603346094743	0.9763196837582054	0.9632812879791879	0.8117817603631402
USP18	0.33242590207838885	0.11140830906437824	0.10455377331188948	0.249789606865164
FECH	0.21636556683471792	0.4237628192730852	0.3941352885308973	0.15621635347028198
VTI1B	0.07113174211437591	0.254986422103708	0.23557171685409414	0.125379838795494
SDHA	0.9411403239793091	1.0534291589474576	0.930410771068996	0.7361352906757243
DDI2	0.1363064332426745	0.11304455500833249	0.15615206690543676	0.044335610957580686
TUBGCP4	0.3360528090279464	0.3716600192541616	0.4498392914584054	0.22965984993078237
CLUH	1.24100331313418	0.8347054491722788	0.588915358756929	0.15727024971806014
EID2	0.14199734338191725	0.23655182339671293	0.17749267535455643	0.14418020879393906
COX4I1	0.9268179241523261	1.0678560903359002	1.010276370199407	0.9315607956214708
PRPF40A	0.21617666102414648	0.5378858085358826	0.48063105353201413	0.6853039648704692
RPN2	0.9017325501558643	1.0592273498994522	0.9848424363799689	0.9578248601604004
MDH2	0.7912429599282117	1.105343982321867	0.15834332274444665	0.6096604231464918
EWSR1	0.8945699886118439	0.9521300085473833	1.053922995442803	0.8930183046311861
KEAP1	1.0226680338275633	0.7575068030291098	0.6392743843188197	0.475611556736642
GPATCH8	0.5835352901931206	0.5340835684602024	0.9490161268927035	0.585388628391339
WDR7	0.3218295024826005	0.26378092186423124	0.8877308683038735	0.42518416940713766
RPIA	0.28581797609546805	0.3804580998519186	0.427863341686815	0.4722625203448742
OCRL	0.3711135480992305	0.8086001624102265	0.5373225825262598	0.6819197955171766
SEH1L	0.15634073635763074	0.6322959356881236	0.32486575354100766	0.4122842642948306
AZI2	4.078688999289532e-09	0.22223921342369882	0.37800337742673673	0.3676135277984496
PIGS	0.6058548341404473	0.6597495433517762	0.27618657128016433	0.2714926327539953
PGLYRP1	0.025958078095340686	0.01763075135085991	0.026442778098384617	0.011172970791644147
PISD	0.7947264863124756	0.32197291057422067	0.44508740955938136	0.09006186196330537
HDAC1	0.680331571928193	0.6536453164809479	0.9276330779604055	0.7874773629128078
NADK	0.7995889701126585	0.2371221134460164	0.43116229918839094	0.3243008279048007
METTL3	0.7127920593979166	0.33461994730610306	1.1011069063104102	0.489530520559646
LSM10	0.5637039849719698	0.38054659299820454	0.2873051601162707	0.48065060247216146
MTA1	0.9402919283050301	0.3263011017637385	0.9555034516004116	0.3469897606671607
METAP1	0.03965611978559531	0.23203044920738758	0.18620840281015957	0.19038584381526188
DPH7	0.40357293656149024	3.578892171587231e-14	0.3717733298346457	0.08733276487496137
GNL2	0.4993338685870834	0.6694126180882591	0.4686304496794686	0.6978675017757731
COPA	0.7452011142231473	0.9123493422935196	0.8845914984695855	0.858805471861548
PUM1	0.7148305850028884	0.7641094503178065	0.927870033962043	0.6595332885318026
PDCD6IP	0.4817655540691631	0.5997593814972209	0.8747180195239332	0.7968738834834728
CALHM1	0.01697469146718929	0.020418440728926034	0.014361965489090054	0.018608435491459963
RBMS1	0.18217597317123896	0.3902664265402045	0.7804178399112811	0.6996451420917221
COA7	0.1501262305737892	0.19131853342907276	0.059888096207653715	0.10564943676309055
MRPL15	0.2865703864753213	0.8212298630397413	0.00742001104007419	0.5291805775388235
BRAT1	1.1277335279096397	0.40826440582298773	0.5535206655863972	0.24516534156343422
SACM1L	0.060082190970028204	0.6180480940211738	0.7317651467772891	0.8168780632932232
SLC25A22	0.7878645164361711	0.23171823688936852	0.12633017992501766	0.4117760440796099
