	C0	C1	C2	C3	C4	C5	C6	C7	C8
SETD1A	0.473785632866315	0.5696861691249283	0.927769702669786	0.4892677650063737	0.875575134739445	0.4547509742349525	0.9064023353289787	0.3951602325591235	0.7781815389659807
OTULIN	0.07833338904293811	0.37291881497064383	0.22631903285797278	1.7363650073752693e-07	0.31427246642029366	3.298498640442293e-10	0.049839166882208026	0.19698749867065798	0.23138179036403222
CHIC2	0.3490937795063074	0.2934705092485703	0.4554495119920419	0.08970117908962577	0.5795903044065782	0.5790676819504	0.07646424756528794	0.4483287874182071	0.12904623145995056
TCEB1	0.24852570660211562	0.535434151621	0.016167105702535003	0.48270440592928515	0.11042053492963542	0.4367233719362518	0.1668078033095113	0.5847588594523191	0.47309291359178957
RGP1	0.22349355094096324	0.4698101033672327	0.6974331293546988	0.28955086050423784	0.7517174887574373	0.8500102692512275	1.1863054560806634	0.5857101279131633	0.5268222885074008
TAB2	0.8145561754862715	1.199033851040296	0.5951887412428241	0.5921581290226904	1.0306377300702245	0.8561760374477688	0.901693127708244	1.2506416015831479	0.7318276979237254
TMEM208	0.00020830593971339314	0.5943007083432205	0.5618223250406029	0.3933213485662934	0.18856269502202586	0.6290243053457333	0.39838300930335374	0.026735064236811906	0.9829045261570873
IST1	0.5408243941980996	0.7139590922755875	0.4952752932246945	0.22726922623643103	0.8726507742523639	0.4297651670321847	0.4031551446622977	0.657828450065575	0.8290674956288303
BAP1	0.44856661425592015	0.5737149123000955	0.6833284249483429	0.5083375763478738	0.7568677828401686	1.0902351348540444	1.1821850389706874	0.22770889237519243	0.36067105706815883
UGP2	0.5615727438215865	1.0588367744567437	0.35467607550207125	0.5249428672227934	0.781097843798386	0.9499797180349354	0.5353433099403024	1.127717520821496	1.0477465622636057
EMC6	0.03258833442140521	0.40176219853549383	0.39518401441915935	0.4040217330575375	2.7044688744390088e-06	0.6251362801821257	0.16239360603345332	0.37032063102254886	0.7910048514306197
NCSTN	0.6362418781298785	1.0256226761943226	0.7603548402154615	0.6574394559691815	1.1216817709323594	0.7982263085034556	0.8820244094414134	0.9890736900287141	1.0565947394316644
UBE2M	0.04618165709714307	0.19669629509494815	0.3782251444929315	0.2343758904723349	0.2107604962111954	0.3654188122438404	0.13697177314634248	0.08787111624137606	0.4944804952359852
KDSR	0.21873015615377184	0.3964704515206437	0.2095420389909929	0.16525119163532642	0.4776641931074916	0.7200295847270054	0.5068634921572492	0.9774821320220868	0.7163841944925242
BIRC5	8.528907316682715e-19	0.06669963012965034	0.06553184492742967	0.9512434237054238	0.0017162568510954404	0.06321028562098432	6.702202338665765e-13	0.12979935890993302	0.020980971772711705
VPS4B	0.5090122892061809	0.5454943789013931	0.5240781150752738	0.29179128916236724	0.8412914142841241	0.6320474157413412	0.3582798929270252	0.8964272757239066	0.4874646016331936
POLR1E	3.2461807155375225e-05	0.11356351145057467	0.21672850325185952	0.3815560013041953	0.6199372430181725	0.4488350563566657	0.3383908287334866	0.680353563373548	0.237432962047266
NPM1	0.7476912360579082	1.0119953323550308	0.7762766641795363	0.76010747068401	1.1862174985678782	0.9023495049677706	0.8766397643482424	1.2043198332613039	1.1147858001913538
BARD1	0.13641354998004115	0.2055571690240245	0.07571510835467322	0.21919088194460642	0.2982923181693463	0.0995434147982796	0.09918953383639147	0.329702596795112	8.795045206153814e-17
GPATCH1	0.23007219047302216	0.2731511386746287	0.19048796807213872	0.10094792118520504	0.419448789028911	0.020328896545239263	0.6515739575836988	0.31870003378140177	0.36540798090802734
L3MBTL2	0.14270352161584404	0.4188612449371559	0.6818079135568881	0.09895574948383505	0.5810938520766942	0.3574892731308655	0.6624642605618497	0.0572412169725753	0.5038189402938738
TFB2M	0.10287425805081782	0.1591949849630397	0.059167628836085256	0.2846698530598306	1.4560212446185203e-07	0.25281514573253183	0.2604292706803379	0.4230283950323396	0.33287688326217574
MRE11A	0.6154832533197211	0.3866966579488665	0.10753274805129126	0.2898324299246655	0.8264332089245765	0.00020006492269022646	0.44533678169724056	1.0201845213771794	0.15085688314750656
CENPO	0.040452651525582556	0.2231649463008136	0.26981015410345743	0.6833294365102829	0.1355427767922714	0.04216544251408528	0.43084540691936896	0.11035198672498973	0.05560980308685861
CMAS	0.29075160339380846	0.5668161672398291	0.24879696430659964	0.5726078841489018	0.25653200571259477	0.5010633334464342	0.06692554927365789	0.8488780511087642	1.0397120971421525
MAPKAPK2	0.3865758358712929	0.9845709733623729	0.8509816659267785	0.34915146560510574	0.8568257494115488	0.826188975491033	0.5595382321987825	0.6725741214753757	0.9055113300546784
SART3	0.6670700964668355	0.7933877407604238	0.7038254891693235	0.5635674649301655	0.9891423176192601	0.5242230127126835	0.6655041183703249	0.8737750503770325	0.7588266054293665
KLF5	2.073759773030945	5.167281203974962e-13	0.33371986668634784	0.36678072294804526	7.114439709080878e-07	9.564756478311629e-05	4.020517971182896e-15	0.187943343839378	0.556963221793825
MRPL12	0.215094809577772	0.6186175307278764	0.9261671056375487	1.0295693271999693	0.2676475165707741	1.1404734960118452	0.9241663987964059	0.4971803555781191	1.3000090617674096
MAP3K7	0.6442118073222436	0.5475565128855646	0.3702854231527182	0.48847111158478007	0.7545822567850395	0.5108005492189065	0.5736384427414624	1.0696673691559107	0.334165990304767
UXS1	0.7305304541337723	0.3746892769439151	0.34176105901573034	0.5452436261871608	0.19637648416779202	0.615166167227202	0.4104038761772105	0.4760845121913427	0.8035324229365481
NAA35	0.324399281875529	0.21508886600975202	0.17302949632390585	0.3192017176341532	0.48689180509927316	0.5087511979793973	0.48624279552365485	0.7220987361791846	0.12231147835746733
RAB5C	0.6088326717199494	0.9008302759524964	0.8513319397018715	0.583593330238364	0.9150281682165924	1.0892372009826767	0.5989304927894228	0.7531993270635455	0.9449164299676507
MRPS15	0.3483627779065619	0.6155447484642698	0.6128728615931199	0.6295660441705198	0.28637837999951415	0.9773649046454421	0.5324114426214396	0.6185974768627215	1.0248633822873991
TSG101	0.6344304519268821	0.7848930041767365	0.5575052949944181	0.5679346226398028	0.820096745498516	0.886600626657581	0.5898366582963994	1.169361518038608	0.9896838970200396
ATG12	0.015679272273163816	0.06839311901665816	0.049123889122288995	0.038844667293486713	0.11011966301521758	0.0712871408762057	0.06902679559197161	0.1390313647237379	0.0725780933486677
ATG3	0.3660811538263433	0.9423493692892085	0.1958497602789397	0.41831793523272	0.4464884557298573	0.7766998241405274	0.0033645054700679675	1.0818733916917718	0.45204245143779087
ATG101	0.1636872390957596	0.6761312911621933	0.6572054844664867	0.6713960633907475	0.22860844675507325	1.1067620657485326	0.43363683380052015	0.17007344658401594	0.9340726864904196
PSMB8	3.983791288932583e-18	0.39807686997857933	0.4627392059276299	0.07117088056105415	0.06056396324639511	0.12159047836469705	2.5271944653170997e-05	0.22594179438308312	0.3067569987334505
SOCS1	0.7293423099781778	1.345321362628136	1.2277919815186218	0.4858150784598508	0.31467330992615133	0.5094983645479114	4.2046988404851264e-08	0.09994905974157778	0.3771521705090091
VDAC2	0.1413584172759952	0.22490416727141746	0.2574525245336706	0.4715159111531839	0.23913239503891398	0.5095868400288917	0.05844534823354921	0.5214040580964264	0.702242968732525
JMJD6	0.1590292996659029	0.4531859944055904	0.3490128878046011	0.46863639897232867	0.46368703427210606	0.248383014037432	0.3748998143489989	0.03322886911208354	0.23212939260093254
EI24	0.5964074895756715	0.8624577851401013	0.4976937253850699	0.6844686108111081	0.7899028789188406	1.0469126594274942	0.7397740213592517	1.243645532116592	1.1088631368250148
MED24	0.37479201536806517	0.39534350751237757	0.8481471733451529	0.5067507271943463	0.72242268639033	0.4031813274949076	1.0335106901223483	0.1764810326781495	0.6085328202427863
SAMD4A	0.23896319640354297	0.21115655050523674	0.3736480838392164	0.06751243461733306	0.806896955266046	0.43150540554324784	0.6569088938914138	3.093933671796013e-07	0.12381852172099689
TMEM127	0.34338619573463997	0.8742776535622832	0.7786879389792047	0.2967834182979856	0.6125733655677055	0.9732845648504832	0.7893689772412948	0.6609735613334506	0.8945174949759026
KDM5C	0.4444835150549049	0.6865407546736583	0.8869006942540849	0.5548148077377688	0.9779969658708927	0.5981418646040866	1.0869493844296176	0.4115657779004035	0.49565653255298237
GLRX3	0.6355914013638302	0.7768227254386543	0.38611655698080144	0.8588200436735525	0.7054769648445256	0.6157470941391888	0.3593301169533641	1.140048811733592	0.7982130473005492
TNFAIP3	0.7434742690573257	1.4075553288151461	1.1792427026840384	0.32569703158947716	1.6310799822575348	0.41103854945638496	1.5008291946655479e-05	0.7003784162277773	0.435457967051422
SRCAP	0.7422877209319481	1.0511232460231787	0.9128112032060967	0.6982782348021446	1.1020892479837567	0.9533219757291368	1.0814665461516164	1.041738430686898	0.9950011858710515
PCBP1	0.7269813754970909	1.0727453408048333	0.9234569085217534	0.7368412277940684	1.1589852239648448	0.9895847875093639	1.0431638195980062	1.085108651418511	1.062449973638493
MED16	0.21867558890709832	0.3879074027261985	1.027204886720881	0.3374668532583566	0.9452545690245209	0.4197572244285622	0.9850426812814511	4.031534955126417e-05	0.6793540738548169
SETDB1	0.4689884729681863	0.6048973018912286	0.6624384458831792	0.3842908447136394	1.0432367870948813	0.05135798673443526	1.0697403310447835	0.7238536635729007	0.5598103178939415
RB1CC1	0.8434372771622083	0.8204178298235691	0.18633558019624022	0.44861038840725664	0.8366782137766983	0.6421244851866816	0.8561902432527312	1.1724731804452926	0.6246577014100472
PSMB4	0.6683011450229819	1.0474670303648892	0.8604585566526648	0.7508225952655319	1.0993767671500534	0.9423243942862168	0.9294452943968682	1.0244281632937613	1.087338619593602
DNTTIP1	0.3890601810784587	0.7178337730048786	0.46664245529009574	0.9300469136795856	0.7825426351703026	0.04399741872825563	1.797046225986961e-08	0.013923151683387982	0.8253235452577862
HUWE1	0.6542829138416497	0.9463482215095186	0.793872215709437	0.5695505858464659	1.095555949676981	0.7551559613253517	1.034072795118467	0.8689040673481646	0.9053547028560202
PRPF3	0.6406126283557204	0.6578454991881603	0.6118870399404969	0.3120996515458526	1.3604790643614522	0.05761350717578357	1.2976424799749684	0.9391985009431143	0.33840586081030033
BECN1	0.5977478764361414	0.7267147361493416	0.6016367512586287	0.4962329212504761	0.6705376851482108	0.7999332206771002	0.46349932952269435	0.812991152893428	0.8357256496908191
TNIP1	0.7002922460464338	1.0197433570312728	1.0091376578458966	0.6640579930790685	1.2259464943644751	0.8585439999528013	0.9729171946907083	1.072365054823284	1.0902176552159033
RPL28	0.10417560124967287	0.3458916188096368	0.4732151231764802	0.47012448231090553	0.41709262374574746	0.3728603928914985	0.11222345165922558	0.13925231420520437	0.6542547493263821
TAB1	0.3891571916101233	0.2816371629605697	0.9202743847446018	0.17262864113157114	0.7939762919998626	0.3316610398329305	0.851118989681273	0.2397705890713969	0.572769931882703
PEX12	0.09089144289179552	0.16004562303171058	0.0502808817295928	0.1081912555972953	5.290327133550066e-05	0.2868805155687302	0.271293759658335	0.48630486290082503	0.3232106686288697
ZC3H13	0.680597929225844	0.3859753849340622	0.3288904116935764	0.2485271878595999	0.8469768797687715	0.5989221079438387	0.6837024001950783	0.9529249983577482	0.3540064945269467
ATP6V0A1	0.5941233855713371	0.9837102041877044	0.7259448887440118	0.17843274024053438	0.7835137182939157	0.6222189396297962	1.0340578378958558	1.012535166621008	1.1978881810691786
YEATS4	0.2627957693805065	0.21091249286842978	0.10124212377092329	0.45136865610491117	0.09426785624508664	0.30340617865970715	0.1595717774118277	0.6157197930276515	0.3473636395243891
GRB2	0.5560428763811358	1.235136215279933	0.8578448994101251	0.5563785865234853	0.7371545535444897	0.8728285094380358	0.47293416203317434	0.7735250205055739	0.770290269922315
INTS3	0.5759088973618072	0.48507540047279873	0.731712888752798	0.2805753201344214	1.2384509750754993	0.004960032133465496	0.8281081494183213	0.5360980579877784	0.7934164882407647
MBTPS1	0.6708254649283569	0.8644281631626411	0.717829887018971	0.4625818813579143	1.0365611265680867	0.7666909055782283	1.068830795885063	0.805057822120423	0.8889980949695856
HAUS4	0.1876647020576271	0.27764491743825037	0.43988113706024795	0.1748645038968867	0.8946762300915526	0.4441967236712802	0.548104011300702	0.44347143744152173	0.49331805906339476
CSNK1A1	0.5072010249459777	0.8328650363686336	0.48654880839976583	0.4277584974086777	1.1221326214090597	0.4989958603005196	0.4046244730576542	0.956843480245976	0.868888908043282
IGBP1	0.4936312672188367	0.7018170733207088	0.6880406854529938	0.5275232380640134	1.2228244737353238	0.7589723633359015	0.7833875631304404	1.1669670602066227	1.0332601025696873
MED9	0.0001826907413991262	0.00021475294838713084	0.10760348043990256	0.025037682985967487	0.01648469665077212	0.1258428312533131	0.11445046644046193	0.04770886700823462	0.11850277264150114
UBR4	0.6320164234980272	0.9924715653819373	0.8582363459554982	0.45471649278341714	1.1198209239566348	0.7628397653298601	1.1465867266517167	0.7906638754367911	0.7279065525395757
YBEY	0.09505505529164746	0.11565703808383423	0.10071598797152904	0.12888704449089408	0.15563531693434599	0.18693996972576832	0.19656379053850404	0.30603870763443997	0.4103997373945087
RFC2	0.10500660365162962	0.3601538012024241	0.4469501153450669	0.6508324498910165	0.6799856960026324	0.11046724213939682	0.1426047501626086	0.39407862927151965	0.6963077438886998
DUSP11	0.18322735126243953	0.18616788245025226	0.12671894465897277	0.05423715120720317	0.38414589045326586	0.09348650985567798	0.36465789081521766	0.41020391508443427	0.19196877008088892
TADA1	0.08499685170368107	0.03938094593186491	0.07211672111599021	0.14209112288300527	3.9017524686607895e-06	0.15662607881622068	0.3042363953691071	0.3273331667735928	0.25216805494164285
TRAPPC1	0.6098220755730451	0.9794382557774565	0.8492876744549634	0.6672522830280824	0.9940240915226639	0.9433692071303431	0.6920891520907493	0.8899942872489514	1.0324988487897635
PTAR1	0.05776163723764512	0.04784926449948285	0.2032734182617181	8.721511035597392e-05	0.19675656148738624	0.2047107734958153	0.4107838728109035	0.3908239754044287	0.08320514588358872
CANX	0.7377904845861825	1.0825378111112725	0.8403626922296562	0.7379644209681676	1.1636415062149903	0.9426951818546979	0.9618594662623213	1.1243288184477664	1.1280848774832657
PIGK	0.11247850110787708	0.16797550119395313	9.208383992262831e-10	0.08401864650769773	0.15404024847992845	0.2730999492131644	8.277709934278075e-14	0.2568245541758823	0.33135151431115445
MAPK1	0.6455198708858744	0.9674045231147168	0.7242577376619305	0.3744884190613296	1.182453254489157	0.8022800638018904	0.7149672632972136	1.1148706261270895	1.0804617819966822
SLC10A7	0.15501819346495557	0.1698198732125982	0.051394270079357374	2.0939980400696266e-05	0.2405391912358553	0.046276986785267024	0.22995691555485143	0.20559639133600732	0.002485364411704804
TPR	0.8316560109829497	0.9526558237476337	0.6661187805668404	0.6772350105317081	1.2348768609322565	0.6430923326086234	0.9459813156138035	1.2016355361241602	0.7722815206062722
PTPN1	0.8390354469427493	1.1977622978260078	0.8292908169182146	0.5279860782707774	1.0563866605018883	0.8598391401523339	0.484799317931594	0.8699050183700631	1.0536020147826985
HNRNPF	0.65662848719528	0.9395974139049605	0.8439620223708266	0.7071568830862791	1.0287184994876717	0.8225597752562527	0.6837547581609478	0.9015672909371427	0.8963161746339168
SRGAP2	0.19254248406960767	0.35598980125089486	0.30998750582947077	0.18289769697020403	0.7304932911281343	0.06644195336005534	0.4221596557680944	0.29257914140382	0.019004501862442968
USP8	0.33601888953308695	0.39216267325365284	0.18674254091729311	0.07931711510807811	0.4249293785358716	0.33641846575845236	0.3675839628125314	0.6975420943297284	0.28441758587239657
RANGAP1	0.5035018480718078	0.785715216780666	0.8520507230496913	0.7205163385001628	0.2327823393260837	0.8278793451920203	0.8424395438786991	0.13774477162399687	0.4102895813752388
GFPT1	0.7576428276399695	0.8661568991479484	0.3794429997130162	0.7447764276997254	0.6391030667165389	0.6562278228765217	0.3223869910832274	1.1415885995861272	1.0680341102703108
COPE	0.5773003408245415	1.0100807074111928	0.9785948867157169	0.6970003646007579	1.0448736001928725	1.0379689407105164	0.9183231184876943	0.751103583735812	1.0705399322970823
ANAPC13	0.16310320910318188	0.21392309269066573	0.19568362665864578	0.12729128651829952	3.7155293005817894e-07	0.9058131984275797	0.012034208292720124	0.6413763981507545	0.5196694115765489
STK11	0.12487071797375882	0.3833606706533439	0.8858222130335475	0.2850000798348197	0.6019531475160732	0.7454335060027192	0.8957849768959918	0.14899415277882813	0.4282276802444015
SMARCA4	0.7319195497736384	0.9432157667701967	0.9744622526623108	0.7476102831991213	1.1546274669346797	0.8598356242704432	1.123936779999997	0.871239646557837	0.9611942562889457
IPMK	0.05055716448342107	0.1388506185714939	0.15608643288560733	0.05713183930690372	0.10682561565879652	0.04567779463712949	2.6108712687144038e-14	0.273564956864078	0.16315222596263348
ANAPC15	0.17174545842482045	0.0972283337868473	0.254804211889012	0.2810578192697509	3.583112074609243e-09	0.6000216255118123	0.1529587694704337	0.28008211477188394	0.289387838961036
BIRC2	0.6201315681099236	1.1401395709276645	0.30621744549988256	0.3171037278012192	1.0259185404535245	0.36786153169410446	0.7669415806048719	1.3319410454691654	0.6796397432116923
RBM10	0.438320702947842	0.6386598507294841	0.8626069857246911	0.5109734879391702	1.0277177435424605	0.5205057521425807	1.005235890161311	0.3928948046358744	0.6636374919910424
ANKRD35	0.01938934677850416	0.00205842997632103	0.01491737390263737	0.025629822882390584	0.0036928661467728317	0.03724381344159607	0.043974928808781136	0.015859765672146902	0.015292335716218946
MTFP1	4.45612539742216e-21	0.026751474762645663	0.7300160354472669	0.05311743181486212	0.4941053711108128	0.07623008738136579	0.002211217199257814	0.07145985224992758	1.2097519663989866
DHX15	0.7727324234565611	0.9550317981561308	0.7600593606355907	0.6528086457469218	1.1770169800805825	0.7912700278668688	0.9717116420639532	1.0809828013780673	0.8137663090629838
SPTSSA	0.11850242122881807	0.16912241379385343	0.07488322841767794	0.13176574021622975	1.0026388474484274e-08	0.5787563803258104	0.12284564590591825	8.462964639718376e-06	0.1926537313965285
UBE4B	0.48555735510958226	0.6165518323083733	0.48643990420522304	0.23076237017086704	0.7613391659784676	0.6140151172459551	0.850320134533934	0.6890992163635484	0.6732613580701154
SMARCD3	0.7183072170270222	7.463277122963792e-09	0.40706572585312595	0.6982750464506315	0.6104429833402114	0.8782110769924951	0.6253136283869699	5.263049705002248e-09	0.000358844593988755
CCDC114	0.2510652189007864	0.023229622708075274	0.0368098951071679	0.01112913243411901	3.4837779514685963e-14	4.003287538972002e-21	0.11432540874138723	6.355542169418214e-12	0.038534488130760935
SHOC2	0.7561915141511479	1.0443064407851312	0.4209573326140503	0.5022749181366654	0.9033904202705685	0.7948219016475503	0.6144823410960191	1.3744293885267962	0.7932074197814198
CUL2	0.28655100948164713	0.5950298796304355	0.05074950339956718	0.3396574564421231	0.234843402411819	0.29965174675385625	0.24785875483909414	0.7034071854988675	0.20741016073484583
PGM3	0.27613573830104626	0.4151397044330094	0.03174060179386873	0.460070711709291	0.5893918415517885	0.09935490594819481	0.35125087614418643	0.5533909092864521	0.3543529114197603
TAMM41	0.36123880979395756	0.22630150513098413	0.0960661699277057	0.11988643421628456	0.35497788186164747	0.0836898788444008	0.4477492800771724	0.32881442696222474	2.356043694830519e-06
ACTR5	0.09371010663294954	0.12920122398058057	0.10940813007340836	0.0844170052882432	0.29788280949173646	2.5142844664019305e-05	0.4959695980980572	0.052230363551378216	0.13584129569485723
DNAJC9	0.1726810929923232	0.18042074103587685	0.3950242885059163	0.5257639300784841	0.2272529533420093	0.16419572543553096	0.4700471019209249	0.1621899690123491	1.9660644782062676e-06
GET4	0.061975886106571676	0.16280122533220748	0.6677403082543225	0.45842132667781604	7.528664196334211e-07	0.5276798182865611	0.8267359326152248	0.0023525564743214116	0.6928905511035806
ROMO1	0.4947071742168377	0.945760615348914	0.8390801802427549	0.8103708716312952	0.8532139845423029	1.1298614151116966	0.6740365282649743	0.6980578488569129	1.3404636112482053
SOHLH1	0.010080384075094996	3.645203053599852e-21	1.2364522612201181e-06	0.055131561693024966	4.315655553905546e-21	0.03405347321072756	0.05494475792686858	0.02595955511032705	0.007065427960873778
EMC8	0.06324683795568888	0.18620501036124731	0.2607813691341063	0.24210553525817954	0.07426614131978584	0.3380397438823772	0.27994386559854834	0.017914061905769937	0.22209538215240174
RNASEH2C	0.25080700313471826	0.2663361133390358	0.8303290871596946	0.36837871320800164	0.9422363208162072	0.7202399099101344	0.717825370172311	0.39610505301805443	0.4783606971610029
PHB	0.37881936511935593	0.376346318054107	0.8951715890416753	0.8753648015625749	0.41574233320596954	1.0636853244151592	0.765864259523113	0.8168885623876976	1.281869477594553
CHTF8	0.2526241893054671	0.646244735591463	0.7478000412211516	0.31860138459116133	0.2671494865868773	0.8088427950056901	0.8619620386523418	0.6103258477804696	0.7300352546586137
SLC35A2	0.14752718032649315	0.4353124366676164	0.319818720012384	0.37867881049321805	1.3140745725403176e-05	0.2787636177444963	0.17570803393688902	0.002788191403015818	0.594000140778144
PPP4C	0.5135192630530986	0.9829038846169424	0.9573188600148496	0.7301118338445668	0.9252104139827914	0.9147331496112711	0.9093639104432827	0.7539185895659634	1.05987972935563
RTTN	0.3963827805032056	0.37337345279482115	0.17963496421301883	0.1444249751320749	0.6628363667269529	0.1610077225243686	1.1420944515942943	0.849016898425242	0.04686698642454743
IARS	0.5857163533613253	0.9279084663288165	0.5763852114545457	0.8626853063777985	0.9676582740767588	0.8231873435589774	0.7711302271646315	1.0248822475450934	0.8412741442829242
GNB1L	0.00637177258663519	0.030092888465478893	0.06764803472204976	0.06351842153467385	0.050519828957150605	0.056849354391137516	0.07921292817755714	0.006918219561365138	0.02676330675095266
MRPS34	0.31117925285248055	0.652256606765696	1.0236229328087327	0.6381253008416863	0.5992342854540069	0.7641576531226283	0.5497801989173491	0.42088765159321834	1.4294924151601218
CPSF1	0.465981341288546	0.5315074131286049	0.7171629773512226	0.5470852456600873	0.9128180312307864	0.31555346820910685	1.269108699872974	0.0010891279421063264	0.3143604336189751
EXOSC2	0.029795210518814272	0.045807257477355506	0.21210870203981003	0.2112493044007918	0.4108259290816277	0.17273384552525753	0.26841367675670885	0.27923176105367287	0.09149238754653745
EMC4	0.43450223939617216	0.9167369415277883	0.6700656565892313	0.5569963584189621	0.9223283092999129	1.0136510816263398	0.8041208963040948	0.9788192198592746	1.1078420289940227
TMEM165	0.7981443414091276	1.1437280452925775	0.7655721836768313	0.7301270511487619	1.1903109990973664	0.9318255212585406	0.5820217571485058	0.9566906646451447	0.8638784484728691
VPS25	0.22663540229980075	0.3660520244610449	0.45832107029043345	0.5876302039063922	0.4271707725620303	0.47893418562482826	0.2802643889689728	0.23322211412591223	1.01825471672337
RBBP4	0.27022153556403194	0.324903121995807	0.07737924804164285	0.08699326652436155	0.23810760351859062	0.18541568836236094	0.07607248614132128	0.6434204109305914	0.30336517939470176
MRPL38	0.3519398223905377	0.4264210529831729	0.9445469220871459	0.6461806992718276	0.39342722022478044	0.8351476214181758	0.9267975742812894	0.3699481437302001	0.9933749004512527
ETNK1	0.28620672668586594	0.4350556552690024	0.26342177214670554	0.1619350729696773	0.1676277227705633	0.2224969716964176	0.3646810955682941	0.15977073779969883	0.36197958098127964
CCZ1	0.544120334374593	0.726079132945293	0.2256563594760186	0.6428202465023655	0.6410551874657714	0.7408139460093199	0.37123641812423636	1.1531113608200931	0.7227955986073793
TIMM50	0.16755208709834885	0.31157722527346077	0.4307814447705062	0.5617648617267604	0.1689301438337326	0.6414048044533158	0.4048694333322418	0.1980340174091199	0.8721534699622449
