Name	C0	C1	C2	C3
MSRB1	0.42331506515891615	0.6760733244180348	0.40397710996296987	0.42506467856820473
SUV39H1	0.27126887604284605	0.3033443152230508	0.649712542745177	0.2153618792281439
SYNGR3	0.18865580137496066	0.11619129012742972	0.22578432774185478	0.060412045902656704
RGS11	0.24539203251535588	0.08714947788035013	0.030710590916194342	0.0569228069273312
PITPNM2	0.1810240571615158	0.22919388321397066	0.1903497321375032	0.24406935591072662
TADA3	0.6356397116055206	0.6559081659537425	0.6297259277608739	0.7762631982788153
PIM2	0.24379393036262723	0.2032018632959999	0.4264076477992686	0.145659433835278
STIL	0.254330069261526	0.3917581309173514	0.7526355749793441	0.2194218757771146
ACSBG2	0.06199827985425625	0.06157467571038902	0.07808589397534799	0.024238068899623242
SWI5	0.38095148637015336	0.6866513517205923	0.5572950674673758	0.6923796711170348
RAB8B	0.19678705961557016	0.16091290192142507	0.3044715183331403	0.6652270569341263
EIF5B	0.6933068750104323	0.906163365726052	0.8188548845447721	0.8041179456736854
GRWD1	0.5836630462999975	0.6739612296292591	0.8658136195743324	0.5805528635815453
LRRC47	0.6079832899154495	0.6987040501365873	0.7362333127940773	0.5942271178747487
SPATA2	0.294422099137875	0.3904525088055162	0.23695421056321753	0.18284788932011825
NRD1	0.5905976702817964	0.8085033771400764	0.8291155964164045	0.7667529811686994
PYROXD1	0.2896261478245963	0.34963891820633985	0.1476337264086317	0.2366583186588543
BRPF1	0.37588482800443895	0.26446931079964503	0.5310752863412612	0.25102461799334663
FAM109B	0.280043522768079	0.22883282777282854	1.795214599018316e-21	0.31195785233414264
AP2S1	0.8191947538651606	1.0046201104343848	0.8953950396589534	0.9311563236273943
ZCCHC14	0.5293454806239546	0.2856471567708392	0.4993668509639445	0.2062126310691407
NXT1	0.49204950835693806	0.7245134140700761	0.7740006735820493	0.46505298562335257
TAZ	0.43463686604431456	0.660119690357575	0.37985052241747846	0.36093647173253135
MOGS	0.6410519691670143	0.8919975150699317	0.5751289690798251	0.7045803945941325
RANBP2	0.6549292861672247	0.5805369547785038	0.6247534971175869	0.46854177393568663
SMG9	0.5932277887172092	0.5774506303754334	0.6269707832713275	0.6263620040668654
PPP6R3	0.6662016097037429	0.7694437799373899	0.7997892185206997	0.5223100288027401
MTF1	0.2695929750521844	0.2694032670550832	0.31146064115341526	0.21536790793827734
NUP188	0.6077159081084494	0.5523281887330567	0.9659252149348031	0.4822490334574168
BAP1	0.6289566407771683	0.5482321055529175	0.7022414843316569	0.687111910522739
ZEB2	0.12563335748697235	5.0090300764982e-22	2.6039525862968263e-06	0.5527104950498031
TGFB2	7.420331397649951e-22	0.44798219610427736	0.18058153782243547	0.7101663199332211
NKX2-5	1.5153100191262909e-06	4.3560876399225557e-11	0.34422408771247653	0.09997835805687204
NARS	0.8631972944945755	0.90599340804872	0.8473407101871339	0.8862421062304794
SRSF7	0.7795856644089076	0.87944473754655	0.911516699786234	0.7328539022664123
YARS	0.5794567748161545	0.7429779027915708	0.7125976073071991	0.6564071773401056
GIPC3	0.09034949713835237	6.980224835001905e-22	0.08401533080163284	0.0823550072664381
IFNAR2	0.26440214651586774	0.32129259915802716	0.28223160436769834	0.428401828171102
EHMT2	0.6926813301331516	0.5237472200441792	0.8220837760024325	0.4138434597708755
RPS26	0.8416200619838038	0.9991306863074311	0.9206443625752047	0.8758064545136922
SLC25A20	0.508675529925379	0.18163272209407574	0.23976573728567566	0.4943580727969428
PGAP3	0.5261200635927064	0.6649710558319456	0.06683152988966766	0.13779738333611508
NCKAP1	0.7436636613815253	0.9611083642297061	0.793838358282815	0.8627487705851745
DNAJB13	0.08272723721388135	0.10255028207799803	0.0872780591488533	0.022574494261582242
PFN1	0.8807226579547826	1.0793324895881493	0.9652905205307518	0.9453299813394556
SQSTM1	0.5178690500491299	1.1779019868757006	0.42142413838583426	1.0198540521739836
CASP3	0.5594515989327238	0.5441170389129854	0.5080209968425861	0.6186886664615263
NOP58	0.743707537716858	0.9218480556766752	0.9480417446308798	0.7199082570480714
ERAP1	0.20756137226429533	0.9015394481576373	0.11906612530890034	0.8096428892689893
PDIA3	0.8650519417357727	1.072446112612464	0.9203849474636367	0.93667171272913
TNFRSF1B	0.14005933709689675	0.3895181595231049	1.402822061943659e-21	0.13806057326210006
STAT2	0.47753429294469557	0.6951201299726676	0.1195186361541911	0.7118254613578555
TRADD	0.16985911182650204	0.7517627843687159	0.09539798560205541	0.4524606375181904
EIF3L	0.8118750106182091	0.918113343946595	0.851453018238786	0.8357146640055929
ATP5SL	0.5559927755725647	0.49621165706809195	0.6546927957448739	0.48730337460589646
ARID1A	0.7018860828151169	0.4628573235497894	0.7681109625830133	0.3528345970056236
ADO	0.45885558349203	0.34123046326977724	0.44477887597039056	0.40466359494079196
WDR24	0.3629661251324864	0.3035009735976471	0.32621352998044717	0.19080226308625706
NF2	0.1932466677509833	0.495888675450971	0.5552162432658636	0.6296255553909861
RC3H1	0.2867335477967617	0.23640670344802422	0.23223540417533226	0.10280277128833885
CALR	0.884589474021322	1.0737237440892609	0.9577280092397238	0.9456137136579755
FADD	0.42121822229792544	0.9848943378777056	0.5644701646947611	0.7461595897719692
MEN1	0.5330705413045647	0.5285781757868588	0.6982873059042375	0.305313657319412
CASP8	0.05681800223594064	0.6079973402243326	0.16578836808749592	0.28492438777767914
IFNGR2	0.5111417580448694	0.5633876918107915	0.30407846066226313	0.7692828983963409
TAP2	4.49223476773516e-21	0.6676536245628036	0.23679200930195968	0.4986837421811808
TAP1	0.05874855269181538	1.1870920950916688	0.13667630136120595	0.9315245600892165
IFNGR1	0.433482841547778	1.0083669574255112	0.3106248324375974	0.6484838720886582
B2M	0.7624386019618618	1.145266231490686	0.7366023924349547	1.0185742994220996
JAK2	0.17031069003929838	0.16625345475588144	0.12347724624037716	0.19470795688806228
TNFRSF1A	0.13630956938498806	1.2108647226867206	0.26169224054814333	1.0468137403542168
TAPBP	0.35343231195026176	1.1877853149920694	0.35092424288743596	0.9005388595684757
STAT1	0.4468399649296861	0.9783134992639871	0.5245114714051335	0.9142197840844039
JAK1	0.4242025786229813	0.8234589222535332	0.4634188167339953	0.8692910592208579
