Name	C0	C1	C2	C3	C4	C5	C6	C7	C8	C9
PKNOX1	0.47744830837520313	0.4189097519874461	0.14162563400294284	0.07174306459375895	0.022390285154452468	0.26799642604329627	0.12228890523730351	0.43444259987602496	0.14051488309525756	0.3227142120809925
PTEN	0.7116604243557519	0.3490276514980976	0.3924230573996588	0.31537397763780917	0.16664782936521566	0.08466005047509531	3.421119993387659e-07	0.6183112532707609	0.7145489269374793	0.23634379929975682
IFNAR1	0.5878233216054153	0.2511277444738396	0.4718677905771576	0.34764662738017715	0.5145959574523951	0.43043691949489	0.3393664793038706	0.8230816171643076	0.37450959338455325	0.5040551129382304
SURF1	0.9753498028407978	0.5418926027350962	0.8247373316963259	0.30791162508048264	0.5963075920555584	0.4195969348133084	0.7600096692528705	0.3818926926786359	0.4787484660983218	0.45962258130301326
LSM12	0.551172083123556	1.106755055419704	0.7634580191751014	0.3578685604980115	0.6764080227042568	0.6427681676565028	0.3780788959113288	0.6131163834290208	0.9572470441617084	0.4086073790657892
TTL	0.1555895173751553	1.1556760751793813	0.29394736224578555	0.35972514543107836	0.1695251345312375	0.7887962729874458	0.04424846678248622	0.6529016661487724	0.5189141221128555	0.9342468765867538
SCAF8	0.7970636541390036	0.7884099726133582	0.1400315887149452	0.2975797346230776	0.11879325855675367	0.5586772283616434	0.5942524503091964	0.5942243289741561	0.17510526897176135	0.46263342471355223
DDX39B	0.4722378297078947	0.4997787163557564	0.19182040055965688	0.037366940892556225	0.1272915126165758	0.30451546290488246	0.39816311801758897	0.30020018531763065	8.695880551248816e-05	0.2670353470928976
SRSF2	1.0234268124251604	1.3246089051388452	0.9700222385551336	0.6549299642043557	0.8143356619752767	0.8942477425615062	0.964531839224399	0.8092144318089783	0.8640574452071919	0.8510175484750003
NDUFA6	0.838278716032105	1.1934334410781315	1.0555013816773924	0.5201366879933106	0.7041436108366678	0.7692453470690677	0.666998461748511	0.727918031228754	0.8710222730319234	0.8372073915949894
EPHX4	0.11527777291982369	0.18548842317411982	0.02440399674646072	0.11028329968706103	0.23364191346837185	0.14929218741539782	0.060440731508848745	0.0005817388505703247	0.48586676044891164	1.242612442537839e-07
DUS1L	1.0727794116510228	1.070739338751091	0.8085409061602761	0.4081725358213136	0.738053131412799	0.7687599187247762	0.9006251517193946	0.4797054123644357	0.8027949395205791	0.6613222000045411
ABHD16A	0.9422292621163543	0.33542431694855657	0.39253588640496184	0.1918578977947138	0.325150312069304	0.4034669979697857	1.2920100702649522	0.5141496958110753	0.2576055637702735	0.6724241007703304
NXF1	0.8286461106334954	0.8409272073537842	0.3802883215657377	0.3869081873431188	0.2242795563363848	0.6167441057629103	0.6956967838351337	0.6119608284774897	0.347796609695704	0.6318601053775909
FBXW7	0.6902552231905782	0.3320400058444597	0.13166068093839067	0.07033463044279414	0.05297924279369621	0.3412882220041796	0.18602210137567804	0.4145097410648639	0.10141368485217302	0.21519792673920562
USP4	0.32497539326854874	0.49938832953957024	0.23104633325027046	0.2587051277503297	0.20800270847580657	0.21317827768617773	0.4091013559169225	0.5492885076672518	0.49366953546706216	0.787558157375908
FAM117A	0.48986087128169975	0.3493283389183849	0.3248072833561023	3.0864493329135185e-07	0.2946109568828171	0.29396285890276225	0.03351237474817389	0.10689716518252394	3.1443431647029887e-10	0.08793554824821698
TAF13	0.48840746674369007	0.75911503180843	0.9483631640064996	0.5629142666753779	0.954833098462451	0.5331078853476304	0.16591828974851966	1.0928575148917992	0.6734885501488018	0.6775014931013488
CYC1	1.0348236358669387	1.3191036902520117	1.039678935691055	0.5998173504915741	0.9101735526554497	0.8417609413359443	0.9845200556995158	0.7807876600419418	0.9012069514890018	0.8314221461526545
CDCA3	9.209978698724987e-11	1.46776933074873	1.195374495026617	0.2867575025515377	0.9694439407669264	0.5725543552589667	0.21947700610884185	0.18579015630608758	1.0708439822034257	0.09682030786966943
FXR2	0.6633550386452385	1.0495155060100616	0.5328763663111795	0.42769788094812644	0.40723573296885934	0.7843691988770982	0.7206468126537637	0.794584792897083	0.20525961218884414	0.8729378282707586
THOC5	0.22548889856455614	0.8727526002434172	0.668579314656355	0.2248753246036697	0.4849124797243386	0.4885350600246019	1.1789166251316344e-07	0.2455918323511064	0.4052667746050923	0.5302375438284711
S1PR3	3.924919634424385e-21	7.987594116909035e-21	0.6901147803604107	0.3221754269366485	1.0243145160529597e-20	6.299338861655244e-21	3.919455876246242e-14	0.35870544141869487	4.652238464236796e-21	0.20491533471238388
SIGLEC15	3.2481315071458437e-21	0.042273388841932845	0.028052735385393674	0.04797898009632031	0.0013284299647605994	4.465900970996303e-21	0.42010006233344693	3.617002783488918e-10	0.11066466147856621	0.30669199521930873
COCH	0.07639660905539532	1.0560301659887535e-20	1.2841090792814787e-12	0.206481381144313	9.278060357931435e-05	2.6115925954971924	0.23465169727736604	2.7649490972359196e-05	0.04623845647222253	1.0491949971401876e-08
QRSL1	0.4444753312151293	0.6077097574114398	0.29890841776039306	0.1528543704243225	0.314070438967501	0.32997718733375536	0.05962162750492045	0.29882567094498697	0.3415928493080387	0.07110474078738856
EPHA4	4.696757173917501e-14	2.8905296554191603e-09	0.5134797617930049	0.09848572190177789	2.796893567680691e-14	0.38799774581627494	0.524531188115688	6.38719587788748e-08	0.0008766745011341159	0.37905098856613584
MRPS26	1.008599544204769	1.320137045030584	0.9485091603926852	0.3794972170646387	0.7581892879566655	0.7391998971635703	0.8605691357570481	0.4342243855253374	0.6376421563039544	0.6645444469893088
IL12RB2	0.15551897352713115	0.18460327844301033	5.968581293211744e-21	3.120691350657783e-21	0.1954608195035799	0.1271771609549988	0.00011298599869375477	3.7273683640824804e-21	0.011490401385573664	0.1429513071049354
ATP5D	0.8168887916064136	1.2806075450094367	0.9705223096085971	0.3827196987946608	0.7271838722514719	0.5679233620270632	0.7658436863028231	0.5868803186754834	0.986743536185976	0.7478731636275964
CUL5	0.5901535704556012	0.679484972904496	0.2074558643333176	0.3096002807797582	0.278104803114174	0.48632315856393804	0.1432811886346379	0.7630694179818659	0.5127813551406553	0.1584353114042517
SUMO1	0.9612279474728556	1.1723381807826672	0.8835503826312253	0.7271488915306134	0.761458618360863	0.8140837585514731	0.7287712734083641	0.8527188268560293	0.8601621619728393	0.8121450510183922
AHCTF1	0.6772570909828077	1.1671265688918016	0.5944400580469872	0.2810013754171507	0.6785180510415827	0.6197429512474426	0.09185629335074477	0.37166929429936285	0.566464885844951	0.17309522432470514
GPCPD1	0.9895980356340948	0.029166606398600536	1.4777827385125065e-11	0.18169072868141437	0.18894303177205468	0.0010575545010745948	0.5660691974497464	0.535055532847139	0.0051964094446707585	0.3506693904256061
GAPDH	1.1022862755977274	1.3148850042984093	1.038294976442188	0.7438117365978348	0.9329537934130298	0.8891045872289295	1.0456520807216414	0.9416649819406833	0.9167566743693306	0.9369162136150133
SLC38A8	0.11702158754654425	0.06145134880120578	1.6452786270680767e-08	3.2811761767067893e-21	0.010225446355330138	0.054883449257162605	3.681387417793533e-09	0.005255443183659051	0.0010572283219130686	0.025423268414321794
DYRK1A	0.9074967613986663	0.4722911026358835	0.22073799865950766	0.16455119807744983	0.1897485805521925	0.5096173075401543	0.4591612239235527	0.5440452038454733	0.10517176586486965	0.4547467482900687
HNRNPA3	1.0265283715644646	1.350449547919858	0.9842154389807302	0.6729212552159812	0.8392499130737378	0.9084856826518103	0.9519607813769322	0.8427866430113166	0.9009225007708995	0.884002863144919
SLC29A3	0.7911004636164374	0.016330014101889237	0.6173951932134054	0.1395953824816038	0.19619419003613411	0.062001131355015705	0.3787161925043139	1.4442483815889676e-07	0.0005636693220121258	1.4998145165479856e-14
SMG6	0.24348650125501292	0.3843852482773274	0.2601578208559018	0.21883129875581797	1.9770738805705777e-06	0.2742617196246068	0.40859084907161664	0.4649331363461081	0.04433148380821406	0.3989728542963391
SMG8	0.5109954350130009	0.6240611410021795	0.6224592494483036	0.23327702955790844	0.5383665406395929	0.5945017725893	0.23143175179797992	0.46197559456423226	0.20978174254159718	0.47597576761201577
SEH1L	0.608686964184531	1.406592218642475	0.5554673851997386	0.4364134899477659	0.5993401553542312	0.7863945231411185	0.1898225273228595	0.4399581127719882	0.9170858351998157	0.2697943539267998
EIF3H	1.0367380752618534	1.1485892788012035	0.8502396025958794	0.6324931348696012	0.7903710141064338	0.6771743521201986	0.8267862737261232	0.7043679516887486	0.8660920309318004	0.6694482937409112
EIF3B	0.9496059768804571	1.297715094865177	0.998472167197729	0.6627856925121296	0.8778476447539868	0.8683004482024946	1.0259999718746484	0.7797306880760493	0.8763729759953361	0.8890927190590634
QKI	4.275365750890651e-14	0.36417603415818134	0.38199132669581143	0.7481689826231065	0.3735988261049789	0.23992400993967294	0.0005784055195065175	0.6980016514225086	1.4331301822509447e-10	0.5800522109669507
KAT6A	0.7677618894881401	0.8141580316291334	0.00898961953383943	0.0012509666847865975	5.920917785238675e-09	0.6004306921021838	0.64689777399723	0.37019840492863665	0.05856478895874763	0.42954465470660436
MEX3D	0.4270645380562295	0.8895660815388027	0.6421103232207391	0.5307176705556305	0.0022313324555992362	0.39683553653850445	0.5979806402292148	0.21473191704584077	0.36109875045723056	0.263020714140559
TCP11	1.7743851520499357e-10	0.03319133505522448	0.01874152433479627	0.041009157664119236	0.0698220767977774	0.021537528504609244	4.946949430574516e-06	0.050004511833800315	0.06643959002339511	0.07936980584247126
SPRY2	0.024253497098164087	0.24226695701097795	8.81249943768785e-08	1.0604276418630536e-05	0.26742043682053285	4.090818597337159e-11	0.35860010127595016	2.2200652674572843e-20	1.6509821820618047	1.9569770128882749
RUNX2	2.2793410425766584e-18	0.10799718947492232	0.05030696741978905	0.8653342526976905	3.028227262081065e-07	5.1534037205427205e-21	0.5916386802651491	0.005166282139901944	0.14180309774803126	0.21354512672988848
SPRED1	0.07752614558652118	0.364088198809052	0.21820309328176296	0.1692086188849326	0.33588143801778697	1.7990596954877296e-12	0.009127345045797252	0.17467034665296546	0.9455014003459185	0.9754613318487055
IGFLR1	0.16729237127971794	0.31130261534083475	0.44445163876817245	4.142141622400533e-07	0.23339466213822418	0.21974878908276688	0.05350390906320315	1.134518453520165e-06	0.14419672749266987	0.09182989952309098
KCNIP4	0.16148162560582796	0.21847535052944062	0.0693636651814564	0.02849505581225107	0.03850826932038313	0.09850806780282706	0.05205190804952642	0.09183702319132503	0.08163989750772511	0.08434042500585308
PGP	0.14693561856596535	0.9927720876958731	1.2838265578696553	1.1869050370150931e-09	0.7423973959647368	0.3941766300345907	4.550298813472691e-07	7.283412266374079e-12	0.8763234668740315	0.02883870275771507
OFD1	0.9248396368706071	0.37707503552409055	0.12955158548642368	0.16960358993239222	0.2775254386448597	0.26890399599652637	0.5339261605574395	0.3948508940112449	0.07184614667351844	0.05708364546838029
CDC14A	0.18630754436923672	0.35731091071682797	0.08694412237120709	0.03885855748886871	0.08571268205371597	0.14434164000307292	0.07466406622215783	0.153963802101263	0.16780906028460477	0.06957291244825946
PPP6R1	0.7574210837393967	0.9957500867676794	1.0006152636882253	0.4166585742413617	0.7014873337233135	0.7696220074352051	0.995271128022814	0.5269567747999041	0.7332466371718788	0.8436084235113009
CPNE5	0.07307409429456364	0.1413619579556471	1.2632248561414034e-07	4.482712394639604e-07	0.05686250436463949	0.12657182951655924	0.14959374145604237	0.051912622803682425	0.009042767073118919	0.10524321170382486
ILDR1	0.6414679544125487	1.8988279360647545e-21	3.3933437382941e-21	5.927890467247451e-21	0.046681733044080596	2.377610034552786e-21	0.22084480573092588	2.2837703851441937e-21	0.08973403286480126	1.1225624050900767e-21
CCNF	0.1901813389366968	1.4168604192110292	0.728087295512391	3.1558689138454465e-09	0.28574345633175713	0.7708366158417445	0.41220134749108334	0.0008380290528621697	0.42434060978493626	0.16255459843533515
MAD2L1	0.6055033558726389	1.6200989031605675	0.9489451571041151	0.5330244597887894	0.8114326907242622	0.9918647171090715	0.49674122621015804	0.4731717061114859	1.037045152957993	0.5582431439992306
SNRNP70	1.0092999512168574	1.1285230718225592	0.9265756785590242	0.5882940166345464	0.6563424232930956	0.8555196356524309	1.0575515467596595	0.8034830703736914	0.6425713743786152	0.9328512158860645
AGPAT1	0.31179305739218655	0.4954461375334546	0.317337180727965	0.09616409193260214	0.2791386167540262	0.587293277893358	0.9303831384765852	0.39898314441717964	0.016207551241350628	1.2119937760260526
TRIM39	0.2104838335269352	0.25208343040717296	0.1461042032565691	0.05393155486382323	0.11187062542199526	0.16718121540911066	0.22741174779095044	0.181594696018019	0.042002490529862685	0.11962378516033836
SCN5A	1.0618208986404491e-11	0.3046120009774319	6.4399953081929014e-21	0.0822037905452941	3.194312032247079e-21	0.12289359791753925	0.00017621185029681572	0.03250274362336678	0.16403954715128266	0.0625417016032567
PHGDH	1.3382743938482544	1.5185159542236466	0.03966075142454832	0.6985774774089027	0.024801721257377566	0.6015456845881209	0.12852761994653192	0.8962818354475447	2.0288216555763596e-06	0.7200300957504495
CNOT3	0.6361450030262636	0.8763130509751017	0.7364659358288099	0.12508279443346085	0.3798833849104208	0.6243523320153319	0.7791739569339626	0.30010635067474584	0.18335293582474185	0.36683489468432673
METTL4	0.45765994531892845	0.5088363097809755	0.1565013488878156	0.32303106668110415	0.1951078885851143	0.3793815887564407	0.10287985157570334	0.25610477503764034	0.18424640999456388	0.16426508475471002
VMAC	0.5242523458876656	0.09085071915367313	0.2689262137933172	0.0022476276683535395	0.06944135146382555	0.061714576682526875	0.24021518294821065	0.14703959923645518	1.7029579210249332e-13	0.31193361602801284
PANK4	0.4224615286375303	0.5131097203597952	0.20469540380522902	0.09406318574958528	0.20357449542132983	0.4585882805732069	0.405157121608654	0.30408323933092946	0.07110058565258691	0.2752703853709848
SERBP1	0.8803324984795818	1.3703103575318767	0.8847653536284151	0.6545334969683304	0.7914558602100638	0.8724597316558471	0.792702043286549	0.7996596690990813	0.8714187696878997	0.7701377622107702
NKX2-8	0.08321298418420692	0.05728468663581125	0.20551135251872774	0.017748190918054425	0.19720001733147507	0.07030534643653293	0.032173694412217485	1.531650828941947e-11	8.974850455995528e-17	1.883939766473897e-21
EHMT1	0.8245284884178221	0.8199230542859287	0.5564860608730642	0.1504196048736762	0.09936200280168368	0.48429922240182655	0.8161645183582164	0.3456551952988743	0.08682412524115733	0.23234235896244965
ST6GAL1	0.9688514346494216	0.0027479072903908593	1.1289256143200902e-10	5.611620204441785e-21	0.21799353862987156	0.20381963620893187	5.565100324706794e-21	4.950000427630303e-21	8.022443187076791e-17	0.8233924159371112
GRIK2	0.14641689776426708	0.0189457510959874	5.3732641522148885e-08	9.503671602166984e-06	8.651447058293403e-21	0.16832234296656173	0.013481246787155308	0.09508221649286903	4.6978825355039716e-21	0.6306745361084962
ANAPC2	0.7613054574901998	0.5568862445267484	0.6373963015667808	0.26976763488213745	0.182480389299687	0.33527072908898276	0.8530351925222021	0.3747131096211432	0.08080086253342177	0.372641189164118
FNDC3B	0.1659294947020463	4.2459366927318854e-10	0.7877368278720567	1.0286824712080243	1.1332435906956484	0.21566905698145475	0.6130581125765793	0.9289781539971455	0.4520916797778357	0.5702954382756631
ZFYVE21	0.7860432181433792	0.4610970724788648	0.8750854036437876	0.5350886273659843	0.6792874661635784	0.269052245927235	0.6163620101066201	0.8976778323653313	0.7502162224865643	0.319530364324731
FBXL15	0.9487025984632554	0.42251018533007617	0.3821427296237617	0.04563364041196923	0.18054097305082012	0.2786623511083685	0.4538301937265044	0.3704804476246668	0.40709610154771375	0.3747558777169981
GPRIN3	0.34990896345594386	0.03332051698782389	0.009358603429745888	6.6830894283484264e-21	3.3990782031457715e-21	0.3087607817763283	4.423191170264707e-21	6.808138031026951e-21	0.03469025661017955	0.12124887443693085
AMD1	0.7570930860076355	1.225083742659907	0.7726581541849615	0.49574987912366786	0.8459519055943729	0.726941660672695	0.43616745801411255	0.7392908920142214	0.9858423688443202	0.6791073041466463
FASTKD2	0.6416443036989733	0.9051903511479953	0.6197780986128171	0.3638972445826928	0.7736075878464597	0.48351228368165616	0.09381639751509963	0.4393225470293041	0.9348563113922863	0.45564054012225674
CRISP1	0.022157792761127792	0.01607901381836465	0.037295633063909525	0.00227912016031486	0.00364404080767274	0.0003061269110880115	0.009435845693106777	0.009060508314870042	0.014282013368046149	0.010145436958462921
NXT2	0.19038241121437752	0.6377028427610668	0.6040354061507205	0.1339954633553261	0.5284334359925924	0.23948311349180507	0.01832436211457288	0.21888468597548305	0.3084153290030562	0.0002470707754537289
RPUSD1	0.37776025995481083	1.113025828591175	1.0158191168732917	0.061057292122045324	0.6368710199216758	0.3556660579995293	0.30996863751937076	0.0845571722118676	0.8592880120246745	0.2072285831868709
MSRB1	0.5515533976427405	0.37207549152770225	1.4049735467872424	0.4219080782341244	0.5924495116211395	0.3006622443050937	0.005496904148543559	0.19003825694672158	0.8195447867677003	0.27120731747235344
SUV39H1	1.0612940552229565e-09	1.050688057642736	0.6314763324758751	0.02735934139855301	0.39815364681574317	0.5216908161702589	0.3837148869259325	0.003037378824775566	0.39706220074233683	0.12343268322343869
SYNGR3	0.3298965232562658	0.3020705516967719	0.18326629123393398	0.08015050887024232	0.05532093756646981	0.21673753162105627	0.03428659743124779	0.22265472353569923	6.466284359099387e-16	0.0020051923711185264
RGS11	0.4512828068660677	6.601393222874852e-21	0.06301053129731776	5.07742440822337e-21	4.0390524170971276e-21	0.1036932009051554	1.6192249617635336e-13	0.29467411506580826	0.013503678923695391	0.08213358864945257
PITPNM2	0.14526798045236897	0.13292134093723285	0.2527313407883834	0.11320583538175316	0.23008816142859204	0.2893138491696533	0.4995887034191659	0.20832952461359952	0.01874483864973737	0.2816666140753022
TADA3	0.55990972094609	0.9622647569475047	0.858549111834069	0.6618680394884073	0.3199901829518491	0.4910281876786149	0.6802068462383697	0.5710401187868165	0.7956966694950872	0.9274659711502519
PIM2	0.09327568119861417	0.6313139983161369	0.39141043284910443	0.024937874770175728	0.343842837365129	0.4446625984636134	0.08474561031860614	0.07951768418161008	0.364393158673463	0.059102328787163344
STIL	0.14635618259785793	1.1244194430977514	0.4240306026711405	0.19892620581291004	0.5195047371524887	0.6632433211113998	0.16138087921012928	0.19695362579800893	0.5989648454852171	2.4982280182014746e-08
ACSBG2	0.09400011536461782	0.14833761277914648	0.07937532761435279	0.003768209519948691	0.023490945860645467	0.03701171310723322	0.056579040919602336	0.059671634076231675	0.03686576393582115	0.003555472455803015
SWI5	0.3736759925536632	0.6700296782878379	1.0019749929787696	0.5374599522505632	0.6874554996749623	0.41073136004724387	0.5718421870081885	0.6072599788353467	0.5303915569531895	0.5455674712064158
RAB8B	5.6276329185287295e-09	0.2335505514878442	0.38951134274784405	0.5744889414314741	0.20295834038220714	0.33868704975665515	0.033575897421114054	0.7126586843618565	0.20925336708808812	0.7690941784498504
EIF5B	0.8069656223237298	1.1577469697090237	0.8936842202742842	0.6721960854356552	0.8261684241505574	0.7076046856725784	0.6731000980228893	0.743146051952347	0.9515811876786023	0.7378791790466225
GRWD1	0.35405517805611353	1.2327315199359594	1.1689300940226073	0.2402318240349862	0.7629409105702515	0.772777039312546	0.5949579175015782	0.26036311993438466	0.8113952658881608	0.5741287258848847
LRRC47	0.6950176512878063	1.0711180035837904	0.6902243578952251	0.32683881892768196	0.6706503604438494	0.6501181058337646	0.8055091948358004	0.6053932518256985	0.5211411444717513	0.5702418026227737
SPATA2	0.4442512119557274	0.37289463405791395	0.4080393225860084	0.010986704383141817	0.36626806048904187	0.13466708312370174	0.5229829887531661	0.01982231780097716	0.20970215839663214	0.25187435101480493
NRD1	0.680680141781827	1.0470150205605977	0.8564009439422297	0.6630777469435022	0.7266392683406016	0.7816428300305486	0.712287554155849	0.899690547980858	0.659201863092464	0.586358802467948
PYROXD1	0.5197777420162358	0.2544419435597423	0.149887576846571	0.04859057442840236	0.3705924259411147	0.12233602303467211	1.3936939246168543e-08	0.4832250455861159	0.5008841847136504	0.12358454481499347
BRPF1	0.34242223835706026	0.8586878567498734	0.3365680391008626	0.21423638574032883	0.10260369014592044	0.42732426152836106	0.4619499220177683	0.07408797063319982	0.265971778361551	0.4038197062621292
FAM109B	0.31348013129314894	2.7423884427847743e-21	5.278364059292171e-12	0.2359029209316033	2.788905503069873e-12	1.334821517604739e-13	5.061063591483694e-21	0.1261920247430294	0.962725026847114	0.5106955863748581
AP2S1	0.9130207654243514	1.2221968626094426	1.1282863825967804	0.6545939845557806	0.9086597152984243	0.8012542119782329	0.9449410398382238	0.8276109411417707	0.8994847249699891	0.9352660203477378
ZCCHC14	0.7165428220469677	0.8182464281434639	0.12258774200332088	0.25156075305192177	2.7079539851245477e-07	0.4954474165862944	0.531458595488809	0.16990396207890887	0.14608540719527133	0.4437584256089548
NXT1	0.4481981926669863	1.2076562625631082	0.8508311129115795	0.365532206753194	0.730434138130533	0.5812800536250746	0.8297783271633608	0.10753446661496516	0.6613675941685565	0.38087738220973044
TAZ	0.8037161817976285	0.5121219077160906	0.3367337628481233	0.4316804429526052	0.37990765635863283	0.3071881400422704	0.9359507530197854	0.41308646831001516	0.23715520781458024	0.30034373631405187
MOGS	0.8348526445535147	0.7297508143907152	0.7817852047851034	0.49960992229558837	0.7700748132050559	0.5373796473523863	1.0547719654835903	0.5984015177998855	0.6150537920169602	0.7397120871975126
RANBP2	0.9033689481168871	0.9126557344719433	0.37504713091404557	0.35472784634129045	0.43012065943096084	0.639898932811408	0.3706830482957084	0.6098558608177748	0.6762554774107988	0.5377065133355099
SMG9	0.5428661740908552	0.7892217707907508	0.6296816873383515	0.4234937588027234	0.3401404313877674	0.6978659860158145	0.9599486021160808	0.5009098519841075	0.436428460103479	0.807845714703158
PPP6R3	0.9257238246189837	1.1232569133669184	0.68889776790683	0.4668448737982385	0.6152841036678549	0.718543551293271	0.680147660016652	0.528476471707213	0.6628023856111079	0.49838766154025615
MTF1	0.40940384016277304	0.4410079872617758	0.2412408448143612	0.11963626133694862	0.20705911319008646	0.2755211543102626	0.3246567077637426	0.32878694393648145	0.08995660415855994	0.20217808668431655
NUP188	0.44142114985984593	1.5683208934437318	0.6022851049840983	0.2625841933165417	0.34384757469436006	0.8438898524949701	0.8924454743433438	0.4115679080294926	0.5631034740755465	0.5149402081370789
BAP1	0.5085013126068754	1.1727623210235691	0.6609254513299958	0.4782836737389177	0.38515130759294275	0.564685685495237	0.6323137940593484	0.4878677923925875	0.6417429301088737	0.8835922386354316
ZEB2	2.887785939988312e-21	3.3510773992110694e-13	3.629564173842216e-07	0.09972390222493713	9.49343384681107e-21	0.04170922763280414	1.5169617684262795e-20	0.4074305434624315	2.1299269850022855e-19	1.1889825984878144
TGFB2	0.18493347297413845	0.1460050549866937	1.7124295688848332e-10	3.5914238528300344	7.033786646166903e-06	0.05337467785890917	4.637213223684631e-08	1.2366646204592287e-07	1.0741964441984596e-07	0.01318184873243653
