Name	Score	0.95 MoE	p-value	FDR
BRD-K11533227	-0.34158202177651803			
BRD6340	-0.340727415135418			
apicidin	-0.3399464108871004			
CIL70	-0.33839278743495077			
entinostat	-0.3379636854116973			
tacrolimus	-0.3377143602931109			
tipifarnib-P2	-0.3364819848077618			
ABT-199	-0.335875811091478			
olaparib	-0.33249591565720676			
ISOX	-0.3310913768926951			
BRD-K86535717	-0.3295792279396708			
PF-543	-0.3295530518103151			
ML239	-0.3287006992751959			
cimetidine	-0.32719871289473645			
necrostatin-1	-0.32678712541009425			
cucurbitacin I	-0.3247700736717781			
pitstop2	-0.32392125219607637			
UNC0638	-0.32352696035067574			
pifithrin-mu	-0.323271021476905			
ELCPK	-0.32265167814490825			
decitabine	-0.32230106496820543			
BMS-270394	-0.31957198584147606			
HLI 373	-0.31849359923864856			
Mdivi-1	-0.3178467583603045			
PLX-4032	-0.3162035775875824			
BRD1835	-0.3157175853820247			
Compound 1541A	-0.31556999098374466			
NSC95397	-0.3143589740418533			
BRD-K04800985	-0.3142853564398263			
BRD-A86708339	-0.31356683136664687			
PL-DI	-0.31335097017516306			
istradefylline	-0.3120254361876756			
BRD-K16147474	-0.3111846073407636			
mitomycin	-0.31027606383707			
BRD-K71781559	-0.3097015412512371			
zebularine	-0.30849511217104963			
PAC-1	-0.3084087991369596			
BRD-K41597374	-0.3082445357229771			
NSC23766	-0.3078410086505921			
Bax channel blocker	-0.3076538326042254			
BRD8899	-0.30741330747936285			
CCT036477	-0.3073441359797131			
SCH-79797	-0.30722975137263775			
navitoclax	-0.30683715548647256			
ciclopirox	-0.3066806958566284			
SB-525334	-0.3064792634609013			
HBX-41108	-0.3061461560686072			
cyclophosphamide	-0.3047208489557697			
erismodegib	-0.3045261063055283			
piperlongumine	-0.3041497521328699			
BRD-K34485477	-0.3026545866992735			
AZD4547	-0.3010810355601375			
BRD-K33514849	-0.30075128503912374			
Merck60	-0.3004932726576015			
dacarbazine	-0.30002013573758757			
KW-2449	-0.29943992024548116			
teniposide	-0.2958945713256599			
TG-100-115	-0.29554478088509334			
sildenafil	-0.29528375570946236			
SKI-II	-0.2934782106057337			
BMS-536924	-0.2929186659758788			
foretinib	-0.29259691176357877			
procarbazine	-0.2924574539380109			
MGCD-265	-0.2924260299412871			
GMX-1778	-0.2923613786198931			
pandacostat	-0.2922919494959508			
PHA-793887	-0.2917447491495573			
ML083	-0.2902951586630778			
tandutinib	-0.2896612199736108			
ML006	-0.2890142798453836			
darinaparsin	-0.28855741591640355			
KU-0063794	-0.28660971524869855			
Ko-143	-0.28582596730132914			
CIL55A	-0.2856675591144666			
brivanib	-0.2854414498254125			
fluorouracil	-0.2853235707735281			
etoposide	-0.28516177688499444			
cyanoquinoline 11	-0.28513623887270484			
SU11274	-0.28511793042815364			
linifanib	-0.2851117450952821			
LRRK2-IN-1	-0.2840616550802215			
topotecan	-0.2829325346893421			
ceranib-2	-0.28233477512434124			
NSC632839	-0.2816521882293129			
LY-2183240	-0.28125372035846985			
BRD-K30019337	-0.28113766226605935			
BRD-A02303741	-0.2810873584243152			
isonicotinohydroxamic acid	-0.2806576523593565			
temozolomide	-0.279496842245465			
axitinib	-0.2792114142177735			
cerulenin	-0.27837117790351995			
GSK4112	-0.2781577120144618			
BRD-K35604418	-0.27773071913049857			
BIBR-1532	-0.27668643911461427			
bendamustine	-0.27543585835025003			
necrosulfonamide	-0.27518590666577836			
brefeldin A	-0.2751375959271235			
SMER-3	-0.27484196782653053			
OSI-930	-0.2745609403371401			
sitagliptin	-0.27332352560812345			
AZ-3146	-0.27307011985971164			
parthenolide	-0.2724296610000493			
FQI-1	-0.271998001344344			
BIRB-796	-0.2718680609707215			
AZD1480	-0.27136360485507094			
doxorubicin	-0.2709018515575745			
SB-225002	-0.27028092858128727			
bexarotene	-0.2698785183385645			
GSK461364	-0.2686395541067054			
Ki8751	-0.2672574686896085			
importazole	-0.26724183699659254			
CHM-1	-0.2668543788267503			
KHS101	-0.26638890935687887			
BRD-K85133207	-0.2663315414705526			
NVP-BSK805	-0.26537336072506			
I-BET151	-0.2649163866995004			
narciclasine	-0.26445916139396			
FQI-2	-0.2643749756269674			
RAF265	-0.2641734674020693			
GSK525762A	-0.2640284813967701			
sorafenib	-0.26344459704489354			
Ch-55	-0.2633575393870537			
PYR-41	-0.26299166139793917			
KU-60019	-0.2629680301266542			
isoevodiamine	-0.26146488252457856			
azacitidine	-0.2611352279395958			
sunitinib	-0.2609766733667873			
KH-CB19	-0.260783242866643			
hyperforin	-0.2602716933210986			
BRD-K09344309	-0.2602286940575384			
BRD-K34222889	-0.2601357580749265			
SN-38	-0.26008487345587994			
BRD-K34099515	-0.25884800102382166			
SRT-1720	-0.2587109749552854			
ML311	-0.25870640475168766			
TPCA-1	-0.25861025746421923			
lapatinib	-0.25860413911999974			
SR-II-138A	-0.25835705968422584			
BRD-K96431673	-0.2580170344154389			
BRD-K14844214	-0.2577611188778055			
gossypol	-0.257690550592502			
tivantinib	-0.25727824168838814			
PF-573228	-0.25690266863452266			
JQ-1	-0.2562388266404238			
ciclosporin	-0.2554585935778091			
NPC-26	-0.2554199318033267			
GDC-0941	-0.25514669314350924			
KPT185	-0.25454298404908704			
marinopyrrole A	-0.254480306571142			
FGIN-1-27	-0.25437782589470126			
CAY10594	-0.2532706924668503			
KX2-391	-0.2527525337314598			
AT13387	-0.25256252971625986			
MK-0752	-0.25150784716502816			
YK 4-279	-0.2515073836881751			
QS-11	-0.25123566012773096			
STF-31	-0.2508442365852135			
PF-750	-0.2503149651653417			
GW-843682X	-0.25012656879015693			
NVP-231	-0.24928545982305364			
N9-isopropylolomoucine	-0.24839620809128285			
BRD-K97651142	-0.2477164634572909			
BRD-K66532283	-0.24769530082959018			
daporinad	-0.2473306776403901			
NSC 74859	-0.24681487982734995			
GW-405833	-0.24567278686409091			
BRD-K48477130	-0.2454799791585381			
GANT-61	-0.2453291167956977			
BRD-K37390332	-0.24477950544327717			
purmorphamine	-0.24419405911943398			
BRD-K70511574	-0.24305605623657003			
AA-COCF3	-0.24281100211379802			
tosedostat	-0.2427440114842624			
ML031	-0.2419976005923799			
CID-5951923	-0.24003146074650172			
semagacestat	-0.23999388187797657			
COL-3	-0.239128658005307			
myricetin	-0.23909879473645088			
quizartinib	-0.23882700768636753			
parbendazole	-0.2379289448625745			
ETP-46464	-0.23785991018803096			
BRD-K64610608	-0.23782105412436225			
OSI-027	-0.23768851710953837			
triazolothiadiazine	-0.23743149000644817			
bortezomib	-0.23706973095059136			
ouabain	-0.2367547854921223			
valdecoxib	-0.23660097905609503			
BYL-719	-0.23639830437449705			
omacetaxine mepesuccinate	-0.23638223803652553			
bardoxolone methyl	-0.2359729199541204			
CR-1-31B	-0.23540160021793322			
MG-132	-0.23486469123913628			
triptolide	-0.2338664963651014			
WZ4002	-0.23378910703264422			
regorafenib	-0.23365551117901287			
PF-3758309	-0.23287041117213036			
palmostatin B	-0.23238791775038856			
methylstat	-0.23197852213921852			
tigecycline	-0.23191331649625482			
TW-37	-0.2314580206699686			
vincristine	-0.23130669252072744			
PRL-3 inhibitor I	-0.23109047346783787			
3-Cl-AHPC	-0.23074734021833224			
MST-312	-0.2299268789925322			
NVP-BEZ235	-0.22786960179793767			
leptomycin B	-0.22728684138113225			
BMS-345541	-0.22557078791170207			
spautin-1	-0.2235132192300126			
oligomycin A	-0.2227503759138282			
BI-2536	-0.2227416295950928			
StemRegenin 1	-0.22248076293718297			
BRD-K94991378	-0.22200763024733655			
fulvestrant	-0.21996058525615766			
temsirolimus	-0.21921249332372142			
tanespimycin	-0.21876267012579945			
curcumin	-0.21852992226704995			
nakiterpiosin	-0.21790874412484704			
abiraterone	-0.217521278574179			
CD-437	-0.217462840804946			
dinaciclib	-0.21729028271623987			
BRD-K66453893	-0.21505870199074043			
CAY10618	-0.21467864286407898			
B02	-0.21441873122942942			
sirolimus	-0.21440901055069758			
neratinib	-0.21403679619288155			
WP1130	-0.2121714964253797			
MLN2238	-0.2119772855436055			
masitinib	-0.2119003357774089			
alvocidib	-0.21163559276212934			
KU 0060648	-0.20965349075211342			
clofarabine	-0.2085314941852008			
AT7867	-0.20760390739380516			
BRD4132	-0.2074553857836166			
EX-527	-0.20487913209001976			
rigosertib	-0.20283430881339765			
phloretin	-0.20261929573259332			
gemcitabine	-0.20050896618782046			
AZD8055	-0.2003959390816646			
SNS-032	-0.19819174187931998			
ZSTK474	-0.19752161714170863			
QW-BI-011	-0.1958289154676252			
DBeQ	-0.19573072291343338			
obatoclax	-0.19282585060032356			
PI-103	-0.19078712787865262			
BRD-K71935468	-0.18498865063754896			
SR8278	-0.18470096253164164			
GSK-J4	-0.18351078197656515			
BRD9876	-0.1826352308752265			
CI-976	-0.1805709726842089			
SB-743921	-0.17882337588317668			
paclitaxel	-0.17022400180360675			
methotrexate	0.17171946951695932			
SNX-2112	0.17876535926144288			
ML210	0.18694866453632156			
GSK1059615	0.19232229468888876			
niclosamide	0.193895875647914			
1S,3R-RSL-3	0.19662684196704414			
UNC0321	0.200728895367056			
BRD-K63431240	0.20238490228736247			
BRD-K78574327	0.20385285559201402			
pevonedistat	0.20400743534415294			
TG-101348	0.2045909165572666			
BRD-K48334597	0.20475659458422896			
AZD7545	0.21534010479792626			
betulinic acid	0.22033939486057413			
BRD-K84807411	0.22127896048747864			
silmitasertib	0.22344636222694955			
VER-155008	0.22398284298514537			
R428	0.2240025064544227			
ML320	0.2244202577619761			
LE-135	0.22906967877255874			
MK-1775	0.23020998892289465			
BRD-K27986637	0.23177984650607375			
ML312	0.2327291064548445			
ML334 diastereomer	0.23485381883683054			
dexamethasone	0.2353331571880226			
salermide	0.23554153967040345			
vandetanib	0.23555688842162462			
vorapaxar	0.23556711115315046			
WZ8040	0.23681842297494926			
SID 26681509	0.23766937512487304			
PIK-93	0.2394276547524256			
nintedanib	0.23973469077535145			
cytochalasin B	0.2411487949748746			
AZD6482	0.24184946725013576			
canertinib	0.2420759124199685			
bosutinib	0.24297356049546684			
docetaxel	0.2438404295652258			
BRD8958	0.24499968282690468			
AM-580	0.2458285632164643			
CD-1530	0.246978848973765			
bleomycin A2	0.2530912060477569			
A-804598	0.25349189880360595			
pazopanib	0.2547748201770525			
cabozantinib	0.2551480512721573			
manumycin A	0.25541888631081305			
erastin	0.25562524453047725			
SJ-172550	0.25591857680111973			
BRD-K55116708	0.25637242665286003			
GSK2636771	0.25996862911383417			
C6-ceramide	0.2601524229610895			
YM-155	0.26190165750777755			
ML258	0.2630550349473706			
AGK-2	0.2631614472001933			
ML162	0.26354679105276063			
neopeltolide	0.2644120887429188			
BEC	0.26577537810738555			
pluripotin	0.2679028454932357			
afatinib	0.26878789044167134			
BRD-K27224038	0.26921483671710467			
CIL56	0.2711030209902427			
VAF-347	0.27211654573853644			
BRD-K50799972	0.2729138481642129			
gefitinib	0.27318511905776843			
BRD-K44224150	0.2731905275037388			
AZD7762	0.2733145715019299			
nelarabine	0.27344056177088943			
MI-1	0.27376695364925063			
pifithrin-alpha	0.2741224686061637			
tivozanib	0.27542945699326615			
pyrazolanthrone	0.2765711884244341			
cediranib	0.2789781851449576			
BCL-LZH-4	0.2809023489982483			
BRD-A05715709	0.28238073101010014			
PF-184	0.28276285808111024			
VU0155056	0.28428434000975705			
lenvatinib	0.284610665863456			
saracatinib	0.28597303442211464			
CHIR-99021	0.2876393208416471			
veliparib	0.28878120274749036			
AC55649	0.29259107021618336			
BRD-K09587429	0.29768519180152697			
fumonisin B1	0.30135403269191524			
IPR-456	0.3014723507713586			
KU-55933	0.3015555555838261			
ibrutinib	0.3018234129937989			
itraconazole	0.3050317187138933			
etomoxir	0.30599458825109105			
BRD-K41334119	0.3077434864991566			
LY-2157299	0.3118705785694932			
BRD-K17060750	0.3121157805249136			
momelotinib	0.3145561443704584			
simvastatin	0.3146138538880917			
ifosfamide	0.31513483527666125			
AT-406	0.315480321457416			
tamatinib	0.3179395354680247			
GSK-3 inhibitor IX	0.3185388203864544			
imatinib	0.3203160745011979			
CAL-101	0.32173643680714137			
thalidomide	0.32287752570381534			
JW-480	0.3237648953273933			
blebbistatin	0.32435259308680353			
fluvastatin	0.32615304235360254			
BRD-K02492147	0.3265686605902154			
NSC48300	0.3278614036038827			
968	0.32887380891440676			
WAY-362450	0.3293720753992415			
BRD-K96970199	0.3296460360762425			
JW-74	0.32978742878557127			
BRD-K33199242	0.33168194865244865			
avicin D	0.3328501315630189			
CIL41	0.33287411743806294			
lovastatin	0.3343526903821382			
PD 153035	0.3346632102378538			
SZ4TA2	0.33505664595083756			
BRD-K30748066	0.3445954649624329			
myriocin	0.34550570617537574			
TGX-221	0.346675640014048			
CAY10576	0.34828090999041783			
BRD9647	0.3485231227810814			
BRD-K01737880	0.3502032564766914			
HC-067047	0.3533327217969626			
BRD-K52037352	0.35476585078492007			
SB-431542	0.3551479937772511			
XL765	0.35668712576992695			
NSC30930	0.3600521658506187			
CBB-1007	0.36405803306785794			
erlotinib	0.365702569657623			
SGX-523	0.3660522290313968			
BRD-K75293299	0.3661551221977937			
CIL55	0.37135035891311197			
lomeguatrib	0.3713611222996124			
IU1	0.3744334667394799			
JW-55	0.3765199535982842			
PRIMA-1-Met	0.37693189125337045			
BRD-K13999467	0.3775047666419937			
SR1001	0.3808962049745731			
birinapant	0.38585973533400625			
ruxolitinib	0.3863857892823031			
IC-87114	0.3908932695887746			
BRD-K29086754	0.3954041002043077			
VX-680	0.4018030211361946			
staurosporine	0.4160257600265249			
BRD-K49290616	0.42629460640398525			
O-6-benzylguanine	0.4321536497763872			
dasatinib	0.5013915576005601			
