Name	C0	C1	C2	C3	C4	C5	C6	C7	C8
VPS13A	0.21848666191242605	0.32276080225786397	5.9307120712739575e-05	0.324037987293726	0.34586859676902343	0.38929481793521103	2.9875874036916836e-10	0.057683718382471265	6.235778072797288e-13
FITM2	0.4783228962613466	8.374553145606288e-05	0.2847089428765634	0.1201700553403394	0.2827383462128228	0.030414242856165317	0.19046367539435982	0.45989896776635714	0.13252140669642545
IKBKG	0.23487842708132448	0.021238955264097036	0.1626154902726473	0.1177288085791089	0.15282365508972362	0.0120307451582137	0.4705175258744035	0.11010905938718327	0.21622857952592395
RBCK1	0.9403550512393043	0.04802597862359345	0.38091011193955343	0.49578931925894704	1.35666684382512	0.5323665800176007	1.2474368036153967	0.7135686929439863	0.3165832539121163
CFLAR	0.1397611998305311	0.12446414515538802	4.835691084247471e-07	0.07176178729896351	0.34478938873437354	0.4248994334413269	0.9398887494823621	1.7968206616598662e-19	0.00031698625438720125
SETD1A	0.22739852938782892	0.20260756896007776	0.4552746750371444	0.5832442019054861	0.30340739332595434	5.05422138656004e-07	0.11919251396252703	0.22893060112094465	0.41584766756514824
CHIC2	0.7549811462144449	0.14114471705074985	8.605577537043054e-08	0.4659482038392333	0.36729003817171574	0.4615126610793499	0.7783390826085382	1.179402141919413e-09	0.10455474529991372
TCEB1	0.6731486099425296	0.721592533191092	0.6902774557519599	0.5227422857299955	0.6862000548648106	0.9346074674175026	0.9393977164905449	0.655369795042309	0.9083462013880771
RGP1	0.6064142678522096	0.3075162917206315	0.3835905693965657	0.7624317359754376	0.6469948506558562	2.2290839864201956e-05	0.5736600176568198	0.1818579991422638	0.026518617261069685
TAB2	0.6023834153834854	0.9145765011666768	0.47251903477583185	0.6200982331685891	0.4840769937665452	0.4954402975062542	0.887547725310127	0.01675120572818657	0.03734590419247668
TMEM208	0.8193447111283257	0.4997183832101328	0.7150428212474671	0.46375315849614507	1.0306668045277547	0.6715696061072124	0.8742669637146004	0.8079420805379177	0.8150190832517633
IST1	0.7561485827681614	0.9108992216112237	0.7505830277154075	0.8723445181635676	1.0633839199869868	0.4755349778494318	0.7562931850490169	0.5152135344223858	0.4527459093608972
BAP1	0.8111808771235984	0.7692769054184088	0.5357809129875268	0.6547881475982661	0.5420327995200221	0.11129404593308247	0.30383629746962015	0.5939787422785326	0.9129732469583017
UGP2	0.8509729254461345	0.8597001562122141	0.6881885453721918	0.3596329602485215	0.791474211544819	0.910105082038114	0.8595338925218857	0.5893507397296911	0.46284425630567116
NCSTN	1.07341559082318	0.6906941010454327	0.9217036982883289	0.6505583493276409	0.885919750866156	0.31826654447839847	1.1913368581441233	0.6821656091267625	0.2278165500031476
UBE2M	0.8733236587088001	0.5959986179142368	0.8243239210410344	0.8716432512861754	0.9270790869073112	0.6063106448040771	0.8231444220055064	0.8540667610884375	1.1488864121535363
KDSR	0.5908054502412733	0.2547978679394719	2.3627331135537862e-14	0.4025283429920173	0.442130396954227	0.35584780396636484	0.5547070645707909	0.39665629687795695	0.08461506257820432
BIRC5	0.48815200419345983	1.0999198179569234	0.9262160974198378	0.8912640890603175	0.5560285263124913	0.49527851431422376	0.7871752574649408	0.6025764409399073	1.6331687621032986
VPS4B	0.7043289871544073	0.5235533432505984	0.35935716415904223	0.760562349697651	0.919057745509385	0.5550154646110981	0.8420240658500491	0.44997303757478274	0.15726107880918122
POLR1E	0.49611491675077113	0.7682693502078947	0.1095727150421901	0.5049653473590637	0.37203128295032906	0.27960991186937967	0.003997802769734408	0.31344091072954994	1.460596239186965
NPM1	0.999152259132078	1.0495190371290246	0.9227059443152694	0.968866703548506	1.187833692580336	0.8153033576938136	1.0055942056639278	0.7874903653137225	1.1221707673509265
BARD1	0.007139594894357782	0.3559202578289721	0.26227294957767044	0.25205379331322725	0.09331853821674055	0.20929519494385534	0.0818870630193252	0.01987972120187993	0.3060880696383753
GPATCH1	0.06007750610254671	0.2234490537625396	0.391939362454272	0.29827720460938517	0.20200913559240818	0.1839153269766248	0.2662927649089489	0.05093789289384949	0.19621914683294478
L3MBTL2	0.46494664488184967	0.018026736377477304	0.4280641462129675	0.4375295721697029	0.3394124066309333	0.0007983483254516252	0.143398718798182	0.5155331172081558	0.7056233006178251
TFB2M	0.26935855915273144	0.5644146625825224	0.4936289931179038	0.16329128712691943	0.5726045907176759	0.9497113597558187	0.1685466970477911	0.7034273837399202	0.9065036504978761
MRE11A	2.1153954379671166e-12	1.010979474691328	0.3901012889016085	0.4260573622909529	0.39163432657798647	0.5544933743456286	0.29322633537464604	0.012897154705732506	0.3997362963803865
CENPO	0.3007816759397385	0.8605633125887536	0.5201100520313157	0.725024464083788	0.044793884760039177	3.081480967571855e-07	0.2926821080041843	0.27013326480900723	1.2984880685282216
CMAS	0.5633798473431688	0.7630440438777354	0.5105418589166457	0.5618342254575727	1.0276857179636942	0.9068831008292744	0.7823684540706737	0.7697798797954324	0.7095717251330907
MAPKAPK2	0.9501785278220247	0.18762692487710195	0.804387527351817	0.580543661726572	0.7200270384996856	0.2990981221798273	1.199399518434884	0.43704420195250776	0.4407851878767055
SART3	0.39888214000674255	0.8109046241530934	0.5247733436348175	0.8735211672136927	0.6817114836314075	0.19203437852510413	0.24617310872808398	0.43214093759225686	0.757989853640359
KLF5	0.04354706295766341	0.4482244772954987	0.0662891072758012	0.0006096277188246311	2.553369202333253	0.32102960548389914	0.13535224733222168	1.025838868701197e-20	0.024843836092122734
MAP3K7	0.4609959156167346	0.7703855842304094	0.18011279243863954	0.4029301544969865	0.20258076359283197	0.588661246623062	0.23990518251848827	0.10274540022526114	0.17310340417733774
UXS1	0.5094465289654214	0.6782609993116152	0.3287168513663512	0.08135533314074211	0.5252852905757135	0.4810422529686315	1.293797533862796	0.515399118277226	0.2384607019522939
NAA35	0.27149691601790743	0.6710273287161035	0.19863975316243335	0.35912756360860626	0.6127913253602426	0.3771871905647363	0.2164271336994307	0.1594553113179357	0.3710501838780959
RAB5C	1.0214480902155583	0.9331491953993011	0.8807141892871527	0.7837969062209331	1.0997385478384627	0.6682113044814086	0.9820378653503058	0.7949887453326125	0.954732599957017
MRPS15	0.412681471302773	0.3795841298181781	0.6166826874911177	0.3174594590269599	0.7007761152352698	0.8444490644576429	0.6570390823861344	0.544529005702642	1.2680828888201854
TSG101	0.731961962662555	0.4756836831144837	0.312921320040445	0.5882694256583397	0.9325632500542402	0.7011219928986088	0.8142705829921835	0.6015837603789838	0.2497390692899262
ATG12	0.42095148584471775	0.4802687503223054	0.06479349643133911	0.14342169786964498	0.2739590125997439	0.5514021942184828	0.38426464422289575	0.1665162408401699	0.08003443215375673
ATG3	0.4976973994530203	0.48410968781770414	0.3403507701669813	0.18293529196523198	0.6880305809727332	0.6393034549774794	0.5110618378562725	0.5601991119121251	0.8254238780242606
PSMB8	0.6115861690500832	3.918530357058518e-07	6.748982358072896e-18	0.09849917440111203	1.2915541347454504	0.0005949256401585022	2.838871391747982	0.4583417239818655	0.10751212875648547
SOCS1	0.1288115859354406	0.020448481200185845	0.07604799283265033	0.08140862127478006	0.07717943418293617	0.03396050421125921	0.13235871280798425	0.003510766678910701	0.11327444523885306
VDAC2	0.9056415000913826	0.9776503374303513	0.8100274019521861	0.8151081547695248	1.1205002908326305	0.8968953038868185	0.8539775952222158	0.6995008913295744	1.0859438616463928
JMJD6	0.29257694186956823	0.056500649483205774	0.1340294365681781	0.30008156277576387	0.11620335444450335	0.18562034595597166	0.41612257718434525	0.36419384418396233	0.46715432734505735
EI24	0.7733778293852779	0.9287625972524017	0.7297888364706632	0.7767601802858881	1.0845223546049343	0.8118840583596915	0.7594141452307621	0.6283367790118161	1.021350228808376
MED24	0.4990065457027093	0.6200259389471072	0.7629808594490961	0.8455674850182333	0.5892900528650082	0.14253985782736028	0.4693218146291272	0.3633156187567893	0.6882903810923318
SAMD4A	0.12805883837634305	0.13179432857649423	0.04044830109640787	3.8429687562060094e-14	0.055585005828011236	0.04386954738076534	0.18552937610996648	0.019691271635187958	0.05613431920505424
TMEM127	1.0430917653440215	0.16335745755835485	0.6495202771309353	0.3595099912888437	0.8409997249027201	0.09592392483540152	1.0782887904000404	0.5227481152923621	0.0013641337999543833
KDM5C	1.031675459524674	0.17032279488327395	0.5965889198679064	1.0206480796882307	0.8309187196028684	0.0460121748469677	0.2855090120914365	0.6074843005751587	0.5726935245672092
GLRX3	0.6889985801567025	0.916020191565126	0.5683769872137417	0.48488178657726483	0.9496628667563681	0.9107679909436246	0.7757044070180045	0.5966974068536415	1.188283898962262
TNFAIP3	0.018899136464160804	0.23445383709512901	5.517256470273091e-07	0.005452019937587262	0.22374216291561327	0.06965528904996961	1.6191909653950516	9.801288569806437e-15	0.0005661177113792491
SRCAP	0.4696718388009199	0.45575554123002626	0.6904154090326939	0.9103007051734969	0.7988305430194974	0.039498406139930956	0.4073256799852743	0.2906399682378892	0.4084678539578273
PCBP1	0.9901100838764535	1.0177264413637739	0.9107719240626697	0.976492445825928	1.1737197664114543	0.7595249476031194	0.9810805545832995	0.7824014437209423	1.088844257123009
MED16	0.7900862476491888	0.2838731721986347	0.37196125737170477	0.7861187855657219	0.6267787952953742	1.6812903363803727e-08	0.38491132445910636	0.23448525592440844	0.6125008298765767
SETDB1	0.17844770499186527	0.29854721783103755	0.728134290092022	0.7046560837016764	0.2835264138261821	0.21430670457508777	0.15949510658248314	0.23797815355844487	6.252931158338577e-10
RB1CC1	0.32769279830728143	0.7762224768108654	0.25406983933341765	0.3659430111246478	0.36620424082490466	1.03241181342588	0.45263977360167046	0.19083295759182575	3.468833827749791e-14
PSMB4	0.9879925746126118	1.0218672789526637	0.9379566332641109	0.9631608724861364	1.1598929514820802	0.8053070808261981	1.0094409176620507	0.802928871922127	1.111996849427148
DNTTIP1	0.346897392705655	0.7866494822316747	0.475629255240627	0.46203013880583005	0.813910769204724	0.3201728938132101	1.2078466028001253	0.4961287609008546	0.9017129728134187
HUWE1	0.844872778317262	0.6903845287014774	0.710604419869728	1.0683276173134588	0.9093679595841693	0.16415952719114177	0.6008438045487995	0.4868527129706561	0.708634717303487
PRPF3	0.2155255430094147	0.7900971661893247	0.8392203528517569	0.6728184645616008	0.34074451432146513	0.3366174917201729	0.4914090769213364	0.24301253585639426	0.3207667435111313
BECN1	0.9157108093750145	0.6819802059346857	0.557360081292461	0.5375434290946501	1.0367808386792288	0.5565656155597439	0.8389551072615039	0.7836140487935844	0.5599813740429246
TNIP1	0.6446024821389548	0.5398931165241153	0.3404338589827075	0.2720304390934661	1.0121371985277607	0.2415512375045598	2.08876926667985	2.1691496204757143e-05	0.38485177564301903
RPL28	0.9905999986887528	0.848546344011139	0.8482327089664694	0.8545983785243465	1.1810112845743164	0.7164722945770193	0.9212509182334575	0.7203046643134708	1.1642140195358865
TAB1	0.3593984763863686	0.07736314912081538	0.44393732777577044	0.4996543313607694	0.30112681433814714	0.0034507227233259003	0.21116298232397251	0.32684275367048454	0.3227176165057481
PEX12	0.24638936094686234	0.13265662086544225	0.06060736270314984	0.1299166043972104	0.1994727718339746	0.12826050935377278	0.06892025771260761	0.16281750240054518	0.05975504164897687
ZC3H13	0.5022375295116075	0.7772479673326941	0.16369331188442265	0.5114315702113897	0.5627594635554231	0.21507283601433913	0.0003557872894193341	0.8097414995042357	0.15935071599759149
ATP6V0A1	0.6533935121690803	0.25355893806995733	0.39021586087822535	0.8861651365631119	0.6794428748298943	0.33131085808023714	0.2787896099041391	0.8548995126471319	9.450631536213633e-07
YEATS4	0.09115759903198803	0.6720349373586847	0.4086045001022956	0.5319836147225756	0.5865220496842096	0.9870831880541411	0.022897469088588123	0.43625838049503	0.803182110044961
GRB2	0.8654333103825792	0.7825337791928264	0.7937033994540345	0.779836919327477	0.9031514863593162	0.5731560713506298	0.6757028225708838	0.6574898745446095	0.8815878498833716
INTS3	0.627317421376217	0.7327707248389868	1.222061967105321	0.7041116679457897	0.5203545019310615	0.3989895240530746	0.5429541264976557	0.5829026118530214	0.008410954573308782
MBTPS1	1.0067914386335544	0.8538767583235805	0.8688227011669185	0.670286865541434	0.7717729318385509	0.34532539965163594	0.8504904507816621	0.4060371880417139	0.2696833012525163
HAUS4	0.26087889308213896	0.6475367316209618	0.9979932611750496	0.5595765403670663	0.7347425280502199	0.38895311912666847	0.7241094655824586	0.19931663384838305	0.6222114730329977
CSNK1A1	0.8832695340725346	1.0234021763005632	0.7371257742676062	0.5858528742464573	1.0972081627508656	0.7995690833869157	0.8721283967241943	0.5484969342279973	0.651132040907413
IGBP1	0.802970998651182	0.45547142625638726	0.2941564485956088	0.5818970301106613	1.1979821299452977	0.678978088540109	0.8005846737942414	0.5422377425458578	0.5550940734220251
MED9	0.27993168858874856	0.040662512589897955	0.40349310640466524	0.3949180305265875	0.2694670816267433	0.13863199988323885	0.27844065344852426	0.3713362854783436	0.35791489266694515
UBR4	0.6374586701766142	0.5596797859891387	0.30294998327121636	0.7791300385184486	0.5606123564639042	0.019433863905846848	0.6408182743071463	0.33610216422796707	0.4480488468668773
YBEY	0.39193594208823096	0.0001917265901553679	0.010897665704361282	0.26836485741958166	0.44830355354751716	0.6107328955291976	3.1707938134587934e-06	0.4345220623111426	0.3672020524179633
RFC2	0.24285359287022976	0.6945589836662535	0.8031667941600525	0.6837865993881226	0.48263202816252637	0.31208762853262134	0.5817085929647796	0.7232448861506896	1.564294920880926
DUSP11	0.2643724336827496	0.3243479502538275	0.20123491653263795	0.0976280501155807	0.3901222473843648	0.43035192346173384	0.33460129696111873	0.09765886036885958	0.2221376692429365
TADA1	0.05069804625087209	0.1525374358861589	0.36303650482288696	0.561779287483528	0.19649022397582502	0.35450223244611756	0.03917399662102352	0.20824542428584955	0.23633999387561427
TRAPPC1	1.023915814272702	0.9719537362342999	0.8967563385604077	0.8928024143394239	1.069726108010427	0.6964204747312953	1.085164036631705	0.7594922116559866	1.042695430849111
PTAR1	0.29231468068916083	0.5133368473745031	0.0022839013923476262	0.47361558328357933	0.19024224659229103	0.4753892512724013	0.18379134276740755	0.31417895755199104	2.2121514621919495e-17
CANX	1.0033103409572102	1.0547919805217374	0.9012002829035939	0.9346806362157221	1.1884120634301885	0.7863812895375963	1.025823048283874	0.7857609417634314	1.05290315660057
PIGK	0.6650490259298257	0.4476420322227171	0.19585140751888877	0.010356135509065232	0.03750118237700952	0.6994458499259012	0.6847929996720844	0.28105556413203586	0.19425601378649182
MAPK1	0.6713655056836839	0.5335628240812447	0.37849849845798134	0.40773123695381497	0.5947877266093847	0.42547800209745645	0.36652363761396284	0.5415012867384537	0.5424694206704613
SLC10A7	0.0768400480900022	0.07097166616411166	0.0778896630483672	0.07422606747400419	0.14091366840476646	0.0845930278510754	0.04740620464378661	0.06051209328834182	0.08855512126582783
TPR	0.6310802114648455	1.3590740192222373	0.8528949782610951	0.895193726433928	0.7706997886289781	0.692736990979203	0.47424821401902356	0.48740880710465123	0.5843888008798502
PTPN1	0.6455183706910499	0.858418362277698	0.8100629246196082	0.7484565154167666	0.6643102174887137	0.20458111453931008	1.3209801354946875	0.6195136391579131	0.6795808394030979
HNRNPF	0.8627861005184051	1.0063232935659894	0.8698746117751467	0.9142740342716186	1.179108847250591	0.7373525533227593	0.9000233970045757	0.7289447305021126	1.0896070278071879
SRGAP2	0.3232775634885599	0.4443966475324608	0.43482284350990924	0.44718062331459657	8.99072483933495e-14	0.0016748255932333895	0.8032409818191738	0.5138654103951859	0.1391772622344294
USP8	0.7079835881918921	0.7782039080070945	0.45752380064476805	0.3417275511406829	0.8153277280491356	0.4388505223055296	0.27184071920810476	0.543386544364106	0.16005001081986386
RANGAP1	0.7211834161809121	0.8221117281396745	0.8011127295107726	0.7775956610094348	0.7713318017588897	0.32374228534080407	1.0185368042616338	0.4704838873537265	1.1026792254079711
GFPT1	0.9410652954393908	0.0719150632859042	0.0027890891988231444	0.35160955091388796	1.2965831638719056	1.1197728681255779	0.3565742165399834	0.6627989426763707	0.041225122484208745
COPE	1.0315095986100324	0.8865277613058233	0.8917387756797106	0.9243439787910098	1.1371944983896225	0.7032290049108657	0.9708119760441158	0.786360056004029	1.0702062175034355
ANAPC13	0.9098274658031397	0.9011454303464379	0.5747288206669101	0.6779113112735708	0.9207352393676442	0.8814227897486857	0.7916922915708596	0.6132329508123804	0.6614281217734039
STK11	0.7652784622653708	0.46406303373597024	0.3206453105648108	0.7351132526338411	0.833991008329876	0.09614943150769345	0.41063523170108185	0.2710230524556383	0.5294647322339169
SMARCA4	0.863114122284646	0.6532276629478395	0.612792445652854	1.2299382854362917	1.106986266933177	0.023452207603424032	0.4379528312940173	0.7376003407453272	0.7800460722287694
IPMK	0.048366855023382	0.09724639302923817	0.1062877155631164	0.11741469991600564	0.19547585016600855	0.2874388624904901	0.09983700493198454	0.062120842343330394	0.1554706501451
BIRC2	0.6249398444988986	1.1569028088279207	0.19113690083597165	0.17514390371447533	0.44548021351670924	0.8056820249952393	1.2205067752613223	0.08031890434494125	0.13784137889009407
RBM10	0.6819599229467175	0.4345938910891529	0.6088426307995671	1.0090762283109385	0.7299952833690548	0.1326507994951429	0.3618765580299903	0.620090290673545	1.0622390013044354
ANKRD35	0.10227510252069691	3.786697027518306e-07	0.03657835529604765	0.06930429186336619	0.06517361715652882	0.024688316899551248	0.02949583364577597	2.0027181462150274e-14	5.157181871198157e-21
MTFP1	7.511520919730466e-13	1.3301646251641648e-15	0.11644971449108617	3.1018819319272455e-11	0.2095451674713734	0.14319263510639138	0.16104201023503076	0.34475960353233887	0.7298361311799166
DHX15	0.5865676954211997	1.0601987722528536	0.7066443464448349	0.810334044107831	0.8507862473602527	0.6534893292811318	0.5736883990930428	0.5554218132402133	0.8298215473253051
SPTSSA	0.5130777963247349	0.6183470053831964	1.1379878189507586	0.5155582367394019	0.7709761453541863	0.665602870593272	0.7406259740787113	0.6083886205922469	0.44497949660442626
UBE4B	0.5101385181307366	0.22694967114211537	0.28721541972795545	0.48284759882130257	0.41498904936656494	0.20210777960528672	0.11705412959248747	0.2813198270306626	0.5344036380953178
SMARCD3	0.5943349918303951	3.746252050520839e-06	0.2879412598474949	0.2535642700495231	5.421579307984048e-21	0.06013710732810442	4.56319768961766e-21	0.2209533168351659	0.09228664493145973
CCDC114	0.03196916907720886	0.036444153082651476	0.09007518289050936	0.060338257544231305	0.04757714126367356	0.0677406135565856	0.05214541177364327	0.041294599345448255	0.021894670453236374
SHOC2	0.7703823117373929	0.2782108166861873	0.2608766014638584	0.16922640775540532	0.4538624768036171	0.8384893480022634	0.1817193943116139	0.23746426917652227	0.06671373904025225
CUL2	0.4270596779409492	0.7201148693520903	0.46362750586000645	0.11770575490942692	0.20774644300912085	0.7542373806605254	0.2956190376003014	0.1457156721994209	0.5686007099264087
PGM3	1.0255149056533719	0.6615881104933281	0.2777522754073354	0.3319507099657154	0.4912752896771349	0.8304370369750987	0.749834424833415	0.17807891867443315	0.3783099293857025
TAMM41	0.11200678167484089	0.13829028909649713	0.07097320123549133	0.09200922985468875	0.18628116168252323	0.11444931677730778	2.8688921488222807e-07	0.11174954343180288	0.262442394459799
ACTR5	6.3807019654411004e-12	0.25872442444695454	0.32224216240971026	0.3228944081928138	0.3424822838422357	0.2022657202965493	0.21346138949124413	0.1840956134479713	0.5530839044921785
DNAJC9	0.5980781247860097	1.143264320677831	0.8448547949254384	0.8754575895690065	0.780768740095206	0.6022770761258208	0.8631428792940803	0.38909718283694145	1.2194472100430171
GET4	0.0884814635197917	0.003808695710095182	0.08838149209608653	0.047066741476063975	0.348652846308345	0.17653781995753204	2.286101896361642e-06	0.180121429205343	0.12478593058900332
ROMO1	0.9809704159318272	0.9233897289342923	0.9365537009726431	0.9047320169781777	1.147851448224297	0.7620046027479475	1.0417955104332346	0.7901236210176836	1.1235124435009145
SOHLH1	0.006017413565855833	0.005471963640092999	0.008190967027772722	0.03495495341743474	0.02992771831593137	0.011041580571366873	1.3597867365051777e-08	0.05314871796020876	0.02286732667191848
RNASEH2C	0.599491324995541	0.7623371983020031	0.7609756132696388	0.48936842629263544	0.42548701296247066	0.4677888772157982	0.6459100013447119	0.5336008942722981	1.0403251606743278
PHB	0.9393728496913164	1.002576683113196	0.9041866757058376	0.8955204340432026	1.1260185539971157	0.770939664652358	0.9113857138664105	0.8036741599192476	1.1955055011583877
CHTF8	0.7908758156814614	0.7182645890212844	0.40224604865977365	0.6124019548867946	0.9212474605062356	0.12255938727548574	0.6004108699181552	0.5231863865133526	0.8629566399891527
SLC35A2	0.6852779610731654	1.2762335481259073e-09	0.5301889465447728	0.28090044179037565	0.9332444341037777	0.10410202042230808	0.9829618984793886	0.34264705442583987	0.2576043984811296
PPP4C	0.9273867927731045	0.8101606923549811	0.9189079792150351	0.8165582970287336	1.118764393156805	0.6570923090617992	0.9223531759481884	0.6897077823248442	1.0340624674978771
RTTN	0.08708945721348314	0.23679448477931928	0.08860900029185008	0.2898421082735127	0.020808432274692566	0.09167654303682918	0.10059835959516161	0.12652722749524706	0.24971485343138802
IARS	0.943195148145779	1.1172783163490851	0.5137892982042339	0.7353688883925574	1.1022431222715219	0.765073346545529	0.515789779909405	0.5925930724109345	0.9295881810907689
GNB1L	0.1752868379834748	8.212844842384082e-14	0.24382318569745598	0.1881374177036155	0.34281105623859	3.0455491139642226e-07	0.3420106424771784	0.18461001243356567	0.7266878347612162
MRPS34	0.8316183877573452	0.6546748459171892	0.9002928987276456	0.7430076612612186	1.103032570080075	0.676191719215064	0.7250584022533269	0.8728890612292913	1.248693792964336
CPSF1	0.6133770672645789	0.7139261928614449	1.1391574518628182	0.9555483617164268	0.7802841167425633	0.22285252162579874	0.6720041018493355	0.35600924638590536	0.7614177803255752
EXOSC2	0.0925206500935847	0.9375501440807396	0.4978090592153308	0.6488458255691812	0.42301536028549946	0.23636431707948827	0.07124934596141275	0.2888027667318909	1.1790878680909598
TMEM165	0.854800373664169	0.5366371241713328	0.5957821100813657	0.2724409224277503	0.7947483776213249	0.7577855690092045	0.968238244302799	0.4243842543193458	0.2510409162686358
VPS25	0.9064230625182852	0.7885814010873918	0.7544565285897514	0.7853505728970152	1.0499626653252607	0.7730121489851411	0.8764586280541579	0.7302370639325573	0.974188918135642
RBBP4	0.7392860639044806	0.9763286782850679	0.8850982841177579	1.0841262002871286	0.9162383074056721	0.5869364583028801	0.6921610384480114	0.6404148854439516	1.0791882290962822
MRPL38	0.3118392779155137	0.3659263460599052	0.7436575084013681	0.4369445899014744	0.7605817732029814	0.45658678874454295	0.35545870377965666	0.6468406576200023	1.1574340553192295
ETNK1	0.12412553403908107	0.4214722999011444	0.09373978339245605	0.3353473363307632	0.6135824473706251	0.7943821568057181	9.491211316720107e-08	0.4743088041992208	0.2622641859342975
CCZ1	0.7219427337973922	0.7055137733667082	0.6726665350672579	0.6872048316711946	0.8827999781310917	0.7872443013929513	0.738892799373005	0.6062010801855472	0.7365419866259422
TIMM50	0.6047619588389352	0.6470242646732829	0.7151728845794153	0.6372208278705567	0.6112931751722865	0.6412035147554728	0.5621092479580314	0.8452230501584759	1.3438666015226082
NMNAT1	0.25032965382378214	0.042430101459421325	0.045453604468070216	0.07044950706843989	0.2114922483997193	0.15349548014360156	0.07108317584127254	0.11860121431832885	0.09419779389568127
ADAR	0.8538008740920795	0.9477635612979658	1.0498728877752497	1.0003841777238518	1.0406290472296689	0.5302260556261136	0.936399788533808	0.6607233575689515	0.7440349546214912
SMC6	0.1274283053418338	0.8900769151349485	0.2929805386457025	0.3792584783848738	0.2386426695976219	0.6383052628247049	0.17713798834706074	0.20445003397273515	0.4073789965702284
PPCS	0.511787738816475	0.04569347615985567	0.8343642120948699	0.07474596983695637	0.9995257131260294	1.0633894159100141	0.8696711567816134	0.5717024743605467	0.2153016589930606
WNT3	0.07727027039730591	0.18168746315289044	0.1032165886225769	0.13357808809556798	0.12503640093124066	0.055596665376832353	0.12638305730314417	1.0092219526970017e-05	0.08251209605487059
ACACA	0.46342492148871095	0.7561607219787643	0.5364604211450489	0.738552735712818	0.7025505681192308	0.15193138637630121	0.05158240192344069	0.2198158375637052	0.6859900618532884
SOD2	0.7957905586588295	0.3396623373118725	0.050435868789677867	0.6187846462745189	0.9013683479696761	0.6729919219240272	1.1766723821672331	0.24342131970328804	0.6084974848589196
NARS2	7.044946944275262e-07	0.3870231326660546	0.14855267520426896	0.4930699060798263	0.4785120619910952	0.6827754798125889	0.14549595028838042	0.4789617704841698	0.6042982435893332
COX7C	0.9371963096774055	0.9545071551524488	0.8830617551516151	0.8440863828928862	1.1688909496612616	0.8344276163030973	0.8983457726392278	0.8017762817897246	1.1028928793956283
