Name	C0	C1	C2	C3	C4	C5	C6
SART3	0.5122358636272413	0.6988825736383271	0.7267177585387096	0.36657578912299477	0.5360012850868632	0.21961012955563528	0.8422043236851002
KLF5	0.012980603547170618	7.310278630079899e-06	1.8207704069546702	1.0931708317924302	1.74012022823137e-10	0.11464743716323765	8.041065366875787e-10
MAP3K7	0.042494093645543664	0.21518404526908802	0.14189345669178363	0.4995404616108729	0.5012340081394656	0.5566283413149866	0.43791313154490796
UXS1	0.36131801514988804	0.5420368880721164	0.6327933441292071	0.298026031600694	0.2976233085108639	1.079314133908244	0.22157703727584793
NAA35	0.11297375602989397	0.39729224589429685	0.44760638703738304	0.5567887245371703	0.31128740827737766	0.333079933980503	0.37892941739274977
RAB5C	0.9242806994719835	0.9833820421670179	0.9968776004167128	0.7530003097426163	0.8213036798470272	1.022326354574582	0.797217101994246
MRPS15	0.41804496946605707	1.1596129693237862	0.545776695822552	0.8020888180835923	0.4723468551748695	0.517685299357555	0.44878448883377786
TSG101	0.6208621820015832	0.2667540458977543	0.5962210769116104	0.7780506625341556	0.5274467139111183	0.8591671414113213	0.5400463419286492
ATG12	0.06662421191903635	0.1659932327402905	0.04373981692137879	0.5328533463863019	0.2429450173240633	0.6681235037791001	0.20206078982550335
ATG3	0.3454091645596016	0.8574505617522706	0.39690727724862507	0.6727443226019714	0.2684226208806369	0.6996584451570341	0.3368877313555587
PSMB8	0.5538835282584104	0.1430201844686371	1.1383021765555827	0.4739959055589367	3.548512216118784e-21	1.7418041739015744	0.05465744993631898
SOCS1	0.061733796500051626	0.05116028607088014	0.1229596321135952	0.025278782630697803	0.1583453736748487	0.07066649800507323	0.0502954124971633
VDAC2	0.7384442186571096	1.0555839513739356	0.9303977714183334	0.9847392406544606	0.8920138424637933	0.9026266420113811	0.8301199542875846
JMJD6	0.28226663482236514	0.379023422728172	0.14681435613548555	0.06512569937056129	0.20506206818498446	0.35683647338443286	0.3291451627344382
EI24	0.6385442775349605	0.9992056546296127	0.8611420979427231	0.9745821216428588	0.7285119837225716	0.8180856766538269	0.8095300949489584
MED24	0.6788085557047411	0.6172626901593364	0.7843046995714145	0.2537955045308264	0.648550233208211	0.2519559246608926	0.7252228839227253
SAMD4A	0.020580256730138108	0.07959492467276652	0.0976252684856383	0.01637346623938165	0.08627846687226433	0.18732068110121708	0.011474609726314916
TMEM127	1.0008454163442118	0.05870577098686327	0.7979491647545204	0.2150242926432005	0.5250990913945848	0.95850594051554	0.19481879981461214
KDM5C	1.0920593062282844	0.23180055673101166	0.7516628190204798	0.19159049928027164	0.9579954115675384	0.32533449903896705	0.6947143284208414
GLRX3	0.43107605044216274	1.1786189614537412	0.752142195318736	0.9197922202270412	0.712729001501034	0.8343458475531255	0.6001362989297967
TNFAIP3	4.015916151598882e-21	2.0815642575388654e-12	0.6771801621104717	6.543351873460268e-21	1.633037608220123e-20	0.8086642306244106	0.07189363849735629
SRCAP	0.7192590506159764	0.26905184621729744	0.8857662599311439	0.32189163942141114	0.555918183343999	0.16312703701815545	0.7223328796751469
PCBP1	0.8938762011038989	1.0565102931037533	1.0731885364764242	0.8766225778591369	0.8916449506960921	0.9798043521912059	0.9793424799620153
MED16	0.6531317910098526	0.29188617911313663	0.7527618713240665	0.018468501442367544	0.7130940691498959	0.3502855023795803	0.583472354674218
SETDB1	0.5810127873441104	0.05370589812690227	0.34997735477705993	0.32965929089613066	0.37153852758444517	1.7554947149383932e-05	0.5471040934852133
RB1CC1	0.07726812612013999	8.135778141553098e-05	0.07382216393880621	1.045424399373527	0.4121648409922012	0.7668892732217598	0.45073880070838634
PSMB4	0.9038127930634716	1.0921369909176881	1.0577214668717976	0.9030710452951615	0.8915176973570063	1.0022627756525897	0.9779349130390704
DNTTIP1	0.3840342919359425	0.975207315286297	1.054861368453929	0.3165795864905668	0.3356813632029783	0.7527394559189656	0.6081980868556408
HUWE1	0.8572956634597307	0.516270343280968	0.972969898466962	0.38956211635015175	0.8479032175826942	0.507882813022313	0.8728602245063753
PRPF3	0.4586379722502284	0.5075655758194282	0.5590456334054147	0.40383492115706593	0.35397213604290745	0.2965099105482863	0.6929370650455814
BECN1	0.822893318296053	0.6335338679404839	0.8142276673902368	0.6169708158007111	0.6160663524462118	0.9567754331050087	0.5493164120252398
TNIP1	0.3171398333697652	0.3936920899713754	1.2552554841362156	0.40621717672017094	0.4420022100275987	1.2785324835361969	0.177187866548735
RPL28	0.8494476658291861	1.060178993693888	1.0804262125105342	0.8094584187129313	0.9579124774166728	0.8643713789571245	0.8194783816171872
TAB1	0.5257141258117901	0.2274584576150113	0.40185916294310425	0.02190604092822148	0.35554838687581475	0.10375511393501766	0.4059727460212981
PEX12	0.17659189530087518	0.05653323689444985	0.0868748564585042	0.15062871529820285	0.1682394546870992	0.19349122100972146	0.10563478034761055
ZC3H13	0.47070251689047937	0.37015306807446163	0.37835210864853197	0.23521077043401145	0.4619134874866758	0.35644857857039486	0.5970829370350922
ATP6V0A1	0.9788151913404016	0.019533907684250083	0.37148794554608805	0.43001865256350386	0.5181397523639769	0.3836785198827465	0.722517135847776
YEATS4	0.18463923609309055	0.8165882453718579	0.17413897466233313	1.0921869899547743	0.32544458824011574	0.20328676082192287	0.6536891414635134
GRB2	0.7999017940599835	0.8424251708091928	0.8149108329053466	0.6580393657026145	0.792650935008298	0.7347587295914201	0.7540094411374118
INTS3	1.026757022716295	0.34554553170898694	0.658837363974276	0.4244342225588649	0.7221520232600039	0.395394221703783	0.5783954819931759
MBTPS1	0.8076751223983082	0.3777477836972916	0.8583787302133945	0.44478150582778697	0.7629865867765588	0.924008123311977	0.5677308490775004
HAUS4	0.47341316302941555	0.7034715911370535	0.921878985755672	0.5908422440995634	0.3440499722761399	0.3560904635462517	0.5945535762787583
CSNK1A1	0.6381828150348353	0.7540794170131982	0.8771078710966353	0.9590207278576723	0.7564806651967534	0.990376775479932	0.602362624628391
IGBP1	0.6000307576384187	0.4422343584568455	0.8397267992022105	0.8205677981132832	0.7460933850537763	0.7474931868889855	0.4570464465635019
MED9	0.48723699423564615	0.2861451524945026	0.316858110778599	0.11456816998142073	0.2324251682803745	0.1726137476599696	0.3662577771538304
UBR4	0.5188294012399566	0.3076059459505849	0.6877609709978995	0.12491441280507365	0.5705288507830465	0.5536189496562202	0.6575806694263886
YBEY	0.3856116657142817	0.24778580971125067	6.869824655359788e-11	0.5841622239378215	0.5182714164886971	0.1215088909179924	0.13858802922426997
RFC2	0.5425672891549844	1.5496652905230899	0.622674573653088	0.37387360354461824	0.18655130001137005	0.42977076800937397	0.9115650341222372
DUSP11	0.06537201475219535	0.2506020346754223	0.3180316623015751	0.41764025222752227	0.2676829043204652	0.35507168840325454	0.13268522424289894
TADA1	0.2980767354861507	0.18015116974245357	0.09128595386562607	0.4352730015621276	0.18711584209387294	8.025178851356295e-10	0.4972307327489785
TRAPPC1	0.8814150074497552	1.0255271779571509	1.053243334069806	0.7475019078725375	0.8495415914692791	1.0678457468427522	0.9163831485593491
PTAR1	0.13487726359930402	1.077875517019802e-11	1.442276824777799e-17	0.47099060588460995	0.12088573323525664	0.5622836611320717	0.5482241665242411
CANX	0.884638034810008	1.052604078155188	1.068349360219178	0.9066371025082115	0.8792618121833513	1.0398521192008807	0.9478069448366562
PIGK	0.1875838578254773	0.31139475678647305	3.008936539487374e-08	0.35275134291316185	0.23114798483412394	1.062102310217773	0.17479182754087874
MAPK1	0.48298053852563333	0.5460832621437512	0.3875072973418732	0.4844097710492627	0.40258955901855914	0.6755053122979527	0.4671834352188228
SLC10A7	0.07630895299701487	0.07857340760395547	0.09143817692021962	0.12121308725960508	0.07759760703010296	0.05690806579310493	0.06784005916909608
TPR	0.5573109223932249	0.7723993265117183	0.744570363113904	0.8173435254871985	0.7514789063443926	0.6596654698510542	0.9315986124667462
PTPN1	0.7329386343484071	0.8085516103081268	1.0579935264879992	0.17307986210240076	0.38984521075950374	0.9884142341475122	0.8557365686260016
HNRNPF	0.8206939293957617	1.074840265475401	1.0306345280053852	0.9188223565190687	0.8075376839327415	0.8742526219289216	0.9205545782762843
SRGAP2	0.3888439706331715	0.3156044385175329	0.24175735220710506	1.2967825139149788e-10	0.11887221850027632	0.6820395407474431	0.5424848850063837
USP8	0.589065154392208	0.35789835268459846	0.4976390054558256	0.6061671339039305	0.5025176600441983	0.6403273664097854	0.3300984138074546
RANGAP1	0.6316526737821709	1.0249176830921658	1.0052747643171036	0.3943914844198402	0.588255065917141	0.8165235673352362	0.8247649492218924
GFPT1	0.7391268075890263	0.027046901117178748	0.1985342435893996	1.3308907597267576	0.6748118282864006	0.7273017798456398	0.13201306620744074
COPE	0.9287958579939539	1.0040720946108654	1.045108255948803	0.7951590770273411	0.903796951077644	0.9629742879549468	0.9052309607409601
ANAPC13	0.6049944338337037	0.6932596732297548	0.6626688345658657	0.914196087967928	0.7293688817304267	1.0266538033883232	0.7159990968924637
STK11	0.5538768475859861	0.2851055145514603	0.7572847963703656	0.32878488119394705	0.6994480732586157	0.4458398446800545	0.5443435635225168
SMARCA4	0.9823769553780345	0.5533581799167364	1.0678340267612285	0.325830673836773	0.7595193206759626	0.4393036728301244	1.0707361161590894
IPMK	0.06327691042743143	0.13296969228820582	0.05226715497940371	0.3452870256282188	0.08731855096397151	0.10051356733604308	0.11562837051429305
BIRC2	5.302292894530813e-06	0.4004627358116948	0.3779549525259547	0.7589056537094919	0.30923795766053863	1.4173740245032456	0.31990151086276325
RBM10	0.791522902642449	0.783726802403008	0.7908234367463399	0.24027540446638823	0.7420639705735506	0.2710464180136981	0.8900367866359924
ANKRD35	0.03529405263892399	1.9633495949432014e-21	0.04450433236214346	0.035549477591025495	0.041009941261761156	0.060215197593295654	0.05128779163665725
MTFP1	0.1671795354474388	0.689803372326568	0.1720641752724388	0.08718187500259672	0.06962685961521346	0.00011641741440231297	0.0845036420529873
DHX15	0.5584470639481925	0.8989758353372926	0.7556794810268297	0.7863445513562629	0.6040743856860272	0.6602328093161393	0.8669346406968527
SPTSSA	0.8097983791254262	0.6519456759865655	0.7789988473241021	0.7331189271016243	0.4728846170373833	0.5793736454974223	0.5757981740319628
UBE4B	0.38545079966434415	0.3348085744157155	0.3820266969810971	0.2110541201152744	0.5551604031647908	0.19539069028590839	0.39965462872991764
SMARCD3	0.3490692046428169	0.03959687431403658	5.962383458010028e-17	1.420721691031662e-17	0.6138915867388036	0.13787089378209885	0.10209381651879003
CCDC114	0.0708652277829764	0.03245826203779736	0.037181276414453714	0.07674020726559161	0.04884625526945321	0.029297548928616794	0.050922777271180934
SHOC2	0.3547002180745404	0.05887672906185142	9.570747880027113e-10	0.7975441695056135	0.5240672328519581	0.6732964304731073	0.11278742618708686
CUL2	0.11248440230934793	0.6820068817900976	0.12086761032044405	0.61705348131313	0.45049733842555223	0.5626049296293979	0.229549440943306
PGM3	0.29298119317383614	0.3219479314847226	0.24993325227394028	0.7505725298797313	0.7487065604324344	1.1445465868422469	0.2902617712137586
TAMM41	0.0777925109119503	0.22836714202499908	0.12538414167812278	0.134879655726802	0.17436932417186216	0.029318188659500737	0.09191023362939801
ACTR5	0.1528798185418426	0.518784791800596	0.42116096468211256	0.23130833966612857	0.15108617745442957	0.001734910320816807	0.37996518524741474
DNAJC9	0.4601946577134346	1.2067126849449956	0.901159784840385	0.7258790071388267	0.5574657468266605	0.8102544097053014	0.9840251298319461
GET4	0.17664897590897644	0.10232322296977245	0.1084459777117272	0.3053119670809768	0.15919574382003746	6.199926894592488e-06	8.709060397242286e-11
ROMO1	0.9068632311198259	1.08294879452186	1.0772750634251742	0.8387039678000799	0.873510081388252	0.9841290891659187	0.9187506455171456
SOHLH1	0.028361402655842995	0.01958581633017614	0.012010614648438733	0.02136939490921809	2.861300535042176e-08	0.005637453535331984	0.04444953678854566
RNASEH2C	0.4596727608382493	1.0792065444327545	0.6774135252389977	0.2840717841330135	0.5555949484350049	0.6450860883465829	0.6589833207142078
PHB	0.865582996763576	1.168164196078507	1.0245403145560383	0.8520778889689377	0.8733145537626482	0.9206588832385694	0.9280668667970183
CHTF8	0.6000421457601772	0.7583640171858811	0.9271958487669508	0.25286401675397846	0.682410377501722	0.6174712717554954	0.5670453444244036
SLC35A2	0.8856220139282017	0.1718494842686754	0.850652623722501	0.2976332293634601	0.4256520113005346	0.5865718960941965	0.0764027504732039
PPP4C	0.8853689315075085	0.9737378279154916	1.0494914274284413	0.7697643029315354	0.8607978252595505	0.8341622495462631	0.7881294699603696
RTTN	0.05941810776425759	0.22375104668791437	0.07505203514495201	0.06899757654615415	0.0767568554281386	0.14382397499560576	0.33610641918887835
IARS	0.5557629894380782	0.8924315094414697	0.7715514429673874	0.9464086447169254	0.8796617597546831	0.8679753313258312	0.7329886076280905
GNB1L	0.23039757586067924	0.5360103749467634	0.48036018799557795	1.0457012083610037e-06	0.15583987856553672	0.11681803183595103	0.2143850931598195
MRPS34	0.9302197967948372	1.1620986612886393	0.9335596171125661	0.7729925377718371	0.7865421491514095	0.6792076231700803	0.7650438043256069
CPSF1	0.7970877582678703	0.6913070793233348	1.1332989041741732	0.34890332371469407	0.8138861774658923	0.30293763161588655	0.8476630246977451
EXOSC2	0.1352982149828064	1.1506439318647212	0.621862583479969	0.29306488707740386	0.3706441442611407	0.03118649310203567	0.7974943463535948
TMEM165	0.5650909528216977	0.3782643835943219	0.5058996058942311	0.8650838105776664	0.4681387095782983	1.1035817585666903	0.2829080864428023
VPS25	0.8078121218354384	0.9230459569915213	0.8860144734852237	0.8250099401903774	0.7796405750634561	0.9063862990837953	0.7969940238700397
RBBP4	0.7834953924901663	1.0049672589718506	0.9016687078693476	0.7471348785963825	0.7760363859262382	0.6623164134809134	1.0613551234620495
MRPL38	0.643906417634481	1.098505371240025	0.7010178560662956	0.5099972698054003	0.5608737447139559	0.09084371462136939	0.46153346923682687
ETNK1	0.23914817921799453	0.35471248757162727	0.05521716315774709	0.9196110620880603	0.2773579350415192	0.16457368284197918	0.37235070039151014
CCZ1	0.6246692685904603	0.7320064035124324	0.6488736185606988	0.9013920455750258	0.5873578774346798	0.8223232283327683	0.7277015312653762
TIMM50	0.7132471847492522	1.279284990823823	0.650082261892963	0.4498226481548132	0.6870537917968369	0.526249700610901	0.7533413064299892
NMNAT1	0.13393595493193763	0.047350660442327865	0.09315276006975745	0.16381642735829602	0.17839223829251946	0.17730668789688037	0.04707879193636715
ADAR	0.9711357568173896	0.7878368901520288	1.0800861659836276	0.7059251731648181	0.8385453212091347	0.7724173619608394	0.9175357404026183
SMC6	2.9941374604174225e-05	0.5575823353999952	0.17570823032642102	0.5977538146946884	0.25983330038747326	0.3831095958231566	0.5364837091278658
PPCS	0.7631603149484443	0.37354496274617455	0.4813860631283502	1.215447725244719	0.36178608926616834	0.6813662971247061	0.05491992416800017
WNT3	0.03409294609197348	0.07442499116564545	0.17282327564242797	0.08700280330982808	0.10901189789856935	0.09788485297355974	0.12394199175620264
ACACA	0.459476272724241	0.570273705187188	0.6539205454726942	0.4488036827305204	0.6419893571403227	0.122645608701779	0.5982175403383444
SOD2	0.35763912442936036	0.3491258147653714	0.6174564862457058	0.7967311250528618	0.5843923786677857	1.0409640474906277	0.4825939054739012
NARS2	0.20592143612122002	0.5763993521598869	0.22265213040670956	0.6714748951124362	0.20950194505840447	0.12200250590361844	0.5815980297021472
COX7C	0.864002056371105	1.0880583736404486	0.9948661829121233	0.9333859114204072	0.8845429830348022	0.9136016972330562	0.8586913022317844
ATG5	6.013261130683663e-07	0.38968897300181304	0.12626996755276979	0.8308201639883955	0.27146694902921903	0.7028997379075217	0.22668954632820754
ATG9A	0.9381766008829864	0.248067066788164	0.7749819508567852	0.00147683746662588	0.7545292410802984	0.7137731338441623	0.4559808936801339
CD274	1.7953247890820755e-21	0.004322852029014707	0.22011902815890091	0.0758269370502566	2.534579451224206e-21	0.5311383292002217	0.0405376893951246
HIRA	0.36771160586478563	0.5075426207193839	0.3930337763100564	0.3011310685933958	0.3530146041846895	0.001580594258533454	0.42261142943059715
MRPS9	0.3234943541542458	1.223885286866257	0.7282096345288472	0.7582539550935932	0.5929380390723523	0.32581427527168	0.5059296006102031
MAP2K3	0.535160965825801	0.7828132360649136	0.7047271574147286	0.4919543552834702	0.45892706890076995	0.8290969558179463	0.03496007985851563
WIPI2	0.6594645199369086	0.1376605340043797	0.5168303110304368	0.4267741649246109	0.5640667609779977	0.6560725522260026	0.4477028225017022
VPS18	0.7562020614329484	0.25861488331703286	0.3750771802992918	8.794194133835589e-16	0.40546511133144886	0.4531005679125737	0.11827384167676451
HM13	0.8971020253777476	0.7600467387836816	1.0528140048893029	0.5550081608977736	0.728841693624278	1.0220862316737083	0.5190563180433544
PEX3	1.9995563524238996e-07	0.37557087403512224	0.16029985079569395	0.3672579186568025	0.22223221688974057	0.40153122117103446	0.14829874244319857
LRP10	0.9088213861950847	0.14591159586470037	1.270109054291313	0.22457832268725	0.6161275703235876	1.173516550187932	2.213188435876652e-21
USP9X	0.7394865030384009	0.25282032319032105	0.6124628098759649	0.5269807694789113	0.90429180761584	0.7345727463177019	0.6507937335440478
NDUFA11	0.4336830875469205	0.7135174949184292	0.008833881031701237	0.6765144723430855	0.6187592096661104	0.29695988366701626	0.1437613263911722
NDUFB8	0.6759936954591265	1.1539341422255405	0.49795521224529204	0.8507123502706059	0.8543693221770811	0.40467935262515076	0.33962786747697066
FURIN	1.0858020635421004	0.31014310126779876	1.1124068345065221	0.04171116398682295	0.47004255438885767	1.0412795324210153	0.19857602470074526
PRPF39	0.27227659246955005	0.25687312028254905	0.48201527881609196	0.6943714885448196	0.382674473599938	0.38188403976972474	0.7494491821266223
SHFM1	0.8319630564300942	1.0005647038764272	0.9746055916370902	0.7002842385888656	0.680033014227159	0.8971970762585231	0.8600251139335023
IRF1	0.03260631656303325	2.833260188910174e-20	0.9339699506140496	0.08044762610406124	0.07105301855409349	0.7247919234828397	0.10270602511669061
SMG7	0.759367117361029	0.45777858607742505	0.8245774152610655	0.5084983084043881	0.4941545923767181	0.26760185096200917	0.8014233550834337
PTPN11	0.6073956187813191	0.8943807698870115	0.6955140752762685	0.9321380020640775	0.7499316389970285	0.9057915344168305	0.8533375735796227
CCNE1	0.2035974647448543	0.6943599453154355	0.3772129588949244	0.08410554225966928	0.37432371208409254	3.55205285319621e-21	0.44714204966845417
MED14	0.37775966372348324	0.25406385728720016	0.25750094439273324	0.32879066123626527	0.35895460232449505	0.2854853749470567	0.48669805080982176
MTA2	0.6778395994249046	0.9157196270912198	1.0788607792691831	0.6484726823740493	0.7871385890282185	0.5750991439383732	0.9408185365404367
NDUFB11	0.915379097542262	1.0020747440552402	0.9593881173463406	0.8771360393802832	0.9050179856542243	0.8581029089470565	0.9387383419667057
ZNRD1	0.31576672798607364	1.0027482844679523	0.8237165860043243	0.5877213938202681	0.6587364431865562	0.08692793563038759	0.3748583161296743
UBE2G1	0.38064595039444366	0.6846303605497551	0.4196409191452165	0.6031995946482278	0.6492734268197415	0.5191293519597353	0.4409036921627005
INO80	0.21508704849872048	0.25537349232071155	0.3471703473393229	0.22273600715413228	0.2193594532675718	0.16192835270536937	0.16620373651730067
MED20	0.16937647587144977	0.342756549529496	0.4514655121091651	0.23232256691189865	0.2863512929493148	0.37810650784202265	0.4256266460332685
CCNC	9.7334792058698e-06	0.7319932413574997	0.24846229500022665	1.1750202233912943	0.3415478572799703	0.5008706518070857	0.3907060616929463
USP7	0.618881952731795	0.7434098055885704	0.7749150713485701	0.7337385403371258	0.7417562611915073	0.3778560620765876	0.7989144936105842
KCMF1	0.3125345413215071	0.790837074797327	0.4926332274469552	0.7995809962639377	0.4818452618199186	0.8289565591661187	0.35267747641744895
DSCC1	3.643474022949887e-11	1.1499629498848079	0.007674018732389112	0.6621391069335528	0.09319403381988857	4.122495174218487e-18	0.6760318578874767
CHAF1A	0.4434980811442211	1.338496405552679	0.7868048308055693	0.0048967383509293605	0.33738535837655337	0.1765924921756602	1.1156432186735903
LEMD2	0.8195627311457919	0.11631536705542958	0.8461140970069969	0.19817622481197622	0.48271218974740177	0.7835494005317428	0.5537232099278377
RPAP2	7.425757261543102e-07	0.2846603790427963	0.050982036652515356	0.4167615256917989	0.14622527706400332	0.1897239875448672	0.16148556147528098
HNRNPAB	0.8394235767220175	1.1375149585793602	1.036636032354235	0.8858409594036443	0.8649194980620376	0.9372334428260853	0.9708280440963438
CDK8	0.10735316563999261	0.27607782443087536	0.22587097069628767	0.5601113360257616	0.32374747354147876	0.06770154702981282	0.37164509498230025
FBXO28	0.34203535221694553	0.35137660826766104	0.11846816668978297	0.8188912519887585	0.2632796088480918	0.38554703399987295	0.22087508405934506
PARP9	0.2178153273114184	6.542483652761716e-11	0.6991024286482533	0.04581134462724329	7.610052272187031e-21	0.38268666763972436	0.08578055542209188
ZC3H3	0.4031509400852538	0.22812297551855515	0.5179401654183593	0.09915319814669539	0.26699967118470513	0.011736565197078786	0.22863981479897175
DPH5	0.03481909953728299	0.6141649355358144	0.04331406398800598	0.6411697409152504	0.49760895895805146	0.19019790825336888	0.2597886568411697
ORC5	0.23029578253745084	0.7288177984557341	0.06987054602808088	0.4789486449608838	0.14873874018192143	0.3440520854351314	0.23105448866393868
