Name	C0	C1
CMAS	0.7624953189454674	0.6796846701136202
MAPKAPK2	0.5349259452974884	0.7337548243220561
SART3	0.7047956028804647	0.37681097707432676
KLF5	0.6428917067149093	0.22092264654574703
MAP3K7	0.3182032815506988	0.3669310456524499
UXS1	0.2975503525680771	0.7510061342766076
NAA35	0.40592167701891013	0.31887303050612786
RAB5C	0.8907845483134293	0.9177133871191244
MRPS15	0.679517361512245	0.5809872250115319
TSG101	0.5718195001375054	0.6238916605487957
ATG12	0.20028607695475129	0.37034795147161015
ATG3	0.4912201204626798	0.5612668245443486
PSMB8	0.23415527264742522	1.055233469120999
SOCS1	0.06343217178761959	0.09144231754354243
VDAC2	0.9436147650017175	0.8657929472233103
JMJD6	0.2437540573363625	0.2655040843557615
EI24	0.8921216151053817	0.7725546922822443
MED24	0.6714051808185739	0.4278524762649748
SAMD4A	0.02549654655760027	0.1312108086062866
TMEM127	0.3757285639054118	0.7170129200582804
KDM5C	0.6653750523618229	0.4913603404406821
GLRX3	0.7810383168469948	0.7940309502688335
TNFAIP3	0.0013251367552721209	0.5159016363265408
SRCAP	0.6508790909270994	0.34092249862538093
PCBP1	1.0096957994355027	0.9156214012396725
MED16	0.49699438618357783	0.4413350183459526
SETDB1	0.4562273639774795	0.12484389837038573
RB1CC1	0.3901654481276312	0.4124513345030123
PSMB4	1.0187571195157819	0.9301873125774569
DNTTIP1	0.611021523479782	0.695324336324451
HUWE1	0.7846162413160612	0.5991079053123561
PRPF3	0.5759359731305282	0.3352323779407625
BECN1	0.6630040191073746	0.7831120641660677
TNIP1	0.3427202017582196	0.9672882014061487
RPL28	0.95001788880956	0.8893979358048214
TAB1	0.34919037443143364	0.20758782781336022
PEX12	0.12111154351671002	0.14470754875573927
ZC3H13	0.4535083204184544	0.3467156226017081
ATP6V0A1	0.5673694542302522	0.3540595094065865
YEATS4	0.6810675440665868	0.27348748176977733
GRB2	0.8068268134995639	0.7259555514050812
INTS3	0.6534594046946945	0.4907758816472263
MBTPS1	0.6061316564711848	0.7547662799791537
HAUS4	0.6796799426783989	0.4504718988250497
CSNK1A1	0.7662555648304271	0.8424001940722072
IGBP1	0.6452492384101957	0.6845644880856331
MED9	0.3347232508027103	0.2116502900904971
UBR4	0.4875715865464334	0.4815371279458455
YBEY	0.3277188919875371	0.21357008863007107
RFC2	0.8179752717545253	0.5070116473459488
DUSP11	0.22844974556825834	0.3020562030716458
TADA1	0.37315193313807227	0.06727213002056755
TRAPPC1	0.9346798227483273	0.9433137154470258
PTAR1	0.2687922097564547	0.24918416067759613
CANX	0.9967578984211176	0.9421537032132715
PIGK	0.16007794083571236	0.5544379545335407
MAPK1	0.4748165547922396	0.5185713074278401
SLC10A7	0.09314213026603245	0.06690679027504841
TPR	0.8414954616418292	0.6328132106999904
PTPN1	0.6849751434727839	0.7733275479646262
HNRNPF	0.9880282369580536	0.8493747445511064
SRGAP2	0.28419142763511746	0.38544551190283327
USP8	0.47644157429402867	0.5314735749271461
RANGAP1	0.7704268516571762	0.7573907959547979
GFPT1	0.5167080244361608	0.5554940791367217
COPE	0.9613657006080668	0.9062509521784688
ANAPC13	0.7401296354485086	0.7961368229411233
STK11	0.5355520744599275	0.4791668296311305
SMARCA4	0.8754583786957837	0.5617410005183938
IPMK	0.16006699664348317	0.09022374419902916
BIRC2	0.299864909308287	0.8006408694308187
RBM10	0.7723266256701727	0.47680696655094157
ANKRD35	0.03382046573869433	0.042441747371508486
MTFP1	0.23429296282902515	0.13676845154421416
DHX15	0.8246286043782803	0.6310019520135958
SPTSSA	0.7200632975168731	0.5826279948606741
UBE4B	0.3874823003919643	0.2961670859309696
SMARCD3	0.1514439060628547	0.18185162707109429
CCDC114	0.060033187998954324	0.03465229695657381
SHOC2	0.28398377466581975	0.4371759820024804
CUL2	0.3553747452420273	0.4601404417378689
PGM3	0.38017900905629465	0.7389777394848034
TAMM41	0.14550019675431514	0.0974271399604216
ACTR5	0.38083179377949716	0.13677716231700862
DNAJC9	0.8852209086302995	0.7392440344057387
GET4	0.16079619829460481	0.0696039933129885
ROMO1	0.9858516699214431	0.9249831731059535
SOHLH1	0.02953494324545019	0.005333849242255256
RNASEH2C	0.6282004208850205	0.6377599163956659
PHB	0.9970973660208475	0.8973675103593972
CHTF8	0.6176725425866522	0.6513580763263571
SLC35A2	0.3770580393479965	0.5765504894643608
PPP4C	0.9128089193233613	0.8447262515520327
RTTN	0.1761434986499664	0.10028157955161648
IARS	0.8222679159225991	0.7932611932666024
GNB1L	0.275588788363622	0.22926290868862995
MRPS34	0.9387814120687286	0.7746786016248387
CPSF1	0.8284400286770761	0.5451659536399084
EXOSC2	0.6735584309256966	0.2828980152467828
TMEM165	0.4715347874191302	0.7527417453724263
VPS25	0.8689299274057851	0.8243228741059302
RBBP4	0.9739275302431077	0.6968124501994485
MRPL38	0.723264596043828	0.4181635281161569
ETNK1	0.45850649851821645	0.19122277690581496
CCZ1	0.7575554299645735	0.6807171392687575
TIMM50	0.7981062221854207	0.6440866045814849
NMNAT1	0.09850778895282275	0.14253635707243792
ADAR	0.9348206664569103	0.7800526518309561
SMC6	0.4221312525479828	0.29440483322014405
PPCS	0.5465327573503213	0.5791474070558716
WNT3	0.10691599507261004	0.09265744152313642
ACACA	0.6235584752515997	0.3402237720053076
SOD2	0.5168155418055677	0.7160796572601554
NARS2	0.5264492375175173	0.1850844383263578
COX7C	0.977423161618319	0.8881328337878394
ATG5	0.31324087691004504	0.4409778165111159
ATG9A	0.4733779282083042	0.63406787555389
CD274	0.011478715525228467	0.27512199272371374
HIRA	0.45323535593623565	0.18919979116861932
MRPS9	0.7429797180875705	0.5339379208892878
MAP2K3	0.4003472495144607	0.7513673791219188
WIPI2	0.45432814998275445	0.5096124083183808
VPS18	0.2506929397076811	0.43217390029209857
HM13	0.7071820874446894	0.9001670864706006
PEX3	0.19907942894154185	0.30137409490014594
LRP10	0.31154392249943913	0.9965291237142888
USP9X	0.612244965735611	0.6289080300575244
NDUFA11	0.4256010043252684	0.3925620412370841
NDUFB8	0.7341923141980418	0.6234181500580135
FURIN	0.42166222723352575	0.8379461749837027
PRPF39	0.5660951616695804	0.3245746912087703
SHFM1	0.8828800348980711	0.8198842398544568
IRF1	0.0795368899431678	0.5427674960349719
SMG7	0.7387714536798565	0.391873749059754
PTPN11	0.8411694245571537	0.7683716825138716
CCNE1	0.4455015759822517	0.15738055186183678
MED14	0.38782777180885913	0.26168848894312735
MTA2	0.9118324559546009	0.6760707083195611
NDUFB11	0.98622176316185	0.8439700966966199
ZNRD1	0.6643284409183322	0.42688901837984405
UBE2G1	0.5386239469799244	0.5176842849142325
INO80	0.24602152683756068	0.20622866087016162
MED20	0.3366821886887277	0.3213086127214086
CCNC	0.5494113038767879	0.42561153335545115
USP7	0.8147427228018211	0.519526384918049
KCMF1	0.5249005811725908	0.667677822138684
DSCC1	0.6164733233478291	0.09878064944593395
CHAF1A	0.7996871991515548	0.3848403112188373
LEMD2	0.49081323121327247	0.5943457818229163
RPAP2	0.20279363800474154	0.15576793498766148
HNRNPAB	1.009103159264876	0.8952983818844761
CDK8	0.3712833668277469	0.1557987137028289
FBXO28	0.3907102977672991	0.31568380053491535
PARP9	0.1115828515744534	0.32893813573696773
ZC3H3	0.3123289963540012	0.17108500257366932
DPH5	0.37857995587639864	0.26537363093825567
ORC5	0.34209211755814406	0.3083459767046641
ELAVL1	0.6488822514039778	0.4114130215694323
CCDC115	0.5096562176306209	0.47862871968850607
SLTM	0.773603789179266	0.6049639503620894
DCP1A	0.3063495859495162	0.1684280650199172
NSFL1C	0.4527792006284753	0.6113125048842145
ZC3HC1	0.31571905570594205	0.33790838501232895
NGLY1	0.3291509013025322	0.4075113733317864
CHTF18	0.6075633747689394	0.17792624837641813
PDCD10	0.5747735586892933	0.5986189090297149
ETS1	0.07970823896769327	0.8879461427781139
VPS29	0.6543033502867358	0.6073026535893192
AARS	0.9481132064823968	0.864487275622763
RQCD1	0.639556056888105	0.36490320466443354
ARID4A	0.20413778800782895	0.1034698340435225
INTS10	0.5921737420785037	0.39904249767182204
UFL1	0.3467195007372488	0.4181794775599637
XPO7	0.7177526280654593	0.4982231463434748
PTK2	0.500823133451982	0.3787237350257418
YIPF5	0.3090599325721511	0.8873141475843106
NSD1	0.39836943964754085	0.24452461369372955
HNRNPR	0.8503195723941133	0.6199942345429588
N6AMT1	0.1315300450566447	0.11665941136632614
ISCA2	0.2655253382039588	0.21899649559499798
BCOR	0.42981614961570463	0.08122825306332948
ATXN2L	0.8847302878358434	0.6424184352092136
ASB3	0.13331575909293944	0.11472038897230943
PIGU	0.5928567193608725	0.5255163715191818
PARS2	0.16286060251031137	0.07424818594930721
HSPH1	0.8690596989223687	0.7467611914110688
SLC35A3	0.29577631481694966	0.21614011460733643
TBC1D22A	0.16410330635115203	0.2389055521144193
RNF4	0.4500309370672835	0.536320006877622
TDP1	0.2629699481046902	0.11938846830612182
CDIPT	0.5806441984509724	0.6567427455998033
PIGB	0.09916331524967428	0.23308961634024541
SHARPIN	0.5802339527914855	0.6182538784552164
PQBP1	0.8362411577128881	0.6444707514778919
PRPF6	0.9038016349268722	0.7694396061941546
CAND1	0.5924625054479706	0.38699125070895857
KHNYN	0.471096766517642	0.4205499938271621
MED19	0.3971758596577519	0.49712601787474325
UNC50	0.4283414216274128	0.5887917534152839
ZC3HAV1	0.30184390159264857	0.43279661514027573
RAI14	0.18811193775893795	0.8840306890709624
PCGF1	0.35443796819519885	0.2803754105469615
TMEM117	0.09620083398750597	0.09725230350810148
PIGW	0.4805705749841976	0.21951742482758005
TCEB2	1.0115610235783141	0.9345862505002075
CHMP5	0.7585073154514268	0.8176660733960692
TSR2	0.820781036353841	0.7046858561421323
URB2	0.3864036817819863	0.06582400723378361
LMNA	0.6178172831085993	1.1533004850429063
PAN2	0.4858402432563031	0.14109038186751335
DARS	0.7885654115145405	0.7658870034808805
STARD7	0.9599393719939008	0.7760707566025821
ZC3H18	0.6824204803953854	0.4501233765099291
KLHDC7B	0.030375632709299667	0.07791898468483183
TRNAU1AP	0.17559212887787884	0.17159789947146598
EIF2B5	0.6868927711368706	0.427186418118625
PRRC2C	0.8441665720819101	0.6303293002956462
MYL6	0.9771937699897045	0.9517556176690211
PDS5A	0.7218614154596145	0.502699276513661
TUBB2A	0.6003723766861754	0.7051814330357352
SMC5	0.41548624897352127	0.33230386672989876
CEBPG	0.7178496896259855	0.35852754188462527
GAS2L2	0.03352046739260805	0.011587243720578733
LSM11	0.1300896697443902	0.07170284164343331
ORC3	0.38186410841134133	0.3607805185289596
SRP72	0.7855707979342423	0.7409636721532122
MRPL50	0.4576724971462762	0.2662658791809167
MINOS1	0.46112021135390724	0.5393650640036973
GLP1R	0.03022163041406323	0.0038999102793151733
TFRC	0.9372267015258765	0.8505679302963729
INPP5K	0.23278721531898522	0.29171324826905276
FAM50A	0.7878803156774329	0.8683228263291594
FBXL18	0.16293709145800112	0.16964923474994328
PSENEN	0.8012309410289722	0.8083460530362696
SMARCB1	0.8671775506127741	0.655421997682655
USP18	0.268904249743963	0.11577848608715939
FECH	0.4287786653992935	0.24618214170310376
VTI1B	0.8124722121048247	0.8535472112860738
SDHA	0.930084493716725	0.8289871211640171
DDI2	0.3480183223779345	0.11633626110241647
TUBGCP4	0.4535059204481917	0.16743654821308895
EID2	0.3598277306621901	0.261190774565424
COX4I1	0.91073877798414	0.8207395595153759
PRPF40A	0.6927401887685556	0.5342269610095374
RPN2	0.9972497469732209	0.93665385860606
MDH2	0.979595127197721	0.8486403423653961
EWSR1	1.0059449949419077	0.8891804436770713
KEAP1	0.7603781008469345	0.6652392643492874
GPATCH8	0.5307459262209062	0.360687968159783
WDR7	0.12708167889192531	0.0731754792353096
RPIA	0.7396426536133953	0.32355209087333864
OCRL	0.44481351489528287	0.40827530578964666
SEH1L	0.7155991407157092	0.4070788707017535
AZI2	0.31989337738129286	0.4791188460754029
PIGS	0.7044241743489219	0.7082556859906051
PGLYRP1	0.051966405835035354	0.026435098674305983
PISD	0.23753840423503855	0.33662565653214593
HDAC1	0.9020720963732123	0.7384919383402639
NADK	0.5329904265954261	0.376115567168242
METTL3	0.6985365888779971	0.4867128523766066
LSM10	0.4542167758215993	0.5977206723522192
MTA1	0.8397750621509579	0.39645547112546675
METAP1	0.6348640893165258	0.5420200624112647
GNL2	0.5718727994138448	0.46973396719632454
COPA	0.9085180066728187	0.8916414259093899
PUM1	0.6831246332052537	0.48025289346341155
PDCD6IP	0.5207022957000544	0.7137236252264486
CALHM1	0.0352682297959967	0.017796704995717477
RBMS1	0.15381226542022267	0.8141202587371071
MRPL15	0.8773276534567289	0.7751457619844282
BRAT1	0.6798043137269312	0.43311005671759517
SACM1L	0.3745029828760006	0.417045395184469
SLC25A22	0.43728685116368826	0.29042446554478174
ATMIN	0.44588368332758727	0.33132237229733413
TBX1	0.13702042922571492	0.018398267229738436
ILK	0.5002097019012595	0.9260830981805177
LIPT1	0.06674740502258016	0.037794532626057434
ATP1B3	0.8600379223350991	0.8983704717973128
AHCY	1.0192074432114007	0.8140640383457556
VMP1	0.813970575379215	0.929370354109468
PPP2R4	0.6984017563200204	0.7272988703892433
TSC1	0.22297721046758925	0.19734584924703902
COG4	0.6845791927637199	0.6298141074624344
URM1	0.5619673605884493	0.6036437710978899
LIPT2	0.12750305011468469	0.04737026531686945
NOA1	0.5861683365050722	0.3305025308697677
POLD1	0.8170829057676251	0.3424932909768479
MTX1	0.523726204269598	0.4199963820245446
ATPAF2	0.21802324540660226	0.12631600567606216
DAP	0.7500429670541693	0.9292607027760632
TERT	0.11574610031228406	0.014941300746200484
PCNP	0.9030915504603074	0.824165524027264
YAP1	0.28665741098371417	1.1022191855851589
CDC20	0.9531267476914107	0.7941587886606004
RPS28	1.0066499215483555	0.9172745686765125
DOLK	0.3804416112830678	0.5197676471074227
C1QL2	0.022540069105483767	0.005885158372001706
B4GALT5	0.7598067113852377	0.7014363272282741
VRK1	0.6865461261870086	0.24931332380363075
GFM1	0.5144207958097747	0.37758678035699894
SIRT7	0.4849427544323327	0.4286878663766402
IL18RAP	0.011255584665094014	0.02146623311146097
RAD51D	0.23545430047472332	0.16653740073504122
PPP2R1A	0.8915809087603183	0.8109542784542876
PHF23	0.46112041430411493	0.5681815205987819
TPSG1	0.03805720063673124	0.01052725202684428
BABAM1	0.8213138061131596	0.8371427232044056
KLF3	0.42629749418168383	0.2807628737713421
NIPA2	0.7006661285161069	0.7377684323365737
AURKB	0.9309916789667981	0.6397786071947127
PSEN1	0.28908970153796504	0.31322406740904657
RMND5A	0.6372388209256756	0.04310844462594962
WWTR1	3.7787908392659064e-17	0.8558125513725375
SPRR2F	0.02265034740213328	0.02086588753152426
NFRKB	0.4419256900771093	0.15383085504279695
CBR3	0.08765925420746712	0.4386456312009143
EFNB1	0.39259302965000403	0.3010931280525942
RAB35	0.5705181745398458	0.5798880076382742
PIK3C3	0.1673721767021377	0.16580837285323163
ASNA1	0.8627277365599674	0.8626357353897155
WDR45	0.1627156310250043	0.22876087055815097
PPP1R14A	0.10229734514678879	0.1825888248908555
PPP1R2	0.5235917649937436	0.4850010742321131
SERBP1	0.9518240105864796	0.8098184824184533
SLC4A7	0.1547749108354263	0.4777701727101094
PAX3	0.027052170611015624	0.0688815686799857
DIS3	0.5964480269737519	0.49735578027796773
PRRC2A	0.9393896177905359	0.7578432008920942
ATP13A1	0.6371107056522749	0.4818477316597906
PIGX	0.3443986562069924	0.20628816090138322
COL6A6	0.02563677690845912	0.019316533003706067
CDS2	0.2571002679381125	0.22411493419281267
PRRC2B	0.8179023583049571	0.5343989133166757
PIAS1	0.30029184594338304	0.17977055518679558
EXOSC5	0.8400723904248455	0.41283674017637356
SLC25A29	0.17874320340115976	0.03649762189870965
RNF114	0.8238564859554265	0.7436938185749028
RPE	0.6296973886452027	0.6806124623317086
UXT	0.7547603854012083	0.7331914110769041
SYNPO	0.013023271570991556	0.40443058556942674
NUDC	0.9088677397725081	0.8074397505862664
RNASEH2A	0.927262751372147	0.6672288645755664
MRPL47	0.915885368225277	0.8121798267899971
DUSP23	0.513976524102135	0.4803489458915661
PLEKHA5	0.18018678531945756	0.13309476719903732
MESDC1	0.4320743703275032	0.22853486783468754
D2HGDH	0.22793431758019558	0.1265703660985964
OGT	0.8272144737926037	0.664308161204294
DIDO1	0.4525605480613196	0.2324441845167021
SDHB	0.7642165682651886	0.7457848341557693
CHMP4C	0.611526221914502	0.04309103803337962
NT5C	0.6957465713206468	0.5961405728956081
RASAL1	0.1544788834424909	0.003913069069757402
LRP12	0.16607497358213197	0.4885758038281934
INTS8	0.5767974952766967	0.3398913962477444
RNF168	0.4361393439322534	0.14198066140272939
ATP2B1	0.4043225986369362	0.5276989940510286
ARIH1	0.47940310547100357	0.4403094168840278
RRM2B	0.24288638048113073	0.41343854724749945
TAF6L	0.4191059367882167	0.18087220319088718
RPF2	0.5985369890369748	0.564737115191364
TFAP2A	0.23049780104956308	0.2846494663684894
BDP1	0.32590739059042545	0.1648999228363031
GNAL	0.08049858506435166	0.033295738215357536
RAD51C	0.44881637528665974	0.21747264750407877
SIN3A	0.40410736176803186	0.17048247116303838
COG2	0.20369507082199537	0.06794404996926823
TSPO	0.675629007997742	1.0345057416540213
RNF32	0.09265223649557316	0.04199839786212511
RPAP1	0.3284073607498405	0.17201330319158614
TAF1C	0.42062810415573315	0.2957740010751975
KLF11	0.23619230843912398	0.13167829376404214
RAF1	0.7627383138567866	0.7116728172183304
EAPP	0.5716236778917598	0.46913600223467994
NAA15	0.4439142185059876	0.3230048139168266
ACTA2	2.4581352458658088e-20	0.43619262142736615
METTL1	0.4130722726058168	0.3656431394917072
BCL2	0.17676438902452088	0.006893896049857546
DAXX	0.7149560973378605	0.5750263901173953
LMF1	0.07915805272477673	0.09184145379760905
TUBGCP2	0.44211480703001377	0.47967032294278406
NCAPH2	0.7095429241461153	0.4532778787870783
PITPNB	0.6347355213206448	0.633945392547341
CKAP2	0.7413566998870438	0.5741741334910796
DFFA	0.5223526483981709	0.3716004386273388
CSNK2B	0.8639955814118562	0.7914428396215615
VGF	0.3191515326290376	0.0017440629190779839
FAM43B	0.03570438839095044	0.026498507674655086
RAC3	0.7480125774278173	0.11255797589270601
TFDP1	0.9040713639668033	0.7279137912382083
NAA16	0.2487588253905252	0.048523762685715566
MIDN	0.5864109307799177	0.5032848199023698
PQLC3	0.13187879562225752	0.41169215991086844
MAD2L2	0.4700668509539184	0.3487497691620459
CXXC1	0.5997992668377192	0.30611237858887297
BYSL	0.6455900889291404	0.4920694667110622
NLN	0.28414161752612216	0.215479313142737
ICA1L	0.0922829351088708	0.039983215336377005
CCDC47	0.8719608675234829	0.8055951119186765
CYBRD1	1.37459473240687e-21	0.7181911898291593
PIGT	0.851001415475546	0.9189305568179739
SRM	0.8054767672572983	0.7826634696202457
PAX5	0.09383268072864746	2.8053956882771577e-21
KIF18B	0.6688992131217113	0.30210298170569166
HSPA4	0.8610470482341583	0.8383463600072095
LELP1	0.007546656533394377	0.009600887935011852
EIF5	0.8503328105436675	0.7435874707293066
GNE	0.2699821913215258	0.31799207108833694
CLTA	0.864232914062228	0.8870198790775895
CACNG7	0.07491548411848854	0.03887413379168349
RPS20	1.0153023902244445	0.9261243283518535
RAD9A	0.4130126089855806	0.14245492276363744
WDR82	0.8188562058601007	0.7035015122134662
CDK7	0.43507225057036003	0.7577217888110959
SCO2	0.5664155277811824	0.5362980625662638
GEMIN5	0.43990063683337444	0.2553108089180764
VMA21	0.4322270953755547	0.4085588290151254
NUTF2	0.874408728147803	0.8051882891293177
