Name	C0	C1	C2
RBM10	0.5594234885146558	0.5014370649999694	0.8615280276511628
ANKRD35	0.036727291326819775	0.04433854687176365	0.03377350921653741
MTFP1	0.2106614466755559	0.13719005164184714	0.2244220061819893
DHX15	0.7552384968862655	0.6462036801850392	0.8249210450773838
SPTSSA	0.7798063212627054	0.5697721384948775	0.6395828584151622
UBE4B	0.2926989491457939	0.32115302526937345	0.43179862709983585
SMARCD3	8.356514812667626e-21	0.23924605881236252	0.2634373068449622
CCDC114	0.05444448155486192	0.03394577419579537	0.0576599053824877
SHOC2	0.3429387991432192	0.4693085487469809	0.2673598416752885
CUL2	0.36569894501070105	0.5012287444719599	0.36047566468795916
PGM3	0.46344225868588956	0.8141909316430028	0.38631842459841403
TAMM41	0.1305289129122331	0.09952791986312177	0.14305982913817306
ACTR5	0.3269412077502504	0.12032272795180901	0.3611391620386485
DNAJC9	0.8265841414867132	0.7630713441676281	0.8882522932567897
GET4	0.19676405332300734	0.05756642969968589	0.10428615778293533
ROMO1	0.9887716639181642	0.9558809989745504	0.9597034086247969
SOHLH1	0.015853519768089866	0.004570892542856162	0.034718306224725555
RNASEH2C	0.5640854614452311	0.6853421773888373	0.6699512154410461
PHB	0.9695840171467754	0.930000085759533	0.9836469037959071
CHTF8	0.6426393979198579	0.6806044656219107	0.5986487823376425
SLC35A2	0.6521019346266202	0.5467808976589735	0.22838370158779198
PPP4C	0.9408179763375342	0.8642935231074415	0.8674240758084103
RTTN	0.06988024529867148	0.11904603244188237	0.23738446291226417
IARS	0.8237053885669574	0.8260342718560931	0.8037347705596332
GNB1L	0.299089452798303	0.22543601459256019	0.24570439306666644
MRPS34	0.9142886881198788	0.7913830010386704	0.9091464731159191
CPSF1	0.7542882924915338	0.5437271313044278	0.8124554915481255
EXOSC2	0.468584391744594	0.28058716637323944	0.7382677959533372
TMEM165	0.6860846710929492	0.767747958433606	0.37651328746845414
VPS25	0.8714302664099719	0.8541845879022087	0.847175934336705
RBBP4	0.8253536700118479	0.7231589800417981	1.0120151380032505
MRPL38	0.6731743834042121	0.406242400336674	0.6811953123399491
ETNK1	0.40020464416474044	0.18102116742405863	0.4300804717385642
CCZ1	0.7566485157161664	0.6981150221095505	0.734226023966166
TIMM50	0.6368223235928719	0.692031541258799	0.8733065962830355
NMNAT1	0.12280760906527051	0.1509697130223398	0.08777421118068764
ADAR	0.9087991420117693	0.7945547085965208	0.9125238395272464
SMC6	0.3271434645885538	0.3125645855383932	0.45924719936569786
PPCS	0.8292768765262043	0.5401963176838347	0.33556135658810865
WNT3	0.11409567050800101	0.09116853882181619	0.09877069068794761
ACACA	0.5246538292771571	0.3366873867273381	0.6274616094248536
SOD2	0.6441587068466059	0.7389301947307713	0.4679877148830544
NARS2	0.39357120937233475	0.17522401178909014	0.5428843579828246
COX7C	0.9803195759373429	0.913946423190557	0.9441584986321468
ATG5	0.41156893137902045	0.45632420823519704	0.26422300674618726
ATG9A	0.4680206095270821	0.6934609142470384	0.5033000314821953
CD274	0.14386354152697467	0.2646428650393818	1.6619051183947879e-21
HIRA	0.35226745282978233	0.18307961996063907	0.46418763376407396
MRPS9	0.7485035720310476	0.5274293807080596	0.6811234117597185
MAP2K3	0.6935564038082958	0.7656428864049107	0.25494303165520543
WIPI2	0.470415951992403	0.5368399212388565	0.44971087936901166
VPS18	0.28342948319631445	0.47273978850605924	0.2625008401884623
HM13	0.8726601660910387	0.9238495042122992	0.6233920142282469
PEX3	0.2502434445290004	0.3182238239117405	0.1810384353424624
LRP10	0.879500537442766	0.9687488556440094	0.07016107638211898
USP9X	0.5438573369260893	0.6784677054464385	0.6587470019044346
NDUFA11	0.3646307874346273	0.427462119988673	0.45233931170677955
NDUFB8	0.7214404727232236	0.646524225101731	0.7023532656048872
FURIN	0.7200189057346333	0.8574212167464057	0.2938200199727531
PRPF39	0.4897417843564315	0.31853940663625513	0.5655568207522856
SHFM1	0.8780478946304195	0.8471608143915059	0.8636871425613305
IRF1	0.4638160873389912	0.43178485412474205	7.563120099082725e-15
SMG7	0.6553783542413488	0.3742394754979814	0.718270026851741
PTPN11	0.790508195365237	0.8064253468671183	0.8515366548246246
CCNE1	0.27352651200243894	0.16112936081491283	0.5069148545600837
MED14	0.2748603610442271	0.28025344369133715	0.4418631485371375
MTA2	0.8533417893609054	0.6834152612827589	0.8942616560981161
NDUFB11	0.9305967891769528	0.8734663516868126	0.985616466220653
ZNRD1	0.697318387057782	0.4045188764849035	0.5762982825006888
UBE2G1	0.5012433527890252	0.5491980919063794	0.5539058389767159
INO80	0.2868987687802305	0.19915906812388517	0.20384185326030343
MED20	0.32779972454700423	0.33441227004209234	0.33729849559863423
CCNC	0.6089825990361932	0.41160273055842017	0.4703992507428297
USP7	0.7216959576140333	0.5215530117744438	0.8087307743323229
KCMF1	0.6413945012453812	0.6898279154624216	0.4643969552293916
DSCC1	0.33058246242426254	0.08325630042632247	0.7194210310480392
CHAF1A	0.4872340184263508	0.402919899501105	0.9450162858806556
LEMD2	0.5601750680833144	0.6119716046205428	0.46386427531360697
RPAP2	0.19517919187001911	0.15808440473922822	0.19514210890971959
HNRNPAB	0.979228875772404	0.9255155957869772	0.9948637397706339
CDK8	0.3139016067307098	0.1449142508365538	0.36120088969275244
FBXO28	0.4350298893434044	0.3064963196040155	0.33722081439239915
PARP9	0.38173964137576855	0.24500395755879673	0.01839265890749846
ZC3H3	0.333451756979731	0.1516845202097962	0.2616688420851805
DPH5	0.28706709612830666	0.2855840084481422	0.4149140819406272
ORC5	0.30981684564181283	0.32698165492435377	0.3531001273453398
ELAVL1	0.4232349842355299	0.44770245958524796	0.7595499213414612
CCDC115	0.6184600865341777	0.4646712262187341	0.41902727243548765
SLTM	0.7641157588845938	0.6083010942091364	0.7348028703590793
DCP1A	0.2365137964969263	0.1730652648835647	0.3236709053426966
NSFL1C	0.49655698065082776	0.6499885772113164	0.4524561868408877
ZC3HC1	0.12132101814249353	0.4153317492331961	0.4528047658409674
NGLY1	0.35914816692641344	0.4381064693878675	0.3131306366291623
CHTF18	0.48169818865875813	0.14971652930209944	0.6007608240772011
PDCD10	0.7707458705863274	0.5727341564669071	0.4342305839977702
ETS1	0.13974678272917804	1.1239286717260317	0.1311009503640789
VPS29	0.6991949266330503	0.6165199697526696	0.602619723264505
AARS	0.9549766748751995	0.8868573550753408	0.915627753697008
RQCD1	0.436347650514269	0.38556681979463625	0.7273656720086066
ARID4A	0.20995131574195586	0.09135533845769898	0.17492719266301598
INTS10	0.43417239154294024	0.42753573752086155	0.6600243725887784
UFL1	0.4768863740150231	0.4116029446570769	0.26506532471354705
XPO7	0.5031552389894688	0.5398086652782835	0.8220508007227628
PTK2	0.5314880439823212	0.36311503774771575	0.45102085313462337
YIPF5	0.5141574121049369	0.9660888334814984	0.27986021430459423
NSD1	0.36165806511788123	0.24204513555174528	0.38615703836663295
HNRNPR	0.6822272336634432	0.6540923546791881	0.9156393645427297
N6AMT1	0.10539343901441664	0.12710312548980882	0.14539512047159583
ISCA2	0.32110472599204126	0.20223894355429584	0.21593168501610843
BCOR	0.16872638500513368	0.08085357161031383	0.5576593981275545
ATXN2L	0.7991958997665011	0.6521737941037169	0.8879793524107321
ASB3	0.10681018014461553	0.12432741343341265	0.14686397701947454
PIGU	0.6498412065055658	0.5190109874866541	0.5339095897013704
PARS2	0.15415254567472314	0.06794819951269832	0.14608794711526782
HSPH1	0.8030338125902382	0.7748379298210454	0.8845803666490235
SLC35A3	0.45240092074555815	0.18231231723541366	0.15007421469300594
TBC1D22A	0.23927952198112187	0.23819264921829797	0.12668454363981405
RNF4	0.43121591033074635	0.5813892036771622	0.47547205278583754
TDP1	0.19260965777001032	0.11859894233298963	0.2822767696090273
CDIPT	0.603055114727911	0.6909950701828949	0.5756843295179223
PIGB	0.18096600871649804	0.24065867344366904	0.0696254394487014
SHARPIN	0.7393649962700721	0.6051198125795952	0.4698906857060442
PQBP1	0.7513840906266759	0.6623278019864984	0.8503959624048999
PRPF6	0.902326964771959	0.7803229941171006	0.8681710737628479
CAND1	0.4636331873993818	0.4046014022251505	0.6368376967872987
KHNYN	0.6409525739750835	0.3863991602048015	0.3302268851146122
MED19	0.4508875019019236	0.5171617732520037	0.37891207959084927
UNC50	0.556837081553076	0.6019301441886173	0.368822512892407
ZC3HAV1	0.44712801165628335	0.4276084226904697	0.2270666234296135
RAI14	0.24901313180139772	1.073755497333513	0.2399388394463942
PCGF1	0.31227569429937274	0.29139696899644607	0.3662323114637093
TMEM117	0.09267758145551659	0.10418506833431702	0.09655000359348496
PIGW	0.36451703031344224	0.21562691154246724	0.5063803668501465
TCEB2	1.0035666913806454	0.9661203750819336	0.989747451623384
CHMP5	0.8284265202385119	0.8407414717981676	0.7160089117744339
TSR2	0.7390259316266932	0.735855062192938	0.8498938105848373
URB2	0.18236942185428215	0.05890071646284965	0.47437393805205064
LMNA	1.053122092402119	1.1856476959059608	0.39796135468072247
PAN2	0.360365914845274	0.12418731901825922	0.49900737723912997
DARS	0.8050972839066488	0.7924186703974313	0.7626373477984979
STARD7	0.8891096898306331	0.800624268290451	0.9610509900018631
ZC3H18	0.5761517486854394	0.4580568323382158	0.7055675304511484
KLHDC7B	0.10971447367378609	0.041349735242741895	0.007595565666479711
TRNAU1AP	0.1642180379858434	0.18133392483407987	0.18145475661986069
EIF2B5	0.6493866780361635	0.41583917169723783	0.6494312834587339
PRRC2C	0.7587607712334418	0.6455100004756648	0.8525658199950927
MYL6	0.9938846427370224	0.9859749042738689	0.9486277967691709
PDS5A	0.6440355823610896	0.5131106386483976	0.7212479999045337
TUBB2A	0.14151711738199574	0.9076161088818361	0.9221734549255767
SMC5	0.400785445638317	0.3368402625508164	0.4045541069343755
CEBPG	0.6916847693124212	0.32758166315038967	0.6477962172424774
GAS2L2	0.03218424735563992	0.009018059335695036	0.029309044492162966
LSM11	0.08949383227749808	0.07545473689963138	0.14661323746161142
ORC3	0.31195985685106453	0.3951589789353295	0.42145884205720324
SRP72	0.7679331026164737	0.7728749630405071	0.7790800719652228
MRPL50	0.40787580716237976	0.26257879015724195	0.44591383093416254
MINOS1	0.4783496712026977	0.576933893345099	0.4551890778883301
GLP1R	0.015591123050528297	0.0031717806509649654	0.035455114989996886
TFRC	0.97200715219042	0.866058337521324	0.8821653641997187
INPP5K	0.2600779073207839	0.30489961424197676	0.22498118368568185
FAM50A	0.7646713313059779	0.9258999902640032	0.8140456276503042
FBXL18	0.1856314899854671	0.1695984222073096	0.14854316151694388
PSENEN	0.8966352883516393	0.8210624257046115	0.7233617478877982
SMARCB1	0.7421162323241981	0.6818397393459366	0.9055678672538966
USP18	0.2962063199207305	0.08143103110892275	0.22013868879051585
FECH	0.1844137450209902	0.2857446468272094	0.570431522980721
VTI1B	0.8838535500399061	0.8793351481621388	0.7601947893728398
SDHA	0.9427914580487436	0.8464711409829689	0.8887166415022105
DDI2	0.29509272089965694	0.10271441883585862	0.3287293045690951
TUBGCP4	0.3268830766002465	0.1601234878953638	0.4818313709265529
EID2	0.2358697702818	0.29252293390955714	0.42297181161700403
COX4I1	0.9384499348936389	0.8369824005785236	0.8597139134526761
PRPF40A	0.6532010841796162	0.5444851235793513	0.6785900056369452
RPN2	0.9940345074881947	0.9694651202806753	0.9758033610529576
MDH2	0.9506904858180588	0.8737224827411212	0.9612882730576138
EWSR1	0.9730637970628019	0.9187456266561437	0.9939739119304614
KEAP1	0.7132800407277748	0.6928816898124555	0.7653846662787173
GPATCH8	0.4218680804038981	0.37625158550367216	0.5700365683922761
WDR7	0.052166488492698754	0.08478089361735	0.17172439161621156
RPIA	0.6024437087765628	0.31375003148550434	0.7362338023778333
OCRL	0.39241231135974297	0.43436434392916556	0.4706789186915367
SEH1L	0.5687713847556148	0.4169642164777423	0.7465098980910834
AZI2	0.2782243367920408	0.5460325107849647	0.3729785801916669
PIGS	0.7122478208912962	0.735619303800302	0.6945571725728402
PGLYRP1	0.03944878265281722	0.026917572880443236	0.054976411063141266
PISD	0.35594317017534033	0.3240368191979979	0.18116080815348842
HDAC1	0.9165506388596715	0.7446756654351319	0.8430759571757689
NADK	0.5380491244740424	0.3696531286407622	0.4863947412312169
METTL3	0.568165930086653	0.5069270747646716	0.7426987119292153
LSM10	0.37978121557726724	0.6727161014586767	0.52970343059695
MTA1	0.717065143111905	0.377924916210495	0.8223549466677291
METAP1	0.6713905115460984	0.546323870301927	0.576593724716085
GNL2	0.4572632642326808	0.5045953586640165	0.6277212140237695
COPA	0.9005656309147586	0.9305401719484694	0.9011491510436423
PUM1	0.6241200641720028	0.4835713148334593	0.6762024087639468
PDCD6IP	0.6283596006717549	0.7533467269668829	0.4728282103544041
CALHM1	0.018913519062872468	0.019633154779947915	0.04356605496209153
RBMS1	0.29895779382039467	0.9486680503205723	0.1594219768076222
MRPL15	0.8662602294345872	0.7991995485654678	0.8510200648464373
BRAT1	0.5775164423543591	0.43811301283040754	0.6957980548880992
SACM1L	0.31579290127363263	0.462393295633899	0.4185934563421446
SLC25A22	0.3607300928768813	0.2948722264926066	0.4618976647511914
ATMIN	0.4421328922947463	0.32764435922534335	0.42001083329379585
TBX1	0.06009382679498819	0.01853075333252479	0.16821874172666298
ILK	0.6017258395924138	1.0122170892109275	0.509401212503037
LIPT1	0.05741261907770246	0.037404657806930565	0.06650808853501018
ATP1B3	0.9111918649671498	0.9323527304108272	0.820276133772075
AHCY	0.9787361748820176	0.828506753886929	0.9931246702211907
VMP1	0.9404304343155658	0.9561871522078192	0.7370738882133495
PPP2R4	0.740897854637717	0.7549957051303151	0.6641520020756291
TSC1	0.21997530090728157	0.2023019637721478	0.21772271878067517
COG4	0.6902056690836874	0.6449135410643734	0.6637844514960048
URM1	0.5548320570721853	0.6397506633044279	0.5695952777169845
LIPT2	0.11978185867916023	0.041315688748215396	0.11189630249878715
NOA1	0.6442384572797166	0.29948974366369774	0.4716361735676358
POLD1	0.5777303937680255	0.3383337054644062	0.8874176111037387
MTX1	0.4964236563986054	0.4302682963478634	0.5147162710483006
ATPAF2	0.1960345957092507	0.12496310188561581	0.21010882539126843
DAP	0.8835849438670578	0.9636596035410654	0.6832150734613446
TERT	0.05291619624733911	0.012326807972401104	0.14233244486945315
PCNP	0.8650028728574419	0.8590103313951963	0.9035579312023458
YAP1	0.8941518875101523	1.125681812144119	0.010400795360803237
CDC20	0.8957950486912233	0.8190014544853326	0.9507000949674929
RPS28	0.9933599613024293	0.9479585856046338	0.9856010911586163
DOLK	0.47205382919727	0.5391773527668586	0.341089862161751
C1QL2	0.008980503635697653	0.006486589791674994	0.029191256079770217
B4GALT5	0.7830375859061218	0.71021354723725	0.7285836467919669
VRK1	0.5155121285023729	0.2329640155990828	0.7123672720590088
GFM1	0.5499229797740122	0.3692842583720286	0.4472189406920214
SIRT7	0.7205181502029538	0.37297453329530506	0.2978996135053959
IL18RAP	0.02018412993004346	0.020849063105525416	0.00760545193416266
RAD51D	0.16794999295740135	0.1785712782646526	0.2696281292772346
PPP2R1A	0.8348385974481648	0.848788211321246	0.9065322460740065
PHF23	0.3634970957171908	0.643929286769245	0.5439529256593497
TPSG1	0.02326465952466391	0.009719428011216613	0.04327741662818661
BABAM1	0.795060825669895	0.8850785057721584	0.8340939388785749
KLF3	0.6681792888079597	0.21829275490094152	0.20077936047081293
NIPA2	0.7232767534371978	0.7715227895512035	0.683711810612821
AURKB	0.7720579731352686	0.6593046427516378	0.9786341735190983
PSEN1	0.47083034268192264	0.2646630971914333	0.17528144710589835
RMND5A	0.486729813653985	7.3179301695579385e-09	0.6020547684343636
WWTR1	0.1946503506165597	1.0244232394266097	5.149437794398594e-21
SPRR2F	0.05098643265652008	0.009152043471607089	0.005860300309603403
NFRKB	0.4118470673378101	0.1274858959589929	0.39195280744277167
CBR3	0.14224596953175697	0.5100522357919707	0.11320409805992394
EFNB1	0.634013786732344	0.2313784944916942	0.1956738863139764
RAB35	0.5851703295026365	0.6038524441268424	0.5551848215986304
PIK3C3	0.07603066144424944	0.20165868497700568	0.22794704981721767
ASNA1	0.8337218613477309	0.9101970067118035	0.8733301844392235
WDR45	0.1939021601358721	0.24234657393703793	0.15139213488790773
PPP1R14A	0.01464524634419442	0.25894019402850754	0.1522524205335922
PPP1R2	0.6125609586815514	0.47661848147584074	0.4445338259693881
SERBP1	0.8817090471871202	0.842906252630925	0.9610946852556712
SLC4A7	0.09496685940029738	0.5956783075242323	0.23937644306820757
PAX3	4.792775472148915e-22	0.08327595603027635	0.058119903249812255
DIS3	0.5987437527783347	0.5040082782851246	0.5659138263268053
PRRC2A	0.8299774621296221	0.7897713317063826	0.9718360987283681
ATP13A1	0.5348002239165659	0.5048171270757086	0.6723353695313917
PIGX	0.3099572857219702	0.2032425471041789	0.33526248732782005
COL6A6	0.009803419046065166	0.023415446983256028	0.03555409473935454
CDS2	0.20173114596727	0.24442820867026507	0.2869057578075348
PRRC2B	0.6804949362697887	0.5453750377194291	0.8520522582758472
PIAS1	0.268962626069256	0.17567342373175027	0.2949436508603715
EXOSC5	0.7036853942921187	0.39917842790016717	0.838141678618286
SLC25A29	0.11169849376083638	0.031611538838620536	0.1965627856840814
RNF114	0.867111828264971	0.750063413664079	0.7682176821020419
RPE	0.6639646490354856	0.7112118105495767	0.6076954457276655
UXT	0.7702945051659787	0.7602215340740115	0.7287232055020709
SYNPO	0.10982334919364599	0.48757908164956837	2.199741045739076e-08
NUDC	0.8422168149594407	0.845558917488229	0.9252913338731296
RNASEH2A	0.7398487812086273	0.7019393695133039	1.001253755188804
MRPL47	0.9101310722548289	0.8341732149351228	0.8869005363925864
DUSP23	0.6760754601842762	0.46128403294685927	0.3746973910583548
PLEKHA5	0.16268279278687703	0.13692463160319035	0.18010248063957718
MESDC1	0.36318773261164233	0.22524642475608003	0.43295268939103215
D2HGDH	0.26190665148169867	0.11411598713308532	0.1717302462735052
OGT	0.832670476030518	0.6656360447726135	0.7796568281645894
DIDO1	0.40045560972999594	0.22021507684493913	0.4392295041000147
SDHB	0.8024825378761998	0.7722508117362417	0.7178811266154096
CHMP4C	1.0110571458136322	6.563605749712762e-22	0.04331452526722436
NT5C	0.7357021109163322	0.5995664774629893	0.6340773780520118
RASAL1	0.1717579551306079	1.4583852534028222e-21	0.08395075465915057
LRP12	7.898061276524664e-11	0.6578871200664671	0.3066009719930405
INTS8	0.5296392867814073	0.33491015065291196	0.5486862265889635
RNF168	0.3675387415046823	0.12164378580961668	0.4157561795397927
ATP2B1	0.37933317354637475	0.5832277941233132	0.4397155851563693
ARIH1	0.5089540157986985	0.44586340868143054	0.44405591071004746
RRM2B	0.22143416773168004	0.47587240490178206	0.28252397480851404
TAF6L	0.2953398563215258	0.17994817407889202	0.45715395523314367
RPF2	0.5518580293338275	0.6021934748244494	0.6139180918616715
TFAP2A	0.34556548440152984	0.27042958681316104	0.1602053249455436
BDP1	0.23282597455935802	0.16941520033219776	0.3573807743287073
GNAL	0.04952055136430073	0.035256850280068586	0.0922787940287331
RAD51C	0.20298803129856924	0.25229574156848505	0.5769629836057123
SIN3A	0.29274064564434016	0.16699672708681607	0.433790798119986
COG2	0.17307865255190968	0.06031898237016331	0.19165595449352912
TSPO	0.9644854178824013	1.0656550887762481	0.5304021774899486
RNF32	0.08306433306742891	0.039358021031594685	0.08668183332823053
RPAP1	0.22366935511428573	0.1801362721411199	0.369921063564459
TAF1C	0.3373883411022912	0.3089858148700894	0.4520142287922306
KLF11	0.19610072308479962	0.13183856222673304	0.23999056804700608
RAF1	0.6492525739232312	0.7676819562406035	0.8244246515539108
EAPP	0.682195182575407	0.44403345869841976	0.4623801345609941
NAA15	0.3479003257969827	0.3436384912220601	0.48318565238421457
ACTA2	0.006509427440048612	0.5668616722290333	0.04875406778256356
METTL1	0.4164566124160752	0.3759635579535801	0.3934447036050091
BCL2	1.3467830603443281e-06	0.019285812168339207	0.27489207598813625
DAXX	0.5597904890875095	0.6164134333616248	0.7935513961295557
LMF1	0.09453846046020994	0.09505872814700313	0.06865898330216783
TUBGCP2	0.49282615355853365	0.4967908503820982	0.40527978668019327
NCAPH2	0.5059445311157141	0.4790392938918923	0.8026820332308778
PITPNB	0.5870383765587283	0.6739094126854751	0.6634986709435753
CKAP2	0.5923929864937563	0.6114406081751266	0.8073620025131727
