	C0	C1	C2	C3	C4	C5	C6	C7	C8	C9
DDX39B	0.0008906629165386301	0.00029339477087283344	0.0012568859264125186	0.0009069003596759469	0.0015154598802574661	0.0010234806944340237	0.0009853701069575467	0.0011753177820367894	0.0008591269331238384	0.0005725440063442397
SRSF2	0.6237579206086532	0.206662934915467	0.8612822999594794	0.6390890616446023	1.0997640857177997	0.7216456167659768	0.8271341212137444	1.0822781422783576	0.6089190463757848	0.46190462484841255
NDUFA6	0.5545966208005667	0.13009249721144692	0.9979093696582606	0.5716396176486248	0.8278638284816316	0.45207182302760524	0.5859503844997735	0.33268939199496494	0.4892323128667427	0.5350131757508942
EPHX4	0.0011197858803149803	0.7904205285654213	0.44070259278320867	3.3719237213641536e-18	4.524981843587573e-18	6.11499559467505e-18	9.397883387296793e-12	0.0573313776070482	0.1909215261507917	2.2662936572415676e-08
DUS1L	0.3130813029699082	0.19004779219513804	0.48677412866505704	0.7145135657085115	0.8893019135174726	0.6091082983057416	0.4694072765401088	1.0790983944563126	0.32586784864280727	0.4548303056336542
ABHD16A	0.28066700411628115	0.12959203724788682	0.20793778943067365	0.24981270180040638	0.328334238157591	0.11610961461024591	0.2051874571647471	0.5171248252018014	0.1319930932092924	0.1034479024699235
NXF1	0.45805162484494605	0.2690824566609538	0.5883549731396795	0.2944746614816263	0.8200357261718023	0.5072993315937301	0.49204515177107716	0.8378976701276938	0.522772184317792	0.2652712070194078
FBXW7	0.8302032129764921	0.20436673629978527	0.7401394594516879	0.27775572585778396	0.7586972657936891	0.4383402142375162	0.6443795772187125	0.7655882180791639	0.5318254002364932	0.40686728467159056
USP4	0.5496202674596189	0.2478957404958656	0.5152793374112928	0.2670621332686931	0.7891523384758453	0.4971767683919847	0.599455965720313	0.7966277518411204	0.5084581995587824	0.32434088278179407
FAM117A	0.46694587641395763	0.01242294041679268	0.21907471840413448	0.322153444718148	0.4646329527929692	0.3062042052710071	0.0006342162173293355	0.7906261600492513	0.21121177786353715	0.3736619641396058
TAF13	0.9466921136850084	0.14073356792840783	0.9980188681305586	0.35161599748201694	0.7176788086575269	0.3380387925125705	0.8937709631523584	0.14867796480623294	0.6563771906410307	0.21494361815910895
CYC1	0.4165129948631165	0.1537333253651768	1.124403208622808	1.008662371932739	1.1155513176751757	1.0114243371082585	0.5765152897951301	0.8937557824159604	0.3772524370245329	0.6620914814748151
CDCA3	2.552577613333991e-17	0.10947371481762189	5.989482775082085e-18	6.839520539397659e-17	2.3113595829463437e-18	9.203013912246431e-17	1.010305251950849	3.9583249462544123e-17	9.60656523793873e-18	1.7282052965274772e-14
FXR2	0.4227733329928955	0.1779843920521968	0.6535717986387722	0.534989237905315	0.7515625210505519	0.526997435235373	0.44541712018894536	0.722559633652957	0.44704656037210966	0.31805849941907566
THOC5	0.30139825734293074	0.2121378497187298	0.5068436129446675	0.3488192333536736	0.7173928301169564	0.6599257904442063	0.4768438361684231	0.6579265784202563	0.41357058211293474	0.2803799986952584
S1PR3	0.6307681149969231	0.1733135268415005	1.0897920898099147	0.18928237976962878	0.3558706738962302	0.041147771490081045	0.6281602444776486	0.7120395411584935	0.8566076477115779	3.892703770438009e-05
SIGLEC15	4.6789833903276944e-07	0.9598237120092492	8.937769486224771e-18	0.0035543251745184606	5.352159278976881e-13	9.75225109108784e-18	3.879934689885748e-18	4.327402928019711e-18	3.2874383740775923e-18	1.1046265402857232e-17
COCH	1.629494475768581e-15	2.0539195669455837e-17	1.0844091025653292e-17	5.967549332633805e-18	3.397140271430149e-18	7.653613569026986e-18	1.0062930610409137e-17	4.9950650959072435e-18	0.031531151300549044	2.270126712971415
QRSL1	0.31056872175706995	0.10409248100804895	0.48713291573394746	0.15782925217759783	0.38912204063212646	0.19124698728785894	0.3495695423866762	0.17994748768990904	0.29319055902408786	0.33184840119331
EPHA4	0.31545990362347937	0.23965409915637698	0.6340225541828268	0.0010909285696629062	0.5006815322329129	0.3795512461484205	0.010212029057066072	0.5714412550035297	0.4834446150021104	0.16297813711690273
MRPS26	0.1941649847551165	0.11418191664781074	0.5595761177387744	0.758420138336013	0.7547683840969862	0.6130147052803107	0.29071512888713785	0.8037092797975681	0.2947495950377863	0.449476591646328
IL12RB2	1.8018339753388377	0.16642394774218136	5.380825841342288e-16	6.658685223795672e-18	1.750715543692121e-18	0.10445843839907552	3.745715798015671e-18	0.2866840334841398	0.020198664030398366	0.052285306621724086
ATP5D	0.5092758958965417	0.10117961353050275	1.1144407252033257	0.9869514460566498	1.2275629061323912	0.9044124825237989	0.493505343507809	0.8833532053029431	0.5398072645021296	0.6836423865056579
CUL5	0.6536868613364945	0.1878082827276536	1.019698080921257	0.25755748309128884	0.8652107271096211	0.5293500552864082	0.6740195087950587	0.2996553445697255	0.6578129587306742	0.41126798663862946
SUMO1	0.830022831852612	0.127591807815199	1.1072163354928855	0.3243695365045719	0.8631732385138539	0.3808947994032311	0.825374701061581	0.14311818005287805	0.6933103837701066	0.38185927113576107
AHCTF1	0.6735811038857571	0.21328326936488512	0.9367362005712775	0.2558499011761848	0.8483504102205471	0.5719355110539964	0.8024411022455789	0.3663248478457164	0.6638091681772634	0.35174438627104215
GPCPD1	0.6900314872463754	0.21861441163345907	0.5618135983192052	0.0023630512127548863	0.5596331044887652	0.3208616000902831	0.5921402206649489	0.4901680805733472	0.5160480588933107	0.1433783948610125
GAPDH	0.6793457093330816	0.14802483170594993	1.288127349128883	0.9254425122710465	1.0236304997572185	0.9317916789228649	1.142961883147343	0.7184686236998407	0.46155474450505696	0.2052698018682518
SLC38A8	8.947593463407677e-18	0.3446639267197517	0.0010932273630976503	0.0015686240090452396	0.0008981073934423435	2.2872267038847653e-17	2.064218855634229e-18	1.5177074236142794e-18	5.5624584393821274e-18	2.691756428583365e-17
DYRK1A	0.7600037117641286	0.1936060415468891	1.0077213513014442	0.41556457267969504	0.9557204260319041	0.563682557795525	0.7647185228653258	0.6590120093132805	0.6935269963346549	0.4297261811823143
HNRNPA3	0.6520614814004583	0.10439512508206107	0.7872592872782826	0.23477054082868903	0.5453003647158313	0.2820346651935539	0.6697917666650617	0.38997912595846546	0.5415348374717497	0.2285897237865663
SLC29A3	0.6836276928541412	0.2669414964492413	0.34967994000572894	0.3569163829750239	0.6898927744868673	0.36533607769589876	0.5667710209367016	0.7033761076701326	0.3345536316223925	0.15843393460777075
SMG6	0.40796647812331205	0.2271018544590639	0.6067817177174931	0.35359543630731216	0.8087110560545189	0.6115364294161414	0.49197961753511327	0.8714672697238462	0.5390042934884487	0.29662865188746584
SMG8	0.4374342842259083	0.21386757007185905	0.6349159806136232	0.3873746671326478	0.6720648840754495	0.43020361715479705	0.5409335323259183	0.44383720912274743	0.3368676240074413	0.21578677701117457
SEH1L	0.589932876772321	0.15801485986320155	0.8471317620969421	0.3488485876189602	0.638715371996283	0.3704960441016137	0.5542413333121785	0.2596268349599826	0.5089991640915515	0.2515198110840255
EIF3H	0.9545902783282727	0.15819205767020997	1.311922076377659	0.6555676891508955	1.2067197087460189	0.7599891915566651	0.9937773759910175	0.5673910517099675	0.7970808650605592	0.577871901944454
EIF3B	0.5917189767288703	0.17435701882730992	0.9670161988353677	0.7570008240660173	0.9925935067817214	0.7604129314149622	0.8545978592762613	0.802934689671037	0.5112022556743345	0.34396219518492505
QKI	0.794404242682112	0.20967863766048184	0.872333527244246	0.2509568502000926	0.8352319000881387	0.40070061139006485	0.8126579445450306	0.5054532212322147	0.788472234834706	0.15562604914446565
KAT6A	0.7038288560219129	0.2035342448451515	0.8693391843110796	0.4254322219434087	0.918500163546769	0.5547440152452989	0.6369008457427409	0.8005039490506982	0.6403602557537325	0.4296143724285032
MEX3D	0.11135854288045828	0.22992671893297414	0.5170220052077457	0.6371760337151525	0.60264200196495	0.5338070514181162	0.5404444148813398	0.911601046130138	0.3906134950177983	0.0824500941967052
TCP11	2.7873511219053215e-18	0.09339021358984807	0.0057914415878467535	4.107966718936108e-18	2.0989260249342333e-13	3.087403985067821e-17	2.1759762804061997e-18	2.4049796178448656e-18	0.017532565623820752	0.0019575896492832947
SPRY2	0.5290943539675923	0.20057692436559582	0.6871546849410337	0.19806622114477404	0.5945403702486628	0.20114957300429692	0.29111869966667936	0.6414764384142063	0.614129284027964	0.17959344397912524
RUNX2	0.7851399198411405	0.34306686984095697	0.5262982762331371	0.0014277616105790166	0.43417911970980827	0.43312151523811704	1.0632330248816673	0.6302447153724966	0.6347740583020575	0.005130622588424119
SPRED1	0.7045093819921302	0.29604991178969314	0.7790263650004705	0.10570052008023796	0.6953410905481314	0.2806997443632715	0.8628942730477449	0.5435342858576846	0.6355356101446732	0.06440048113973147
IGFLR1	0.8077531332886577	0.18539135455854866	0.18345404407318933	0.3389316738932304	0.6892742151354989	0.3991295424093821	0.6705940269351012	0.9422393761617596	0.1753822842893086	0.2076769448822886
KCNIP4	2.3205931437868078e-08	6.126671816888538e-10	1.9972615614587066	3.9329392821064096e-11	3.976490090284997e-18	0.9202084272058761	1.4323862672682557e-17	0.0030575060069473058	2.622897329609564e-14	1.1715563432152262e-07
PGP	0.10220122370687254	0.13000527810040013	0.1991617849240224	0.48168340954647426	0.3973943310857546	0.1801085007543291	0.2620115583644126	0.6862897835684064	0.07867785421095477	0.3381418259674221
OFD1	0.4844114994837779	0.2024223670838704	0.8380237343404691	0.3072670590069068	0.9010948900805812	0.8402514031457123	0.6562292222917668	0.7138693006688418	0.5234895552753869	0.3551131611358959
CDC14A	0.6753973526474422	0.22408503767574856	0.48645414342056076	1.1560689144462514e-06	0.39237594787093555	0.23018347355846605	0.2663173281737579	0.5157570015842399	0.46611537963653743	0.2852361984160515
PPP6R1	0.4935619100818978	0.17421999207949654	0.4806724012697405	0.6660165516814077	0.8100223861238217	0.5662272707736782	0.5544085825880843	1.098503235633435	0.30376001016248294	0.39001719539509466
CPNE5	0.192245329464545	0.248326922035844	0.4075497669623945	5.941424461531882e-18	0.0615989845555126	4.6872520015268e-08	0.15867801768154305	1.1109298575442448	0.07410106142520437	1.176856472611262e-10
ILDR1	9.304377282112366e-18	1.0770317180259596e-12	0.9179890204729361	1.227661327599933e-05	5.975821194426234e-05	0.8302091412922542	2.402886125953965e-18	0.08316727345092455	6.535551064087918e-18	0.6261887664010587
CCNF	0.12415603176587114	0.30278720772101125	1.7325365025563142e-05	0.2904947579506823	0.24007157065880794	0.3655231158368143	0.8682600044650781	0.6417747108592633	0.05644667422978578	0.007527725622752052
MAD2L1	0.7274070401960248	0.2633364852978001	0.6701627091873141	0.16341679070873105	0.06038634733950872	0.0008884840684471044	1.1708868121097253	5.049537941536982e-09	0.24896344032865012	0.0839571905988794
SNRNP70	0.4374312077955492	0.20936035081200735	0.8567794958197454	0.6821274001289357	1.2096044479707648	0.976216237593145	0.6658765321361703	1.379712685458278	0.6911024004503806	0.5271781054644219
AGPAT1	0.13913647794802517	0.06094561041002822	0.3203315803504976	0.4413411213287638	0.31947656711593475	0.21708637791975105	0.1275630719015285	0.43973523084808447	0.0735470850101252	0.06947217179254182
TRIM39	6.505069799331076e-18	2.430405969393527e-17	3.366934698860164e-18	4.726053323565442e-09	0.0037253172529393345	0.003523531869747757	0.0009968411712336553	0.00092089378120456	5.924570649996423e-18	0.002622766040643304
SCN5A	6.4200601079568225e-18	0.40934267504928384	0.0031301375130802687	0.0009535551428593276	0.001036002304931826	1.9669598330743743e-07	2.9129601415021914e-17	4.706909333327853e-17	4.21608914120619e-06	0.0026788757823549567
PHGDH	0.00544192312378543	0.05677109494427434	0.7784844271140274	0.6034699079721852	0.7428763716846625	0.004924327395193375	0.3103742755687166	0.6478552395449242	0.7273005522900432	0.6387400663284746
CNOT3	0.3587973316025171	0.16004479944148625	0.5467236308737065	0.5110806053220186	0.7928156928030524	0.6224619498092334	0.502738400054567	0.9009302103969873	0.4083048543062226	0.3340667491570038
METTL4	0.5167957780037347	0.15594121868856448	0.5045802984568515	6.997186920785059e-10	0.2905273134881275	0.09558867292893974	0.36954602317114943	0.1351241369716197	0.355098336273812	0.13130487892950318
VMAC	4.359290327892509e-06	0.13955394341993477	3.2547587384687105e-06	0.25781634597672937	0.44284600530448015	0.38785676700881083	0.0611492604208433	0.8869309005826878	0.1811782358720634	0.2972174917735301
PANK4	0.27952612515504355	0.20872042922183864	0.47599640317094244	0.4294424430964108	0.6673833680871744	0.5169749756876059	0.34903457861059356	0.9983245037290486	0.3383290345832585	0.2856681454463668
SERBP1	0.8090548994084936	0.09073564664986153	0.9672199867150655	0.47599967703378654	0.6906981590561747	0.5001501074659583	0.7567814582406007	0.3575762656117533	0.5850463753112684	0.2524424984952878
NKX2-8	3.632569505005571e-18	0.03763657566686666	0.001506121628808487	0.01072441115117081	0.0010842875006150364	1.7160486604805349e-16	3.844371103844619e-18	2.1106762196565937e-13	7.878183396599188e-18	0.003345454455533671
EHMT1	0.5241681402330389	0.2409339550966372	0.690361881258531	0.5271620723048209	0.9531876191937391	0.6026617963180194	0.6517378304323369	1.0387200695584051	0.6005062024716218	0.3994380036138105
ST6GAL1	0.8387686777411875	0.10961765733430286	0.9102190928865574	0.46610423151359925	0.9449623227216712	0.6146487873470695	0.5672053237162475	0.7712084844975299	0.5486261341623364	0.6580869341358044
GRIK2	8.738696580156735e-18	0.03896103531481539	1.531034193125033e-17	3.672555128894979e-17	5.201092640576497e-18	1.3739019151245801e-17	5.448748000331777e-18	4.897919844348928e-18	1.0248151301009907	1.4054285354536185e-17
ANAPC2	0.14136959105590755	0.24754740675866596	0.42572886177561486	0.5547019314415803	0.8747913754404946	0.6683689737254184	0.3013371119820517	1.2868672483886991	0.3572782589927883	0.3303119479660354
FNDC3B	0.8165338487316792	0.14380844436072318	1.1211729615375425	0.5496915165669122	1.015077537354959	0.8382600376722238	1.0723697956182807	0.6221470483068393	0.672714003858179	0.2695654552620963
ZFYVE21	0.34056822502748707	0.18469502921359437	0.691882474944558	0.5212471554574742	0.6855137180485975	0.3771446095423915	0.25070186170032815	0.7010173923289068	0.5225099299473545	0.3893570463516835
FBXL15	0.0028490069643354117	0.10908521580545939	0.2049941804623194	0.5448169650752048	0.46055929658712264	0.3503697548859675	0.008529510380469419	0.7556789515326573	0.025424163533323326	0.18031303045782615
GPRIN3	0.7125973734971992	0.24654342045414288	0.6968650644813975	0.013703521049940678	0.538078507723338	0.2238276396292262	0.5333161308388183	0.6004435272419472	0.335445614647839	0.36062363927276153
AMD1	0.49322790014729156	0.09781353235464062	0.6652102685006945	0.36610739434871586	0.574159486771731	0.19010932992334434	0.33960912499352186	0.45406811023583016	0.3534546274141481	0.2334476888263602
FASTKD2	0.5084826677998423	0.14786371110597277	0.862100613564347	0.21340209391466525	0.7920004536374391	0.5465804251534144	0.5371823266002373	0.24306160976991367	0.5291146595367525	0.39184940399224877
CRISP1	9.349912826569242e-18	0.03004436230678415	0.0012857111621805185	0.0005067367843982115	0.0016197754244228811	0.00293659918146205	1.527888559870813e-17	7.424677504507608e-18	1.572750033548024e-17	9.167103975243219e-18
ERMARD	0.4796972244934109	0.23465039506101232	0.7732290257798834	0.23333980788123587	0.8303451075202012	0.5591727562006297	0.5767380752159774	0.5552238608669083	0.5949599265947193	0.24244410767145133
NXT2	0.44860498123998405	0.09008386991214558	0.35465719134509593	0.08198821142353212	0.10680085751322559	0.004448541308346046	0.34689006719167353	1.5940494564551855e-16	0.10706084741650412	2.465379066588527e-05
RPUSD1	0.07441733266012997	0.18727023085650643	0.24930279536571356	0.5963110539115697	0.5437628211557055	0.5862153261806348	0.23570493733460066	0.9336552607489992	0.055307575724175766	0.27898159699871167
MSRB1	0.3548319285042018	0.04115303876100332	0.5873003391867653	0.8066022253810513	0.8800005155705136	0.7861278255062046	0.17869442201229804	0.608020588303919	0.10998181897354972	0.3078769976770001
SUV39H1	0.18963034995802963	0.1639956187897725	0.1540816507113618	0.259280804932313	0.19360875861515156	0.05831169456300614	0.3932626549580602	0.36186040342511977	0.05318642342608446	0.003087060008678869
SYNGR3	4.0018018428250054e-13	0.09269120207845262	1.7653985751591894e-18	0.000919633388774072	0.0006918649442173005	5.484376931562984e-18	0.004264194537798814	3.1280079718873126e-11	1.3698063828712156e-18	0.5629489797274492
RGS11	8.545124654050263e-18	0.09551257874306379	6.45543183365539e-18	1.522620503375369e-11	7.369426498412091e-18	6.049749729443413e-13	6.5785039273342e-11	0.938400135289615	0.9560836661337817	0.021764340483900912
PITPNM2	0.058192100078788146	0.11779562907668334	0.46556640946164607	0.5154117613342597	0.737092316189459	0.8496601112251106	0.41240980654626447	0.9048119760523973	0.2844291167372357	0.0859214977222105
TADA3	0.41825110203765276	0.1508179336298428	0.5332633899914019	0.581000048940245	0.7349322744797271	0.47384012757179744	0.5136428327950078	0.8319655661696552	0.42680417298017553	0.33158234377830775
PIM2	1.130085610204935	0.006101891052086708	0.0005260700600205668	0.2189524619825178	0.21632061544498635	0.17093935426705414	0.6115660987503785	0.9507293636108172	3.8673877080193284e-05	0.31314210672495485
STIL	0.5514268940502234	0.34967460001618533	0.35348546649450774	0.07336843421207742	0.39251992897782084	0.28252491903586735	1.120943837256864	0.22515983707618883	0.28549715182028973	0.10887733230539846
ACSBG2	2.488918229402259e-18	0.03441178264375477	0.0016502043757372837	2.4944242518076093e-05	0.002619008265512	0.002431323984982175	2.2020149818639244e-18	4.3536431045126486e-13	1.4305342978317933e-17	0.0012949206847858083
SWI5	0.252908053379377	0.21563213103517745	0.5416643102631261	0.4909400913677615	0.6221475157658355	0.43487050244254805	0.36589299312043544	0.533796039891094	0.37541478049462657	0.3348194679956636
RAB8B	0.9740281219400166	0.09761692704214625	0.7231648360535784	0.22347694560472944	0.5967992132948298	0.2780192690658157	0.7300012016174111	0.3513082879202052	0.5674506524222585	0.08640385304312705
EIF5B	0.7383780502350495	0.13353144284760127	0.9106061049885757	0.3864144177982743	0.764546369713124	0.5473273507594204	0.7667708895148886	0.3576806359674196	0.6452050489633242	0.3507073657479767
GRWD1	0.23915120898259348	0.14881956954387085	0.4317286414684795	0.579301054773952	0.6098531414010976	0.4889548464436633	0.4046490428803397	0.7773042739089823	0.22098084635646173	0.2695424622729275
LRRC47	0.28701131994886037	0.1302456625747934	0.5654281408193552	0.6281194336246835	0.6921986218022831	0.5415776290769112	0.32291331511406535	0.9151422996295285	0.32407700530149375	0.25726399430472124
SPATA2	0.1289416132582702	0.07383509969169903	0.25551503625944905	0.4727255461384642	0.3811575751942821	0.4102463079130299	0.22481358574337124	0.5496078622521687	0.07293471140526055	0.2293108037489642
NRD1	0.7925212370484656	0.2173169125725123	0.9107071310249432	0.47580820528208895	0.9786857208445329	0.6517019630316875	0.8624546449272594	0.704597051249397	0.6397100188900533	0.3468776727852877
SUCO	0.7295472844234375	0.28119937137310885	0.8713072372530264	0.25207128085027114	0.809493161924063	0.4844350578471483	0.8417131387603917	0.23980782066976042	0.6217854787855696	0.470287525980005
PYROXD1	0.5856698270181032	0.036508474023044184	0.6852452202728485	0.020690215783608093	0.39260008797660567	0.24920855486642063	0.5146434535272691	1.0208900682546595e-09	0.38047618214800344	0.1748961052384921
BRPF1	0.29451388124959577	0.278743034324606	0.3170433511431372	0.36580567243277834	0.6543107362839614	0.4261981232705651	0.4273423217916742	0.9110733825462386	0.3842061288745093	0.2483272654747793
FAM109B	2.7501473772579532e-18	0.4391724367393205	2.0603936427869627e-18	1.406544753427943e-17	1.705842359589814e-18	0.0028635170496943735	0.1174058261907346	0.468689922302883	0.05088420039014728	2.7737197536926245e-15
AP2S1	0.8280544789955401	0.2857508440406246	0.9142741865989579	0.7403491476254777	1.1465217262231366	0.5894340164195947	0.9059259799742022	0.8783968517574207	0.6406295984769413	0.35271548246623136
ZCCHC14	0.15274463796440174	0.18605234837880236	0.638465168557861	0.4822246624079157	0.7142850905821098	0.5708057369594909	0.13582205563091987	0.7356565366572976	0.4756420655722455	0.3342502030387368
NXT1	0.5608678049683348	0.16237697990695624	0.6117090828155669	0.32946330646040883	0.3575664215360072	0.13815175103224336	0.6298609864438945	0.2997650248128438	0.35366997899045866	0.08872553486116704
TAZ	0.23409390064205057	0.18172271099338252	0.4453933297646789	0.4669536528686921	0.7172164006639727	0.6325760377653743	0.4031677940300242	1.0070371918243692	0.31296851544984494	0.24805447231620079
MOGS	0.4424765079668481	0.19971093462198578	0.6632753342154023	0.7006654823713873	0.9938340438890656	0.7812659334119224	0.6402828510480557	1.1805807971912683	0.4146246059265084	0.35447463480928554
RANBP2	0.8000953691565114	0.1898643022082729	0.9792180082434426	0.42118009601433554	0.9902489884820546	0.5035375946489539	0.824095038013688	0.598220748539714	0.7680393410579418	0.4527325841011722
SMG9	0.37124652935907176	0.193527139406581	0.3987628168506205	0.38742932192857205	0.5432717949200312	0.44248944176901445	0.6007590189417482	0.8502585641928792	0.3708183246056004	0.26640413658744144
PPP6R3	0.6725866257004397	0.15482941402379224	0.9213753905178945	0.427629952624298	0.900671327664684	0.5844031698069939	0.6594488663124887	0.620258173337183	0.6451152047185859	0.4236704947070395
MTF1	0.553865182721446	0.219611698485392	0.5417987772192444	0.2277740049083827	0.6188338596599925	0.3580022522135271	0.5634227810782058	0.43163861761891337	0.3809725704710009	0.18586001657038223
NUP188	0.5154003642239304	0.22555347708837073	0.5852874007369069	0.3928034366094979	0.7333598575035483	0.36450882018508873	0.5794646349760592	0.7603305150659483	0.4899647354639027	0.28903502227400485
