	C0	C1	C2	C3	C4	C5
FIBP	0.6623881275184601	0.8153240732744973	0.40981379349520825	0.7715883933411437	0.4654925905889889	0.312652601837889
NDUFS1	0.7150944847053122	1.097468577621097	0.7335749438512421	0.953363603541755	0.44310001297842505	0.38448268219576215
CYB5R4	0.6967833813847832	0.7629137083720429	0.754514996110032	0.32485897448592066	0.34380520816968446	0.19603831206415384
ANKS3	0.40803615026370005	0.46935668703731254	0.08338315685949461	0.8029095178197195	0.5536011326559734	0.25764440597616556
PET100	0.7779002511513473	0.9883415080424081	0.6804036963906569	0.716261124559505	0.3537812713040354	0.31312910430544827
ATXN7L3	0.45189646809174905	0.461391139400729	0.2910096701249326	0.3652279578533148	0.4765490393944596	0.21519732312864714
CARD10	0.5372619009444407	0.5760257661230243	0.08057220957321333	0.9297965966006091	0.5882263007897267	0.20113159087897045
PSME2	0.7444796398509488	0.710375048720386	0.5313449326026837	0.5031067926567172	0.5644565708318856	0.30671846786825124
PKNOX1	0.49018958039371957	0.5763015968868924	0.48896637493304446	0.34959475685271496	0.3739555525972768	0.1792293798306857
PTEN	0.7564480794096953	1.072374925037241	0.9440888485858344	0.6757818699151353	0.5507206245386341	0.23409870426054594
IFNAR1	0.693699655113772	0.9281929190643997	0.7841964908781672	0.5592509523861197	0.3757701978495831	0.19004436480049824
SURF1	0.33041711672368407	0.6363189490709094	0.31323726335238067	0.6518582169204559	0.43212753999263903	0.28311638995523986
LSM12	0.24757934835712841	0.2095901162230651	0.2463375197046591	0.085825441107189	0.030260088292293222	0.11537834063461877
TTL	0.5924093662784856	0.6677848734238976	0.5080685755423288	0.3502386122901578	0.5216217873421231	0.33677884524142565
SCAF8	0.6636302237384558	0.8806527692295731	0.7095933921640938	0.7032066684728748	0.6200404875089676	0.2528663666555349
DDX39B	0.0010836810735991137	0.0013676005923480667	0.0008555436984036923	0.0011477610378321042	0.00085427030474153	0.000459246812489012
SRSF2	0.8302001757171157	0.9590650198728651	0.606460073283307	0.8440032641677242	0.7743468621363788	0.367178021998669
NDUFA6	0.591319313018776	0.8683379136938433	0.5866428825853656	0.6756285759333076	0.23843576985444973	0.3547914717776749
EPHX4	2.8476208779023793e-18	0.10659692032434535	0.20528092436432627	3.13016431009017e-18	0.25895307253378885	0.13642869487826964
DUS1L	0.5830496009315617	0.7121842963542976	0.2941289684295766	0.7612347095946665	0.6850364426186248	0.37983161322738346
ABHD16A	0.228011703062138	0.2739677528098848	0.16794629207717665	0.30138285328223235	0.3069688241490228	0.142468703415846
NXF1	0.4983877013538301	0.6536404155346769	0.4829839990021664	0.5748297099238934	0.6754145310872175	0.2087724469130574
FBXW7	0.6420202504056831	0.7124354332074667	0.7049255077792239	0.5455243109564855	0.5791574025651279	0.22754284673995698
USP4	0.5828167631678172	0.6370629120216867	0.5137590608808469	0.49448374562019937	0.6441352997726193	0.2309870167423244
FAM117A	0.2251927665845	0.32504711894247407	0.3174333906696495	0.5114356900225989	0.471402490254035	0.12779826327447869
TAF13	0.7822178119094136	0.8880494814358777	0.809901656051518	0.37794985057093583	0.17117962566898093	0.2024574899805054
CYC1	0.7899975944232203	1.0456645570936876	0.42651730648475844	1.2097961614279853	0.506332311695729	0.5023675196125772
CDCA3	0.4464663877785335	3.158756186299405e-16	1.7280331557536921e-18	1.2267305621197134e-18	2.379152299212454e-17	0.26071280116851975
FXR2	0.5203524191129293	0.6796734226605794	0.4121461766577744	0.6765001880209802	0.4884022015366529	0.28235557341589884
THOC5	0.5188872649017541	0.5823038388609816	0.3564625484840573	0.5629260100529642	0.5208406419307339	0.22515120788623477
S1PR3	0.4418376547990792	0.6703986187681972	0.7776503223544158	0.3534483490041583	0.5958410510640199	0.0324633775363695
SIGLEC15	3.4234264290250465e-18	2.5576935173107232e-06	2.807604303710488e-18	3.5699510768513936e-18	0.009663381444845704	0.38525441649559017
COCH	2.2362084343752123e-18	1.043309063165386e-18	0.549415754561104	1.6030795897538283e-18	2.2485835270523994e-18	0.6627743879605057
QRSL1	0.2839463015999238	0.39424257676135355	0.3552502901131233	0.2913065937766527	0.17296924831402027	0.19413907828842075
EPHA4	0.027197269436926397	0.39909276674414174	0.44105898441309205	0.5992262482573791	0.5101051702221565	0.060758500864942847
MRPS26	0.46769189284451507	0.650393173785423	0.2311300635630096	0.7893150093278081	0.4680648274048226	0.36774212569016396
IL12RB2	0.2917255341546343	2.528745548545927e-18	0.750439299622545	0.315021507009653	0.03846504265680976	0.09380174484247523
ATP5D	0.7274124713024428	1.123101696620469	0.5318425023988982	1.191544069436339	0.5206701173216328	0.4561580368484024
CUL5	0.6031590756857678	0.8502980921780864	0.7182261698976854	0.5929795052464665	0.3456621290781159	0.23395448151718534
SUMO1	0.6965177981728018	0.9483086243180174	0.8170062191439729	0.49828303980940486	0.21736081612901464	0.23758313535289494
AHCTF1	0.7065682451399143	0.8408691216670932	0.7111040358967352	0.518906741906696	0.39857918090978084	0.23445961129321818
GPCPD1	0.5008980818184067	0.524292174192381	0.6108197738097969	0.27926611226615045	0.47501823466113285	0.08547516394070505
GAPDH	1.139434803363511	1.147035061894462	0.5357431869283159	0.9592605533251646	0.4197667856305269	0.3742404385128758
SLC38A8	7.330426449647892e-19	0.001435373958386277	2.8262046907473288e-09	0.0009073685590918716	1.632079978292498e-18	0.1429610100625899
DYRK1A	0.7194250460244873	0.9202848505090095	0.7584874861903274	0.6870065394646496	0.5540951824765736	0.2842710472996295
HNRNPA3	0.5607230270810217	0.6397641389329659	0.6232475079927118	0.38368048026028434	0.32211017757845706	0.17276384874428513
SLC29A3	0.6010652996754909	0.5700634162831423	0.4341357004618493	0.39506397166467216	0.49850021950712853	0.22196672286926547
SMG6	0.5181967134706897	0.6486203386446254	0.4573626514676222	0.6657223649079799	0.6747101258317113	0.22944377244753306
SMG8	0.5249300485881976	0.6447385245719979	0.39109727188337207	0.4756160392085852	0.3392454423535536	0.23619061185330917
SEH1L	0.5200086381721312	0.7134110110000322	0.5636626038828265	0.4827238861449644	0.22648804667187591	0.22905115947126753
EIF3H	0.9802065970717977	1.2314185222296279	0.9119378589386381	0.8479480358593133	0.46891050007288493	0.3902857226831663
EIF3B	0.8794022500665098	0.9801839277740718	0.5340919975149102	0.8345136010168406	0.5270591826553533	0.3627362711404841
QKI	0.7056869299564502	0.8380587645283597	0.7764222937173294	0.4245591639086973	0.5049854407295201	0.15254536158586054
KAT6A	0.6511141750748656	0.843191131068372	0.6845913043816916	0.6994950126164748	0.6170463580958735	0.2831441007309316
MEX3D	0.551886387420923	0.5872666529176327	0.1898195680854752	0.5836187900206277	0.6098261589166518	0.28013712169372346
TCP11	7.042065753658126e-19	0.006915336613856254	0.010866565904661559	4.673559222718442e-12	1.6793892146868867e-18	0.029488455762763346
SPRY2	0.2786148562008603	0.5863126192918682	0.5567841710623206	0.4906532249955799	0.5076503477101668	0.12915094314325112
RUNX2	0.8512974362028511	0.5345407436824656	0.6872104105651736	0.06946807264425825	0.6192707661977783	0.11907504094735677
SPRED1	0.6522069401585977	0.7191010550393402	0.6696127850385631	0.2968269807107896	0.5431645077177266	0.12523507480251425
IGFLR1	0.7326645437109662	0.514355496107896	0.4027882810618631	0.3881095607629048	0.5944735365918767	0.18468758196182067
KCNIP4	3.1351100530653286e-05	1.1555756968544059e-07	0.20521762363215293	1.7323847945520283	3.131138233379419e-18	1.6717508199984263e-17
PGP	0.2856289506083989	0.32097490971179526	0.08676656534707788	0.3949602127431621	0.3916313850938265	0.3184860756594089
OFD1	0.659974066490541	0.7450498175655322	0.5258853459602956	0.7822652830298501	0.5928932747516081	0.2375780030393622
CDC14A	0.29433223532765734	0.3710438342499267	0.6064246710203172	0.31592651224416823	0.4390062049929935	0.11644241076068824
PPP6R1	0.6638606664662344	0.6774842307693869	0.34043910558282736	0.717117454306218	0.676827818973921	0.3438010467542946
CPNE5	0.07663700503882385	0.1399757013228095	0.29845514326763095	0.2284768489989182	0.7341802613985232	3.308720615181009e-09
ILDR1	3.664996093511958e-18	2.8413461685360503e-07	8.406422902795472e-05	1.2190687246959322	2.1661157543402262e-05	0.32412940095838516
CCNF	0.67108610445229	0.22579689211052478	0.007542139211145747	0.10336730980554988	0.4456171149581951	0.2867926772089639
MAD2L1	0.7366800147463589	0.44847847595276874	0.5076468797733302	1.895861908427142e-09	2.166196018649573e-09	0.31326617694793646
SNRNP70	0.7707160900489586	0.9591958794541753	0.5611577823665087	1.05875992028804	0.9944305724310556	0.35793073491072164
AGPAT1	0.21836584429154096	0.32452432373742673	0.06435027966733914	0.4141017951284619	0.2092661845254748	0.15378090062705935
TRIM39	0.0013175790261056317	0.00046961767201307835	3.954502879923134e-18	0.0029914531777668237	0.0018852913001554152	0.0004741314016116747
SCN5A	1.2537223279288321e-18	0.0006115067408345067	2.320185103973228e-18	2.1600425327785146e-18	0.03367822493562711	0.11424770016203703
PHGDH	0.1974209779505061	0.7393594578227368	0.5383698841441193	0.5019439748916222	0.49065562277929664	0.3449249759705904
CNOT3	0.5764980629464422	0.6503084914648939	0.35470007275381243	0.6821075896402002	0.6228560489227799	0.2701169905105955
METTL4	0.2878899543228863	0.3559283778812652	0.50393967866663	0.13802430654668263	0.16620356140746798	0.07973275793759725
VMAC	0.1740816828303286	0.20413501549793892	0.07557977096574435	0.42474921732739446	0.6107399887286831	0.16995307831031148
PANK4	0.4201886085585076	0.5191015783981355	0.2838158127806319	0.6748541037101334	0.6784159723322425	0.24552695475186553
SERBP1	0.7397304331426626	0.8220564915656579	0.6965037449869059	0.5698835520411755	0.25270572015710796	0.23508953146971773
NKX2-8	1.1275894839882293e-17	0.001685739534998479	2.1383323108305967e-18	0.0016804967107518721	0.001602376246474344	0.02286147807795048
EHMT1	0.671783722590972	0.8099413892431446	0.5493771157910187	0.7097395799482878	0.7624873634178564	0.3162562369107692
ST6GAL1	0.6920043354920588	0.853286980699524	0.7630535708119748	0.7608972107997665	0.5547561810645092	0.29357570138792594
GRIK2	1.648549154352059e-18	1.21827389446594e-18	0.4304372775229106	1.833897140339316e-18	0.1092019584840528	0.04765976083618515
ANAPC2	0.4270257900669697	0.6048672753169315	0.21490990459910314	0.8247694301694589	0.8743012498395663	0.2865866450114573
FNDC3B	1.0312253412958465	1.0467478875666187	0.732483201219307	0.7408658956590436	0.49800042300938	0.2495958143800797
ZFYVE21	0.34024695309407404	0.6566137390359734	0.4409715852120785	0.6465387503391739	0.48693224927777806	0.29213185744076564
FBXL15	0.17994805543672152	0.33392756097230203	3.3023305548381496e-05	0.5583526711552048	0.39334987971926255	0.1985620937475759
GPRIN3	0.4268376016462992	0.5201173257544951	0.5775217442624513	0.4334350514870558	0.46687434471876904	0.1957337667663122
AMD1	0.3442713002847317	0.5850950266183325	0.4181765450564444	0.5011312343410123	0.3017513200750475	0.17845195624065632
FASTKD2	0.49545117051191456	0.7282763398266097	0.5828673236215858	0.5720443283027286	0.29091662740903973	0.2019013035839407
CRISP1	3.317628780801987e-07	0.0012268788328307812	3.1487581187600845e-15	0.002086348812967001	8.894382991765333e-07	0.013529406265372712
ERMARD	0.5305368198420722	0.7168554757215252	0.5544725778740791	0.586763351831677	0.510067689300801	0.18324400366341836
NXT2	0.28637230359834465	0.2681912258403292	0.3069923668342037	4.410324622127696e-07	3.489210006812311e-18	0.04333225307032929
RPUSD1	0.39907947428853385	0.4003274715354278	0.023048763005795215	0.6503356632960209	0.537187952267483	0.3083686862759426
MSRB1	0.5070642926620934	0.7064751693821026	0.17777421845746308	0.9378518584930368	0.26476713173088245	0.25489140585077547
SUV39H1	0.31231054313351153	0.22550201415949767	0.09025803489756175	0.12830779754820598	0.20033234429074806	0.1738397273627735
SYNGR3	4.927711615970232e-05	1.7279321821312494e-15	5.305257059212855e-18	0.0017252679915837536	0.009000301668136581	0.44509610649003584
RGS11	5.802483352559531e-18	4.431227593604045e-17	0.3801659135035501	2.3634747089801238e-05	0.8845711908358568	0.018898684901015747
PITPNM2	0.5437546290372164	0.5541875342919387	0.12812708226610223	0.7429999634404392	0.603409489239661	0.14964914812372612
TADA3	0.5780791096979178	0.662761357749043	0.3852487455092381	0.5974863290025444	0.5461136170935325	0.2955629659916298
PIM2	0.7122421772848673	0.23022442502836968	0.4721154914480514	0.2263642626768456	0.4515373421900945	0.14059709732260578
STIL	0.7835715579875926	0.43343005268766527	0.4226267172754109	0.01955295031478529	0.2649957552784343	0.2834834820347055
ACSBG2	8.352143107857572e-19	0.0009725473529334752	1.790673937086218e-18	0.003444235813361605	3.181416765217547e-10	0.015174289747478555
SWI5	0.42310699631637627	0.5834125391644485	0.321933850414413	0.5138389361822496	0.37808808648611625	0.3015897784587725
RAB8B	0.6888908436364306	0.697282894641256	0.7170162361856817	0.30429776825402777	0.29603926099586725	0.08817459434453646
EIF5B	0.7209871188266511	0.8181978093923442	0.7136736283068102	0.5398363388352085	0.3236095155756198	0.25416034985851493
GRWD1	0.48961176316839805	0.5435005821136131	0.19555208640774804	0.5819573851366067	0.47142221647844806	0.2835275187760167
LRRC47	0.45474211843735524	0.6093382001936136	0.26303685303378377	0.753987512027881	0.5506653442584772	0.2591773277204664
SPATA2	0.33855581950672725	0.32371582911233165	0.06168291008857899	0.4799299644779389	0.289192333680446	0.23527129099298016
NRD1	0.8409620395061821	0.9305229040279189	0.7112843076757499	0.6634713861406668	0.5573122827950814	0.2857731169092966
SUCO	0.7148434671667327	0.8179215184266625	0.7405226011338683	0.4162152483872854	0.3205437171886556	0.322435848060841
PYROXD1	0.44358919763815136	0.5099095401220777	0.5997142782564272	0.20179565630886112	3.654845030630221e-06	0.051437494387076794
BRPF1	0.44916203496394913	0.49474255075674867	0.3022114478946011	0.47535147630440017	0.665141598603219	0.2565212812850428
FAM109B	1.9489267761638555e-11	1.6990552434710736e-18	5.4695392841577694e-18	1.0035148381466286e-17	0.49706301094336514	0.12900006083482857
AP2S1	0.9157091267205336	1.0904894307873054	0.6868142515539407	0.7267898677437814	0.6284580818399775	0.3770409622586938
ZCCHC14	0.27060881413763016	0.5941909602428903	0.3174600724035275	0.7457604717519086	0.5420807672839003	0.2513707493718864
NXT1	0.534661048423102	0.5282045976023537	0.44528426895945106	0.2304569536772825	0.20057553101990144	0.1947337716702343
TAZ	0.4855107670219586	0.5415322650657484	0.23179267260245165	0.7027080992823672	0.6794034499841194	0.2390762763720427
MOGS	0.7393458656806245	0.8239215268265622	0.3848986547353672	0.86614601313881	0.7818096910944471	0.32777866368565606
RANBP2	0.7527179648811552	0.9671381441529727	0.8071957707749349	0.6105473233481478	0.524527549491466	0.29736079155100364
SMG9	0.5781526452962185	0.49003547297873523	0.34619662120976474	0.44016839276682007	0.5932611117023737	0.2649947814312581
PPP6R3	0.6636335394209228	0.8596033230005967	0.6799828499588753	0.6850347238344278	0.4984344586113457	0.267777755687427
MTF1	0.5237503316981447	0.5649545885190006	0.4471477668140354	0.3855199567241455	0.36056102361700565	0.18271039025888863
NUP188	0.5459984273352385	0.6720128563625901	0.4898164942873453	0.49133091223561814	0.5658382934124985	0.25462733620189076
BAP1	0.5468549318873089	0.7382088538511323	0.45125068281780484	0.7018747309819484	0.699879238880648	0.33184803744055397
ZEB2	0.7655252316934298	0.8471060347293411	0.8061361483904675	0.5281358733557231	0.687118890095855	0.11280328598244303
TGFB2	0.3789188986268548	0.3878065725539643	0.75509892247631	0.18828160177632303	0.3977682165604695	0.14879889176669567
NKX2-5	0.0002661452363198258	0.0017207594017211645	3.1386208836306136e-18	1.7722107093666535e-09	1.3731731886734223e-18	0.3373850895893228
NARS	0.7564086834280869	0.9953047227335967	0.7283881031229302	0.7936750007190693	0.34791225102961776	0.3800503784346261
SRSF7	0.7217770205152307	0.8357558644869828	0.668899109516508	0.584950322181574	0.6076497104528601	0.26563222056048696
YARS	0.8381153357859894	0.8790944355253597	0.5898634984192611	0.6153741465219786	0.48434330213641813	0.33530215224737014
GIPC3	0.26326838422712134	0.5857566968099318	0.5788732855638515	0.48654313207311095	0.7350064798008221	0.0049574242632673205
IFNAR2	0.8298954346310554	0.7838094284188187	0.6492642415611511	0.5333891452376486	0.5637381928159189	0.1991606283840455
EHMT2	0.3346474279848441	0.36836441626007566	0.1569422042787717	0.48589258519973494	0.4107807846058601	0.19723988454126326
RPS26	0.8130188533144485	1.0051247268187744	0.5896548105653532	0.6421202816317912	0.39415688282112427	0.39020353551204223
SLC25A20	0.4281112972247628	0.6851021870512692	0.46499914159725714	0.5782265543907942	0.47067141611596003	0.19789167446383762
NDC1	0.5293941128750556	0.5108264127933976	0.48704704671229265	0.20390362489563954	0.07805126905464402	0.21680964749090453
PGAP3	0.4459624167828201	0.690810909891148	0.3517192112732902	0.8019301470214527	0.5276558574541204	0.22952434764543608
NCKAP1	0.84918173398502	1.1812349629504435	0.8431508341257701	0.843909592169782	0.4807176938482608	0.34833125602899906
NABP2	0.6913866363872858	0.718643817251758	0.41091128815384276	0.6511730089217709	0.17768637550898345	0.2460199588433447
CNOT11	0.8530185916193167	0.8627057149336793	0.527547221748986	0.7609108297815815	0.40134796706426806	0.26466298408429
DNAJB13	0.8720896411000186	1.2182251678838309e-18	3.8943245188976944e-15	0.5684660875289905	1.5113563520985104e-09	2.617442553166136e-18
PFN1	1.2572847568719345	1.3696333779489396	0.9290353480454656	0.9628266851032874	0.7942888690804746	0.46103851160580117
SQSTM1	1.0246540441577745	1.3097297609801555	0.6527523365179116	1.1284328326830209	0.6355167988524204	0.4909677969008589
CASP3	0.703337050804073	0.6700368183978046	0.7044501423551621	0.27146762231026283	0.32754178965542985	0.2656165891490902
NOP58	0.7572329542775907	0.8592109278005707	0.6924482134579572	0.5576542859856676	0.4405336256235674	0.2866392306390379
ERAP1	0.8644704498397907	0.8497636838376258	0.6827057524664105	0.5538963555760851	0.42795788437116006	0.21217118214881592
PDIA3	1.1460324677350617	1.2606317164241685	0.8559942705216492	0.8604942025619858	0.5137422674891258	0.35697107359326197
TNFRSF1B	0.7891350820311106	0.7679280174344463	0.6173317214737276	0.5410383746894109	0.7491482808685788	0.17457710096540763
STAT2	0.9041782068572345	0.8075858837389318	0.5565741845042916	0.6468457900122502	0.8361375528793631	0.26108973162264326
TRADD	0.5925740007660801	0.6895396118827158	0.20719073106635377	0.947412094984204	0.6737956468417466	0.23746604874669855
EIF3L	0.6975045798029413	1.0392351911373403	0.7350302575780716	0.795924941445341	0.486559203504915	0.3051553730211531
ATP5SL	0.429459875131644	0.5864792392130088	0.30521140050105544	0.622166648358425	0.38992098735746705	0.2663856919919997
KMT2A	0.6056091460716091	0.7334219477631108	0.5969711789157128	0.5807503533735162	0.5941336820170804	0.2150457472107283
ARID1A	0.7998875405318974	0.9587933529587288	0.7112792251675099	0.7960210431117365	0.7659524022598342	0.30421110908795707
ADO	0.4156509662543366	0.4797152002855617	0.19215315206881892	0.5231557808885668	0.4740160953976825	0.24670272277145142
WDR24	0.3470139015599015	0.4882282888913152	0.06970606649047013	0.7032475382120744	0.6046563364863723	0.3072807898169649
NF2	0.6260001836969273	0.7731860126486066	0.39934591498253436	0.8396273740229168	0.460864812050257	0.35982029462900356
RC3H1	0.6525111594063496	0.8049701421234636	0.612660232898582	0.5944117857929733	0.5568413859890555	0.22911456545564954
CALR	1.3310770986981013	1.4709737563589256	0.9317568666275053	1.101080663034174	0.7585873079869799	0.4752730929242594
FADD	0.6342305996887377	0.6874329948050515	0.3027839237882145	0.7145301628029785	0.4639393322523914	0.3138800823108909
MEN1	0.5151063977050454	0.6521580398381877	0.2874680878570911	0.7372706431245243	0.5569073817846713	0.31481843713168134
CASP8	0.758884572099126	0.6422606621678372	0.5339548579985394	0.48407805052016517	0.4363508073364708	0.18697558129307015
IFNGR2	0.8804322594466812	0.95677554798238	0.6703670692830725	0.6824766453503662	0.48575035914584885	0.24828962314478456
TAP2	0.4372251359468331	0.2509118615157264	0.2687013237089481	0.16443028073321223	0.36611722029589167	0.09684703959097499
TAP1	0.6370520543727719	0.43241994446531096	0.2193378907136787	0.429873087270984	0.4527804393306444	0.20932347795430503
IFNGR1	0.8659992562392764	0.9542920336153754	0.8545958959839126	0.5463930317638535	0.5463729236596544	0.1833351920588495
B2M	1.4192097050833126	1.656642399910238	1.2832622064535748	1.1141222929951062	0.7930316849772665	0.44726511597728025
JAK2	0.642494668872209	0.6741921616171453	0.7968767073061057	0.3320138183049917	0.5907058232212941	0.16247469650281424
TNFRSF1A	0.9750802720310046	1.0776561055166274	0.6844898372606701	0.9051955894091737	0.7047342762602116	0.30429805253701675
TAPBP	0.8610173705345845	0.8855731949190185	0.5648518105747948	0.7600026747839891	0.47695705715417386	0.2451992184981911
STAT1	1.2165405420248006	1.0450626252369106	0.9222602319629364	0.6429822870398326	0.6243998547654169	0.34710992504111876
JAK1	0.8805379227319788	1.1077641145078194	0.7925868715147575	0.9212962159951205	0.6112865756109854	0.28764746029349764
