	C0	C1	C2	C3
PSME2	0.4791686472153058	0.5902298845534941	0.6370316387572993	0.5559174603356232
PKNOX1	0.34826287352728497	0.30995879798017556	0.5634262279083914	0.41801489485014504
PTEN	0.5800139933734751	0.40228830795105197	1.1154919046211584	0.7108208290832183
IFNAR1	0.49516152530945556	0.343937847742563	0.9801374593784775	0.5272331449077162
SURF1	0.3121650468894842	0.37727527476395867	0.5558884340137022	0.4958696861914873
LSM12	0.18443720258145038	0.07466553140775653	0.26173043406393764	0.08266019413080239
TTL	0.47301471882035867	0.419907215461018	0.5792205002284441	0.5004214270918687
SCAF8	0.4848030845819019	0.504851876304422	0.8585928719576226	0.7088266447721532
DDX39B	0.0007372089427884363	0.0009165093821214745	0.001256143081808554	0.0009576924444152915
SRSF2	0.5579793409833942	0.7668315568982371	0.8379179575467353	0.7877247792353889
NDUFA6	0.4911665085155614	0.34072317021267484	0.9031843441553463	0.4227441699260053
EPHX4	0.1311013922254086	2.465061276759344e-18	0.049897796293281074	0.25877288211951094
DUS1L	0.418461940659558	0.6991619795428862	0.5345671536398068	0.6446620572209549
ABHD16A	0.1697563444664693	0.26533918604429485	0.22231186023102945	0.2945422962859352
NXF1	0.3555102721405101	0.4962944457295568	0.5637664311183008	0.6680274666868173
FBXW7	0.44812147893890536	0.4672978099524768	0.7270984430486344	0.63544352651862
USP4	0.3939790746804059	0.5192293144637825	0.5551482331158557	0.6245253675927216
FAM117A	0.17036507874377413	0.36303621744801967	0.2950527100411118	0.49975593167557786
TAF13	0.5370828835794013	0.28514318417216705	0.9742743906987883	0.34693007599223213
CYC1	0.5547225842977477	0.786487181724031	0.9815179895498324	0.647230297923757
CDCA3	0.2759000321908282	0.202964412059198	8.252235723854071e-19	6.340210769815287e-19
FXR2	0.38281031054946174	0.49376788766782237	0.6218895085150501	0.5414224258115304
THOC5	0.3334571158288572	0.5205392767702307	0.4967552247918072	0.5196156477841649
S1PR3	0.36034192953982846	0.19065359286870753	0.7083083226040747	0.6649310140953478
SIGLEC15	0.15211688978738125	0.0005004870959785245	4.559759869005508e-18	0.0012459012560573142
COCH	0.43240806856223435	1.8297890010819205e-18	1.2785082071741425e-13	0.20217073300924313
QRSL1	0.2638792515832343	0.1371588000775051	0.4343522267781312	0.25423131716312153
EPHA4	0.13314045523222046	0.12964497033636008	0.4453369090702958	0.6192486547585804
MRPS26	0.3608361252392416	0.5633881118815931	0.5440690720645253	0.5058872865295585
IL12RB2	0.14705238287398428	0.22003513585756032	0.290035214350266	0.2943050559562808
ATP5D	0.5505246321888336	0.7019979974545046	1.0538987790201493	0.7050711687127469
CUL5	0.46334258613343127	0.30541832162329025	0.9171329729971267	0.5132488792938192
SUMO1	0.5356825657639968	0.24378369458691593	1.0386501645434756	0.4225509006733971
AHCTF1	0.4906864972937389	0.3952121427855248	0.8689922437617136	0.5136482638657651
GPCPD1	0.3218430703119043	0.30480570572085774	0.5424904905635055	0.5011799730525137
GAPDH	0.6329950362164397	0.853264204562986	1.0984684744474085	0.5140095630566051
SLC38A8	0.055760121694243305	8.236020804628521e-19	0.0006150531110124328	8.320313219234291e-07
DYRK1A	0.525559419358284	0.48227901128232714	0.9320613343678736	0.66563600886141
HNRNPA3	0.3990771403478519	0.2861764331714064	0.6890687301339344	0.4208244952426156
SLC29A3	0.37297334242593644	0.49985471986229146	0.49735142563720663	0.4718425942005518
SMG6	0.36142928339903196	0.5465386963247576	0.5684342590881426	0.675359797095044
SMG8	0.367120877407006	0.3929538925715572	0.5999795033197317	0.3827643708454472
SEH1L	0.4066995441521171	0.26081413787961777	0.7607495756016043	0.36586677781558385
EIF3H	0.6976613668709809	0.5814759517546418	1.2581857015220472	0.6636639144423505
EIF3B	0.5578971437678456	0.7214690201089823	0.9000097695045488	0.5917255157744729
QKI	0.47939802278441995	0.37992684488382694	0.8480753111887528	0.5780667183213686
KAT6A	0.48011911636468396	0.5160820811393187	0.8203139887138722	0.6990998868605713
MEX3D	0.35091960253687554	0.6202600517194432	0.41657037152903903	0.5226122178345048
TCP11	0.00992417915153686	2.1937609003046736e-18	0.0002860044637314436	0.013807524438870719
SPRY2	0.28194854231648514	0.21755259049077882	0.5888578281335917	0.5921633126475718
RUNX2	0.46210671991406804	0.513496458277233	0.49717362814986643	0.5211101254547942
SPRED1	0.43027970048800873	0.3664890988642709	0.6908979785299377	0.5468385345300687
IGFLR1	0.3664127251106192	0.6751130994244267	0.41050327210512655	0.5008138939748834
KCNIP4	1.0126450557223149e-15	0.08790777443547974	0.8131614658156873	0.265492406587487
PGP	0.2585609549540701	0.3795765020320768	0.21017876868053492	0.334928941179581
OFD1	0.4034920425609929	0.6058234010449666	0.7269259687627531	0.6494519511792206
CDC14A	0.261341257562332	0.17107084547925247	0.45301352645194615	0.5183960481644577
PPP6R1	0.42737094364870437	0.7218555563121379	0.5365192206849992	0.6278643196906315
CPNE5	0.057736929392193014	0.29883381530621594	0.01874558614256759	0.653519475803689
ILDR1	0.02119219434551436	0.3065647929938839	0.2734417530288383	0.3302032706122643
CCNF	0.32557779053665686	0.6114657239820871	0.05370726582133546	0.23677303160070898
MAD2L1	0.5399666492465319	0.13925079891403883	0.6106112728251186	9.601782470509843e-05
SNRNP70	0.5102771287588319	0.8916003279707837	0.7960141853261012	0.9826027457602223
AGPAT1	0.1572081428107975	0.2712823722014529	0.2712044099600418	0.22604080633959325
TRIM39	0.00025696486725869323	0.0033380589749292867	7.730413157295042e-09	0.0015358910730753528
SCN5A	0.04588507258339591	8.647208933907811e-19	5.467536797093635e-19	0.020385320492638515
PHGDH	0.416994595507952	0.14108241573398347	0.6461256211536113	0.5951013019264504
CNOT3	0.36982730149403376	0.6174807839114798	0.5390399750864778	0.6088577235166649
METTL4	0.24372670881513986	0.027458119618371152	0.4602364178525014	0.2593136702728043
VMAC	0.1312266659497574	0.43931444926475965	0.05930175503610738	0.5042263267843323
PANK4	0.29014405818892913	0.566483149553313	0.40743319865877187	0.6402701651222722
SERBP1	0.49117271865459833	0.39773811987823	0.8980623784979267	0.41666661156708407
NKX2-8	0.009038504077726743	0.0016913408628649895	7.966625974410883e-07	0.0017606622398359745
EHMT1	0.4737448418790632	0.6531018527221033	0.6858749699805495	0.7574244665125406
ST6GAL1	0.4914513758805828	0.5265434940709649	0.8945645648296102	0.6836465571269393
GRIK2	0.08210025904142121	1.0947936876192908e-18	1.980313959845346e-18	0.29789410088127444
ANAPC2	0.3036018889439183	0.7103841873690309	0.3977243428371435	0.7837834667447305
FNDC3B	0.5909245641126567	0.7000256376134492	1.0380276553775885	0.5869733765993699
ZFYVE21	0.3504408721590404	0.3456934838554941	0.6069689171387309	0.5705789917359165
FBXL15	0.1396423743508449	0.4156541594722842	0.205278674954602	0.3614589580479718
GPRIN3	0.33440336548221694	0.2889122981065037	0.5706831350379183	0.5294875434566473
AMD1	0.2980580819889465	0.24660358726204326	0.5885567658726621	0.40013080853616245
FASTKD2	0.3828165690314959	0.28463683194476797	0.7821486829416716	0.4399175470819782
CRISP1	0.005272692130532446	0.0007190308224749849	0.00019257473412722227	0.001510516958051463
ERMARD	0.37480113803137743	0.4109442458232038	0.7000570919535429	0.5765178105655041
NXT2	0.19990613411473768	4.6412108998622045e-06	0.381711962207891	0.0001454432920354486
RPUSD1	0.2498406882861691	0.6175147271107458	0.24879267918160772	0.4539611656774868
MSRB1	0.28995891745800606	0.5865911430632341	0.6544825494844798	0.3852131847113154
SUV39H1	0.20286824480870538	0.25314166342818595	0.1594238436144722	0.14792287545752172
SYNGR3	0.17495291494437548	0.0026609205254065488	1.4775942849371433e-18	6.8874781608927195e-06
RGS11	0.1139058634384965	0.023766325720195082	3.243444136203059e-18	0.7079421218877722
PITPNM2	0.23603815692634902	0.7043557893159585	0.4098026292912794	0.5446940166446752
TADA3	0.39913995251793727	0.5584789565901728	0.5569774162451586	0.545866762626147
PIM2	0.32070737735222205	0.600004908881004	0.25098527535683635	0.38453777364215386
STIL	0.4687847479024383	0.41623822701492974	0.40791202091941686	0.2004794971677604
ACSBG2	0.004634250801279143	0.0004717762474729081	1.7087151064305877e-18	0.0039053315216530464
SWI5	0.3465640878169431	0.3850293470328727	0.5098720583703042	0.42224015431073003
RAB8B	0.4170884747560788	0.31432816858031093	0.7635119949114514	0.3898338518431124
EIF5B	0.5029458844719809	0.39655258029083373	0.8738509257751428	0.4624070037377805
GRWD1	0.32192227741410295	0.5458111819407102	0.42020817569960917	0.44355920680956573
LRRC47	0.30894876026380036	0.5681083672425508	0.5058728582812543	0.5640123255329207
SPATA2	0.2054523259875832	0.4238969837927005	0.2546357978154144	0.2767190334382441
NRD1	0.5472447502385313	0.5970479842810568	0.9039718869716651	0.6303461102277721
SUCO	0.5471700535491767	0.3353044638557741	0.86309669296691	0.44005268249935303
PYROXD1	0.30341228435844797	0.02804972709467431	0.7028551638788559	0.13801315414388526
BRPF1	0.3215217910734524	0.526419853232987	0.35017377563316027	0.5892659704610616
FAM109B	0.123157641989231	0.04864311541589074	6.594284489909181e-19	0.21009207517549433
AP2S1	0.6293443654935734	0.6871551388373749	0.9771323631651889	0.6766316621026779
ZCCHC14	0.27923418373860465	0.38710614735894006	0.5323144701287998	0.5951009953734467
NXT1	0.36923646666175736	0.2592067191765785	0.5405520633534336	0.24976108145030912
TAZ	0.29581092080980514	0.641509134676656	0.40799546643317713	0.6167522183224564
MOGS	0.4525826444436299	0.8204893966964014	0.6579075634396224	0.7371043663583281
RANBP2	0.5679520079192252	0.4539373338501599	0.964033359056741	0.6416371461821364
SMG9	0.36131042216888504	0.56697266237755	0.3832263778930063	0.5297034051185685
PPP6R3	0.4799233769187527	0.4711584031364873	0.8639208090807426	0.6145452424152081
MTF1	0.34321855622834524	0.36039355234945974	0.551978902626235	0.39642211994581616
NUP188	0.40386730029497586	0.46143808419499777	0.5843030837931262	0.5735356496739624
BAP1	0.4269102605830965	0.5816690002226779	0.6123557263256808	0.6979335371255371
ZEB2	0.47003882180483153	0.5276702808100951	0.8280232294903735	0.7238220034037468
TGFB2	0.3533085732930812	0.06984183314580097	0.5422455619527615	0.4902438657371023
NKX2-5	0.12988132430404947	0.0005426770535924826	9.12671261928099e-05	5.93895095705305e-19
NARS	0.5771363946146566	0.4694084244290981	1.0403870301276277	0.5414948667185732
SRSF7	0.49788155001872314	0.5353936476830776	0.7860318026228286	0.6525591202136821
YARS	0.5509567242838004	0.6034885845555987	0.8249313856823925	0.5313252699790875
GIPC3	0.22074703845166357	0.275987440631845	0.536957231009528	0.7613634650841055
IFNAR2	0.48276048082536294	0.5996404431114701	0.7600427948243891	0.5774557443334429
EHMT2	0.21873577093042595	0.4229483202523491	0.2888546932663235	0.38949451827634674
RPS26	0.5847978087694833	0.535353411079207	0.9278302933539085	0.5003443591168735
SLC25A20	0.3345195844520904	0.385581717997892	0.6253155820473746	0.5394722622905308
NDC1	0.37867820866079366	0.18229178446738506	0.5833515032824624	0.17814629935195403
PGAP3	0.31627058897437826	0.5122973416309538	0.6259309741258838	0.5870250771754961
NCKAP1	0.6384632689454339	0.5009425307844255	1.202682032270921	0.6650988885066164
NABP2	0.399119398784632	0.48544748734719273	0.7460434623255918	0.3098302099908443
CNOT11	0.4812866613368781	0.6580715328108987	0.8515569739190773	0.4911376871574354
DNAJB13	2.0439713317494213e-18	1.0947406106332256	0.03306467701922826	2.9871961187824014e-10
PFN1	0.8200311298597728	0.9330841122929168	1.2689659253606462	0.8659398038382787
SQSTM1	0.6916254347700501	0.8903135714873298	1.1809965465694625	0.7457257796499573
CASP3	0.4965085900792776	0.3328460895728878	0.7180798563518822	0.396737075927895
NOP58	0.5275946566431801	0.4704299521586127	0.8608987883906475	0.5347063432773859
ERAP1	0.5027101240540303	0.556780545478689	0.8648712462679768	0.5023329768306852
PDIA3	0.713031199197843	0.7324132549190915	1.2556464358895592	0.6528389566102907
TNFRSF1B	0.4417130987545017	0.6977214155823709	0.6551012731246102	0.7049484530551314
STAT2	0.49948675957022953	0.8385007781752674	0.6622841295835095	0.7551785842049296
TRADD	0.3140256535563413	0.7837144797583959	0.5543729013458978	0.6412602981041211
EIF3L	0.5380160480034725	0.4702841202046	1.0313627551377174	0.6480851946644252
ATP5SL	0.31893232754333983	0.42590083627362896	0.5387079219321336	0.44130367758321376
KMT2A	0.41836922419972955	0.48270076046731364	0.6984513688739532	0.6326709167387556
ARID1A	0.5441011498228964	0.6870948966322493	0.8790497821994134	0.8075571851284548
ADO	0.2903245839255874	0.48475678800138705	0.3624889125843738	0.4370839076999233
WDR24	0.2578062031709873	0.573872233109958	0.32501803357256737	0.536587059196367
NF2	0.4373541849743476	0.5971311689902824	0.7225595866863319	0.5441464208200774
RC3H1	0.4445978508187556	0.490628017526303	0.7667499719728771	0.6118678357148384
CALR	0.838135423805696	0.9813572213670277	1.3924997138066633	0.8718255713448287
FADD	0.3976843504946836	0.6231413122811521	0.598695165557092	0.4796561127609354
MEN1	0.3605584142624035	0.5882274211188787	0.5427393887133689	0.5618115105222218
CASP8	0.4121380860399903	0.5663352265085385	0.636545259584563	0.4574089433556876
IFNGR2	0.5342314014026108	0.600772313738471	0.9463095923475617	0.5647882525992077
TAP2	0.22458546537131785	0.3725077123241844	0.20994607631937903	0.29361483184965964
TAP1	0.3164076988267833	0.6145616881639427	0.34419562631056894	0.37054857200189084
IFNGR1	0.5403369119452348	0.5235256549679207	0.9658881647573028	0.6352227976958051
B2M	0.9348261936441656	0.9041384473462529	1.66725830837446	0.9870415517797899
JAK2	0.4470592857568569	0.37834130018214157	0.6872468854479645	0.6327142525953053
TNFRSF1A	0.5850103075856427	0.8216756929408389	0.9919635789633638	0.7560517819356732
TAPBP	0.4909410249464225	0.6781512217756374	0.8611837868249982	0.5426888921226617
STAT1	0.7221947177182328	0.7894921492730005	1.0606563696344269	0.6686551262528612
JAK1	0.5827562098245369	0.6578316137005153	1.1012909397616761	0.7433190783852248
