	C0	C1	C2	C3	C4	C5	C6	C7
ATP5D	0.6504371454182089	0.5888829061920057	1.3286462516005588	0.7186339339970461	0.4369137949485824	0.4533489810935271	1.2399994288816099	0.6199185048070879
CUL5	0.4318873484457175	0.5973384408859566	0.6556230608898632	0.7472694227493031	0.18850059091102864	0.20272872743482986	0.913952328335321	0.6905421102415433
SUMO1	0.3961816431962924	0.7367480219467417	0.7326920905032415	0.7190534160761485	0.03032535964307627	0.15904340562167815	0.9115994120559728	0.8144875111132891
AHCTF1	0.4902408575085576	0.7204502846520158	0.6390962174762187	0.8231255072183313	0.21850651249362077	0.19631317988068459	0.7789641669876214	0.6614926928208599
GPCPD1	0.4847164865927257	0.48259837129408173	0.2549342053872572	0.8960715522163801	0.24117142988584103	0.13474752590085423	0.3406894056409119	0.46768450379887033
GAPDH	0.7369259546481954	1.1329587362082914	1.1383088677395967	0.817900403461085	0.30880213737067863	0.29670025842316816	1.1661528891791755	0.5201263866769374
SLC38A8	1.6392369026616575e-18	2.7186309079391194e-18	0.000407657935771127	2.0917942353427645e-18	5.627640742093175e-15	0.16961884956690448	0.0025302534438572184	0.0005922785379942864
DYRK1A	0.5722097296023168	0.7007985357160239	0.7491982250416863	0.955180204429663	0.3648213372029945	0.2836039297540167	0.901601686164793	0.6880026534751
HNRNPA3	0.41914434349553353	0.5855342006274045	0.4490575538762551	0.7114552158184816	0.1325134958820485	0.13989303495303856	0.5665702141999049	0.5672758289201251
SLC29A3	0.5099623493365436	0.572585277824084	0.4608808322833729	0.8181023335394045	0.2952041539229902	0.2970612187635213	0.37160579788545506	0.30659190946996906
SMG6	0.519047259900849	0.44279375199146276	0.611751597755576	0.8253741891428394	0.6134199902432261	0.2773655532016677	0.6382609226894979	0.37078095789791987
SMG8	0.3580348474550994	0.524141554901105	0.5745662485368289	0.5665896408071995	0.26808779657348486	0.2112830224640196	0.6144539291663018	0.35926168319650253
SEH1L	0.3683372033472857	0.5366523558385292	0.5859316921936626	0.5587285922353065	0.10149677475240987	0.16603431331678226	0.7207658374480941	0.5653714776529687
EIF3H	0.6933672216152598	0.9698623650173582	1.0872811669875784	1.0106783839437248	0.24190821606603408	0.3410346146296332	1.1557557818023498	0.9022251530099406
EIF3B	0.6448392361067051	0.8430171476713123	0.9971914780578292	0.8129934005914705	0.42537987252827564	0.3328518211324112	0.9244794122896534	0.5233225734602865
QKI	0.4778091603523944	0.7044265894545994	0.60897778992789	0.9469142801127992	0.31153672846072883	0.14125591807548074	0.6664928405784273	0.6856666844034505
KAT6A	0.6068603708453807	0.5960593460428559	0.7335657050615495	0.9848963936027552	0.4186083914109215	0.32090326451294193	0.7596806923960995	0.600716208870092
MEX3D	0.38830444993289354	0.49980971970357313	0.7154364274347674	0.5081233158492392	0.7375322516120816	0.2445490797666496	0.5259309395621844	0.20641762259472637
TCP11	1.1817008266290688e-18	3.534326392641626e-18	3.169754213613625e-17	1.930097675425736e-18	0.044156767004482726	0.012282648531311252	0.0058923944679145565	0.000725685315495023
SPRY2	0.37113880735384414	0.20232209729422088	0.5184566576015622	0.7515250604188135	0.3872853967480167	0.15657586312515034	0.47737177103650574	0.5141557759004304
RUNX2	0.705363285787303	0.8458085253535279	0.2368471166951064	1.0356377462148472	0.4389022454275482	0.15789120693061845	0.003138330764795469	0.5292711914903181
SPRED1	0.44093186576086973	0.658870615838082	0.4559000578377469	0.9308504255593174	0.3713502278042766	0.13538650365930677	0.49615319593024243	0.5503538058694915
IGFLR1	0.7139652158155436	0.6621257396034573	0.41236921576194796	1.017340255059311	0.22413404913333	0.3498591476389764	0.178119183541853	0.2055791060244556
KCNIP4	0.2085117032854714	4.198737972325517e-07	6.919259692331657e-18	4.206867879976535e-05	4.252163880544433e-08	3.243136852352674e-16	2.251011621117048	0.002758377763173245
PGP	0.20970618991875808	0.278866498269505	0.41495347289213724	0.31748565021862407	0.3844722901651892	0.3662406813006622	0.3506350189851258	0.08292021818509207
OFD1	0.6100091807767485	0.611699124325352	0.6069154717285685	0.9016661422883725	0.46232554633814227	0.26567786399203025	0.8725417663010775	0.4070527877444188
CDC14A	0.4863409302579365	0.23743561329703128	0.13330462126198991	0.7704920619886182	0.24878895418958347	0.19616741001257396	0.3003708207608028	0.48129272417718555
PPP6R1	0.6341136913386327	0.5771226033119305	0.752259199961936	0.8260223585156105	0.5445449912623886	0.43288898368347317	0.5524535161317679	0.2696386982639782
CPNE5	0.30432951416797854	2.7526161588711807e-07	4.287058819551279e-15	0.9111225734862684	0.5912533446643274	0.12115615557214168	5.065288801262501e-09	0.03473076340869095
ILDR1	0.36918641665253765	2.8408786026542617e-18	9.198224077377114e-18	3.250599223325351e-13	0.1217067150764699	0.34167422625773725	1.1712690361612366	9.759450680098677e-12
CCNF	0.34605460257364035	0.754915318661122	0.18089003292236377	0.41174928079985323	0.46044318460219374	0.25726960544244437	0.006883025570731604	8.622865936142463e-09
MAD2L1	0.22803865771610304	0.9720437507475559	0.12539620977201388	0.34366424974243504	8.582532821181412e-11	0.1495040283916393	0.3448730387256679	0.528288861725786
SNRNP70	0.791305118642829	0.6224711631502015	1.0331552490131977	1.1327289105643408	0.9081182067544818	0.434963161299107	0.9323053529577463	0.4744012193675812
AGPAT1	0.18221243256906494	0.1822880902838992	0.41666845595539087	0.20541912984896712	0.23230866311116086	0.15120197682212613	0.4006470775488515	0.07810605135855188
TRIM39	0.0024690865343026387	4.941135006833223e-10	0.0027783809876059558	0.0012620187993160699	0.00038884695664244656	0.0024927356912565874	0.0005338181700486616	3.545129032965432e-18
SCN5A	1.2345406157132755e-18	3.7855356954455215e-17	4.7217894205383974e-06	3.041469741992965e-18	0.11727442823720606	0.056698626487952125	5.458663305950423e-18	0.00682498250171024
PHGDH	0.00032999395024126783	0.21864868454304348	0.9117819757426237	0.36678543164096916	0.6092280932696065	0.21858547243783055	0.6926050929194839	0.6972592114302724
CNOT3	0.5479801674401312	0.4929021531751885	0.6883714305850838	0.7492634834083232	0.5442553121043389	0.32311818143842114	0.6044106958434475	0.2939304128947394
METTL4	0.24889238876285502	0.321443870686084	0.08111447344084104	0.5133805124643549	0.000824905415501044	0.0784699266231848	0.3429535698945983	0.42294058896238884
VMAC	0.3265648383996402	0.04100245991095107	0.34172597833243334	0.44636651382682235	0.6611613228693631	0.2855787773483802	0.18448261704042884	0.002719189294217196
PANK4	0.4882587915120337	0.32928843369278626	0.5609088074070223	0.7483350070683386	0.6195546687892143	0.3250772139880033	0.5289094579953332	0.1912254595904305
SERBP1	0.5786256585932338	0.7331717008687536	0.719551092527434	0.6773502436209073	0.08592823778808288	0.17085615259697012	0.7396177685600354	0.6942892267989333
NKX2-8	2.3245162287216165e-18	0.0037428578934452566	0.0014608188692619975	3.022537055479533e-18	0.011964652313971147	0.013933234740877863	0.0006178375546299615	3.4166768614788386e-18
EHMT1	0.6102958908280456	0.5922843749391817	0.804599935436648	0.9728166321312746	0.6440295379817369	0.36448467549365154	0.6524891371244037	0.4790780851804934
ST6GAL1	0.6915166786626148	0.5995534247361977	0.7714760670753341	1.0218116823361902	0.207379327147826	0.4022923584653133	0.8166318480301223	0.6593709448891912
GRIK2	2.0087004521710063e-18	4.185308857737262e-18	1.5027387433353984e-18	1.2395040162853277e-18	0.4654545877365562	2.3291496745667746e-18	3.3184686998738043e-18	0.44427468305761386
ANAPC2	0.5409654816120758	0.28461333267629907	0.7444525623708096	0.8327938626759588	0.8739909321587945	0.3855866490691384	0.5702659806707693	0.1347927889954792
FNDC3B	0.7477562111008745	1.0015388325393553	0.8940665475335785	0.9965285174172698	0.28410467627548813	0.22922843526554537	0.9368161160620732	0.6667464943568397
ZFYVE21	0.3405812452533592	0.2697858722721008	0.724332835920162	0.5622333926188569	0.4752397284639731	0.2857066152643182	0.676012222285918	0.470758282839158
FBXL15	0.258724053784326	0.07068864214411037	0.5540922832444264	0.26352046305531013	0.449984495427498	0.2541508894893372	0.39398420532472267	5.303615367620016e-06
GPRIN3	0.48467788177405957	0.41027524017594724	0.2361676808983224	0.9342734439507803	0.17344929096847686	0.3115663525782895	0.4964100099415766	0.3986370849233663
AMD1	0.27218942112234135	0.33796182143188674	0.5231853904889339	0.5157502786539996	0.2198460687614926	0.16016148314838446	0.6428442404551764	0.4009422868906059
FASTKD2	0.37422513567417115	0.49340910645224323	0.5710668437900747	0.6194657657015216	0.17077590494488956	0.1653469234158093	0.8426357493270571	0.5594312874632957
CRISP1	6.931638346172292e-18	1.2295477766949174e-15	0.002361155537691109	2.460034957825805e-18	0.006105183707690844	0.011472830174915597	0.00022971787771669844	0.00011869219487799861
ERMARD	0.41149117517917416	0.5037171823464089	0.5770561350334519	0.7989433037834254	0.3969050863430753	0.18927091314234212	0.7625259879915566	0.4679064829665272
NXT2	0.12393710116515194	0.3202334663123871	0.09069840715227279	0.17249900722245629	4.149462566207074e-18	0.007821324363839715	0.2545632999875581	0.26816166448080264
RPUSD1	0.44225285088518806	0.30381090213000506	0.5800709963731849	0.4228799484815563	0.5837263759772109	0.36867170138271715	0.44345954322458586	0.0007181343253189303
MSRB1	0.5082263841536546	0.3752033104258927	0.9429818483696291	0.3531333309372637	0.2209203206937159	0.2796823144861223	0.9046441301599504	0.20711670446808791
SUV39H1	0.1732473524334177	0.34870059893960403	0.20987175555288629	0.25875063024328954	0.17289072536542513	0.16878627166514756	0.13157183073380227	0.051378097460271256
SYNGR3	3.4307999256064782e-09	1.7310096956842615e-14	0.0009316139793913221	0.0006187014030867642	6.981369151306705e-18	0.5484877100726228	0.0011674168695463534	4.391497927373523e-18
RGS11	0.0009292632020553204	3.802443731179531e-18	2.9952820846607216e-15	0.4617277859962428	1.0245978694971496	3.281174119783486e-05	7.016019538986223e-18	0.34567835655550655
PITPNM2	0.5228366758902303	0.4253024385490564	0.6817087250784998	0.618740272684848	0.6262357351494982	0.17451036002058826	0.5906166197907375	0.06308121643919688
TADA3	0.4921703282154491	0.5095643107385479	0.7324883086862863	0.6734241974893173	0.47641235453424585	0.3308257745393825	0.5338307988418458	0.36598086003699243
PIM2	0.800091129322188	0.629363463308297	0.0003678354488544691	1.0230355822441939	1.0122069354194539e-07	0.4030318436099004	0.00034351110638353855	0.1276257714364902
STIL	0.3885235876545761	0.938591838336547	0.16685698686965228	0.5656054136117945	0.16123097232753367	0.22221988330086787	0.2014719262803979	0.33631652766219516
ACSBG2	2.164564184655856e-18	1.6731693192318444e-18	0.0012038940795964137	1.8235654641556885e-18	0.005366903354973019	0.015521620108901903	0.002378876929900638	2.9888309063070185e-18
SWI5	0.3267542988382228	0.37776923697505854	0.659934409147566	0.4279160179586929	0.3919793776192602	0.28015558338135055	0.5421897381074203	0.3655315975116977
RAB8B	0.5762747362136236	0.6615838005157817	0.46918594105396144	0.8517190955186094	0.005024799648838424	0.12087399425815722	0.4230586305881292	0.6064573297523633
EIF5B	0.5225414517014652	0.7354073864307571	0.6680934013884465	0.7105866423945536	0.17979297058350083	0.1915227141335839	0.7750816747321475	0.6983737642841332
GRWD1	0.4232855400552312	0.42311457603015534	0.6581328469478149	0.504257808224034	0.455952650117183	0.31027134383578925	0.48706645127274206	0.18985190600829552
LRRC47	0.48321626067284856	0.35287456693973995	0.7483371669908865	0.6006450856717483	0.5305494935338969	0.2943963436472022	0.6248341343750068	0.24183014979705855
SPATA2	0.30420918362584926	0.2986426549556145	0.4208594828164261	0.2710507190115797	0.3079259856524807	0.2505738234230853	0.41319079039147494	0.05861855295891404
NRD1	0.663970652771119	0.8092892775703078	0.8011540644949718	0.988198511722403	0.3506903530844763	0.290057737721008	0.7804859957630488	0.6349106688992843
SUCO	0.44228819197330954	0.7761232629197422	0.5822393174141868	0.7303499713755449	0.13873997380778144	0.27754973635368346	0.7512660288517671	0.7170932187170761
PYROXD1	0.2543634649373511	0.44486335905439256	0.242577999659557	0.3830533314161619	9.333346400164083e-17	0.0011422216309695994	0.5851683239463435	0.5229999320614303
BRPF1	0.44316589043627036	0.3789022680431272	0.5170116684097887	0.7167306821334767	0.6308455990395359	0.326818445569341	0.3404785791209925	0.22207021304387028
FAM109B	0.00012388407903968487	1.693400583805947e-17	6.227186267525312e-14	0.010419230771831989	0.8695277689066718	0.17229439589846032	4.02061746657315e-18	3.2997963669956603e-18
AP2S1	0.6660048024773103	0.8632228917522835	1.0826465775425491	0.9884885620518866	0.4404414795937696	0.3814388513813974	0.8064400825199202	0.677812020618894
ZCCHC14	0.3522257618929365	0.16545875961453915	0.6983455449426731	0.4885849946733574	0.6112568442641585	0.2506001859526409	0.7428759803274214	0.3427531518956609
NXT1	0.31433877281503964	0.586519874004669	0.3947520834885108	0.4962395107212375	0.07469354553830622	0.14294303831076027	0.39789006439496494	0.41759354842937685
TAZ	0.5213974915465928	0.3885744546506512	0.6054532334207351	0.7206319889915309	0.6368386447569442	0.31459749685677074	0.5529223728166242	0.15046566555079174
MOGS	0.6773083775536288	0.6414001028326494	0.8972658168878846	0.9338221780842986	0.6896628969924963	0.38684313471866066	0.7448619706935325	0.3047338077099986
RANBP2	0.5457107500689047	0.7502117586997205	0.80199697316525	0.956874551485691	0.32646226178003407	0.2732247182329406	0.8350265299541345	0.7652882095478679
SMG9	0.49481504149056116	0.544190055031029	0.46273757871688	0.7116509439609215	0.5220168122465474	0.307538184081038	0.35387171616649793	0.27034701351747037
PPP6R3	0.5641174284881243	0.6223523699200747	0.7510373109658045	0.8634974990224503	0.3194040518637472	0.26938426009526745	0.8255871272016759	0.6389415671782376
MTF1	0.3980786309352462	0.5167618890784227	0.426364385131525	0.6614410605656671	0.2132573897627059	0.21130420820985119	0.4954266157575425	0.3637892834970425
NUP188	0.46428818776982456	0.5053933049898399	0.6280130335861673	0.7989014857040821	0.442269556338314	0.2856486614245514	0.47466687652535616	0.4342029683284336
BAP1	0.533250875104603	0.44875581048517704	0.8051741021197778	0.7960764710973899	0.6501072156388216	0.3808527138292121	0.6212740758883905	0.42403109742951983
ZEB2	0.66010276993344	0.6955440049545516	0.6519896751624982	1.1315653649291493	0.45851418627009455	0.16053978334924654	0.6074330438972672	0.6726051780016632
TGFB2	0.45721951514244025	0.36673127146471907	0.1336158677681353	0.6166860222335007	0.38462202481169744	0.09171367035219787	0.29396628878571057	0.7109802566697883
NKX2-5	8.821505972360297e-19	0.22357714766328618	2.7164689786947646e-18	7.2338434007771e-19	0.003991643764858429	0.0022968070753003203	1.7295100970137074e-18	4.5865643429582555e-14
NARS	0.5551179030831798	0.7431396223189844	0.9216502307624225	0.7555437128876192	0.1676443124039433	0.34753140391248816	1.0469274385080654	0.7467017399531747
SRSF7	0.5873846367885925	0.6979299483480481	0.6949503439001866	1.000654712180681	0.3902608824418426	0.2966343922778357	0.6693211410839383	0.5676492278032415
YARS	0.5885625988118651	0.8342215368457537	0.8219096035354074	0.8498136770239759	0.3097592310917537	0.3247510551995476	0.7072228162256124	0.5463725708463533
GIPC3	0.43484851565969757	0.131816713443907	0.49239063615052875	0.9005886413411637	0.7129168566680095	0.021649336857991995	0.4111261079284395	0.48484953696691535
IFNAR2	0.6739516867413012	0.8144233817792241	0.5723688882916048	1.040335372125197	0.2941724093619637	0.24778790723532865	0.6208001914110681	0.49264502155858025
EHMT2	0.30701049034668354	0.3015837891497831	0.4105539453630752	0.41388909151552267	0.4454438885388231	0.20520885672501182	0.43422507635306723	0.12026223794677339
RPS26	0.5214976973746159	0.7797327119869345	1.0581870167825203	0.6936159098011268	0.28058079705054706	0.33682949332668005	0.7706637072036251	0.6559702952260419
SLC25A20	0.4576162788713608	0.31869082588715736	0.7291978384491247	0.71682837441684	0.2951759263210759	0.2678467687338824	0.5358468139644073	0.42211965472792573
NDC1	0.26909279271499964	0.6033004697801201	0.31060142371200594	0.4020883505797167	0.007545136162090889	0.14614741189174987	0.4862850542692504	0.460736725558567
PGAP3	0.4372585664636279	0.35347875298746223	0.7483096182485193	0.6551793493419638	0.47165719297655434	0.25893658566509414	0.814232857952229	0.32662245080562186
NCKAP1	0.5219962038271742	0.8619016022086158	1.0366948230020727	0.8855749820924935	0.37516146656099175	0.24514181128946505	1.2485042935671824	0.8631144621405948
NABP2	0.5131420591861856	0.6639301416694515	0.733926681146184	0.4436984382728711	0.11072597668555954	0.18892359789026877	0.7775713833425477	0.43121006811450663
CNOT11	0.6604780344390649	0.814357121555173	0.7982478881583276	0.7542381481454243	0.2704284570498252	0.24996066745306067	0.8908198011423737	0.476124779411597
DNAJB13	1.643370841260396	0.4217081071440875	2.9775517099283793e-18	2.13061839020761e-18	0.1833424673827541	2.7622075133842887e-18	5.311219398307321e-18	2.845774587655778e-18
PFN1	0.9780382273146324	1.204468858876186	1.3029257030591341	1.369810534188553	0.4698385608201542	0.49186288671145767	1.024328402676486	0.8565419538777795
SQSTM1	0.721473689161466	0.9729378947203542	1.3901617635829864	0.9918922113065025	0.4833990369109793	0.4563488595029631	1.275313785946613	0.6697661017485533
CASP3	0.48844238475394003	0.7471501597209539	0.4228433522897017	0.8129615832995065	0.07066116907393677	0.2776408449797476	0.4639247328444338	0.6088094850458697
NOP58	0.5264314314693247	0.7825049790148408	0.6889294964185717	0.8608391684005717	0.24532166590270016	0.2565901165573377	0.7710393619119146	0.6346409147792617
ERAP1	0.7000613171646419	0.8391640767812079	0.639799416271693	0.9745914487106389	0.14164935254893207	0.24204003689588327	0.6849006626787525	0.5583681555042613
PDIA3	0.7910860872927006	1.1252818853279654	1.1333388306600563	1.1032857587914688	0.24684395920272537	0.33370563137191367	1.1123968178346526	0.7983825287338522
TNFRSF1B	0.8542434900589124	0.6712945124735343	0.6583051206514192	1.290962533559934	0.3400882532327182	0.340106509592228	0.2701706199308691	0.42953477317496574
STAT2	0.7929143872639333	0.8293137608839497	0.7105663269290504	1.1813903927504616	0.6166061686782472	0.35540734935454116	0.5423676068157418	0.3810938204428401
TRADD	0.6582401799552945	0.4530046876058549	0.8028004860086051	0.791666906135535	0.596179065978265	0.3211175820585372	0.7602440868011187	0.12102065383251301
EIF3L	0.5480429987938124	0.6290961209246966	0.9929235819028929	0.8353903997394988	0.3425346418995755	0.29127734417595885	1.003135556258736	0.7532426592615777
ATP5SL	0.3927015780500511	0.3601286812703253	0.6460541822001958	0.48595311857550505	0.357164334724324	0.27910889506805536	0.6379799419607846	0.3118710567233536
KMT2A	0.5544777937311297	0.5565482927985458	0.5881122748086652	0.9170530274259919	0.42131586411814537	0.26384513974360624	0.6519806658345655	0.4935181642570752
ARID1A	0.7360783594771967	0.7052125235976752	0.9133147011325212	1.106668271811562	0.5687216553005993	0.3668420833027984	0.7822306880792284	0.6254593540497877
ADO	0.37236252941280096	0.35935540819831097	0.5890838435131839	0.4816007172118805	0.46290845749833903	0.2734814807442777	0.4191836160932394	0.1810135709214751
WDR24	0.3576486870348238	0.25286573432591913	0.6493734710924944	0.5194737400942464	0.6324368287895822	0.38331773585434026	0.572110688930042	0.022989315848328088
NF2	0.5607802109108366	0.543737140240447	0.8465040672133207	0.5728000577863324	0.4506706140783307	0.36542274940939184	0.8876864771342193	0.4125336148191818
RC3H1	0.520585523767704	0.6226728582988387	0.6509967187877669	0.9004125712227601	0.3955744955236217	0.2491330866380428	0.7427224269505562	0.5233574490618571
