	C0	C1	C2	C3	C4	C5	C6
PET100	0.4145444799472739	0.44446828034886154	0.692043174134208	0.45406689212501555	0.6223203573003019	0.8124485549603654	1.0805021795579304
ATXN7L3	0.4904740708965619	0.2560361843853254	0.412229020836411	0.15493362298469554	0.4757078156284924	0.37060651994729066	0.47467043341547643
CARD10	0.5417189682360056	0.22455247472559367	0.625537628287796	0.05846664926011585	1.073823830725306	0.20063153131986028	0.6275134444288423
PSME2	0.6179766357943688	0.3052976677111676	0.6839498139098521	0.337006479007903	0.5591487135089881	0.6967179512748779	0.7356996303857138
PKNOX1	0.37876952265247177	0.38649045224786405	0.4057616921876962	0.19207415214738477	0.35794964082100766	0.5950346196619946	0.5862536280141106
PTEN	0.5427405401129995	0.6530702010138082	0.539792103652241	0.3541261813260783	0.6473013667511269	1.1511813916024403	1.098638763595055
IFNAR1	0.40580345840281934	0.482742112430739	0.5239493980935636	0.32350819977725165	0.46778311199660844	1.0002160684308732	0.9616678919889966
SURF1	0.4125225765723058	0.21983971821179932	0.2300508244991569	0.33557843083813854	0.7638160132294399	0.4091724802389051	0.6661369463620601
LSM12	0.08868039318867389	0.16419432015328944	0.22947845797707864	0.1335556913268183	0.00038073315452178546	0.2758640768988113	0.22777282435300272
TTL	0.5620870745686647	0.42546067909232166	0.5059817230143382	0.31863352498534103	0.45016708043293796	0.538493931350817	0.70387856744854
SCAF8	0.5877135409631651	0.5496168353910469	0.5219950220301822	0.29275034256259036	0.7651190701717304	0.8831279415820894	0.8876118115833966
DDX39B	0.000871412263854318	0.0006568171770054138	0.0009562348996769759	0.0004963588504594819	0.0012326358137360052	0.0010719327679259748	0.001455058778820654
SRSF2	0.7819554470941205	0.47507923808391417	0.7466779194915533	0.34220413525560983	0.9770981869335226	0.790595708762807	0.9909256770711028
NDUFA6	0.3063379493563365	0.3965839596647498	0.48446054074483064	0.4959444094736401	0.5874240952097213	0.6508400092472673	0.9710637610912446
EPHX4	0.2535583989750709	0.279405956285936	2.570597784294914e-18	1.6014957179103884e-10	9.922259491684631e-14	0.2777488265490537	1.0621414658422957e-15
DUS1L	0.6894574151180859	0.2832121770779075	0.5565954329295173	0.3096428195315138	0.9713364592426424	0.36758207786794034	0.759597026252429
ABHD16A	0.314638701468686	0.11489644703903516	0.18009788781102157	0.11261152281212854	0.37434897094935565	0.2580798420618376	0.2691789230683733
NXF1	0.6216989710271258	0.37808046029070586	0.38583620635461774	0.1845386098220358	0.7276351025529968	0.6638836912367515	0.6263293995282693
FBXW7	0.5609651707387888	0.36640157173217686	0.5248856526282076	0.3478518632868308	0.5696708820606733	0.9232969171807023	0.6988336086505437
USP4	0.6229973207895322	0.3549181511546276	0.49359237602076034	0.23090599897349964	0.6189055872205583	0.6820746706979267	0.6176209793757611
FAM117A	0.38441625916997196	0.12681512301458442	0.16518792892463954	0.22291053399815855	0.6392132099728112	0.436528717366972	0.29161446290058185
TAF13	0.2811402007602726	0.4791811773916346	0.6743478943460075	0.36211551807378056	0.15403299641057935	0.9441336038113575	0.9768450049449952
CYC1	0.5612096687270749	0.3475255521879204	0.7940125480457083	0.5388788071686959	1.2171133074322822	0.547835654548865	1.1782578935331809
CDCA3	0.28168710259825996	1.2535228265054615e-16	0.4998176976564679	0.027902671608069352	8.253420916826234e-19	8.621224860208558e-19	4.747814351052415e-18
FXR2	0.4902621853123678	0.35796906477304935	0.45879141190718853	0.2642598199148444	0.7467550340911834	0.5127548643029566	0.7213053006412601
THOC5	0.5048906411609506	0.3141819889052311	0.5045509257462584	0.19776389230727984	0.6594835629150502	0.4477322651100334	0.6022427721787134
S1PR3	0.5174303983161325	0.6030327062638182	0.21980845555653838	0.023839758722359647	0.39989055970156595	1.003079014732035	0.6075142345754824
SIGLEC15	0.21926950201534878	1.435701464523553e-18	1.1747976278475782e-18	0.07425111543034103	6.911144942398135e-19	6.834838012466598e-19	1.7149514177880734e-18
COCH	6.90702243540145e-18	0.02617445199320983	8.877564385538253e-18	1.690872074299086	3.1796124583476565e-13	1.4750541610055262e-11	2.946826492331731e-17
QRSL1	0.18351702063866696	0.2535178758897485	0.22127226299138747	0.26743819512315736	0.26366550339210215	0.38779702055458654	0.41646509423999095
EPHA4	0.34523307153595645	0.2787801643710392	2.1333137357139273e-09	0.0955159816067882	0.6454277909514935	0.6442366000333454	0.2899564603566455
MRPS26	0.4731631860637011	0.2755711689101831	0.4682905369360283	0.33332810238741295	0.9131357907283151	0.23966960702716825	0.7300024104161029
IL12RB2	0.06710726296882069	1.5500639534819359e-15	0.3229282612990856	0.38334447195052795	0.00010375225002746304	0.9245828598791443	1.844654573595862e-18
ATP5D	0.544465739591875	0.430708113810803	0.6469076723532895	0.5338526503952334	1.225240783498674	0.650199073143006	1.2436889014870374
CUL5	0.35508100430388806	0.48215295298598143	0.45891605486214565	0.3685620116268012	0.5129312478861885	0.8835055431429779	0.8813043393713587
SUMO1	0.28247530493561357	0.5186336253411563	0.535036796214008	0.4115401086752976	0.3430148394014678	0.9469755042705377	1.02179737172569
AHCTF1	0.41899740188267576	0.4938429677365955	0.6018995069216924	0.335022698672939	0.4535535837711442	0.8620690110594798	0.8773821312846073
GPCPD1	0.45475517077916683	0.3346794548878614	0.3823572870672838	0.1415688601127779	0.2803995751728677	0.847048157881084	0.46987971901725356
GAPDH	0.5732593824407228	0.457990157263217	1.166085184341786	0.3243118139139658	0.8231578982043862	0.738720704236722	1.3013596774891432
SLC38A8	0.0029859504044450645	1.6288245226161924e-12	1.7999602275718053e-18	0.1405971298712057	8.608733669322785e-18	9.416259480396851e-19	0.0013408402214209671
DYRK1A	0.5496085084578816	0.5252436279957883	0.5825799266330728	0.37163409317438667	0.6847766087890733	0.9493167490981624	0.9420433441103971
HNRNPA3	0.34679478028846716	0.4024034783334458	0.4625751056929462	0.25115952951963366	0.3140451926624756	0.765487213536302	0.6558845953070901
SLC29A3	0.5485096444053993	0.2611447638059686	0.5373882565368246	0.2136322765371586	0.45378877209173807	0.5780233185790538	0.5887407044724488
SMG6	0.6237597723945648	0.38990743478956424	0.43504272141504385	0.18403974313024823	0.8129168020387093	0.620211063920676	0.6348054862629473
SMG8	0.384708131085705	0.31035077787921267	0.4685162881729035	0.23433193730497598	0.4666104364038788	0.5049295723361614	0.6884680175120673
SEH1L	0.2752710385323186	0.40668825038088363	0.4207510496774585	0.29475337161047505	0.374164164697488	0.6876919087847442	0.7609093702337637
EIF3H	0.5335598628846783	0.6156769412704667	0.8522755447454186	0.539636821299358	0.7441126182471339	1.0909837359648265	1.3237764642832393
EIF3B	0.600362777281079	0.43933713268062435	0.8529334115805369	0.3455917242708368	0.834315587820145	0.6740090116563183	1.078017006413415
QKI	0.5052308549388685	0.5674428242498647	0.5429315318657103	0.19758543571565937	0.4198773123885305	0.9527570235103601	0.8482760410787241
KAT6A	0.5941860745641744	0.46278411743908765	0.5212464120057498	0.34819614605288013	0.756537795177726	0.8819678427469656	0.8438309488436176
MEX3D	0.617894473775209	0.3554907810839425	0.5561983337750404	0.0875630957567146	0.7731302208378016	0.22544433317096593	0.6382188614736951
TCP11	1.4569005256319207e-18	0.041988487100132824	1.3164377397223051e-18	0.01310596964940935	3.7305254058057434e-11	1.7105274002741314e-18	0.0023261244611608944
SPRY2	0.4322184021442825	0.40119186411723246	0.08539299627663308	0.15130231776087105	0.5690056280455281	0.7594738590815023	0.5364951386742347
RUNX2	0.6586963835972539	0.44267956540922293	0.8178738311557325	0.0803896548682964	0.10803630083510128	0.863586073917682	0.49155187381574345
SPRED1	0.5628924368806206	0.46395937826968925	0.49222713116083555	0.1133763732386875	0.3150088783598059	0.89899563848319	0.7000917338033206
IGFLR1	0.6530768663052098	0.11324367087623816	0.713315865061351	0.20485580802139325	0.4779815296123606	0.6109402846188651	0.5194716283499111
KCNIP4	1.663166217336957e-18	0.15095595078374258	0.042352915795312515	4.0138311339077195e-14	1.2299465119163595	0.6640460648968056	1.4447771839430226e-09
PGP	0.429294509763344	0.10272653848819892	0.28985097238260354	0.2497781899273146	0.5439996398865102	0.07644702462788155	0.35603586308574564
OFD1	0.5571778012159109	0.39497254497292905	0.6157745888796295	0.2528447546264184	0.8224799013164936	0.7436632804994233	0.7453595940920397
CDC14A	0.36817176243521255	0.304795517524994	0.17074918045583382	0.24410910998449997	0.3221104460925249	0.8112531420668782	0.2807724774356664
PPP6R1	0.6999595792491832	0.25656870780034857	0.6478521511050085	0.2923133668665416	0.8738922152457356	0.4730637960583204	0.7129002294438117
CPNE5	0.5443160468121487	0.10212745042666763	0.00012010474712931359	1.484307270670805e-14	0.3300494020236533	0.6650717792718149	6.402816603459612e-18
ILDR1	6.021682710601535e-18	7.036879157057596e-18	3.6189984185610624e-08	0.44868211813955416	1.2400853379156838	4.118586795481651e-09	7.346735866179269e-12
CCNF	0.5799272411004794	0.15031948635191697	0.8069928734415664	0.05704850407769976	0.20048683045137777	0.00011814480099734484	0.2813221365529219
MAD2L1	0.20001891837547414	0.24729621103569235	0.7146184884662876	0.39691081546810786	3.9822145465927206e-18	0.3589635330168012	0.5311805462791348
SNRNP70	0.907389202577757	0.5076784082628082	0.6997869337864369	0.3007661131425273	1.3211669318150492	0.7480989999764777	0.9632096297934273
AGPAT1	0.2277837067550251	0.10427379049453905	0.21014869410459153	0.09841932999890717	0.45532545908314487	0.11722431583157618	0.3637420153545963
TRIM39	0.001745531762315354	2.7034444015868084e-18	0.0015224910445581388	0.0007272711299141492	0.0037370784339346443	4.776732616471615e-18	0.0005860238053613858
SCN5A	0.07075076944869726	0.026469514209696936	2.6694450284692446e-18	0.042607961132412726	4.512928118320631e-18	1.3758231631777327e-18	1.501207978483711e-14
PHGDH	0.4021129820477392	0.6188959061563679	2.9667380278460775e-05	0.3829574828334425	0.7323553274119047	0.3667497873964227	0.7919153301735357
CNOT3	0.6038637728211143	0.3174967834795736	0.5424953122907746	0.22453247360596382	0.8242248707482929	0.48386085368512616	0.6680874188235554
METTL4	0.1718494964314206	0.2600769231114972	0.1763552842099161	0.18488968398736655	0.04158216728135967	0.6580845996433813	0.32237869334916197
VMAC	0.5164404445293564	0.1213080538258324	0.16813437344108642	0.1044531606459143	0.7069467984353565	0.09289694804986003	0.17453435951794993
PANK4	0.6252597579217555	0.2652185878618075	0.3720469073741555	0.16459450891577182	0.8663496521551901	0.43988489737058095	0.49802003331163497
SERBP1	0.32683240760033166	0.4482089189800257	0.6826317523751124	0.3435877329044628	0.41296602200777743	0.8226309576674184	0.8973600630436156
NKX2-8	4.6502534218904554e-18	0.013886290782333706	1.3227703275616173e-17	0.012356761424291854	7.277665735853522e-17	1.2694375726981375e-18	0.0022645378532772653
EHMT1	0.7305777116539778	0.44918064812209124	0.5794498014834653	0.29214263464645057	0.8843108029583358	0.6959983081639216	0.8162080159962156
ST6GAL1	0.5251689540844293	0.3745840482956207	0.5768047228019364	0.5163995221708009	0.7894679301323686	0.9203822464731731	0.8861032581690977
GRIK2	1.987597287376823e-12	0.9265795447209079	1.793105002099787e-14	6.332099157688305e-13	7.634201257388874e-11	3.517726239843416e-11	1.3668839291756242e-16
ANAPC2	0.7836327548978271	0.28454858669560246	0.37217515242170246	0.14118479967988656	1.1354581371738028	0.38531338020755007	0.5750568975291003
FNDC3B	0.5733655633696301	0.5028779424305924	0.9845779122308839	0.30318374440799667	0.6492491266796425	0.9474629116908595	1.1304664822081123
ZFYVE21	0.44030302966853946	0.40169514217113916	0.22350765783043094	0.3055819670853337	0.7622361492230157	0.5028323048747221	0.6729947107557268
FBXL15	0.38225993590759766	0.07377050577081098	0.17248638348597464	0.09716813774678591	0.7396572659700685	0.02956095764900503	0.3627679242361957
GPRIN3	0.46197510439894385	0.22265991914978112	0.2860040243151645	0.2950092581391314	0.4093180621858879	0.8992530816003924	0.44275843402066084
AMD1	0.3032821025110751	0.3112663648439262	0.21685279501195331	0.2064624527396923	0.4882111508778436	0.5689383537323535	0.6013191045364703
FASTKD2	0.2897701764684202	0.3912768775414732	0.38752053621747634	0.3211089460589089	0.5024737059738407	0.722734726416785	0.7607746469833166
CRISP1	0.0004896082353029324	0.005768196617210408	2.4323715587256965e-17	0.009083291677676965	5.472582233137226e-18	1.5718099394898959e-18	0.0020099657164039694
ERMARD	0.4825304157729322	0.44007209815469367	0.4126481339611556	0.19148520746797398	0.6320542627921385	0.7239625623447549	0.7188974600260835
NXT2	0.0022036347664700106	0.10980611877761484	0.23575888955339994	0.16186543515835627	4.112734624649737e-18	0.29995201452986775	0.2935066496593484
RPUSD1	0.5423106834700835	0.1032183971655969	0.460727660175002	0.1864755121952222	0.8218662605156059	0.08721894857118787	0.43590568508301736
MSRB1	0.2969795566133466	0.14163128376944176	0.539201942291124	0.2824101407195945	0.9348353670817515	0.2568679953925291	0.828996163797627
SUV39H1	0.2774480790895778	0.09510232068815405	0.3284403606914136	0.08608871224895236	0.158556240161012	0.11422530892495888	0.25582471918909516
SYNGR3	0.05781769728024699	1.4363068951708873e-18	3.80915571951963e-17	0.37811791485308566	1.954370668155595e-18	1.1067356576416421e-18	3.0979332038463564e-18
RGS11	0.5044490819918731	0.5274414605552737	9.07883966356772e-16	8.908423158227737e-10	0.5322821097332251	3.8088795397529734e-06	2.963363908897789e-18
PITPNM2	0.5449960704736494	0.2286928915430178	0.5925610701740166	0.02316484100142345	0.9141825735574232	0.2629181742608889	0.5826625255631126
TADA3	0.559590383963549	0.33031191556204703	0.5360215820828068	0.26668706716040047	0.7198299355052368	0.45297995641122185	0.7070699987485713
PIM2	0.5100390915984246	4.356211330290285e-12	0.7247453161452708	0.31264599599544723	0.17236237661779633	0.7243979742319512	0.20702358580654567
STIL	0.43945758456453005	0.27493527515354577	0.8186570566399977	0.24036047635006422	0.0001701914364311682	0.4198644003034463	0.478945099532137
ACSBG2	0.00013405258132094243	0.0031498236424405564	1.1876897529526197e-18	0.01350267143653246	0.003135761964058754	7.518891652159329e-19	0.0005573035208529149
SWI5	0.3873486485540276	0.3182524981894237	0.3846478732975242	0.2878585222055485	0.5869430878183257	0.34243978903125366	0.6309771163353673
RAB8B	0.3568432794551963	0.3688605155259461	0.5708683244113221	0.19736719329809374	0.17880944265991502	0.9309729163750589	0.7179721762580048
EIF5B	0.37313187584503144	0.4925376143334196	0.6500954973051186	0.3567244626142538	0.4353964531993013	0.809231491825271	0.8854418963103413
GRWD1	0.4947980310403559	0.2108082018060672	0.4952672366298283	0.214708568202664	0.6950347539226407	0.2619987504851989	0.5944661035971748
LRRC47	0.5296882542204439	0.2710802265623045	0.4228760582384376	0.18842726897701426	0.890890472118755	0.37675674491264355	0.6404032721832057
SPATA2	0.3094488438307129	0.10042049928142631	0.3893281483348936	0.1845581927519719	0.548146176878805	0.08301019221446661	0.3748828373068219
NRD1	0.5930772369469957	0.48555255430790645	0.7509040251668728	0.3365688359403692	0.6552347638219526	0.8972028044314749	0.9754014445023094
SUCO	0.38740250395179593	0.4759869819965057	0.6165871929824077	0.4666658573373722	0.3198940673533663	0.8230408040461065	0.8772258526639752
PYROXD1	0.00522403732893733	0.31088127553816	0.3689959977254151	0.24848822902660997	0.00021996542633119238	0.712462576066987	0.5448486119860927
BRPF1	0.6357392875639718	0.2972760158250277	0.4002444682279254	0.16203425132244367	0.6855787638738777	0.39563379512302993	0.4786569303096838
FAM109B	0.4360155305735289	0.11989136208336502	0.037416191251351406	4.4127529168669034e-18	0.10932352978505007	4.0543238258593156e-18	1.0519545719192582e-18
AP2S1	0.7115393028029099	0.495441715706223	0.7941288382831306	0.38807157080020266	0.7719644146088309	0.8491434520866751	1.1750409649645959
ZCCHC14	0.4527276200281397	0.36806926731013373	0.185885380689365	0.21281768312794502	0.906297310481187	0.3975510505625467	0.596014589767901
NXT1	0.2813264261616906	0.3175082102503265	0.4892971249484951	0.21371022663855713	0.12651835354018465	0.5321395641817177	0.5810756547507674
TAZ	0.6368146811875216	0.2446100330074234	0.4708180454851553	0.13454603191995057	0.8944831537712421	0.3863038255447016	0.5377346579708641
MOGS	0.7709967032926551	0.34371399333700714	0.7118812767711462	0.24756159554046037	1.0503707615022495	0.5574271346700795	0.8607222347748831
RANBP2	0.5437784574788405	0.5715677765460389	0.5960414170545466	0.3913706046358054	0.6018040059654967	0.9571689259712286	1.0068733183128045
SMG9	0.6012959661278884	0.30063193352426326	0.5728135990202348	0.20022266068987693	0.5758920685154539	0.427449442311109	0.4963856092102904
PPP6R3	0.4979931101460539	0.47285254436656393	0.5467973102573211	0.35468588045076765	0.6808951757383664	0.8444900390604189	0.8898143154544849
MTF1	0.39316298277067513	0.28686011675706513	0.4504816144409308	0.21167102298958546	0.37408083193794434	0.5951207739710641	0.5823010088190638
NUP188	0.566285849459579	0.3655175542193048	0.4465757427530753	0.24761334457500367	0.5900080337178096	0.6282405272143277	0.6762147079063152
BAP1	0.6689850897272052	0.3944141251908612	0.4606860920479424	0.29647320030427043	0.8928341764734207	0.5531205481128421	0.7513577772759645
ZEB2	0.6599548633593054	0.5441754514178937	0.6004436003994412	0.13905710275041977	0.5813803999244286	1.0557599818001664	0.832524498477411
TGFB2	0.343027437627466	0.5838218496549222	0.28219282319004024	0.17605201445413868	0.1683202036388098	0.8145048797048899	0.3246886472849143
NKX2-5	2.4101853932391048e-18	0.2868003338900326	0.002119949567399696	0.00017854163787876565	7.820918849670818e-19	5.9232929969119765e-19	0.0004921334876630116
NARS	0.4214574300020584	0.47389439980790826	0.6480448090180054	0.5251679264960598	0.688930286134725	0.8532892238235349	1.0900738843014974
SRSF7	0.6124185909444531	0.4513733509656715	0.6032745796234867	0.31295345667018737	0.643086520573315	0.8519816089491941	0.8471420458011908
YARS	0.5657366342198537	0.43784497276984075	0.7796196552387314	0.3437516674716237	0.6018388022720323	0.7192622830258606	0.9569899238430689
GIPC3	0.5568507268233285	0.4729835610007868	0.056016220046784936	4.02515809258418e-08	0.6406710124311257	0.8728117101276607	0.4706272859080611
IFNAR2	0.6044832880812608	0.38368882558278095	0.7584198852324588	0.2340513074743953	0.5188544851170959	0.8891296973955743	0.8026039872962191
EHMT2	0.41116041834805955	0.20755880527724144	0.3337545342215208	0.1018398278079012	0.5904107760687034	0.220089805683457	0.38369981859357305
RPS26	0.4876973929722594	0.43221795732434515	0.759207891208938	0.4612575645162498	0.6190315525076163	0.6421581247284956	1.1215507270666607
SLC25A20	0.4451100012466349	0.2808917890839269	0.29268486970133323	0.2731909910027215	0.674701880453417	0.5973766216187733	0.7080955207934418
NDC1	0.17627137563657536	0.3028353976136553	0.49655727485153817	0.30310264512692897	0.050479195620986524	0.5356137006784955	0.5695870102275182
PGAP3	0.47682123194056	0.300421985576477	0.3634236652397241	0.24428468804124476	0.9147584595676148	0.49817077304183527	0.7176662002339474
NCKAP1	0.5156995956706073	0.6725376442723949	0.6937378799553978	0.42686817848946806	0.7754377465214168	1.000672024905058	1.2684862988211434
NABP2	0.26528122726488024	0.3161137521355801	0.7216186610498054	0.28206584789045197	0.5162580403463041	0.4892399871768908	0.8315711947233974
CNOT11	0.46905741004267504	0.38240578187216107	0.8574714038974992	0.29510680021914076	0.6765307496769961	0.6954695397059504	0.9491674364232958
DNAJB13	2.3816198989018362e-18	2.9830476926124438e-09	1.7319410302864202	2.6266350200701416e-18	0.15034372886301853	7.77754185522396e-07	1.728426001430722e-18
PFN1	0.9099680257070581	0.6063817202453282	1.1413445638159871	0.5072584384682264	0.9724055367401347	1.1680140751986035	1.4726762721248412
SQSTM1	0.7099666913021512	0.5442517633249695	0.9482900927329171	0.5042309609411043	1.1682583917610032	0.7894806641635249	1.4555693096642481
CASP3	0.4113564277019257	0.36302325064902824	0.6072197927676293	0.3899104611520977	0.18812898329120667	0.8379179966759156	0.6978188342254295
NOP58	0.4820317445762321	0.46549968490774196	0.6673667861546981	0.3668575793097101	0.5152905412368172	0.836759102030609	0.9081161164408561
ERAP1	0.49406446059924614	0.37581951780294	0.800333039212193	0.30708004678272904	0.45842944401039537	0.9152359730898747	0.8951480686878435
PDIA3	0.6332701099648154	0.5696936419682342	1.0414788318085633	0.4413328601298172	0.7405965690659864	1.088752145416355	1.3796361161116808
TNFRSF1B	0.7728920931315227	0.26031563646799577	0.6668761450739339	0.19364397339878275	0.6344197256577587	0.9602439570744994	0.7376474813816448
STAT2	0.8482137046220245	0.39820417588095863	0.862839229377316	0.18833648808624276	0.8030701058264649	0.7773546464608996	0.8152511817946874
TRADD	0.6610030926761975	0.1901873946445519	0.5892492122162809	0.13798082343444423	1.0765803317658083	0.4562229511219592	0.7160565315951175
EIF3L	0.48910802507711776	0.521637713065416	0.5515015373880071	0.43183538292212875	0.7892134008640992	0.8805026970212616	1.0996880076941469
ATP5SL	0.38843288232453116	0.2546245570427874	0.3939457410836625	0.2834004940878756	0.6795463450906637	0.3839137034254377	0.6303690906139426
KMT2A	0.5703198974566127	0.41880014057393805	0.4926764856919347	0.24247996030130373	0.6466633844239703	0.7959090357913448	0.7204407478801675
ARID1A	0.7512891225319832	0.5040044118505015	0.6784749953376265	0.3308513087051757	0.9104317449526761	0.9110595831284165	0.97734687262517
ADO	0.49056430360445036	0.2249431308654788	0.39008521876780106	0.15274469839308544	0.6532394667652468	0.25714424403288855	0.5170533034932955
WDR24	0.5820176178076819	0.1644366809168008	0.3323791198797018	0.17357834281894594	0.9243909535461219	0.1674609011639304	0.5059401212690705
NF2	0.49619926908244566	0.3341737517674495	0.61911180457262	0.37620348590626795	0.8634521876536949	0.48474815861815	0.851698824380625
RC3H1	0.5447839397141646	0.4248283160450676	0.5422456151894622	0.28086119112866015	0.6378355303031515	0.8013521679527384	0.8132602606191073
CALR	0.8688669399678967	0.6841164343153888	1.2367974933251942	0.5131147742782665	1.06928065116652	1.1665455702760161	1.60086199178376
FADD	0.5201485144511698	0.2668537422092524	0.6399252006805745	0.2610896557353669	0.7549036576971252	0.41516491187381055	0.7599601929120862
MEN1	0.5538404069637616	0.2997321373593397	0.4904107424014029	0.24882825357601476	0.8643046513141636	0.38684037554272455	0.6916584428906096
CASP8	0.48792004635078867	0.2630957216613978	0.7514476850729859	0.24627794644351717	0.4313722843411872	0.7406864153710655	0.6671428384038807
IFNGR2	0.5639159772433393	0.4254597556327575	0.7863185884769577	0.29215771558429693	0.601190576391988	0.9336562094142444	1.009554011921265
TAP2	0.42772263034333496	0.026848087641347895	0.4021145078426575	0.09117708989693363	0.18869541481672783	0.4800731470448889	0.21604368720507353
TAP1	0.5616082941887002	0.0018396259404719964	0.6344963229116276	0.1706649429741298	0.43963632602233993	0.4979560554454375	0.4343332171790895
IFNGR1	0.5652464254001743	0.5111125037856588	0.7376597503306571	0.2938262064628774	0.5049749591143018	1.091556623498212	0.9713305038492471
B2M	0.9054879956886505	0.6662869550468731	1.1900914534914107	0.6798483720213389	0.9986780909353679	1.70542805175962	1.737847253060156
JAK2	0.5785470321946261	0.4204886009668825	0.47433000335344994	0.27878467672100987	0.3703034864326783	1.020271133809126	0.6284532285292489
TNFRSF1A	0.7324614538535407	0.5169131855754745	0.9137353843648007	0.29330262213627734	0.9459115953083609	0.8981480257048058	1.1478849053110067
TAPBP	0.561439594356834	0.2769665404117296	0.8036578821223518	0.3012828027411209	0.6976967758858806	0.8475016201982035	0.9399650137525855
STAT1	0.7698281980956064	0.4195448651485135	1.123117825989711	0.463139934250884	0.5482186288359905	1.236024472603047	1.0978713627596943
JAK1	0.6299354727099091	0.5190423030230695	0.7578564289428931	0.37646722998326326	0.8883982126740301	1.0561502315052107	1.1569390852682002
