	C0	C1	C2	C3	C4	C5	C6	C7	C8
NDUFS1	0.6946005239832307	0.4796627716718809	0.9232211365898886	0.6302645021142962	0.37810002161766637	0.7296695160789927	0.1877340252227214	1.1792884265972041	1.105305552933882
CYB5R4	0.4956527301832281	0.35151998595547423	0.7384036871652957	0.5920075142757824	0.7009917169358895	0.498423910791429	0.19366722482196602	0.26163551068412716	0.877458530623612
ANKS3	0.4182553645307613	0.7338908947969194	0.2737095585417739	0.05859197482003408	0.23951274069056563	0.3279374923662133	0.18047970642219194	0.8781463870615424	0.5779055236930419
PET100	0.7083926964419499	0.37354142688171355	0.7983730692850896	0.5633348562266649	0.520471024047218	0.6351311429258555	0.20271201849489126	0.8523741916624089	1.041498245382996
ATXN7L3	0.3889537280900213	0.6093085052777172	0.32890733568655234	0.2460404469849977	0.2711118657909389	0.3191830224262009	0.16948794748278637	0.399881385653282	0.5923155337556203
CARD10	0.5780320681322714	0.7906444654393483	0.34937279601090854	0.06790933911956841	0.2860110580303558	0.3460536028080237	0.07016537696211216	1.0211230717057178	0.6731580520526996
PSME2	0.5207680759450303	0.698440045091827	0.47359884094302884	0.502486378174609	0.5910300366993558	0.4789192535415198	0.2690535110323813	0.47680288941696586	0.9972363918970371
PKNOX1	0.44951173166705266	0.42137388078490146	0.5857098975754595	0.29618924392693174	0.3993038677188188	0.43510359906269297	0.16898393053308092	0.3550051969829091	0.5944235427359419
PTEN	0.6333931397973713	0.5813357150677075	1.0851708480049922	0.6204938104624914	0.6604177107156408	0.8100007050880328	0.13508151821894485	0.7222132941958777	1.0677551856490868
IFNAR1	0.5506952968477384	0.38388688666627024	0.9293230025323416	0.5741542682929394	0.5985241971981918	0.5964164438288955	0.10576032728782607	0.5888922368069419	0.9555778061701973
SURF1	0.2457872635160974	0.5375315582281901	0.440643726277976	0.334392923160293	0.11029365463244739	0.3969535157131864	0.1877369286633247	0.8051630257023965	0.7145020525334086
LSM12	0.27832485100610715	0.0004656950094366419	0.2776874759434547	0.20698438999883054	0.251536099569188	0.12079158565424314	0.10076149611148845	0.051253931386038176	0.18458887357960774
TTL	0.5701618963900159	0.6259318697856675	0.5338949554036286	0.4044439232569963	0.2844416068666756	0.4922823108067199	0.28379650297129416	0.47247975506421613	0.750449556572595
SCAF8	0.5502376327857937	0.7119568386788565	0.8268286131386515	0.4885534567974937	0.5447915046595084	0.6950059717670304	0.15103112360557702	0.7377266280896909	0.9502146807466565
DDX39B	0.000958954501811408	0.0010202205287090603	0.0010548200299392541	0.0006534305241354321	0.000668888808278221	0.0009506799930718411	0.0002924306668083776	0.001314382601161674	0.0015507447181521744
SRSF2	0.7187367000407714	0.9606255138058017	0.7363493638345523	0.5090837847604461	0.518275611977859	0.6620822346221112	0.21013713642079623	0.9389149398005379	1.1471236619992222
NDUFA6	0.6286642245191132	0.2217494341493268	0.750812699247679	0.49417335697095643	0.2550664979108444	0.5654635137566899	0.22867438941788515	0.8861363211575028	0.8414406071068107
EPHX4	2.9062507637117015e-05	0.2852319704433231	0.5175705419010885	0.011556804893368192	2.639546528021397e-18	4.268203021471575e-18	0.22513864789592797	1.5244495933671956e-18	1.1392463757460486e-18
DUS1L	0.5280759614003144	0.8912114684682222	0.37369117326003753	0.3414504279844809	0.20351753927814614	0.47105706745442755	0.23038384148982807	0.9340477006801698	0.9133557646892616
ABHD16A	0.13336283720881612	0.4086373286587602	0.17302403939524735	0.17211660906328877	0.18348247161615536	0.17450922833315338	0.11942134634318727	0.2928282582940349	0.4001839762941558
NXF1	0.33949757911049344	0.8385752703700956	0.5796066527027487	0.3129028378577059	0.44746293278703353	0.5015861381116405	0.1909274722720207	0.5621344283598527	0.7813063569166554
FBXW7	0.37138242393888155	0.6906118174875869	0.6688626346206946	0.6119912742852225	0.7288880993753568	0.5039364649857727	0.18184484337275145	0.4444329228858675	0.9039508046833894
USP4	0.3896343818107776	0.7949565768099589	0.5181619885035585	0.38830416268298606	0.5337979729970155	0.4944575854627401	0.21353011278336628	0.45603163767804095	0.8225790465252101
FAM117A	0.0002215065690218102	0.5870510261622129	0.1776951933992033	0.41136695456505534	0.3673324082831686	0.26468700035180137	0.018188944046637175	0.45607114262822396	0.5381772390322768
TAF13	0.7197103968823234	0.09581108886713878	0.8354338776219107	0.5835493944714158	0.6388962956352036	0.6169504066249955	0.14022294255943915	0.4242732878510742	0.8938487420673767
CYC1	0.8436375292796566	0.6297539501738743	0.7363167630016502	0.4243128360242946	0.31594865628393876	0.6194862071250328	0.2985371658490178	1.4645715053444432	1.1328671912869124
CDCA3	0.9408121622182309	0.004365259964352302	3.3369257553826515e-18	0.01068180423384873	1.2307155956832682e-17	2.3836913919561646e-18	0.25178042819984414	2.359452591383994e-18	7.520237365201844e-15
FXR2	0.47700944764716985	0.5956545199313086	0.5141647384043585	0.32275893932910343	0.31995655421371527	0.5022616048512853	0.1908266683918074	0.7594272085371861	0.7796295959849419
THOC5	0.4783473868157599	0.6450289291134836	0.448715890814696	0.2714111525054868	0.3717345798897948	0.41998925845023904	0.16307969860625837	0.6181443804670043	0.6630226180299206
S1PR3	0.34693886702350757	0.6576010539485727	0.998804820810597	0.24268631455762196	0.7443785630233212	0.6902951665294721	0.11804411994048228	0.1036654537577765	0.5426736574432268
SIGLEC15	1.7575092541486523e-11	2.1014613544695892e-10	3.4321808098833955e-05	5.353665376210627e-14	2.8615506614767164e-08	3.7118560740269283e-08	0.8506098386525595	3.316856982254446e-08	2.746129567215491e-10
COCH	4.297692541486223e-15	3.585897132000946e-17	1.5146586261008435e-17	1.5959064360193447	3.5572012417761127e-17	0.0016823582409378366	0.013787405996895933	3.590562216391889e-14	8.025163198588349e-18
QRSL1	0.2829059729867086	0.1711203135113997	0.39622618042536584	0.32533197862474245	0.2051412799005047	0.2700694065648496	0.13535916752168217	0.34517452568034346	0.3815760681202154
EPHA4	0.006948784745860527	0.594244471830068	0.6723680045277228	0.17128543204643487	0.438918841032843	0.32828386699904966	0.10187616778373522	0.4746851081032534	0.23384896798335908
MRPS26	0.5174231815641123	0.5954020988899221	0.3656952425007637	0.2659572299635315	0.08642343068698645	0.44217451469077973	0.2013209338249903	1.0151411951264484	0.7371501133377275
IL12RB2	5.941387787776425e-18	0.0022196561613403148	1.0337114252662136e-08	0.602363832909175	1.7686775309822664	0.06084665986085045	0.21993969485284784	7.828418659836799e-17	2.4578105515070503e-12
ATP5D	0.7366593431695156	0.6181231258895781	0.798943564560109	0.4878285033869707	0.27137560535235167	0.7361043617700233	0.23456658417442425	1.46914573789252	1.1900602460801288
CUL5	0.5412946651306462	0.3445622821631486	0.8858890521517202	0.5042243084480046	0.5279314159434872	0.588659611907813	0.1630483771430552	0.6417991080890955	0.808664252180003
SUMO1	0.6639548268130426	0.15380462285434926	0.9494039218160933	0.6184715380950946	0.5026941127115264	0.6240913518828584	0.12391791669749326	0.6086752085536682	0.888712104047278
AHCTF1	0.6450920021566164	0.41863461622587117	0.827938232419684	0.5075878048848331	0.5813302134382676	0.5874109442803138	0.17137953501045816	0.5469930427738731	0.8540646134258857
GPCPD1	0.2633346253418881	0.5603031706382214	0.6073735657225471	0.41657474569647757	0.6978536761816007	0.3847491764048504	0.11870463182803653	0.10782596091225947	0.637193159710284
GAPDH	1.2250373931741416	0.5120235022274463	0.9391432684921005	0.3756972165993701	0.5860879076192184	0.5918728486608567	0.21279348583412028	1.1237610461594545	1.224525179847543
SLC38A8	1.6378545510023955e-13	1.5835664719772193e-18	0.0016470839650664828	2.1226234365513356e-18	3.0577902878568526e-18	0.0010304970793111115	0.3016659746963588	0.000949408658606946	1.894597470382074e-18
DYRK1A	0.6117780986316145	0.6309388477065571	0.8901679673693382	0.5680433609467678	0.6087399430148135	0.6452523833686221	0.17415981904204608	0.7193762006171668	0.9750914552510566
HNRNPA3	0.48305665158759997	0.3367110880308479	0.6577218270282176	0.4677439811321169	0.5511076181912585	0.4642538170529958	0.0978165607895671	0.36100545585175736	0.6632412662534992
SLC29A3	0.3820951693893906	0.6352240347368738	0.3664986563949136	0.39054401145363654	0.4826463444010883	0.37302647934702665	0.20482147028069236	0.35660844815318943	0.8496531021316672
SMG6	0.40349552188928633	0.8388143361448315	0.5558245357920611	0.29774948744984137	0.45432752390850195	0.5265538796162251	0.17891371890422542	0.6631297695311895	0.7682046368821698
SMG8	0.4990226052417047	0.4124405636872018	0.5606435517550978	0.30970300595948425	0.31603759227384814	0.349763623052125	0.17821900680485495	0.5511351612419667	0.6875420079247516
SEH1L	0.5159419860121996	0.21075127886966194	0.7062987083271296	0.4013110455143856	0.4237041639124561	0.47388062164565276	0.15639733536676836	0.5342635912017922	0.6742212448188917
EIF3H	0.9273197727499786	0.4867977616528006	1.1055316995633608	0.7332776781377522	0.6490399280210967	0.804508815473779	0.1974163213487757	0.9952583838046026	1.2663334648111486
EIF3B	0.8859579610217844	0.6412652535214741	0.742172020020029	0.43270934181109416	0.4641574373380451	0.6037660837580293	0.20604392034816477	0.9886451763754625	1.0899748266945417
QKI	0.5597019469837101	0.5515408333863281	0.8514446928845715	0.45116277702325847	0.6276658929934305	0.6769268827024923	0.12297083461292323	0.387605401992684	0.9063644737544804
KAT6A	0.4885582893924705	0.726700287662768	0.770599342166479	0.5351550715837733	0.5885766002819661	0.6169900471549498	0.19093021358654272	0.7042368177719566	0.9581866192573038
MEX3D	0.656733162279694	0.7803655308343617	0.41873046854066814	0.05024109249353855	0.16427762854902234	0.4352445746080205	0.21912066155433058	0.7262612094924364	0.635071770061617
TCP11	3.2310216593886708e-06	1.7268387031128608e-18	0.0013391963465956465	2.0434084905172055e-18	4.437359858188239e-18	0.026040287015918855	0.054822756590491066	0.004745283872687397	1.372496125280149e-18
SPRY2	0.13069304215260893	0.5824768761491281	0.6490845732619576	0.27661250374868185	0.4626027003208377	0.5419965099670292	0.16945599602701641	0.40123155702668245	0.5881576226458693
RUNX2	0.6560934576751821	0.7241796876662616	0.5794196632976713	0.3756485219186504	0.8633975180915665	0.4470921319599726	0.20005912972244336	8.340372701517779e-07	0.6814968693468421
SPRED1	0.4933800408718304	0.6340581723716279	0.8044939994056143	0.35423222367886636	0.6382572702610544	0.5026327241712921	0.18472473912108875	0.2209510655733932	0.7679146764141543
IGFLR1	0.34451814039918666	0.7955847099992636	0.19014500286792121	0.49389170123765797	0.6682569440936832	0.2966390359765738	0.1612809482798517	0.24590417715543947	1.0006509850364176
KCNIP4	1.8516379214141582e-06	3.72649235975287e-18	0.8576873144142663	5.4013415117683114e-18	1.000990582468398	1.3680426658812048e-10	1.2838740506932066e-10	0.9873358593268321	1.1920493721628004e-11
PGP	0.3110806244741688	0.5257423150126772	0.12287702758359795	0.17228403486449356	0.009183684720386208	0.19547748488586125	0.25416013347763566	0.5268594635382109	0.4372670089900147
OFD1	0.5489021764638778	0.7220214062593812	0.7026953374101009	0.3868608494882048	0.6060107299051725	0.5041285486272876	0.153567385926581	0.758648328604366	0.8535188899123958
CDC14A	0.049031080163759504	0.49721135701353114	0.5426216851640486	0.4695853060256084	0.7188487691343995	0.34125311878861625	0.155404272139638	0.09082069809513299	0.43123419922131434
PPP6R1	0.5213115565874274	0.8830977314072272	0.37079288982492903	0.37749959958488233	0.4019305292321804	0.44009553778015204	0.23804271346038733	0.7810439380009725	0.9505766136426664
CPNE5	4.940385491098862e-18	0.9276905900813861	0.5579427071661949	0.048767404545904516	0.4653868557116551	3.5023568333382174e-17	0.13632043666921775	1.1635125700091576e-13	0.10569763769815069
ILDR1	1.1094181924636218e-17	5.121130033610883e-07	9.725998411793394e-10	0.3280994694639572	0.030617214655435158	6.145576555814652e-16	0.05063965319253012	1.5613181857285108	4.960538976020111e-18
CCNF	0.775864038727388	0.597984736624315	0.037442834698577857	0.06785089471208534	0.31012170662051464	0.12219549897000728	0.2937488030802855	0.07033524454022437	0.4210169745928647
MAD2L1	0.8686028693244353	3.38738521337536e-15	0.49257730454014237	0.47916523359346136	0.45558897466511744	0.1691220322333431	0.282515717087321	6.009081584912779e-11	0.4609464806116286
SNRNP70	0.6402633162430071	1.2470894174809959	0.7111821707417489	0.4262955139709483	0.5362205789794338	0.7543349037221825	0.20621835211350142	1.1490218411970508	1.1508834201890499
AGPAT1	0.24650221627372607	0.2915378705116543	0.21512566621102472	0.07122324770775267	0.03574248970311213	0.1532639391903669	0.0824080878786546	0.5017042657777362	0.35756062621065965
TRIM39	0.0006547578154170988	0.0026281829865849706	2.4960941760526624e-18	0.0015142713843033834	1.1521869019985628e-17	3.781273033753081e-18	6.988815197019334e-18	0.0031878385261601312	0.001836752141403937
SCN5A	0.002671872757266949	0.05976102114622826	1.7721259675190977e-14	0.007066609881183356	1.7497261115166028e-18	6.180468057572358e-18	0.18503934805344494	2.1389465912249643e-18	9.998201456507806e-19
PHGDH	0.4149154634342258	0.4695182060309058	0.6306392063636248	0.4504312184593851	4.7406398153232605e-07	0.6807751355470903	0.1295820773813964	0.7961817627070439	0.4719967585966868
CNOT3	0.4895005374055932	0.7882976965985772	0.4527089829457006	0.2895180815961456	0.37759172956246734	0.4737782503384593	0.1789720115044966	0.7386406992137571	0.8102401110339287
METTL4	0.17415228810202793	0.14435147467050063	0.5273014240193153	0.36018922899341255	0.5162150726959305	0.24150238895861603	0.11060081001576283	0.010944459207653122	0.3251624932875298
VMAC	0.046892162108159524	0.8146569713387072	0.017435299038750778	0.12059777386483331	0.12221902236457566	0.2397475535540844	0.13679129449122482	0.43968579248286926	0.3946736319405811
PANK4	0.3027435135691619	0.8738135135651264	0.3830634862741249	0.21731324343304695	0.3538378374313926	0.40115560558943736	0.20371918708481776	0.6683730489595658	0.6848179800264732
SERBP1	0.7242847227254151	0.23102953306228935	0.7662597160182386	0.5329634550716225	0.6311075304634012	0.5687430554503775	0.1052541067461866	0.6107210077839432	0.8272722917261732
NKX2-8	0.0078062638538302365	0.0028170852716472403	2.919228436564886e-08	2.4997674953307464e-10	2.4249468977516357e-18	3.731057925013276e-11	0.030435253977475478	0.00355097308567418	3.6416977957627693e-17
EHMT1	0.5477263253295482	0.9418882859167084	0.6276352750047347	0.4171695855971056	0.47632873233843215	0.6281746995584062	0.23152687895238874	0.7581114212950579	0.9740754590147033
ST6GAL1	0.40569123394945983	0.6232268106731451	0.6801001187850759	0.7594676230101478	0.6417662681623452	0.635354937829189	0.1419067082367651	0.7686164278417693	1.0961171389280207
GRIK2	1.2477344985371334e-17	5.912410868496348e-18	3.920507679893859e-18	4.69503804084926e-18	7.662274213370167e-18	0.8855881725636464	0.009327169198785599	3.649113060385418e-18	2.495748256594224e-18
ANAPC2	0.3063611356165165	1.1515583292459848	0.38207409313406554	0.16186615180448707	0.2698450374079695	0.44881116192562454	0.22529580990860512	0.8730700490359038	0.7945509246066705
FNDC3B	0.9383389881142972	0.5688364184232871	0.9070803696974151	0.5322801027556205	0.7492819084090556	0.6700869841942696	0.12518967292729802	0.7804446655904154	1.171562396886201
ZFYVE21	0.3239004041616868	0.5701499052995409	0.5631235321819518	0.3180292380126002	0.19657698228421397	0.5419042400749823	0.20246015204160858	0.7664178624005232	0.6559877094627965
FBXL15	0.15570454602078407	0.551753719648467	0.10432231694565558	0.014571779645360449	0.005481289899191022	0.18511384034481532	0.16233017678654404	0.6774211802296628	0.4494030405971198
GPRIN3	0.15135273207664016	0.5711921550632508	0.6686139614236302	0.4771467956164589	0.7198889922376083	0.2713369893580462	0.2594851166490267	0.23505410734698945	0.6285118378728748
AMD1	0.3016897728107903	0.353336028788354	0.5727642035984549	0.3332822508352607	0.2698647721946831	0.3439675013930666	0.09308581486492329	0.5443076975752056	0.586424368209292
FASTKD2	0.44716110892090727	0.2988690531327217	0.7302456413703883	0.4485478890137269	0.43306814141424843	0.4738685385258089	0.1167637793220092	0.6257983234628338	0.6957643516549367
CRISP1	0.002641613952319406	3.816188994539767e-10	0.001457296564099327	2.37706311878044e-18	0.00028143682352510784	0.00037521301285029434	0.024967733066107792	0.0017967995131930679	1.460835861890532e-07
ERMARD	0.4280046231039707	0.6004708089059085	0.7005970830972036	0.33669214558632643	0.455560693556996	0.5392093342245773	0.14972729175253094	0.5900258375416676	0.7699282795914417
NXT2	0.22805044377484499	4.1128914862976126e-18	0.33041689962702997	0.19192647613974892	0.27871282052783536	0.07874644487172865	0.09170417535422852	1.6494426187858923e-09	0.25903456099135036
RPUSD1	0.39227113407705216	0.7384704067964366	0.14615202122365284	0.11192762968966474	0.15673880198207452	0.21109891205585948	0.23475101317385602	0.7479875302552393	0.5644833851349557
MSRB1	0.4927995382396238	0.35027300007271844	0.33993261297830935	0.23527109613225053	0.1599240911905374	0.36119476544382995	0.09245300366932893	1.154168026846498	0.84973024918991
SUV39H1	0.3491844459752004	0.2743658700658069	0.13032293705610723	0.0807835843580376	0.13370597214763885	0.10147596721082845	0.1795030361208811	0.15930362055499406	0.2961642209223305
SYNGR3	3.219038871490265e-18	8.551995552480644e-18	1.674791600993633e-18	0.017209897848934928	4.950864618620661e-10	3.283648692638768e-18	0.9431226221793243	2.175557358257352e-12	2.5792662727632243e-10
RGS11	1.3157455923573149e-17	1.0932773902738024	2.5025141777581727e-06	0.009596327032868746	0.09436149636841722	0.6786549902809448	2.7175504268934854e-17	8.807744784733103e-07	8.072456102903727e-18
PITPNM2	0.5083896272099329	0.7977206551977716	0.33827461566995326	0.02261856894701686	0.31649192089763883	0.384916085864082	0.09264090918098758	0.7778933330490387	0.709538032970443
TADA3	0.5084654939918714	0.6784686724377382	0.4196497568890385	0.3239385561796631	0.30181468942161105	0.5124967275808683	0.20111423279166624	0.6973287834932864	0.8262344220127376
PIM2	0.18116624598886294	0.6116526937333834	1.015288330340714e-06	0.8607557154131709	0.8856314683117154	4.040221729926755e-10	0.020340377834097104	0.0003540592559975676	0.8092721779746991
STIL	0.8399204310489298	0.31397709853837574	0.3722813315987043	0.37138718856263486	0.5289065743094499	0.23312981340459005	0.2878128337121971	0.0019854265283798206	0.54329335402346
ACSBG2	0.0003122853316848225	9.386039244312673e-05	0.0005909751723277228	2.835704503182721e-18	2.7471688671644294e-18	0.0010792137593331776	0.029756994056821372	0.005016943760875622	1.4041135808134138e-13
SWI5	0.46293661675466347	0.44633366492859317	0.44253117200624986	0.24435052432850007	0.16901847903119555	0.4272660460409233	0.23670303240207374	0.6609335888295573	0.596825308067658
RAB8B	0.45014327010727334	0.29394020652798525	0.6566854171144225	0.49483718529932336	0.7619739575496007	0.5154206673215136	0.07989922307352183	0.18517048296137445	0.8513370645299456
EIF5B	0.6910175888772191	0.31780639926909443	0.7519756654166744	0.558226786878889	0.5798605421804266	0.5951164747250812	0.12624129301360248	0.6044512169614809	0.8364011586244902
GRWD1	0.4812834212465743	0.6138253509608926	0.31865564799368573	0.20001976120189416	0.19730567462560036	0.33152529631461086	0.20151871103596314	0.6966209198288034	0.6716835920894876
LRRC47	0.4157031048806395	0.7011338273171697	0.4010502089849252	0.19708798176226044	0.26537226504204403	0.44479882771524937	0.16924415802661633	0.8399527920291291	0.7289432600268746
SPATA2	0.35315064480930364	0.39200771516663047	0.11854772726825508	0.1307771840030452	0.10916188308023676	0.1955303480251588	0.13994486833005154	0.5764596436730772	0.4469873818812591
NRD1	0.7125765097774646	0.6482748062875189	0.7945402825232163	0.5352717197124575	0.6619679094073481	0.6452102545379986	0.19693873527236946	0.6879520996798355	1.069147847322573
SUCO	0.6750919570555669	0.31196736760443783	0.7803525743745714	0.6147401408124566	0.5244470218731919	0.5469778018008659	0.24951716025831214	0.4975051483131569	0.8357854491026887
PYROXD1	0.3538310058270168	1.7548781955864523e-16	0.6188723954113489	0.4024577371745515	0.5359092842445519	0.29918749975120745	0.028121494598733705	0.14876441558868383	0.4450666955121123
BRPF1	0.3377213448419017	0.8511211267991724	0.33597010383766984	0.2093141608663434	0.31944677564162993	0.4123023007916178	0.2567482480450371	0.48614235455429916	0.6672336981481752
FAM109B	0.042081886081286275	0.6827519160235114	3.1548394849681984e-18	4.515626790803233e-18	0.0018626418695651646	2.537802725520284e-17	0.19944329174098507	8.90108424039675e-15	1.7983828363785095e-18
AP2S1	0.8156322156311374	0.7531077057676439	0.8224077101397271	0.5055619439332985	0.4969918643417283	0.7251944419724573	0.2943958867759429	0.8735251074765352	1.2557082824871113
ZCCHC14	0.29984304976989073	0.656800476044847	0.5290052509120949	0.16991566549141268	0.1785754599097005	0.4924932484805589	0.16140775106666308	0.8656420857419538	0.5452377291717652
NXT1	0.5208230508099382	0.20410374740373158	0.49357063887984365	0.3241325811909999	0.40265585726437053	0.3376694610817117	0.17603408744578775	0.24195977404966776	0.5638766623966713
TAZ	0.38703093150658346	0.8880805326589952	0.36202151553781897	0.17533728178094635	0.3462781641389513	0.3853514763891667	0.18026250825611723	0.7213532425953664	0.7208056757146322
MOGS	0.6370607412185334	1.0106792669800118	0.5348392146702986	0.3464949011055419	0.424415126919952	0.5214794013540538	0.20306291082167044	0.9692463335751054	1.0443395143974357
RANBP2	0.6459532558798724	0.5711402437546703	0.8764413205962788	0.6100068237101625	0.5693655975580227	0.7191749036816156	0.18478749045361204	0.6787734347539237	1.0335366733797788
SMG9	0.4966344435050822	0.7534020494822851	0.3352718703371678	0.2966790705299878	0.4188659347161359	0.39535424001957303	0.21178025969060266	0.4409021241789733	0.671404302731805
PPP6R3	0.5613025978417667	0.5606614441066959	0.7798302739310178	0.523414891777732	0.5509464751359475	0.6256121660781386	0.1551749780302868	0.7298990678830838	0.9236012339883725
MTF1	0.39830582829823824	0.42958963602239786	0.49491849984458175	0.3311559009503391	0.4443783540725295	0.37942725739630023	0.17826489722134028	0.3606244247056314	0.6856515587262157
NUP188	0.4388854195876668	0.6897726280019345	0.5606010395320322	0.36406471599442447	0.4127559785141236	0.487490043149548	0.22099376531991646	0.5126256071353539	0.7842196230159626
BAP1	0.45388768096103765	0.8665222296231346	0.541875666749177	0.3394310456737435	0.33664525348415253	0.582096217997561	0.26707394036044596	0.8001111857955503	0.8675694595657181
ZEB2	0.5059508776730841	0.8168608393811033	0.8227062053275146	0.4662597455086475	0.7968914851357224	0.7080829854731094	0.09448956327472208	0.4084095495767702	1.0194843329869772
TGFB2	0.32986180044183394	0.3741729755570938	0.6559594212529327	0.25717160952045126	0.8073603941625214	0.618014838627233	0.2752820918567706	0.0003011911766517351	0.2895743431292495
NKX2-5	0.2589164572233976	2.080459598288976e-18	1.7900646920256274e-14	9.189408340047501e-13	1.3502093069215242e-18	3.2744997967778297e-07	0.04484492316788213	5.895054759869119e-18	9.356716370669845e-19
NARS	0.7200398107948308	0.3604780231337165	0.8600476150798295	0.631447193982995	0.4892637545270018	0.6439601644031037	0.22822450052635604	0.9436588335595364	1.0340352792478065
SRSF7	0.5681933975850726	0.7211475105281858	0.7072510808066967	0.5398024783600837	0.5746176839162341	0.5931941738827775	0.16519818651124624	0.6116263821517552	0.9804508986177619
YARS	0.7716692366641431	0.5647087982971716	0.6707679696064692	0.4699396025914887	0.5196948248400345	0.5928292975446361	0.24333692587822653	0.694215417109332	1.0388050809340534
GIPC3	0.11063617412273717	0.8994186217898416	0.8733051195489065	0.09442198641158525	0.5949818401997137	0.5402599443759779	0.0950298851732001	0.27979231600996235	0.5000477648933194
IFNAR2	0.6087765302081227	0.6904753949597822	0.6771908469309768	0.5401797523638041	0.7556161284638402	0.47777334782852704	0.13038341152206184	0.455788628623521	1.0072251436570503
EHMT2	0.33092905261024846	0.5391065829256184	0.24224799226092544	0.13949857798446527	0.17868683414523842	0.26463851131846045	0.1172101087232352	0.5347001636665858	0.4637043158913122
RPS26	0.8638736632393602	0.43675150432998416	0.7950525454149546	0.5025950933747614	0.29505293431433827	0.5975005758213104	0.27174283583413267	0.9165774287119923	0.9990720940760306
SLC25A20	0.23712034106395868	0.5671502752436702	0.4798731659208305	0.3696157411489903	0.3276419146965785	0.4972848998485495	0.16129727154255297	0.6453910871791388	0.833479341245832
NDC1	0.5635412509841718	0.02923694750443799	0.5358873533816446	0.39907026495046094	0.4072673679592921	0.304357033337633	0.17618336770811704	0.22836601924867603	0.48848515273536824
PGAP3	0.37125760050802464	0.664674877318184	0.5267120801511552	0.3210202462806972	0.24486911753224216	0.4541276038867658	0.09480252026615411	0.9143322738500982	0.7761138490230295
NCKAP1	0.8867310682538265	0.5056119562507472	1.1388697288088334	0.5730213251422664	0.5076805364618938	0.7985045143381777	0.18744560479480324	1.0263809821545735	1.1054869708868726
