row_id	C0	C1
IFNAR2	0.40572679027168373	0.8151386115648703
EHMT2	0.2713020299579789	0.4681611061667198
RPS26	0.4300028704932319	0.538922042843418
SLC25A20	0.30994022717800873	0.6606401293035761
NDC1	0.3831092982940685	0.5093549180084332
PGAP3	0.3101104425955751	0.899424716745722
NCKAP1	0.4811988824856716	0.3639404661309325
NABP2	0.5145900892057869	0.48453256323816135
CNOT11	0.5936633034271871	0.3809806047634798
DNAJB13	0.41530833229267633	0.5346802751726386
PFN1	0.6478607084849692	0.27379471175438075
SQSTM1	0.3036196540498803	0.7688125204046572
CASP3	0.521588245397451	0.6802707344927202
NOP58	0.5776194819677256	0.33333574209890854
ERAP1	0.6593832891250899	0.5256960044424844
PDIA3	0.9703716436526774	6.578562163958569e-19
TNFRSF1B	0.24281961535516763	1.0808642064847545
STAT2	0.6013700684103839	0.5351941684305066
TRADD	0.00011220487710387502	1.3072244172777312
EIF3L	0.5095054078376888	0.500325878671869
ATP5SL	0.6761256636151036	0.18911576040990238
KMT2A	0.7853050304120154	0.29969842521924767
ARID1A	0.31089572987202724	0.9652144933758615
ADO	0.19919893104210995	1.0059359328520134
WDR24	0.3292592417208081	0.7480703510225408
NF2	0.6089006343391097	0.5685319184173683
RC3H1	0.1601777880531112	1.0674090282514694
CALR	0.8836588164134214	0.0865656441413615
FADD	0.36923456994972476	0.8286393735626437
MEN1	0.8098905942112553	0.382132302759672
CASP8	0.38701318003785506	1.057453733090848
IFNGR2	0.5564677067878839	1.0238234171144323
TAP2	0.7600639521785364	0.6403940200760059
TAP1	0.7057103644908366	0.7112961976004343
IFNGR1	0.6458525707011726	0.9966680778109537
B2M	0.6802324457976447	0.7629989174380731
JAK2	0.6652676386347006	1.065074062302392
TNFRSF1A	0.43567066285180306	1.0804631835460698
TAPBP	0.7791506136148064	0.7315375824425742
STAT1	0.7109929748377919	1.030168431566405
JAK1	0.7353901775449153	1.07576068629225
