row_id	C0	C1	C2	C3	C4
FBXW7	0.8973613104619843	0.27342067003512394	0.06672681518602262	0.22231895597724138	0.8208521970039013
USP4	0.3826780686564259	0.2146305320402474	0.4970595358095753	0.7134568302930858	0.3285599342304206
FAM117A	0.4844471213191582	0.4403245305144059	0.8816329250259328	0.6298995320698623	5.309508579940577e-20
TAF13	0.1954549811262468	0.5256205865368777	3.1651026851377886e-20	0.33853222016743983	0.6777021144325972
CYC1	0.3426692487882202	0.6048097478702388	8.698783926912343e-17	0.35824168500144465	0.7142972139437115
CDCA3	0.5949064605010048	0.1602164428217286	0.7573925564659858	0.39619895584334236	0.4107215659987904
FXR2	0.542446236663491	0.5518040231215993	0.3669912412812744	0.7827797949187963	0.2691596153887384
THOC5	0.526591932780106	0.46742106882323825	0.4649905118312622	0.0652001989989398	0.5260109780574874
S1PR3	0.27329051193429743	0.6544784146947716	0.27625480144023384	0.6855007338848149	0.06740608169773428
SIGLEC15	0.3371419627564129	0.5184667948267648	1.0151905010748528	0.4196000417491688	0.10254954438675927
COCH	0.22378178900487442	0.7522845007231478	0.6160345120986953	0.5507942361660334	5.895961934754343e-20
QRSL1	0.08670171081339374	0.4542865490199024	0.00029664604696090816	0.5860608751839127	0.7328887989529579
EPHA4	0.739145467053581	0.1970823496669197	0.1354801181799993	0.46482750485421076	0.40065976706946943
MRPS26	0.46933404180403676	0.5245511510745677	0.44965752649875884	1.2747435937811172e-20	0.24262290408797882
IL12RB2	0.4217559280753998	0.5395389034485693	0.8650459269127114	0.4542616184564746	0.07402186814995013
ATP5D	0.9698793304425289	0.4458187774629414	0.720824066745166	2.77559978809476e-20	0.4641537390119095
CUL5	0.30159228098297136	0.45094652349747305	0.8304773145285287	0.11529295065433673	0.18031870336286407
SUMO1	0.04329105384399759	0.45424954795822825	0.5955901366352205	0.40648005524757413	0.38805405097114015
AHCTF1	0.7219742057496179	0.1001817835229249	0.7532572897057304	0.35803283662308377	0.523402451829265
GPCPD1	0.7122786363723539	0.260380566245448	0.15063477242821074	0.8084156209440071	0.3204993923339944
GAPDH	0.27739927570951994	0.42512033998362153	0.3677417979904078	0.5243366648054413	0.29246788251871253
SLC38A8	0.6406443431298194	0.14450181921632685	0.9985520681845848	0.7128236240483737	0.147077853309513
DYRK1A	0.9128366675586173	0.7965771745503605	3.929362761641443e-20	0.04042334745709792	0.07822661113921965
HNRNPA3	0.16085619738644316	0.2396329161687969	0.7492914153996632	0.5966916863457861	0.7096793990782251
SLC29A3	0.46076890983419116	0.6487324832562213	0.29400090478554985	0.6974655366901557	0.3273097929901619
SMG6	0.07183967158511044	0.44394109305872337	2.477606258547593e-16	1.3285114672548128	0.12978242148249106
SMG8	0.38645010171604843	0.344400924180574	0.903301859352113	1.0957077422046761	0.018693216434451786
SEH1L	2.337288252868053e-20	0.19632439129945117	0.12661316365839528	1.091441891033547	0.6122020243059186
EIF3H	0.3613655205186821	0.41464792333974715	0.4037369808215033	0.13300962302479563	1.0615082318824005
EIF3B	0.28208287293203343	0.7672548006452652	0.7462735147792532	0.3484616413292542	0.07087476000516457
QKI	1.139079571612161	0.705802711792533	0.08211297503328656	0.18793722262661539	0.4798565082720072
KAT6A	0.6275613029571414	0.2531215995539017	0.9490092178790709	0.15833953109675172	0.9356600706383751
MEX3D	0.035351500555292265	0.48442904209052506	0.31897407692805024	0.9211501329670587	0.2994004578344141
TCP11	0.6885709310816367	0.2842815396510868	5.763184887616132e-20	0.7567653964901976	0.8276298601171972
SPRY2	0.8633787072129276	0.4356019831610144	0.2620703726238765	0.7229483265287171	0.11040131605688858
RUNX2	0.8416017307924994	0.5273954566562683	0.14203207174775342	0.30168187559189535	0.77743528566861
SPRED1	0.6240990223915172	0.38219667966230614	0.5740536574645895	0.8104236108777674	0.17437967376561256
IGFLR1	0.00045597465844445466	0.9053496925296362	0.598524817465694	1.096161600663049	0.1938147275310224
KCNIP4	0.45148788136370493	0.3255445649909505	0.2719563588721193	0.6469277093849539	0.3052735692759531
PGP	0.14248119638408532	0.28372568240248003	1.4763432135844107e-12	0.9113946716464305	0.8878627058167226
OFD1	0.41348144845678564	0.4964663752685196	0.8446026632683247	0.5332356720490161	0.12440504211168284
CDC14A	0.7593684756759908	0.4834336344768685	1.0948513548089414	0.22906457208531916	3.9462393625002744e-08
PPP6R1	0.44490123099687	2.3319503270336698e-20	0.49857940191574734	0.7345242818925966	0.42581551646381965
CPNE5	0.1132502811045064	0.2645942408077146	0.5921236509391234	0.5147794775206251	0.7556596826180617
ILDR1	0.9069812406418982	0.27675978286781355	0.8711261399598668	0.12534425363789997	0.14641727300740176
CCNF	0.420567852696902	0.686755729992472	0.09570642548856055	0.5146054933809078	0.507563744938174
MAD2L1	0.5142496185059876	0.304910195706509	0.3383076440687275	0.27758957061373796	0.46939560945428027
SNRNP70	0.8241665867439147	0.6077917011519303	0.7690866204320096	0.5703512700615604	2.92000762681334e-20
AGPAT1	0.178762974471923	0.532423544023961	0.7977122096670471	0.7180138015878846	0.3602321460336386
TRIM39	5.3204249613081654e-08	4.169169902290604e-20	0.9132658828379048	0.5902563380573822	0.34638373729180016
SCN5A	0.19698561977106693	0.4885545776106561	5.6384792374575963e-14	1.200118805778006	0.18001360936451288
PHGDH	0.20523498683000066	0.37013255622459845	0.7744514292213409	0.14707395354749514	0.4650751701024107
CNOT3	1.0338884650161007	0.5305069497593243	0.2273324174922011	0.18147479698872657	0.4532595308967269
METTL4	0.8446085101798776	0.35344385757194907	0.22199270254927034	0.5113257445139853	0.5870967327947053
VMAC	0.5992521850845629	0.23470428524069964	0.7594286006691188	0.5512322687351477	0.30865709939161917
PANK4	0.6480146697534697	0.48229766151006637	0.6751481145014911	0.45372026610454397	0.20016461329383037
SERBP1	1.293769261639745e-20	0.468586516919382	0.43264034497496917	0.7893574300239815	0.2991040852183284
NKX2-8	0.4624945641741845	0.1294916913747064	0.5929921959173884	0.5229627180708755	0.20020665852289463
EHMT1	0.7104351795501433	5.06392102892689e-20	0.3306717141649041	0.38547580734210507	0.82611896964951
ST6GAL1	0.6609440109175829	0.3903252734199268	4.2854495830741376e-20	0.8798693331354868	0.26979862435385815
GRIK2	0.6833263710026246	0.6545170885252478	0.4894075463322013	0.6079713904209436	0.2298269473766814
ANAPC2	0.48302996406102966	0.7343078571809648	0.37110426071640557	0.6642687865132236	4.28655541737193e-18
FNDC3B	0.5370966751978646	0.2597855643640741	0.6401733076525074	0.4872063553364118	0.4779324313837911
ZFYVE21	0.08005294486335296	0.12283701613981908	0.8418721846923235	0.6150235190913556	0.07400949497904978
FBXL15	0.21604473915361383	0.613232756527064	0.6450410759293281	0.3067759471489108	0.05219748874677062
GPRIN3	0.5292592623281698	0.39760337826353054	0.2475494170478732	0.7095210367814011	0.34160858960606544
AMD1	0.4186308804401661	0.5217331403104186	0.5772533750442689	0.5320848977613785	0.5475544773787822
FASTKD2	1.0516299643441016	0.5039261377752571	7.57761205665786e-06	5.853470955075546e-20	0.5282511868441648
CRISP1	0.44413648753800283	0.3983380390971899	0.5772912444723943	0.3882215252132474	0.3838549594409128
ERMARD	0.25144277252526065	0.38302766430947793	0.12857516280522563	0.7023382982536062	0.4497131700375445
NXT2	0.09025464311156868	0.38947449173705345	0.8216686825252945	0.8083591956582085	0.3595868290610019
RPUSD1	0.9887406409648203	0.43218901466585585	0.23951573112665317	0.19233803080813205	0.6567390141398017
MSRB1	0.2939822521377721	0.5365234400635198	0.3961089140240884	0.4240724362468086	0.7155819659124774
SUV39H1	0.6739149253592691	0.09517159191110253	0.2324517227422927	0.7650041595764945	0.5464358436853293
SYNGR3	0.4772747868055689	0.5786635183801218	0.2979619011488731	1.0529376250606333	0.2363743957352429
RGS11	0.8958192450616835	0.6715261048231248	0.12623547808972044	0.29152139430775603	0.5007513649183316
PITPNM2	0.4298165398169317	0.4788178181860861	0.5251412737442421	0.856329742675061	0.20293434575527988
TADA3	5.036613497829758e-09	0.39418399859290826	0.43170840071160815	0.9993921002857381	0.15727805058878983
PIM2	0.5402827521757726	0.8065790128462967	0.7177925990755393	0.4689956033525228	0.11287675946950668
STIL	0.33905851139888926	0.38983596583658453	0.5374989370587988	0.07101381960256292	0.4988835034719226
ACSBG2	0.7605618213399289	0.2567601851589299	0.23455332899222078	0.21106943372616996	0.6257491695781736
SWI5	0.6465049156290443	0.4746791893375621	0.3047975927671618	0.7435530860340365	0.35485135950612606
RAB8B	0.5503309682845139	0.6070014848657329	0.4842391240642322	0.37173617925350283	0.08550938127125401
EIF5B	0.5844024239933646	0.7207062163544697	0.29780170826089425	0.6538150582624982	0.29147661193398966
GRWD1	0.38263050650759917	0.6506780280673544	0.23627931660728077	0.2499407718396712	0.4643841274831829
LRRC47	0.45875622287875856	0.29768125098401443	0.9539860532370597	0.676411180676328	7.736906593389579e-07
SPATA2	0.24081400472185335	0.23266655786953758	0.18762242654061032	1.4179825140832136	0.2829108454297274
NRD1	0.8876019646035116	0.15145332491292698	0.8157401747745361	0.1431206325932808	0.5509080869473792
SUCO	0.636161644297423	0.1549826996503194	0.000280988474543455	0.6609593293438849	0.4441862592040087
PYROXD1	0.598019883080935	0.5967509614378029	0.2921096276034143	0.26208758737375254	0.6278158817034775
BRPF1	0.40388375131160786	4.192531694643785e-18	3.181326192212569e-16	0.6477478860073967	0.9919584244321374
FAM109B	0.8430014777033565	0.5094849425576199	0.3604422363809485	0.37949430031388487	6.597234613376244e-20
AP2S1	0.5434192874589414	0.7272439445095484	0.29001580090991613	0.07264299747321273	0.7200816850060245
ZCCHC14	0.508456098349188	0.19136217356499205	0.6161693932426243	0.43861142663348734	1.1355768506589459
NXT1	1.6749144948373732e-20	0.572181022805985	0.45218359294491045	0.1977707571884652	0.9052701856568078
TAZ	0.7284142834040881	0.6694892105630986	0.5350826512321315	2.3792164864850774e-20	0.6785937146874884
MOGS	0.21886783483857813	0.53483743892717	6.999800525610177e-08	0.3269024242788779	1.096392157519358
RANBP2	1.0410485252007235e-18	0.2264301481468063	1.1135707305845397	0.5871917453839783	0.3290995940174575
SMG9	0.46610722778678826	0.08344317582484696	0.709402385488824	0.9054089031666529	0.3017036626025488
PPP6R3	0.23507688863455942	0.4157290072057592	0.720809477151036	0.9453718769137295	0.3657894055769754
MTF1	0.6326748716329871	1.1066717311986776	4.560785146923986e-20	0.3757422167348693	0.14929677811493183
NUP188	0.6969871057311792	0.3793280324679326	6.952934587052238e-16	0.5257232606917045	1.0298909660703028
BAP1	0.013530275732022654	0.7455835295656377	7.352036741700664e-06	0.21276276858160217	0.40949175755662587
ZEB2	0.28334251766637014	0.1586577271203538	0.4001344200705475	0.6342712726394936	0.8198029194900764
TGFB2	0.698826222272711	0.3589329820084002	0.12845131784297933	0.9354978170357868	0.14514969288999593
NKX2-5	0.4281105668378432	0.14234001728969597	0.9740842914867914	0.760430352410376	0.2750430660277672
NARS	0.4394274612978375	0.14845613743650105	0.40745574998033823	0.39633400850846134	0.6257704113019852
SRSF7	0.21734734328455474	0.15827925528993414	0.5307778036788201	0.0750690540567528	0.8691079094120154
YARS	0.4899499619284912	0.6223644776833596	0.18646427323681933	0.42168591069056494	0.47961074521986635
GIPC3	0.469396619238763	0.7241528875546276	0.3733015574423228	0.2008865600854985	0.32062982907120746
IFNAR2	0.6824176853396182	0.025889329808217884	0.8144264521787116	0.7026767601760435	0.8299869445979425
EHMT2	5.430055682764435e-20	0.3481980446588236	0.8488533754943487	0.17841051816049153	0.519066644141687
RPS26	0.43266707930351667	0.8251762475606328	0.44580064007288284	0.7098235778510479	1.4035391706484882e-19
SLC25A20	0.9219412753596546	0.2334792805090165	0.19836041518999875	0.5697996627113584	0.4850117627469315
NDC1	0.6640765462855238	0.2454935462180613	4.44099174232662e-20	0.7071366455518163	0.6514806379074972
PGAP3	0.6574162397962099	0.584339449098042	0.8432025469627016	0.8131594448894145	4.263514808031322e-20
NCKAP1	0.8686557070187071	0.7812055671855264	0.3050138133212387	0.23892129412593266	4.0576170858078185e-20
NABP2	0.6843921441734847	0.5262735479535129	0.3844811633272045	0.5291408925667486	0.45855086457323824
CNOT11	0.09517650231839714	0.8379659151425636	0.3294741910830735	0.5990584814248877	0.7317266834315314
DNAJB13	0.6031752278130996	0.2842592108609265	0.42258745767595884	0.5144365846088917	0.6068394410464546
PFN1	0.7090560364517312	0.5604483145612602	5.692960418474271e-12	0.4114911162899472	0.838664134364273
SQSTM1	0.558010891738451	0.5991428089830041	0.1866675007084126	1.125959530175712	0.08782477316731216
CASP3	0.624017094766938	0.8971269045676353	0.9094200691324831	0.47497429940078134	0.1301512225495319
NOP58	0.27748762465253785	0.5575201601871926	0.4401636774940933	0.3519708749612314	0.8381425883756131
ERAP1	1.2517247533452125	1.5689765202544028e-07	0.5411038145869671	1.9474367321349538e-19	1.4307384235022826
PDIA3	0.8720080131183205	0.8550180468057272	3.600801369329549e-20	3.110530032577808e-20	1.139888180184351
TNFRSF1B	0.896470726027177	1.0871413370316566e-10	0.3674269998920705	1.1861307454852186	0.7062991033466118
STAT2	0.1702861523078613	0.2813741516126214	0.5916119202652277	0.6660220424163887	1.3047139574114845
TRADD	1.007786891415734	1.0296720964067553e-20	0.38769968989258785	1.1746035867456408	0.3979480329835139
EIF3L	0.36751425739640464	0.517713715473714	0.07995803581345881	0.8137143709873289	0.8393963620764482
ATP5SL	0.13987564200665167	0.6432425841805182	0.37972923359667893	0.33394923200128607	0.923186805785827
KMT2A	0.9864436936363757	0.6684801063783629	0.2894715005696364	0.12551025499867283	0.9351250813025281
ARID1A	0.698974632783987	0.3600961720111533	1.221464916640653	0.7294706095137097	0.050993736585354284
ADO	0.279030819249652	0.3016099322278808	0.7097852886012762	1.3610132355825388	0.13984764661242755
WDR24	0.04937297604561045	0.2171740363498606	0.5980432436556629	1.1236739568640464	0.6423148095385552
NF2	0.7104592110856003	0.7028718340447245	0.409241145604319	0.6069157352945093	0.6278732787310047
RC3H1	0.7849457819316101	0.20221141663085723	0.5129297099487222	1.1390836070869714	0.21077202899310063
CALR	0.46756384590175076	0.865526885784696	5.372962418995982e-20	0.29262913395536	1.1750399916569634
FADD	0.862044871773507	0.6869737502463684	2.510822666869474e-20	1.3083126851833744	3.1370022384376666e-20
MEN1	0.5062165196819105	0.721609164179637	1.0080145800538958	0.05188416887012006	0.9911117148179172
CASP8	0.7910288449439111	0.5363725119276103	0.441434868902815	1.3678395344551195	0.32665083566150843
IFNGR2	0.7098668000471602	0.14720296928768592	1.2820299573327494	0.7325643892271055	1.122177136977267
TAP2	1.6731391159186134e-13	0.7836905425131265	0.7767695347794371	0.8734990236537734	1.2575876979002598
TAP1	1.765829300353443e-19	0.6587395967778409	0.8079514270876051	1.044580499650121	1.1638021625143518
IFNGR1	0.7698682927454559	0.28566422492957094	1.2695510662062188	0.6708149875176427	1.2035051402901265
B2M	7.529136269501878e-20	0.656653325929024	0.7691615703886474	1.1839296517396303	1.0935717666794555
JAK2	0.8853039042905979	0.38618448334184374	1.1067938640445174	0.9113941965264596	1.0917737381393426
TNFRSF1A	7.306764815092037e-17	0.3196102958417038	1.0292104392823953	1.515193044413116	0.8222105799515658
TAPBP	0.20629343224905927	0.8129498840590157	1.0060905780817355	0.8055286934008893	1.1183919870211367
STAT1	0.7670813934143592	0.538858759398274	1.1765805104877387	0.9030335594512373	1.0424440686693224
JAK1	0.8427872840443813	0.587986528257147	1.1011172622690362	1.0138978480826228	1.048216695934102
